Date,Fidelity MSCI Telecommunications Services_Open_average,Fidelity MSCI Telecommunications Services_Open_max,Fidelity MSCI Telecommunications Services_Open_min,Fidelity MSCI Telecommunications Services_Open_volatility,Fidelity MSCI Telecommunications Services_Open_change,Fidelity MSCI Telecommunications Services_High_average,Fidelity MSCI Telecommunications Services_High_max,Fidelity MSCI Telecommunications Services_High_min,Fidelity MSCI Telecommunications Services_High_volatility,Fidelity MSCI Telecommunications Services_High_change,Fidelity MSCI Telecommunications Services_Low_average,Fidelity MSCI Telecommunications Services_Low_max,Fidelity MSCI Telecommunications Services_Low_min,Fidelity MSCI Telecommunications Services_Low_volatility,Fidelity MSCI Telecommunications Services_Low_change,Fidelity MSCI Telecommunications Services_Close_average,Fidelity MSCI Telecommunications Services_Close_max,Fidelity MSCI Telecommunications Services_Close_min,Fidelity MSCI Telecommunications Services_Close_volatility,Fidelity MSCI Telecommunications Services_Close_change
2018-05-20,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2018-05-27,28.09,28.09,28.09,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2018-06-03,28.63,28.63,28.63,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.7,28.7,28.7,0.0,0.0
2018-06-10,28.75,28.75,28.75,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2018-06-17,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2018-06-24,28.42,28.42,28.42,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2018-07-01,29.37,29.37,29.37,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2018-07-08,28.94,28.94,28.94,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2018-07-15,28.08,28.08,28.08,0.0,0.0,28.1,28.1,28.1,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2018-07-22,28.54,28.54,28.54,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2018-07-29,29.46,29.46,29.46,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2018-08-05,30.34,30.34,30.34,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2018-08-12,31.4,31.4,31.4,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2018-08-19,31.17,31.17,31.17,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2018-08-26,30.65,30.65,30.65,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2018-09-02,30.58,30.58,30.58,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2018-09-09,31.67,31.67,31.67,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2018-09-16,31.55,31.55,31.55,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2018-09-23,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2018-09-30,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2018-10-07,30.5,30.5,30.5,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2018-10-14,31.32,31.32,31.32,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2018-10-21,29.4,29.4,29.4,0.0,0.0,30.25,30.25,30.25,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2018-10-28,30.74,30.74,30.74,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2018-11-04,30.59,30.59,30.59,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2018-11-11,30.81,30.81,30.81,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2018-11-18,30.37,30.37,30.37,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2018-11-25,31.59,31.59,31.59,0.0,0.0,31.59,31.59,31.59,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2018-12-02,29.81,29.81,29.81,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2018-12-09,29.58,29.58,29.58,0.0,0.0,29.79,29.79,29.79,0.0,0.0,28.88,28.88,28.88,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2018-12-16,27.03,27.03,27.03,0.0,0.0,27.34,27.34,27.34,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2018-12-23,28.59,28.59,28.59,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2018-12-30,29.8,29.8,29.8,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2019-01-06,30.23,30.23,30.23,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2019-01-13,30.85,30.85,30.85,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2019-01-20,30.38,30.38,30.38,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2019-01-27,31.33,31.33,31.33,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2019-02-03,31.25,31.25,31.25,0.0,0.0,31.3,31.3,31.3,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2019-02-10,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-02-17,31.93,31.93,31.93,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-02-24,31.86,31.86,31.86,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2019-03-03,31.69,31.69,31.69,0.0,0.0,32.14,32.14,32.14,0.0,0.0,31.69,31.69,31.69,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2019-03-10,32.31,32.31,32.31,0.0,0.0,32.31,32.31,32.31,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2019-03-17,32.06,32.06,32.06,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2019-03-24,32.16,32.16,32.16,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2019-03-31,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2019-04-07,33.57,33.57,33.57,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2019-04-14,33.53,33.53,33.53,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2019-04-21,34.43,34.43,34.43,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2019-04-28,33.49,33.49,33.49,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2019-05-05,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2019-05-12,33.27,33.27,33.27,0.0,0.0,33.27,33.27,33.27,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2019-05-19,32.97,32.97,32.97,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2019-05-26,31.79,31.79,31.79,0.0,0.0,31.79,31.79,31.79,0.0,0.0,30.97,30.97,30.97,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2019-06-02,32.49,32.49,32.49,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2019-06-09,32.79,32.79,32.79,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.79,32.79,32.79,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-06-16,33.48,33.48,33.48,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2019-06-23,33.77,33.77,33.77,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2019-06-30,33.96,33.96,33.96,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2019-07-07,34.68,34.68,34.68,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2019-07-14,33.76,33.76,33.76,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2019-07-21,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2019-07-28,33.2,33.2,33.2,0.0,0.0,33.31,33.31,33.31,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2019-08-04,33.24,33.24,33.24,0.0,0.0,33.24,33.24,33.24,0.0,0.0,32.93,32.93,32.93,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2019-08-11,33.21,33.21,33.21,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2019-08-18,32.53,32.53,32.53,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2019-08-25,33.47,33.47,33.47,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2019-09-01,34.08,34.08,34.08,0.0,0.0,34.13,34.13,34.13,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2019-09-08,34.24,34.24,34.24,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2019-09-15,33.67,33.67,33.67,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2019-09-22,32.97,32.97,32.97,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2019-09-29,32.94,32.94,32.94,0.0,0.0,33.18,33.18,33.18,0.0,0.0,32.83,32.83,32.83,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2019-10-06,33.2,33.2,33.2,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2019-10-13,33.85,33.85,33.85,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2019-10-20,34.03,34.03,34.03,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-10-27,34.44,34.44,34.44,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2019-11-03,34.45,34.45,34.45,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2019-11-10,34.85,34.85,34.85,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2019-11-17,34.92,34.92,34.92,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2019-11-24,35.14,35.14,35.14,0.0,0.0,35.14,35.14,35.14,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2019-12-01,35.17,35.17,35.17,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2019-12-08,35.12,35.12,35.12,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2019-12-15,36.04,36.04,36.04,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2019-12-22,36.02,36.02,36.02,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2019-12-29,35.86,35.86,35.86,0.0,0.0,36.17,36.17,36.17,0.0,0.0,35.81,35.81,35.81,0.0,0.0,36.04,36.04,36.04,0.0,0.0
