Date,ProShares Ultra QQQ_etf_Open_average,ProShares Ultra QQQ_etf_Open_max,ProShares Ultra QQQ_etf_Open_min,ProShares Ultra QQQ_etf_Open_volatility,ProShares Ultra QQQ_etf_Open_change,ProShares Ultra QQQ_etf_High_average,ProShares Ultra QQQ_etf_High_max,ProShares Ultra QQQ_etf_High_min,ProShares Ultra QQQ_etf_High_volatility,ProShares Ultra QQQ_etf_High_change,ProShares Ultra QQQ_etf_Low_average,ProShares Ultra QQQ_etf_Low_max,ProShares Ultra QQQ_etf_Low_min,ProShares Ultra QQQ_etf_Low_volatility,ProShares Ultra QQQ_etf_Low_change,ProShares Ultra QQQ_etf_Close_average,ProShares Ultra QQQ_etf_Close_max,ProShares Ultra QQQ_etf_Close_min,ProShares Ultra QQQ_etf_Close_volatility,ProShares Ultra QQQ_etf_Close_change
2018-10-14,88.1,88.1,88.1,0.0,0.0,89.71,89.71,89.71,0.0,0.0,86.04,86.04,86.04,0.0,0.0,86.68,86.68,86.68,0.0,0.0
2018-10-21,78.67,78.67,78.67,0.0,0.0,83.24,83.24,83.24,0.0,0.0,77.63,77.63,77.63,0.0,0.0,80.23,80.23,80.23,0.0,0.0
2018-10-28,84.63,84.63,84.63,0.0,0.0,85.63,85.63,85.63,0.0,0.0,81.36,81.36,81.36,0.0,0.0,82.63,82.63,82.63,0.0,0.0
2018-11-04,85.71,85.71,85.71,0.0,0.0,86.09,86.09,86.09,0.0,0.0,83.04,83.04,83.04,0.0,0.0,84.41,84.41,84.41,0.0,0.0
2018-11-11,79.37,79.37,79.37,0.0,0.0,81.12,81.12,81.12,0.0,0.0,78.7,78.7,78.7,0.0,0.0,80.36,80.36,80.36,0.0,0.0
2018-11-18,72.31,72.31,72.31,0.0,0.0,73.9,73.9,73.9,0.0,0.0,72.27,72.27,72.27,0.0,0.0,72.4,72.4,72.4,0.0,0.0
2018-11-25,80.78,80.78,80.78,0.0,0.0,81.85,81.85,81.85,0.0,0.0,80.1,80.1,80.1,0.0,0.0,81.84,81.84,81.84,0.0,0.0
2018-12-02,78.44,78.44,78.44,0.0,0.0,79.39,79.39,79.39,0.0,0.0,73.46,73.46,73.46,0.0,0.0,73.9,73.9,73.9,0.0,0.0
2018-12-09,75.54,75.54,75.54,0.0,0.0,76.09,76.09,76.09,0.0,0.0,73.21,73.21,73.21,0.0,0.0,73.37,73.37,73.37,0.0,0.0
2018-12-16,66.19,66.19,66.19,0.0,0.0,67.09,67.09,67.09,0.0,0.0,60.86,60.86,60.86,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2018-12-23,66.98,66.98,66.98,0.0,0.0,68.33,68.33,68.33,0.0,0.0,65.0,65.0,65.0,0.0,0.0,66.15,66.15,66.15,0.0,0.0
2018-12-30,65.27,65.27,65.27,0.0,0.0,69.3,69.3,69.3,0.0,0.0,64.88,64.88,64.88,0.0,0.0,68.81,68.81,68.81,0.0,0.0
2019-01-06,72.27,72.27,72.27,0.0,0.0,72.71,72.71,72.71,0.0,0.0,71.77,71.77,71.77,0.0,0.0,72.6,72.6,72.6,0.0,0.0
2019-01-13,76.24,76.24,76.24,0.0,0.0,77.35,77.35,77.35,0.0,0.0,75.34,75.34,75.34,0.0,0.0,76.58,76.58,76.58,0.0,0.0
2019-01-20,75.8,75.8,75.8,0.0,0.0,76.9,76.9,76.9,0.0,0.0,75.36,75.36,75.36,0.0,0.0,76.52,76.52,76.52,0.0,0.0
2019-01-27,78.38,78.38,78.38,0.0,0.0,79.54,79.54,79.54,0.0,0.0,78.03,78.03,78.03,0.0,0.0,78.44,78.44,78.44,0.0,0.0
2019-02-03,77.69,77.69,77.69,0.0,0.0,79.37,79.37,79.37,0.0,0.0,77.53,77.53,77.53,0.0,0.0,79.34,79.34,79.34,0.0,0.0
2019-02-10,83.11,83.11,83.11,0.0,0.0,83.11,83.11,83.11,0.0,0.0,81.78,81.78,81.78,0.0,0.0,82.57,82.57,82.57,0.0,0.0
2019-02-17,82.53,82.53,82.53,0.0,0.0,83.51,83.51,83.51,0.0,0.0,82.44,82.44,82.44,0.0,0.0,83.4,83.4,83.4,0.0,0.0
2019-02-24,84.83,84.83,84.83,0.0,0.0,85.03,85.03,85.03,0.0,0.0,83.64,83.64,83.64,0.0,0.0,84.84,84.84,84.84,0.0,0.0
2019-03-03,80.02,80.02,80.02,0.0,0.0,81.67,81.67,81.67,0.0,0.0,79.85,79.85,79.85,0.0,0.0,81.59,81.59,81.59,0.0,0.0
2019-03-10,87.56,87.56,87.56,0.0,0.0,89.01,89.01,89.01,0.0,0.0,87.47,87.47,87.47,0.0,0.0,88.37,88.37,88.37,0.0,0.0
2019-03-17,92.09,92.09,92.09,0.0,0.0,92.6,92.6,92.6,0.0,0.0,88.64,88.64,88.64,0.0,0.0,88.75,88.75,88.75,0.0,0.0
2019-03-24,89.8,89.8,89.8,0.0,0.0,90.01,90.01,90.01,0.0,0.0,88.82,88.82,88.82,0.0,0.0,89.93,89.93,89.93,0.0,0.0
2019-03-31,94.45,94.45,94.45,0.0,0.0,94.93,94.93,94.93,0.0,0.0,94.17,94.17,94.17,0.0,0.0,94.82,94.82,94.82,0.0,0.0
2019-04-07,95.99,95.99,95.99,0.0,0.0,96.08,96.08,96.08,0.0,0.0,95.19,95.19,95.19,0.0,0.0,95.97,95.97,95.97,0.0,0.0
2019-04-14,97.59,97.59,97.59,0.0,0.0,97.61,97.61,97.61,0.0,0.0,96.38,96.38,96.38,0.0,0.0,97.49,97.49,97.49,0.0,0.0
2019-04-21,100.38,100.38,100.38,0.0,0.0,100.88,100.88,100.88,0.0,0.0,98.68,98.68,98.68,0.0,0.0,100.88,100.88,100.88,0.0,0.0
2019-04-28,99.74,99.74,99.74,0.0,0.0,101.37,101.37,101.37,0.0,0.0,99.41,99.41,99.41,0.0,0.0,101.24,101.24,101.24,0.0,0.0
2019-05-05,93.81,93.81,93.81,0.0,0.0,95.66,95.66,95.66,0.0,0.0,90.7,90.7,90.7,0.0,0.0,94.77,94.77,94.77,0.0,0.0
2019-05-12,92.54,92.54,92.54,0.0,0.0,95.08,95.08,95.08,0.0,0.0,92.35,92.35,92.35,0.0,0.0,92.47,92.47,92.47,0.0,0.0
2019-05-19,88.61,88.61,88.61,0.0,0.0,89.17,89.17,89.17,0.0,0.0,87.3,87.3,87.3,0.0,0.0,87.47,87.47,87.47,0.0,0.0
2019-05-26,84.08,84.08,84.08,0.0,0.0,84.64,84.64,84.64,0.0,0.0,83.26,83.26,83.26,0.0,0.0,83.27,83.27,83.27,0.0,0.0
2019-06-02,87.59,87.59,87.59,0.0,0.0,90.78,90.78,90.78,0.0,0.0,87.41,87.41,87.41,0.0,0.0,90.0,90.0,90.0,0.0,0.0
2019-06-09,91.36,91.36,91.36,0.0,0.0,92.04,92.04,92.04,0.0,0.0,90.87,90.87,90.87,0.0,0.0,91.5,91.5,91.5,0.0,0.0
2019-06-16,97.54,97.54,97.54,0.0,0.0,98.78,98.78,98.78,0.0,0.0,97.13,97.13,97.13,0.0,0.0,97.57,97.57,97.57,0.0,0.0
2019-06-23,96.15,96.15,96.15,0.0,0.0,96.37,96.37,96.37,0.0,0.0,95.24,95.24,95.24,0.0,0.0,96.01,96.01,96.01,0.0,0.0
2019-06-30,99.38,99.38,99.38,0.0,0.0,100.69,100.69,100.69,0.0,0.0,98.59,98.59,98.59,0.0,0.0,100.38,100.38,100.38,0.0,0.0
2019-07-07,101.9,101.9,101.9,0.0,0.0,102.86,102.86,102.86,0.0,0.0,101.7,101.7,101.7,0.0,0.0,102.86,102.86,102.86,0.0,0.0
2019-07-14,103.11,103.11,103.11,0.0,0.0,103.11,103.11,103.11,0.0,0.0,99.9,99.9,99.9,0.0,0.0,100.01,100.01,100.01,0.0,0.0
2019-07-21,103.73,103.73,103.73,0.0,0.0,104.8,104.8,104.8,0.0,0.0,103.62,103.62,103.62,0.0,0.0,104.48,104.48,104.48,0.0,0.0
2019-07-28,97.61,97.61,97.61,0.0,0.0,97.8,97.8,97.8,0.0,0.0,94.91,94.91,94.91,0.0,0.0,96.14,96.14,96.14,0.0,0.0
2019-08-04,95.81,95.81,95.81,0.0,0.0,96.45,96.45,96.45,0.0,0.0,93.43,93.43,93.43,0.0,0.0,94.92,94.92,94.92,0.0,0.0
2019-08-11,92.32,92.32,92.32,0.0,0.0,94.12,94.12,94.12,0.0,0.0,92.32,92.32,92.32,0.0,0.0,93.64,93.64,93.64,0.0,0.0
2019-08-18,94.92,94.92,94.92,0.0,0.0,96.61,96.61,96.61,0.0,0.0,89.57,89.57,89.57,0.0,0.0,90.16,90.16,90.16,0.0,0.0
2019-08-25,96.86,96.86,96.86,0.0,0.0,96.91,96.91,96.91,0.0,0.0,94.35,94.35,94.35,0.0,0.0,95.43,95.43,95.43,0.0,0.0
2019-09-01,100.0,100.0,100.0,0.0,0.0,100.11,100.11,100.11,0.0,0.0,99.14,99.14,99.14,0.0,0.0,99.55,99.55,99.55,0.0,0.0
2019-09-08,100.86,100.86,100.86,0.0,0.0,101.32,101.32,101.32,0.0,0.0,100.18,100.18,100.18,0.0,0.0,100.47,100.47,100.47,0.0,0.0
2019-09-15,101.0,101.0,101.0,0.0,0.0,101.15,101.15,101.15,0.0,0.0,97.85,97.85,97.85,0.0,0.0,98.56,98.56,98.56,0.0,0.0
2019-09-22,97.7,97.7,97.7,0.0,0.0,97.82,97.82,97.82,0.0,0.0,93.66,93.66,93.66,0.0,0.0,95.06,95.06,95.06,0.0,0.0
2019-09-29,94.83,94.83,94.83,0.0,0.0,96.92,96.92,96.92,0.0,0.0,94.71,94.71,94.71,0.0,0.0,96.69,96.69,96.69,0.0,0.0
2019-10-06,98.6,98.6,98.6,0.0,0.0,100.44,100.44,100.44,0.0,0.0,98.5,98.5,98.5,0.0,0.0,98.81,98.81,98.81,0.0,0.0
2019-10-13,101.14,101.14,101.14,0.0,0.0,101.48,101.48,101.48,0.0,0.0,98.4,98.4,98.4,0.0,0.0,99.43,99.43,99.43,0.0,0.0
2019-10-20,100.79,100.79,100.79,0.0,0.0,103.55,103.55,103.55,0.0,0.0,100.75,100.75,100.75,0.0,0.0,103.39,103.39,103.39,0.0,0.0
2019-10-27,105.82,105.82,105.82,0.0,0.0,106.85,106.85,106.85,0.0,0.0,105.51,105.51,105.51,0.0,0.0,106.85,106.85,106.85,0.0,0.0
2019-11-03,108.05,108.05,108.05,0.0,0.0,109.31,109.31,109.31,0.0,0.0,107.48,107.48,107.48,0.0,0.0,109.31,109.31,109.31,0.0,0.0
2019-11-10,110.76,110.76,110.76,0.0,0.0,110.96,110.96,110.96,0.0,0.0,110.09,110.09,110.09,0.0,0.0,110.84,110.84,110.84,0.0,0.0
2019-11-17,110.18,110.18,110.18,0.0,0.0,110.35,110.35,110.35,0.0,0.0,108.69,108.69,108.69,0.0,0.0,109.84,109.84,109.84,0.0,0.0
2019-11-24,113.85,113.85,113.85,0.0,0.0,114.15,114.15,114.15,0.0,0.0,113.22,113.22,113.22,0.0,0.0,113.32,113.32,113.32,0.0,0.0
2019-12-01,112.3,112.3,112.3,0.0,0.0,113.29,113.29,113.29,0.0,0.0,112.22,112.22,112.22,0.0,0.0,113.05,113.05,113.05,0.0,0.0
2019-12-08,114.66,114.66,114.66,0.0,0.0,116.28,116.28,116.28,0.0,0.0,114.16,114.16,114.16,0.0,0.0,115.49,115.49,115.49,0.0,0.0
2019-12-15,120.69,120.69,120.69,0.0,0.0,120.92,120.92,120.92,0.0,0.0,120.04,120.04,120.04,0.0,0.0,120.55,120.55,120.55,0.0,0.0
2019-12-22,124.19,124.19,124.19,0.0,0.0,124.19,124.19,124.19,0.0,0.0,122.46,122.46,122.46,0.0,0.0,123.02,123.02,123.02,0.0,0.0
2019-12-29,122.58,122.58,122.58,0.0,0.0,125.11,125.11,125.11,0.0,0.0,122.58,122.58,122.58,0.0,0.0,123.66,123.66,123.66,0.0,0.0
