Date,EMX_Open_average,EMX_Open_max,EMX_Open_min,EMX_Open_volatility,EMX_Open_change,EMX_High_average,EMX_High_max,EMX_High_min,EMX_High_volatility,EMX_High_change,EMX_Low_average,EMX_Low_max,EMX_Low_min,EMX_Low_volatility,EMX_Low_change,EMX_Close_average,EMX_Close_max,EMX_Close_min,EMX_Close_volatility,EMX_Close_change,EMX_Volume_average,EMX_Volume_max,EMX_Volume_min,EMX_Volume_volatility,EMX_Volume_change
2018-01-14,0.909,0.93,0.9,0.030000000000000027,-0.0050000000000000044,0.927,0.95,0.905,0.04499999999999993,-0.029999999999999916,0.8816,0.9,0.85,0.050000000000000044,-0.04200000000000004,0.9057999999999999,0.92,0.88,0.040000000000000036,-0.009000000000000119,11607,35091,1767,33324,-24001
2018-01-21,0.925,0.96,0.88,0.07999999999999996,0.07999999999999996,0.957,0.97,0.95,0.020000000000000018,0.010000000000000009,0.9006,0.93,0.88,0.050000000000000044,0.030999999999999917,0.931,0.961,0.91,0.050999999999999934,-0.025999999999999912,20569,49290,8140,41150,-16337
2018-01-28,0.9134,0.93,0.9,0.030000000000000027,0.007000000000000006,0.9244,0.93,0.915,0.015000000000000013,0.015000000000000013,0.9074,0.917,0.9,0.017000000000000015,0.007000000000000006,0.9162,0.922,0.91,0.01200000000000001,0.0050000000000000044,11180,17746,6306,11440,-11440
2018-02-04,0.898,0.92,0.88,0.040000000000000036,0.0,0.9058,0.92,0.885,0.03500000000000003,0.0,0.882,0.89,0.88,0.010000000000000009,-0.010000000000000009,0.896,0.91,0.882,0.028000000000000025,-0.0050000000000000044,5636,8604,1172,7432,-6476
2018-02-11,0.9025000000000001,0.91,0.9,0.010000000000000009,-0.010000000000000009,0.9157500000000001,0.92,0.91,0.010000000000000009,0.0029999999999998916,0.90125,0.905,0.9,0.0050000000000000044,-0.0050000000000000044,0.9145,0.92,0.905,0.015000000000000013,0.007999999999999896,2351,4512,1002,3510,851
2018-02-18,0.9022,0.92,0.8809999999999999,0.039000000000000146,0.0,0.9138000000000001,0.92,0.9,0.020000000000000018,0.0,0.887,0.903,0.88,0.02300000000000002,-0.02300000000000002,0.8988,0.915,0.88,0.03500000000000003,-0.03500000000000003,6561,9401,3323,6078,623
2018-02-25,0.884,0.9,0.86,0.040000000000000036,-0.020000000000000018,0.89,0.9,0.87,0.030000000000000027,-0.020000000000000018,0.863,0.8740000000000001,0.86,0.014000000000000123,-0.0010000000000000009,0.8752,0.89,0.86,0.030000000000000027,-0.030000000000000027,4084,7535,2305,5230,2926
2018-03-04,0.892,0.92,0.86,0.06000000000000005,0.0,0.914,0.92,0.91,0.010000000000000009,-0.010000000000000009,0.879,0.905,0.86,0.04500000000000004,0.0,0.9062,0.92,0.89,0.030000000000000027,-0.010000000000000009,10780,18854,2600,16254,5656
2018-03-11,0.894,0.92,0.86,0.06000000000000005,-0.050000000000000044,0.8968,0.92,0.86,0.06000000000000005,-0.050000000000000044,0.8664,0.89,0.851,0.039000000000000035,-0.029000000000000026,0.8808,0.92,0.851,0.06900000000000006,-0.05499999999999994,5731,8501,2226,6275,6275
2018-03-18,0.8806,0.91,0.85,0.06000000000000005,0.06000000000000005,0.897,0.91,0.88,0.030000000000000027,0.015000000000000013,0.8706,0.89,0.85,0.040000000000000036,0.040000000000000036,0.883,0.895,0.8640000000000001,0.030999999999999917,-0.0050000000000000044,4749,12205,59,12146,-5241
2018-03-25,0.86,0.87,0.84,0.030000000000000027,0.030000000000000027,0.8705,0.88,0.86,0.020000000000000018,0.010000000000000009,0.85775,0.87,0.84,0.030000000000000027,0.02100000000000002,0.8674999999999999,0.88,0.86,0.020000000000000018,0.010000000000000009,14356,15887,12808,3079,-1357
2018-04-01,0.8702,0.9,0.855,0.04500000000000004,-0.0030000000000000027,0.8918,0.9,0.88,0.020000000000000018,-0.0010000000000000009,0.8562,0.868,0.84,0.028000000000000025,-0.0030000000000000027,0.872,0.9,0.84,0.06000000000000005,-0.020000000000000018,5104,21138,403,20735,2071
2018-04-08,0.882,0.9,0.86,0.040000000000000036,0.0,0.896,0.9,0.89,0.010000000000000009,0.0,0.876,0.895,0.86,0.03500000000000003,-0.0050000000000000044,0.8892,0.8959999999999999,0.875,0.020999999999999908,-0.015000000000000013,5790,20671,201,20470,-1470
2018-04-15,0.883,0.89,0.88,0.010000000000000009,-0.006000000000000005,0.885,0.89,0.88,0.010000000000000009,-0.006000000000000005,0.8784,0.8809999999999999,0.871,0.009999999999999898,0.0,0.8824,0.89,0.88,0.010000000000000009,-0.010000000000000009,1282,2200,202,1998,-1998
2018-04-22,0.873,0.885,0.86,0.025000000000000022,-0.020000000000000018,0.878,0.885,0.865,0.020000000000000018,-0.020000000000000018,0.864,0.87,0.86,0.010000000000000009,-0.010000000000000009,0.871,0.885,0.86,0.025000000000000022,-0.025000000000000022,2739,5865,726,5139,-5139
2018-04-29,0.866,0.88,0.86,0.020000000000000018,0.0,0.876,0.88,0.861,0.019000000000000017,-0.019000000000000017,0.8642,0.8759999999999999,0.86,0.015999999999999903,0.0,0.8718,0.88,0.86,0.020000000000000018,0.0010000000000000009,2272,6747,100,6647,4635
2018-05-06,0.8682,0.91,0.85,0.06000000000000005,0.050000000000000044,0.8868,0.92,0.86,0.06000000000000005,0.06000000000000005,0.864,0.91,0.84,0.07000000000000006,0.07000000000000006,0.8824000000000001,0.92,0.848,0.07200000000000006,0.07200000000000006,6137,9652,3575,6077,5490
