Date,MASI_stock_Open_average,MASI_stock_Open_max,MASI_stock_Open_min,MASI_stock_Open_volatility,MASI_stock_Open_change,MASI_stock_High_average,MASI_stock_High_max,MASI_stock_High_min,MASI_stock_High_volatility,MASI_stock_High_change,MASI_stock_Low_average,MASI_stock_Low_max,MASI_stock_Low_min,MASI_stock_Low_volatility,MASI_stock_Low_change,MASI_stock_Close_average,MASI_stock_Close_max,MASI_stock_Close_min,MASI_stock_Close_volatility,MASI_stock_Close_change,MASI_stock_Volume_average,MASI_stock_Volume_max,MASI_stock_Volume_min,MASI_stock_Volume_volatility,MASI_stock_Volume_change
2018-01-14,86.4525,86.93,85.98,0.9500000000000028,0.3100000000000023,87.39750000000001,88.62,86.74,1.8800000000000097,1.5,86.0575,86.23,85.84,0.39000000000000057,0.2599999999999909,87.0275,88.56,86.3,2.260000000000005,1.9200000000000017,438648,461751,407396,54355,21146
2018-01-21,89.124,91.5,88.05,3.450000000000003,3.049999999999997,89.998,91.83,88.46,3.3700000000000045,3.3700000000000045,88.35000000000001,89.89,86.93,2.9599999999999937,2.9599999999999937,89.67,91.54,87.9,3.6400000000000006,3.3700000000000045,392075,507400,316582,190818,31450
2018-01-28,93.31400000000001,95.65,91.54,4.109999999999999,0.9899999999999949,94.952,96.44,93.35,3.0900000000000034,-1.6400000000000006,92.322,94.24,91.17,3.069999999999993,0.20000000000000284,93.864,95.19,92.88,2.3100000000000023,-1.2000000000000028,689213,842402,539998,302404,-59095
2018-02-04,86.94,92.2,82.8,9.400000000000006,-9.400000000000006,87.728,92.79,84.06,8.730000000000004,-8.730000000000004,84.274,88.42,80.69,7.730000000000004,-7.730000000000004,85.538,89.42,82.06,7.359999999999999,-5.950000000000003,785906,1145715,551221,594494,-204593
2018-02-11,84.672,85.77,83.83,1.9399999999999977,1.9399999999999977,85.84,87.35,84.67,2.6799999999999926,1.4599999999999937,84.084,85.42,83.2,2.219999999999999,1.5900000000000034,85.37,86.68,84.5,2.180000000000007,1.8200000000000074,415920,487698,340432,147266,-147036
2018-02-18,85.66,86.61,84.6,2.010000000000005,-2.010000000000005,86.0775,86.88,84.64,2.239999999999995,-2.0,84.35000000000001,85.34,83.01,2.3299999999999983,-2.280000000000001,84.89,85.58,83.96,1.6200000000000045,-0.9599999999999937,332910,379727,232922,146805,146805
2018-02-25,86.018,90.08,81.56,8.519999999999996,-3.3100000000000023,86.994,90.08,84.7,5.3799999999999955,-0.9899999999999949,83.832,86.5,81.56,4.939999999999998,-2.4399999999999977,85.166,87.53,82.11,5.420000000000002,-1.1700000000000017,905531,1246079,399813,846266,641457
2018-03-04,85.91,87.98,83.7,4.280000000000001,3.4799999999999898,87.712,89.0,84.98,4.019999999999996,3.819999999999993,84.83,86.97,82.15,4.819999999999993,4.819999999999993,86.634,88.45,83.58,4.8700000000000045,4.769999999999996,954404,1161810,773484,388326,-135970
2018-03-11,88.434,89.75,86.62,3.1299999999999955,-2.0,89.19,90.09,87.57,2.5200000000000102,-2.240000000000009,87.39,88.84,85.79,3.049999999999997,-2.6199999999999903,87.964,89.44,86.61,2.8299999999999983,-2.009999999999991,592524,716742,421346,295396,90970
2018-03-18,86.32,86.96,85.64,1.3199999999999932,-0.7900000000000063,86.95,87.68,86.47,1.210000000000008,-0.030000000000001137,85.256,86.87,84.33,2.5400000000000063,-0.21000000000000796,85.93,87.25,84.36,2.8900000000000006,-1.1400000000000006,487320,619663,430797,188866,166503
2018-03-25,85.96,86.35,85.44,0.9099999999999966,0.9099999999999966,87.005,88.85,86.11,2.739999999999995,2.5,84.745,85.47,84.02,1.4500000000000028,1.4500000000000028,86.42,87.95,85.62,2.3299999999999983,1.6700000000000017,530334,590523,471545,118978,-4134
2018-04-01,86.33,87.74,85.16,2.5799999999999983,-1.6400000000000006,87.014,88.14,86.49,1.6500000000000057,-1.6500000000000057,84.604,86.06,83.16,2.9000000000000057,-1.9399999999999977,85.598,86.68,83.88,2.8000000000000114,-1.5500000000000114,413344,601050,282616,318434,-318434
2018-04-08,85.222,86.13,84.52,1.6099999999999994,1.6099999999999994,85.734,86.13,85.23,0.8999999999999915,0.8999999999999915,84.56,85.07,83.9,1.1699999999999875,1.1699999999999875,85.256,85.82,84.32,1.5,1.5,360723,682371,257163,425208,10891
2018-04-15,87.852,88.87,86.26,2.6099999999999994,2.6099999999999994,88.822,89.71,87.2,2.509999999999991,2.509999999999991,87.296,88.61,85.62,2.989999999999995,2.989999999999995,88.55,89.66,86.73,2.9299999999999926,2.9299999999999926,327038,413017,237722,175295,138852
2018-04-22,89.742,91.01,88.81,2.200000000000003,1.0100000000000051,90.438,91.42,89.13,2.2900000000000063,1.1700000000000017,88.802,89.97,88.09,1.8799999999999955,0.789999999999992,89.838,91.13,88.83,2.299999999999997,1.3699999999999903,410591,538894,320255,218639,-133654
2018-04-29,91.848,95.06,89.37,5.689999999999998,3.780000000000001,94.014,98.56,91.32,7.240000000000009,7.240000000000009,90.768,94.46,89.16,5.299999999999997,4.72999999999999,93.318,97.85,89.73,8.11999999999999,8.11999999999999,722608,1383351,397008,986343,261731
2018-05-06,98.246,98.77,97.84,0.9299999999999926,0.3499999999999943,98.95,99.3,98.56,0.7399999999999949,0.39000000000000057,97.37,97.89,96.81,1.0799999999999983,0.6700000000000017,98.316,98.62,97.69,0.9300000000000068,-0.27000000000001023,517903,644704,426052,218652,15702
2018-05-13,97.0,98.62,96.32,2.3000000000000114,-1.5,97.618,98.97,96.88,2.0900000000000034,-1.1700000000000017,96.078,96.72,95.53,1.1899999999999977,0.46999999999999886,96.616,97.07,96.2,0.8699999999999903,0.4299999999999926,479421,621451,418327,203124,-63617
2018-05-20,98.148,98.87,97.58,1.2900000000000063,1.25,98.806,99.64,98.04,1.5999999999999943,1.5999999999999943,97.766,98.7,97.09,1.6099999999999994,1.6099999999999994,98.446,99.12,97.74,1.3800000000000097,1.3800000000000097,270289,311984,193699,118285,-118285
