Date,CBOE_Open_average,CBOE_Open_max,CBOE_Open_min,CBOE_Open_volatility,CBOE_Open_change,CBOE_High_average,CBOE_High_max,CBOE_High_min,CBOE_High_volatility,CBOE_High_change,CBOE_Low_average,CBOE_Low_max,CBOE_Low_min,CBOE_Low_volatility,CBOE_Low_change,CBOE_Close_average,CBOE_Close_max,CBOE_Close_min,CBOE_Close_volatility,CBOE_Close_change,CBOE_Volume_average,CBOE_Volume_max,CBOE_Volume_min,CBOE_Volume_volatility,CBOE_Volume_change
2018-01-14,132.204,133.81,130.86,2.9499999999999886,1.5900000000000034,133.344,134.64,131.87,2.769999999999982,1.579999999999984,131.43800000000002,133.37,129.83,3.539999999999992,3.539999999999992,132.732,134.56,130.79,3.7700000000000102,3.7700000000000102,767284,885343,607592,277751,-254273
2018-01-21,136.084,137.5,134.34,3.1599999999999966,2.859999999999985,136.844,138.54,134.96,3.579999999999984,3.579999999999984,134.662,136.0,133.39,2.6100000000000136,0.799999999999983,135.934,137.16,134.81,2.3499999999999943,0.30000000000001137,794611,983605,605938,377667,347665
2018-01-28,134.326,136.19,133.17,3.0200000000000102,-1.3600000000000136,136.126,136.94,134.9,2.039999999999992,1.6699999999999875,132.804,134.53,130.05,4.47999999999999,-2.329999999999984,133.884,136.56,130.53,6.030000000000001,-2.759999999999991,1156083,1719284,861578,857706,285085
2018-02-04,112.78399999999999,125.57,104.35,21.22,-16.989999999999995,115.716,125.68,108.61,17.070000000000007,-12.360000000000014,107.048,111.07,96.81,14.259999999999991,0.3499999999999943,112.08800000000001,116.94,107.11,9.829999999999998,-6.259999999999991,4933129,7648364,2567309,5081055,-5081055
2018-02-11,113.9075,116.84,110.73,6.109999999999999,6.109999999999999,116.015,117.58,113.47,4.109999999999999,3.9200000000000017,111.58,114.62,109.54,5.079999999999998,1.2999999999999972,114.03,117.45,111.45,6.0,-0.769999999999996,2403717,2804005,2075493,728512,400487
2018-02-18,110.518,111.34,108.94,2.4000000000000057,-2.019999999999996,112.056,113.1,110.12,2.9799999999999898,-1.0700000000000074,109.5,110.75,108.27,2.480000000000004,-1.1700000000000017,110.42399999999999,111.33,108.75,2.5799999999999983,0.5499999999999972,1554759,2064160,992886,1071274,-98183
2018-02-25,111.82,114.51,110.94,3.5700000000000074,3.5700000000000074,114.218,116.57,111.93,4.639999999999986,4.639999999999986,111.126,113.12,110.16,2.960000000000008,2.960000000000008,112.782,115.35,110.19,5.159999999999997,5.159999999999997,1943481,2780233,1271456,1508777,685939
2018-03-04,119.346,124.17,115.35,8.820000000000007,8.820000000000007,121.608,124.55,119.1,5.450000000000003,5.340000000000003,118.904,123.06,115.16,7.900000000000006,7.900000000000006,121.042,124.54,118.17,6.3700000000000045,5.6499999999999915,1514293,2139407,1253509,885898,-885898
2018-03-11,120.51,124.56,118.95,5.609999999999999,-5.359999999999999,120.94800000000001,124.56,119.42,5.140000000000001,-4.109999999999999,118.216,119.46,117.22,2.239999999999995,-2.239999999999995,119.114,119.92,118.53,1.3900000000000006,-1.3900000000000006,1078300,1275440,818758,456682,134363
2018-03-18,115.384,118.6,112.64,5.959999999999994,-5.659999999999997,117.294,121.55,113.84,7.709999999999994,-6.259999999999991,114.004,117.99,111.36,6.6299999999999955,-5.72999999999999,115.23,119.9,111.71,8.190000000000012,-5.310000000000002,1099137,1441339,818156,623183,-348609
2018-03-25,113.285,114.54,112.06,2.480000000000004,-0.46000000000000796,114.735,115.36,113.52,1.8400000000000034,0.19999999999998863,111.4975,112.09,111.13,0.960000000000008,0.1700000000000017,112.6375,114.1,111.91,2.1899999999999977,0.4200000000000017,1101608,1472700,814189,658511,91561
2018-04-01,110.866,112.39,109.66,2.730000000000004,-2.280000000000001,112.05,112.81,111.06,1.75,-0.46999999999999886,109.494,111.08,108.47,2.6099999999999994,0.5600000000000023,110.634,111.6,109.34,2.259999999999991,-0.9599999999999937,1361794,1894000,931036,962964,-962964
2018-04-08,109.648,110.62,108.92,1.7000000000000028,-1.5400000000000063,110.352,111.58,109.74,1.8400000000000034,-1.8400000000000034,108.544,109.84,108.03,1.8100000000000023,-1.2600000000000051,109.112,110.28,108.35,1.9300000000000068,-1.4699999999999989,842855,1181691,568177,613514,-325655
