Date,CTIC_Open_average,CTIC_Open_max,CTIC_Open_min,CTIC_Open_volatility,CTIC_Open_change,CTIC_High_average,CTIC_High_max,CTIC_High_min,CTIC_High_volatility,CTIC_High_change,CTIC_Low_average,CTIC_Low_max,CTIC_Low_min,CTIC_Low_volatility,CTIC_Low_change,CTIC_Close_average,CTIC_Close_max,CTIC_Close_min,CTIC_Close_volatility,CTIC_Close_change,CTIC_Volume_average,CTIC_Volume_max,CTIC_Volume_min,CTIC_Volume_volatility,CTIC_Volume_change
2018-01-14,3.474,3.66,3.27,0.3900000000000001,-0.20999999999999996,3.52,3.67,3.41,0.2599999999999998,-0.10999999999999988,3.39,3.48,3.25,0.22999999999999998,-0.18000000000000016,3.454,3.5,3.37,0.1299999999999999,-0.1200000000000001,173553,247080,54493,192587,77819
2018-01-21,3.262,3.39,3.2,0.18999999999999995,-0.05999999999999961,3.3284,3.432,3.21,0.22199999999999998,-0.06999999999999984,3.1422,3.25,2.86,0.3900000000000001,-0.3610000000000002,3.238,3.36,3.1,0.2599999999999998,-0.1299999999999999,127341,185107,93445,91662,39287
2018-01-28,2.878,3.1,2.7,0.3999999999999999,-0.3999999999999999,3.01,3.2,2.84,0.3600000000000003,0.050000000000000266,2.7279999999999998,3.01,2.48,0.5299999999999998,-0.5299999999999998,2.868,3.02,2.75,0.27,-0.14000000000000012,302737,914934,74247,840687,840687
2018-02-04,3.028,3.29,2.8,0.4900000000000002,0.4900000000000002,3.1674,3.437,2.89,0.5469999999999997,0.5469999999999997,2.956,3.22,2.69,0.5300000000000002,0.5300000000000002,3.076,3.32,2.82,0.5,0.5,1595679,6125768,268910,5856858,364801
2018-02-11,3.4875,3.7,3.32,0.38000000000000034,0.38000000000000034,3.625,3.79,3.39,0.3999999999999999,0.3999999999999999,3.46325,3.7,3.25,0.4500000000000002,0.4500000000000002,3.5725,3.73,3.32,0.41000000000000014,0.41000000000000014,413772,530740,217609,313131,270254
2018-02-18,3.772,3.82,3.7,0.11999999999999966,0.029999999999999805,3.832,3.91,3.75,0.16000000000000014,0.08000000000000007,3.698,3.81,3.62,0.18999999999999995,0.10999999999999988,3.76,3.82,3.71,0.10999999999999988,0.06000000000000005,636813,1361925,212578,1149347,-70188
2018-02-25,3.9299999999999997,4.02,3.82,0.19999999999999973,0.10000000000000009,4.072,4.14,3.94,0.19999999999999973,0.11999999999999966,3.9,4.0,3.8,0.20000000000000018,0.1200000000000001,3.9619999999999997,4.02,3.89,0.12999999999999945,0.10999999999999988,817365,1616165,310105,1306060,-551224
2018-03-04,4.01,4.1,3.9,0.19999999999999973,0.019999999999999574,4.086,4.12,4.07,0.04999999999999982,0.009999999999999787,3.94,4.0,3.81,0.18999999999999995,0.009999999999999787,4.024,4.06,3.99,0.0699999999999994,-0.019999999999999574,321814,442166,172986,269180,219651
2018-03-11,4.03,4.06,3.97,0.08999999999999941,-0.06999999999999984,4.06,4.1,4.0,0.09999999999999964,-0.05999999999999961,3.962,4.0,3.9,0.10000000000000009,-0.050000000000000266,4.014,4.05,3.94,0.10999999999999988,-0.10000000000000009,192363,279430,103619,175811,56819
2018-03-18,3.956,4.1,3.85,0.24999999999999956,0.14999999999999947,4.008,4.1,3.95,0.14999999999999947,0.14999999999999947,3.87,3.94,3.81,0.1299999999999999,0.04999999999999982,3.932,4.05,3.86,0.18999999999999995,0.11999999999999966,400824,840954,168504,672450,89496
