Date,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_Open_average,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_Open_max,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_Open_min,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_Open_volatility,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_Open_change,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_High_average,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_High_max,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_High_min,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_High_volatility,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_High_change,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_Low_average,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_Low_max,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_Low_min,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_Low_volatility,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_Low_change,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_Close_average,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_Close_max,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_Close_min,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_Close_volatility,UBS ETRACS 2xMonthly Leveraged Alerian MLP Infra B_Close_change
2018-01-14,42.11,42.11,42.11,0.0,0.0,43.97,43.97,43.97,0.0,0.0,42.11,42.11,42.11,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2018-01-21,43.8,43.8,43.8,0.0,0.0,43.8,43.8,43.8,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2018-01-28,37.41,37.41,37.41,0.0,0.0,39.41,39.41,39.41,0.0,0.0,36.56,36.56,36.56,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2018-02-04,36.55,36.55,36.55,0.0,0.0,37.26,37.26,37.26,0.0,0.0,35.59,35.59,35.59,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2018-02-11,36.51,36.51,36.51,0.0,0.0,37.31,37.31,37.31,0.0,0.0,35.97,35.97,35.97,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2018-02-18,34.2,34.2,34.2,0.0,0.0,34.81,34.81,34.81,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2018-02-25,32.67,32.67,32.67,0.0,0.0,33.59,33.59,33.59,0.0,0.0,32.54,32.54,32.54,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2018-03-04,33.78,33.78,33.78,0.0,0.0,34.56,34.56,34.56,0.0,0.0,33.39,33.39,33.39,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2018-03-11,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,28.65,28.65,28.65,0.0,0.0,29.33,29.33,29.33,0.0,0.0
2018-03-18,27.5,27.5,27.5,0.0,0.0,28.26,28.26,28.26,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2018-03-25,28.19,28.19,28.19,0.0,0.0,28.51,28.51,28.51,0.0,0.0,26.9,26.9,26.9,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2018-04-01,28.21,28.21,28.21,0.0,0.0,28.4,28.4,28.4,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2018-04-08,28.53,28.53,28.53,0.0,0.0,30.59,30.59,30.59,0.0,0.0,28.13,28.13,28.13,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2018-04-15,30.21,30.21,30.21,0.0,0.0,31.74,31.74,31.74,0.0,0.0,30.21,30.21,30.21,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2018-04-22,30.9,30.9,30.9,0.0,0.0,31.23,31.23,31.23,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2018-04-29,30.65,30.65,30.65,0.0,0.0,31.62,31.62,31.62,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2018-05-06,32.27,32.27,32.27,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-05-13,33.91,33.91,33.91,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.58,33.58,33.58,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2018-05-20,31.96,31.96,31.96,0.0,0.0,32.34,32.34,32.34,0.0,0.0,30.84,30.84,30.84,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2018-05-27,33.86,33.86,33.86,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.75,33.75,33.75,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2018-06-03,33.85,33.85,33.85,0.0,0.0,35.1,35.1,35.1,0.0,0.0,33.85,33.85,33.85,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2018-06-10,32.5,32.5,32.5,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.38,32.38,32.38,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2018-06-17,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2018-06-24,32.03,32.03,32.03,0.0,0.0,32.3,32.3,32.3,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2018-07-01,32.69,32.69,32.69,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2018-07-08,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2018-07-15,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,32.9,32.9,32.9,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2018-07-22,34.75,34.75,34.75,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2018-07-29,38.4,38.4,38.4,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2018-08-05,40.7,40.7,40.7,0.0,0.0,40.7,40.7,40.7,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2018-08-12,38.79,38.79,38.79,0.0,0.0,39.49,39.49,39.49,0.0,0.0,38.79,38.79,38.79,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2018-08-19,39.96,39.96,39.96,0.0,0.0,39.96,39.96,39.96,0.0,0.0,38.6,38.6,38.6,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2018-08-26,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2018-09-02,36.6,36.6,36.6,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2018-09-09,36.8,36.8,36.8,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2018-09-16,36.75,36.75,36.75,0.0,0.0,36.77,36.77,36.77,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.35,35.35,35.35,0.0,0.0
2018-09-23,35.35,35.35,35.35,0.0,0.0,36.89,36.89,36.89,0.0,0.0,35.35,35.35,35.35,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2018-09-30,36.29,36.29,36.29,0.0,0.0,36.46,36.46,36.46,0.0,0.0,35.78,35.78,35.78,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2018-10-07,32.96,32.96,32.96,0.0,0.0,33.63,33.63,33.63,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2018-10-14,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2018-10-21,28.69,28.69,28.69,0.0,0.0,29.49,29.49,29.49,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2018-10-28,28.8,28.8,28.8,0.0,0.0,29.85,29.85,29.85,0.0,0.0,28.6,28.6,28.6,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2018-11-04,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2018-11-11,29.25,29.25,29.25,0.0,0.0,29.37,29.37,29.37,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2018-11-18,27.85,27.85,27.85,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2018-11-25,28.65,28.65,28.65,0.0,0.0,29.57,29.57,29.57,0.0,0.0,28.65,28.65,28.65,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2018-12-02,27.1,27.1,27.1,0.0,0.0,27.39,27.39,27.39,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2018-12-09,27.78,27.78,27.78,0.0,0.0,27.78,27.78,27.78,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2018-12-16,20.08,20.08,20.08,0.0,0.0,22.21,22.21,22.21,0.0,0.0,20.08,20.08,20.08,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2018-12-23,23.0,23.0,23.0,0.0,0.0,23.35,23.35,23.35,0.0,0.0,22.58,22.58,22.58,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2018-12-30,27.72,27.72,27.72,0.0,0.0,28.14,28.14,28.14,0.0,0.0,26.9,26.9,26.9,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2019-01-06,26.6,26.6,26.6,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-01-13,27.78,27.78,27.78,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2019-01-20,27.19,27.19,27.19,0.0,0.0,27.34,27.34,27.34,0.0,0.0,26.8,26.8,26.8,0.0,0.0,27.15,27.15,27.15,0.0,0.0
