Date,FSM_stock_Open_average,FSM_stock_Open_max,FSM_stock_Open_min,FSM_stock_Open_volatility,FSM_stock_Open_change,FSM_stock_High_average,FSM_stock_High_max,FSM_stock_High_min,FSM_stock_High_volatility,FSM_stock_High_change,FSM_stock_Low_average,FSM_stock_Low_max,FSM_stock_Low_min,FSM_stock_Low_volatility,FSM_stock_Low_change,FSM_stock_Close_average,FSM_stock_Close_max,FSM_stock_Close_min,FSM_stock_Close_volatility,FSM_stock_Close_change,FSM_stock_Volume_average,FSM_stock_Volume_max,FSM_stock_Volume_min,FSM_stock_Volume_volatility,FSM_stock_Volume_change
2018-01-14,5.07,5.26,4.9,0.35999999999999943,-0.35999999999999943,5.1025,5.3,4.93,0.3700000000000001,-0.3700000000000001,4.9125,5.1,4.8,0.2999999999999998,-0.2699999999999996,4.945,5.11,4.83,0.28000000000000025,-0.23000000000000043,1483235,2206194,888053,1318141,-603341
2018-01-21,4.952,5.12,4.83,0.29000000000000004,0.04999999999999982,5.0200000000000005,5.15,4.91,0.2400000000000002,0.05999999999999961,4.852,4.94,4.78,0.16000000000000014,0.0,4.928,5.1,4.84,0.2599999999999998,-0.040000000000000036,1076551,2157286,481966,1675320,97448
2018-01-28,4.74,4.82,4.63,0.1900000000000004,-0.1900000000000004,4.798,4.86,4.67,0.1900000000000004,-0.16000000000000014,4.662,4.71,4.53,0.17999999999999972,-0.17999999999999972,4.696,4.8,4.56,0.2400000000000002,-0.16000000000000014,1088243,1261516,805602,455914,-146656
2018-02-04,4.506,4.58,4.44,0.13999999999999968,-0.11999999999999922,4.598,4.68,4.47,0.20999999999999996,-0.20999999999999996,4.414,4.51,4.19,0.3199999999999994,-0.3199999999999994,4.466,4.64,4.28,0.35999999999999943,-0.35999999999999943,1249638,1694838,938824,756014,274819
2018-02-11,4.598,4.84,4.34,0.5,0.35000000000000053,4.744,4.86,4.63,0.23000000000000043,0.1200000000000001,4.512,4.67,4.31,0.3600000000000003,0.27000000000000046,4.6579999999999995,4.83,4.52,0.3100000000000005,0.009999999999999787,1042607,1507478,460308,1047170,521525
2018-02-18,4.547499999999999,4.6,4.49,0.10999999999999943,0.09999999999999964,4.6675,4.76,4.58,0.17999999999999972,0.07000000000000028,4.515,4.58,4.46,0.1200000000000001,0.08999999999999986,4.5675,4.62,4.47,0.15000000000000036,0.15000000000000036,1081926,2327828,438308,1889520,-447182
2018-02-25,4.592,4.71,4.46,0.25,0.019999999999999574,4.68,4.75,4.58,0.16999999999999993,0.04999999999999982,4.524,4.63,4.4,0.22999999999999954,0.019999999999999574,4.6,4.68,4.5,0.17999999999999972,-0.02999999999999936,617689,1012047,461960,550087,-60350
2018-03-04,4.706,4.79,4.62,0.16999999999999993,0.05999999999999961,4.752,4.81,4.69,0.11999999999999922,0.04999999999999982,4.648,4.67,4.62,0.04999999999999982,0.04999999999999982,4.708,4.8,4.63,0.16999999999999993,0.08000000000000007,596938,1079934,375419,704515,-176281
2018-03-11,4.732,4.83,4.67,0.16000000000000014,-0.020000000000000462,4.796,4.84,4.7,0.13999999999999968,0.019999999999999574,4.66,4.75,4.6,0.15000000000000036,-0.019999999999999574,4.732,4.83,4.62,0.20999999999999996,-0.0600000000000005,752236,1639841,469853,1169988,1064688
2018-03-18,4.862,5.07,4.7,0.3700000000000001,0.35000000000000053,4.974,5.25,4.75,0.5,0.5,4.822,5.04,4.67,0.3700000000000001,0.3700000000000001,4.918,5.15,4.71,0.4400000000000004,0.4400000000000004,1074871,1558038,405241,1152797,1017590
