Date,KNMCY_Open_average,KNMCY_Open_max,KNMCY_Open_min,KNMCY_Open_volatility,KNMCY_Open_change,KNMCY_High_average,KNMCY_High_max,KNMCY_High_min,KNMCY_High_volatility,KNMCY_High_change,KNMCY_Low_average,KNMCY_Low_max,KNMCY_Low_min,KNMCY_Low_volatility,KNMCY_Low_change,KNMCY_Close_average,KNMCY_Close_max,KNMCY_Close_min,KNMCY_Close_volatility,KNMCY_Close_change,KNMCY_Volume_average,KNMCY_Volume_max,KNMCY_Volume_min,KNMCY_Volume_volatility,KNMCY_Volume_change
2018-01-14,56.405,57.37,55.87,1.5,-1.1899999999999977,56.4125,57.4,55.87,1.5300000000000011,-1.2199999999999989,56.21,57.28,55.49,1.7899999999999991,-1.7899999999999991,56.21,57.28,55.49,1.7899999999999991,-1.7899999999999991,510,1144,285,859,-843
2018-01-21,57.1,57.34,56.86,0.480000000000004,-0.480000000000004,57.1,57.34,56.86,0.480000000000004,-0.480000000000004,57.1,57.34,56.86,0.480000000000004,-0.480000000000004,57.1,57.34,56.86,0.480000000000004,-0.480000000000004,150,157,143,14,14
2018-01-28,55.47,56.88,53.07,3.8100000000000023,-3.5899999999999963,55.47,56.88,53.07,3.8100000000000023,-3.5899999999999963,55.196,56.88,52.07,4.810000000000002,-4.589999999999996,55.196,56.88,52.07,4.810000000000002,-4.589999999999996,913,2222,108,2114,2114
2018-02-04,51.5125,51.61,51.3,0.3100000000000023,-0.2700000000000031,51.66,52.16,51.3,0.8599999999999994,-0.2700000000000031,51.5125,51.61,51.3,0.3100000000000023,-0.2700000000000031,51.5125,51.61,51.3,0.3100000000000023,-0.2700000000000031,432,815,198,617,-285
2018-02-11,50.72,51.24,50.2,1.0399999999999991,-1.0399999999999991,50.72,51.24,50.2,1.0399999999999991,-1.0399999999999991,50.72,51.24,50.2,1.0399999999999991,-1.0399999999999991,50.72,51.24,50.2,1.0399999999999991,-1.0399999999999991,273,326,220,106,-106
2018-02-18,52.64333333333333,53.33,51.5,1.8299999999999983,1.8299999999999983,53.053333333333335,54.46,51.6,2.8599999999999994,2.8599999999999994,52.64333333333333,53.33,51.5,1.8299999999999983,1.8299999999999983,53.053333333333335,54.46,51.6,2.8599999999999994,2.8599999999999994,1223,1545,701,844,844
2018-02-25,53.17,53.67,52.67,1.0,-1.0,53.17,53.67,52.67,1.0,-1.0,53.17,53.67,52.67,1.0,-1.0,53.17,53.67,52.67,1.0,-1.0,472,727,217,510,-510
2018-03-04,52.91,52.91,52.91,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.91,52.91,52.91,0.0,0.0,329,329,329,0,0
2018-03-11,52.005,52.31,51.7,0.6099999999999994,-0.6099999999999994,52.33,52.35,52.31,0.03999999999999915,0.03999999999999915,52.005,52.31,51.7,0.6099999999999994,-0.6099999999999994,52.33,52.35,52.31,0.03999999999999915,0.03999999999999915,642,687,597,90,-90
2018-03-18,51.6075,53.1,50.06,3.039999999999999,-2.9100000000000037,51.6075,53.1,50.06,3.039999999999999,-2.9100000000000037,51.2925,53.1,48.8,4.300000000000004,-2.9100000000000037,51.2925,53.1,48.8,4.300000000000004,-2.9100000000000037,546,848,402,446,106
2018-03-25,51.71,53.21,50.21,3.0,3.0,51.71,53.21,50.21,3.0,3.0,51.71,53.21,50.21,3.0,3.0,51.71,53.21,50.21,3.0,3.0,372,464,280,184,184
