Date,Guggenheim Invest S&P 500 Pure Value_Open_average,Guggenheim Invest S&P 500 Pure Value_Open_max,Guggenheim Invest S&P 500 Pure Value_Open_min,Guggenheim Invest S&P 500 Pure Value_Open_volatility,Guggenheim Invest S&P 500 Pure Value_Open_change,Guggenheim Invest S&P 500 Pure Value_High_average,Guggenheim Invest S&P 500 Pure Value_High_max,Guggenheim Invest S&P 500 Pure Value_High_min,Guggenheim Invest S&P 500 Pure Value_High_volatility,Guggenheim Invest S&P 500 Pure Value_High_change,Guggenheim Invest S&P 500 Pure Value_Low_average,Guggenheim Invest S&P 500 Pure Value_Low_max,Guggenheim Invest S&P 500 Pure Value_Low_min,Guggenheim Invest S&P 500 Pure Value_Low_volatility,Guggenheim Invest S&P 500 Pure Value_Low_change,Guggenheim Invest S&P 500 Pure Value_Close_average,Guggenheim Invest S&P 500 Pure Value_Close_max,Guggenheim Invest S&P 500 Pure Value_Close_min,Guggenheim Invest S&P 500 Pure Value_Close_volatility,Guggenheim Invest S&P 500 Pure Value_Close_change
2018-01-14,70.22,70.22,70.22,0.0,0.0,70.89,70.89,70.89,0.0,0.0,70.16,70.16,70.16,0.0,0.0,70.89,70.89,70.89,0.0,0.0
2018-01-21,70.97,70.97,70.97,0.0,0.0,71.17,71.17,71.17,0.0,0.0,70.65,70.65,70.65,0.0,0.0,70.66,70.66,70.66,0.0,0.0
2018-01-28,67.17,67.17,67.17,0.0,0.0,67.69,67.69,67.69,0.0,0.0,64.85,64.85,64.85,0.0,0.0,64.87,64.87,64.87,0.0,0.0
2018-02-04,64.86,64.86,64.86,0.0,0.0,65.45,65.45,65.45,0.0,0.0,64.26,64.26,64.26,0.0,0.0,64.98,64.98,64.98,0.0,0.0
2018-02-11,66.92,66.92,66.92,0.0,0.0,67.67,67.67,67.67,0.0,0.0,66.82,66.82,66.82,0.0,0.0,67.11,67.11,67.11,0.0,0.0
2018-02-18,67.55,67.55,67.55,0.0,0.0,67.78,67.78,67.78,0.0,0.0,67.1,67.1,67.1,0.0,0.0,67.73,67.73,67.73,0.0,0.0
2018-02-25,66.01,66.01,66.01,0.0,0.0,67.33,67.33,67.33,0.0,0.0,66.01,66.01,66.01,0.0,0.0,67.17,67.17,67.17,0.0,0.0
2018-03-04,68.38,68.38,68.38,0.0,0.0,68.47,68.47,68.47,0.0,0.0,67.95,67.95,67.95,0.0,0.0,68.19,68.19,68.19,0.0,0.0
2018-03-11,66.61,66.61,66.61,0.0,0.0,66.61,66.61,66.61,0.0,0.0,65.48,65.48,65.48,0.0,0.0,65.9,65.9,65.9,0.0,0.0
2018-03-18,63.82,63.82,63.82,0.0,0.0,64.47,64.47,64.47,0.0,0.0,63.27,63.27,63.27,0.0,0.0,64.46,64.46,64.46,0.0,0.0
2018-03-25,64.5,64.5,64.5,0.0,0.0,64.52,64.52,64.52,0.0,0.0,62.49,62.49,62.49,0.0,0.0,63.17,63.17,63.17,0.0,0.0
2018-04-01,64.42,64.42,64.42,0.0,0.0,65.25,65.25,65.25,0.0,0.0,64.24,64.24,64.24,0.0,0.0,64.27,64.27,64.27,0.0,0.0
2018-04-08,65.37,65.37,65.37,0.0,0.0,66.11,66.11,66.11,0.0,0.0,65.15,65.15,65.15,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2018-04-15,66.08,66.08,66.08,0.0,0.0,66.39,66.39,66.39,0.0,0.0,65.81,65.81,65.81,0.0,0.0,66.29,66.29,66.29,0.0,0.0
2018-04-22,67.23,67.23,67.23,0.0,0.0,67.4,67.4,67.4,0.0,0.0,66.36,66.36,66.36,0.0,0.0,66.36,66.36,66.36,0.0,0.0
2018-04-29,65.44,65.44,65.44,0.0,0.0,65.44,65.44,65.44,0.0,0.0,64.91,64.91,64.91,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2018-05-06,66.27,66.27,66.27,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.27,66.27,66.27,0.0,0.0
2018-05-13,67.24,67.24,67.24,0.0,0.0,67.52,67.52,67.52,0.0,0.0,67.2,67.2,67.2,0.0,0.0,67.31,67.31,67.31,0.0,0.0
2018-05-20,66.35,66.35,66.35,0.0,0.0,66.41,66.41,66.41,0.0,0.0,66.19,66.19,66.19,0.0,0.0,66.39,66.39,66.39,0.0,0.0
2018-05-27,66.65,66.65,66.65,0.0,0.0,66.96,66.96,66.96,0.0,0.0,66.6,66.6,66.6,0.0,0.0,66.7,66.7,66.7,0.0,0.0
2018-06-03,68.35,68.35,68.35,0.0,0.0,68.64,68.64,68.64,0.0,0.0,68.3,68.3,68.3,0.0,0.0,68.43,68.43,68.43,0.0,0.0
2018-06-10,67.18,67.18,67.18,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.18,67.18,67.18,0.0,0.0,67.58,67.58,67.58,0.0,0.0
2018-06-17,67.0,67.0,67.0,0.0,0.0,67.05,67.05,67.05,0.0,0.0,66.19,66.19,66.19,0.0,0.0,66.58,66.58,66.58,0.0,0.0
2018-06-24,65.32,65.32,65.32,0.0,0.0,65.6,65.6,65.6,0.0,0.0,65.08,65.08,65.08,0.0,0.0,65.6,65.6,65.6,0.0,0.0
2018-07-01,66.54,66.54,66.54,0.0,0.0,67.23,67.23,67.23,0.0,0.0,66.54,66.54,66.54,0.0,0.0,67.14,67.14,67.14,0.0,0.0
2018-07-08,66.6,66.6,66.6,0.0,0.0,66.68,66.68,66.68,0.0,0.0,66.46,66.46,66.46,0.0,0.0,66.66,66.66,66.66,0.0,0.0
2018-07-15,66.51,66.51,66.51,0.0,0.0,66.93,66.93,66.93,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.82,66.82,66.82,0.0,0.0
2018-07-22,67.72,67.72,67.72,0.0,0.0,68.12,68.12,68.12,0.0,0.0,67.72,67.72,67.72,0.0,0.0,67.95,67.95,67.95,0.0,0.0
2018-07-29,68.03,68.03,68.03,0.0,0.0,68.21,68.21,68.21,0.0,0.0,67.94,67.94,67.94,0.0,0.0,68.06,68.06,68.06,0.0,0.0
2018-08-05,68.07,68.07,68.07,0.0,0.0,68.13,68.13,68.13,0.0,0.0,67.53,67.53,67.53,0.0,0.0,67.66,67.66,67.66,0.0,0.0
2018-08-12,68.85,68.85,68.85,0.0,0.0,69.38,69.38,69.38,0.0,0.0,68.82,68.82,68.82,0.0,0.0,69.37,69.37,69.37,0.0,0.0
2018-08-19,69.76,69.76,69.76,0.0,0.0,70.15,70.15,70.15,0.0,0.0,69.75,69.75,69.75,0.0,0.0,69.96,69.96,69.96,0.0,0.0
2018-08-26,69.33,69.33,69.33,0.0,0.0,69.37,69.37,69.37,0.0,0.0,69.05,69.05,69.05,0.0,0.0,69.37,69.37,69.37,0.0,0.0
2018-09-02,69.25,69.25,69.25,0.0,0.0,69.33,69.33,69.33,0.0,0.0,68.92,68.92,68.92,0.0,0.0,68.94,68.94,68.94,0.0,0.0
2018-09-09,69.5,69.5,69.5,0.0,0.0,69.61,69.61,69.61,0.0,0.0,69.27,69.27,69.27,0.0,0.0,69.3,69.3,69.3,0.0,0.0
2018-09-16,70.02,70.02,70.02,0.0,0.0,70.07,70.07,70.07,0.0,0.0,69.36,69.36,69.36,0.0,0.0,69.41,69.41,69.41,0.0,0.0
2018-09-23,68.99,68.99,68.99,0.0,0.0,69.18,69.18,69.18,0.0,0.0,68.6,68.6,68.6,0.0,0.0,68.76,68.76,68.76,0.0,0.0
2018-09-30,68.4,68.4,68.4,0.0,0.0,68.91,68.91,68.91,0.0,0.0,68.2,68.2,68.2,0.0,0.0,68.84,68.84,68.84,0.0,0.0
2018-10-07,65.44,65.44,65.44,0.0,0.0,65.9,65.9,65.9,0.0,0.0,65.33,65.33,65.33,0.0,0.0,65.4,65.4,65.4,0.0,0.0
2018-10-14,65.73,65.73,65.73,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2018-10-21,63.34,63.34,63.34,0.0,0.0,64.1,64.1,64.1,0.0,0.0,62.31,62.31,62.31,0.0,0.0,63.0,63.0,63.0,0.0,0.0
2018-10-28,65.75,65.75,65.75,0.0,0.0,66.53,66.53,66.53,0.0,0.0,65.75,65.75,65.75,0.0,0.0,66.39,66.39,66.39,0.0,0.0
2018-11-04,66.88,66.88,66.88,0.0,0.0,66.88,66.88,66.88,0.0,0.0,65.87,65.87,65.87,0.0,0.0,65.98,65.98,65.98,0.0,0.0
2018-11-11,64.97,64.97,64.97,0.0,0.0,65.15,65.15,65.15,0.0,0.0,64.22,64.22,64.22,0.0,0.0,64.45,64.45,64.45,0.0,0.0
2018-11-18,63.5,63.5,63.5,0.0,0.0,64.19,64.19,64.19,0.0,0.0,63.5,63.5,63.5,0.0,0.0,64.18,64.18,64.18,0.0,0.0
2018-11-25,66.2,66.2,66.2,0.0,0.0,66.2,66.2,66.2,0.0,0.0,65.17,65.17,65.17,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2018-12-02,61.34,61.34,61.34,0.0,0.0,61.34,61.34,61.34,0.0,0.0,59.61,59.61,59.61,0.0,0.0,60.79,60.79,60.79,0.0,0.0
2018-12-09,59.29,59.29,59.29,0.0,0.0,59.64,59.64,59.64,0.0,0.0,58.04,58.04,58.04,0.0,0.0,58.33,58.33,58.33,0.0,0.0
2018-12-16,54.64,54.64,54.64,0.0,0.0,54.89,54.89,54.89,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.85,53.85,53.85,0.0,0.0
2018-12-23,56.82,56.82,56.82,0.0,0.0,57.02,57.02,57.02,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.86,56.86,56.86,0.0,0.0
2018-12-30,58.58,58.58,58.58,0.0,0.0,59.81,59.81,59.81,0.0,0.0,58.27,58.27,58.27,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2019-01-06,60.19,60.19,60.19,0.0,0.0,60.84,60.84,60.84,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2019-01-13,62.0,62.0,62.0,0.0,0.0,62.58,62.58,62.58,0.0,0.0,61.7,61.7,61.7,0.0,0.0,62.51,62.51,62.51,0.0,0.0
2019-01-20,62.08,62.08,62.08,0.0,0.0,62.43,62.43,62.43,0.0,0.0,61.86,61.86,61.86,0.0,0.0,62.43,62.43,62.43,0.0,0.0
2019-01-27,63.12,63.12,63.12,0.0,0.0,63.39,63.39,63.39,0.0,0.0,62.81,62.81,62.81,0.0,0.0,63.39,63.39,63.39,0.0,0.0
2019-02-03,62.64,62.64,62.64,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.31,62.31,62.31,0.0,0.0,62.65,62.65,62.65,0.0,0.0
2019-02-10,64.13,64.13,64.13,0.0,0.0,64.64,64.64,64.64,0.0,0.0,64.1,64.1,64.1,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2019-02-17,65.4,65.4,65.4,0.0,0.0,65.68,65.68,65.68,0.0,0.0,65.2,65.2,65.2,0.0,0.0,65.22,65.22,65.22,0.0,0.0
2019-02-24,65.05,65.05,65.05,0.0,0.0,65.13,65.13,65.13,0.0,0.0,63.88,63.88,63.88,0.0,0.0,64.48,64.48,64.48,0.0,0.0
2019-03-03,62.81,62.81,62.81,0.0,0.0,63.54,63.54,63.54,0.0,0.0,62.81,62.81,62.81,0.0,0.0,63.49,63.49,63.49,0.0,0.0
2019-03-10,63.97,63.97,63.97,0.0,0.0,64.41,64.41,64.41,0.0,0.0,63.97,63.97,63.97,0.0,0.0,64.39,64.39,64.39,0.0,0.0
2019-03-17,62.06,62.06,62.06,0.0,0.0,62.52,62.52,62.52,0.0,0.0,61.69,61.69,61.69,0.0,0.0,62.06,62.06,62.06,0.0,0.0
2019-03-24,63.53,63.53,63.53,0.0,0.0,64.32,64.32,64.32,0.0,0.0,63.53,63.53,63.53,0.0,0.0,64.3,64.3,64.3,0.0,0.0
2019-03-31,65.08,65.08,65.08,0.0,0.0,65.33,65.33,65.33,0.0,0.0,64.98,64.98,64.98,0.0,0.0,65.26,65.26,65.26,0.0,0.0
2019-04-07,65.7,65.7,65.7,0.0,0.0,65.84,65.84,65.84,0.0,0.0,65.42,65.42,65.42,0.0,0.0,65.46,65.46,65.46,0.0,0.0
2019-04-14,65.6,65.6,65.6,0.0,0.0,65.66,65.66,65.66,0.0,0.0,65.36,65.36,65.36,0.0,0.0,65.51,65.51,65.51,0.0,0.0
2019-04-21,65.95,65.95,65.95,0.0,0.0,66.49,66.49,66.49,0.0,0.0,65.92,65.92,65.92,0.0,0.0,66.29,66.29,66.29,0.0,0.0
2019-04-28,64.84,64.84,64.84,0.0,0.0,65.76,65.76,65.76,0.0,0.0,64.8,64.8,64.8,0.0,0.0,65.64,65.64,65.64,0.0,0.0
