Date,Guggenheim Invest S&P 500 Pure Value_Open_average,Guggenheim Invest S&P 500 Pure Value_Open_max,Guggenheim Invest S&P 500 Pure Value_Open_min,Guggenheim Invest S&P 500 Pure Value_Open_volatility,Guggenheim Invest S&P 500 Pure Value_Open_change,Guggenheim Invest S&P 500 Pure Value_High_average,Guggenheim Invest S&P 500 Pure Value_High_max,Guggenheim Invest S&P 500 Pure Value_High_min,Guggenheim Invest S&P 500 Pure Value_High_volatility,Guggenheim Invest S&P 500 Pure Value_High_change,Guggenheim Invest S&P 500 Pure Value_Low_average,Guggenheim Invest S&P 500 Pure Value_Low_max,Guggenheim Invest S&P 500 Pure Value_Low_min,Guggenheim Invest S&P 500 Pure Value_Low_volatility,Guggenheim Invest S&P 500 Pure Value_Low_change,Guggenheim Invest S&P 500 Pure Value_Close_average,Guggenheim Invest S&P 500 Pure Value_Close_max,Guggenheim Invest S&P 500 Pure Value_Close_min,Guggenheim Invest S&P 500 Pure Value_Close_volatility,Guggenheim Invest S&P 500 Pure Value_Close_change
2019-05-05,63.5,63.5,63.5,0.0,0.0,63.5,63.5,63.5,0.0,0.0,62.34,62.34,62.34,0.0,0.0,62.65,62.65,62.65,0.0,0.0
2019-05-12,63.32,63.32,63.32,0.0,0.0,63.67,63.67,63.67,0.0,0.0,63.19,63.19,63.19,0.0,0.0,63.39,63.39,63.39,0.0,0.0
2019-05-19,62.72,62.72,62.72,0.0,0.0,62.87,62.87,62.87,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.71,62.71,62.71,0.0,0.0
2019-05-26,60.2,60.2,60.2,0.0,0.0,61.0,61.0,61.0,0.0,0.0,60.16,60.16,60.16,0.0,0.0,60.89,60.89,60.89,0.0,0.0
2019-06-02,63.46,63.46,63.46,0.0,0.0,63.88,63.88,63.88,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.36,63.36,63.36,0.0,0.0
2019-06-09,63.54,63.54,63.54,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.25,63.25,63.25,0.0,0.0,63.26,63.26,63.26,0.0,0.0
2019-06-16,64.07,64.07,64.07,0.0,0.0,64.24,64.24,64.24,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.77,63.77,63.77,0.0,0.0
2019-06-23,65.76,65.76,65.76,0.0,0.0,66.05,66.05,66.05,0.0,0.0,65.04,65.04,65.04,0.0,0.0,65.43,65.43,65.43,0.0,0.0
2019-06-30,65.51,65.51,65.51,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.35,65.35,65.35,0.0,0.0,65.51,65.51,65.51,0.0,0.0
2019-07-07,66.21,66.21,66.21,0.0,0.0,66.21,66.21,66.21,0.0,0.0,65.78,65.78,65.78,0.0,0.0,65.88,65.88,65.88,0.0,0.0
2019-07-14,65.3,65.3,65.3,0.0,0.0,65.43,65.43,65.43,0.0,0.0,64.98,64.98,64.98,0.0,0.0,65.11,65.11,65.11,0.0,0.0
2019-07-21,66.01,66.01,66.01,0.0,0.0,66.07,66.07,66.07,0.0,0.0,65.68,65.68,65.68,0.0,0.0,65.74,65.74,65.74,0.0,0.0
2019-07-28,62.22,62.22,62.22,0.0,0.0,62.36,62.36,62.36,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.56,61.56,61.56,0.0,0.0
2019-08-04,61.86,61.86,61.86,0.0,0.0,61.86,61.86,61.86,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.27,61.27,61.27,0.0,0.0
2019-08-11,61.46,61.46,61.46,0.0,0.0,61.74,61.74,61.74,0.0,0.0,61.46,61.46,61.46,0.0,0.0,61.48,61.48,61.48,0.0,0.0
2019-08-18,60.47,60.47,60.47,0.0,0.0,60.62,60.62,60.62,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.59,60.59,60.59,0.0,0.0
2019-08-25,61.69,61.69,61.69,0.0,0.0,62.0,62.0,62.0,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.56,61.56,61.56,0.0,0.0
2019-09-01,63.79,63.79,63.79,0.0,0.0,64.72,64.72,64.72,0.0,0.0,63.76,63.76,63.76,0.0,0.0,64.7,64.7,64.7,0.0,0.0
2019-09-08,66.0,66.0,66.0,0.0,0.0,66.2,66.2,66.2,0.0,0.0,65.66,65.66,65.66,0.0,0.0,66.09,66.09,66.09,0.0,0.0
2019-09-15,64.69,64.69,64.69,0.0,0.0,65.33,65.33,65.33,0.0,0.0,64.56,64.56,64.56,0.0,0.0,65.17,65.17,65.17,0.0,0.0
2019-09-22,64.92,64.92,64.92,0.0,0.0,65.04,65.04,65.04,0.0,0.0,64.7,64.7,64.7,0.0,0.0,64.84,64.84,64.84,0.0,0.0
2019-09-29,63.01,63.01,63.01,0.0,0.0,63.38,63.38,63.38,0.0,0.0,62.83,62.83,62.83,0.0,0.0,62.84,62.84,62.84,0.0,0.0
2019-10-06,63.75,63.75,63.75,0.0,0.0,64.02,64.02,64.02,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.96,63.96,63.96,0.0,0.0
2019-10-13,65.23,65.23,65.23,0.0,0.0,65.61,65.61,65.61,0.0,0.0,65.23,65.23,65.23,0.0,0.0,65.45,65.45,65.45,0.0,0.0
2019-10-20,66.46,66.46,66.46,0.0,0.0,66.76,66.76,66.76,0.0,0.0,66.33,66.33,66.33,0.0,0.0,66.35,66.35,66.35,0.0,0.0
2019-10-27,67.11,67.11,67.11,0.0,0.0,67.46,67.46,67.46,0.0,0.0,67.09,67.09,67.09,0.0,0.0,67.46,67.46,67.46,0.0,0.0
2019-11-03,67.85,67.85,67.85,0.0,0.0,68.15,68.15,68.15,0.0,0.0,67.72,67.72,67.72,0.0,0.0,68.1,68.1,68.1,0.0,0.0
2019-11-10,68.22,68.22,68.22,0.0,0.0,68.24,68.24,68.24,0.0,0.0,67.96,67.96,67.96,0.0,0.0,68.24,68.24,68.24,0.0,0.0
2019-11-17,67.97,67.97,67.97,0.0,0.0,68.35,68.35,68.35,0.0,0.0,67.84,67.84,67.84,0.0,0.0,68.31,68.31,68.31,0.0,0.0
2019-11-24,68.14,68.14,68.14,0.0,0.0,68.14,68.14,68.14,0.0,0.0,67.48,67.48,67.48,0.0,0.0,67.5,67.5,67.5,0.0,0.0
2019-12-01,67.71,67.71,67.71,0.0,0.0,67.95,67.95,67.95,0.0,0.0,67.71,67.71,67.71,0.0,0.0,67.75,67.75,67.75,0.0,0.0
2019-12-08,68.86,68.86,68.86,0.0,0.0,69.23,69.23,69.23,0.0,0.0,68.86,68.86,68.86,0.0,0.0,68.9,68.9,68.9,0.0,0.0
2019-12-15,69.29,69.29,69.29,0.0,0.0,69.29,69.29,69.29,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.19,69.19,69.19,0.0,0.0
2019-12-22,69.18,69.18,69.18,0.0,0.0,69.27,69.27,69.27,0.0,0.0,68.79,68.79,68.79,0.0,0.0,68.88,68.88,68.88,0.0,0.0
2019-12-29,68.93,68.93,68.93,0.0,0.0,68.99,68.99,68.99,0.0,0.0,68.53,68.53,68.53,0.0,0.0,68.66,68.66,68.66,0.0,0.0
