Date,Global X S&P 500 Catholic Values_etf_Open_average,Global X S&P 500 Catholic Values_etf_Open_max,Global X S&P 500 Catholic Values_etf_Open_min,Global X S&P 500 Catholic Values_etf_Open_volatility,Global X S&P 500 Catholic Values_etf_Open_change,Global X S&P 500 Catholic Values_etf_High_average,Global X S&P 500 Catholic Values_etf_High_max,Global X S&P 500 Catholic Values_etf_High_min,Global X S&P 500 Catholic Values_etf_High_volatility,Global X S&P 500 Catholic Values_etf_High_change,Global X S&P 500 Catholic Values_etf_Low_average,Global X S&P 500 Catholic Values_etf_Low_max,Global X S&P 500 Catholic Values_etf_Low_min,Global X S&P 500 Catholic Values_etf_Low_volatility,Global X S&P 500 Catholic Values_etf_Low_change,Global X S&P 500 Catholic Values_etf_Close_average,Global X S&P 500 Catholic Values_etf_Close_max,Global X S&P 500 Catholic Values_etf_Close_min,Global X S&P 500 Catholic Values_etf_Close_volatility,Global X S&P 500 Catholic Values_etf_Close_change
2018-01-14,34.47,34.47,34.47,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2018-01-21,35.06,35.06,35.06,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2018-01-28,34.48,34.48,34.48,0.0,0.0,34.48,34.48,34.48,0.0,0.0,33.91,33.91,33.91,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2018-02-04,32.22,32.22,32.22,0.0,0.0,32.22,32.22,32.22,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2018-02-11,33.45,33.45,33.45,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2018-02-18,33.49,33.49,33.49,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2018-02-25,32.58,32.58,32.58,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2018-03-04,33.81,33.81,33.81,0.0,0.0,34.24,34.24,34.24,0.0,0.0,33.81,33.81,33.81,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2018-03-11,33.95,33.95,33.95,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2018-03-18,32.68,32.68,32.68,0.0,0.0,32.68,32.68,32.68,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2018-03-25,32.11,32.11,32.11,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2018-04-01,32.43,32.43,32.43,0.0,0.0,32.55,32.55,32.55,0.0,0.0,31.81,31.81,31.81,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2018-04-08,32.71,32.71,32.71,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2018-04-15,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2018-04-22,33.01,33.01,33.01,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-04-29,32.57,32.57,32.57,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2018-05-06,33.59,33.59,33.59,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2018-05-13,33.58,33.58,33.58,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2018-05-20,33.64,33.64,33.64,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2018-05-27,33.7,33.7,33.7,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2018-06-03,34.25,34.25,34.25,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2018-06-10,34.28,34.28,34.28,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2018-06-17,34.28,34.28,34.28,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2018-06-24,33.72,33.72,33.72,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2018-07-01,33.89,33.89,33.89,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2018-07-08,34.7,34.7,34.7,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2018-07-15,34.66,34.66,34.66,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2018-07-22,35.24,35.24,35.24,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2018-07-29,34.95,34.95,34.95,0.0,0.0,35.2,35.2,35.2,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2018-08-05,35.24,35.24,35.24,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2018-08-12,35.23,35.23,35.23,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2018-08-19,35.47,35.47,35.47,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2018-08-26,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.93,35.93,35.93,0.0,0.0
2018-09-02,35.6,35.6,35.6,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2018-09-09,36.05,36.05,36.05,0.0,0.0,36.08,36.08,36.08,0.0,0.0,35.95,35.95,35.95,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2018-09-16,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2018-09-23,36.28,36.28,36.28,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2018-09-30,36.03,36.03,36.03,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2018-10-07,34.59,34.59,34.59,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.39,34.39,34.39,0.0,0.0
2018-10-14,34.53,34.53,34.53,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2018-10-21,32.89,32.89,32.89,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2018-10-28,34.07,34.07,34.07,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2018-11-04,34.63,34.63,34.63,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2018-11-11,34.01,34.01,34.01,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2018-11-18,32.79,32.79,32.79,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2018-11-25,34.11,34.11,34.11,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2018-12-02,33.61,33.61,33.61,0.0,0.0,33.61,33.61,33.61,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2018-12-09,32.73,32.73,32.73,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2018-12-16,30.78,30.78,30.78,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.12,30.12,30.12,0.0,0.0
