Date,WisdomTree Emerging Currency Strategy_Open_average,WisdomTree Emerging Currency Strategy_Open_max,WisdomTree Emerging Currency Strategy_Open_min,WisdomTree Emerging Currency Strategy_Open_volatility,WisdomTree Emerging Currency Strategy_Open_change,WisdomTree Emerging Currency Strategy_High_average,WisdomTree Emerging Currency Strategy_High_max,WisdomTree Emerging Currency Strategy_High_min,WisdomTree Emerging Currency Strategy_High_volatility,WisdomTree Emerging Currency Strategy_High_change,WisdomTree Emerging Currency Strategy_Low_average,WisdomTree Emerging Currency Strategy_Low_max,WisdomTree Emerging Currency Strategy_Low_min,WisdomTree Emerging Currency Strategy_Low_volatility,WisdomTree Emerging Currency Strategy_Low_change,WisdomTree Emerging Currency Strategy_Close_average,WisdomTree Emerging Currency Strategy_Close_max,WisdomTree Emerging Currency Strategy_Close_min,WisdomTree Emerging Currency Strategy_Close_volatility,WisdomTree Emerging Currency Strategy_Close_change
2018-09-30,18.01,18.01,18.01,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.01,18.01,18.01,0.0,0.0
2018-10-07,18.18,18.18,18.18,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.16,18.16,18.16,0.0,0.0
2018-10-14,18.26,18.26,18.26,0.0,0.0,18.26,18.26,18.26,0.0,0.0,18.19,18.19,18.19,0.0,0.0,18.19,18.19,18.19,0.0,0.0
2018-10-21,18.08,18.08,18.08,0.0,0.0,18.09,18.09,18.09,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.01,18.01,18.01,0.0,0.0
2018-10-28,18.29,18.29,18.29,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.31,18.31,18.31,0.0,0.0
2018-11-04,18.24,18.24,18.24,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.13,18.13,18.13,0.0,0.0,18.15,18.15,18.15,0.0,0.0
2018-11-11,18.37,18.37,18.37,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2018-11-18,18.36,18.36,18.36,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.29,18.29,18.29,0.0,0.0
2018-11-25,18.56,18.56,18.56,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.51,18.51,18.51,0.0,0.0
2018-12-02,18.33,18.33,18.33,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.31,18.31,18.31,0.0,0.0
2018-12-09,18.31,18.31,18.31,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.33,18.33,18.33,0.0,0.0
2018-12-16,17.97,17.97,17.97,0.0,0.0,17.98,17.98,17.98,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.98,17.98,17.98,0.0,0.0
2018-12-23,18.13,18.13,18.13,0.0,0.0,18.13,18.13,18.13,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2018-12-30,18.38,18.38,18.38,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.35,18.35,18.35,0.0,0.0
2019-01-06,18.38,18.38,18.38,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.41,18.41,18.41,0.0,0.0
2019-01-13,18.41,18.41,18.41,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.42,18.42,18.42,0.0,0.0
2019-01-20,18.49,18.49,18.49,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.49,18.49,18.49,0.0,0.0
2019-01-27,18.68,18.68,18.68,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2019-02-03,18.52,18.52,18.52,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.49,18.49,18.49,0.0,0.0
2019-02-10,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2019-02-17,18.64,18.64,18.64,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.62,18.62,18.62,0.0,0.0
2019-02-24,18.5,18.5,18.5,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2019-03-03,18.4,18.4,18.4,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.43,18.43,18.43,0.0,0.0
2019-03-10,18.53,18.53,18.53,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.54,18.54,18.54,0.0,0.0
2019-03-17,18.44,18.44,18.44,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.52,18.52,18.52,0.0,0.0
2019-03-24,18.48,18.48,18.48,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.49,18.49,18.49,0.0,0.0
2019-03-31,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2019-04-07,18.56,18.56,18.56,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2019-04-14,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2019-04-21,18.38,18.38,18.38,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.38,18.38,18.38,0.0,0.0
2019-04-28,18.32,18.32,18.32,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.31,18.31,18.31,0.0,0.0
2019-05-05,18.16,18.16,18.16,0.0,0.0,18.16,18.16,18.16,0.0,0.0,18.16,18.16,18.16,0.0,0.0,18.16,18.16,18.16,0.0,0.0
2019-05-12,18.15,18.15,18.15,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.14,18.14,18.14,0.0,0.0
2019-05-19,18.19,18.19,18.19,0.0,0.0,18.21,18.21,18.21,0.0,0.0,18.19,18.19,18.19,0.0,0.0,18.21,18.21,18.21,0.0,0.0
2019-05-26,18.25,18.25,18.25,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.32,18.32,18.32,0.0,0.0
2019-06-02,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0
2019-06-09,18.37,18.37,18.37,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.37,18.37,18.37,0.0,0.0
2019-06-16,18.7,18.7,18.7,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.73,18.73,18.73,0.0,0.0
2019-06-23,18.81,18.81,18.81,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.82,18.82,18.82,0.0,0.0
2019-06-30,18.75,18.75,18.75,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.75,18.75,18.75,0.0,0.0
2019-07-07,18.93,18.93,18.93,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.92,18.92,18.92,0.0,0.0
2019-07-14,18.89,18.89,18.89,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.89,18.89,18.89,0.0,0.0
2019-07-21,18.79,18.79,18.79,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.79,18.79,18.79,0.0,0.0
2019-07-28,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.27,18.27,18.27,0.0,0.0
2019-08-04,18.32,18.32,18.32,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.31,18.31,18.31,0.0,0.0
2019-08-11,18.19,18.19,18.19,0.0,0.0,18.21,18.21,18.21,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.15,18.15,18.15,0.0,0.0
2019-08-18,18.17,18.17,18.17,0.0,0.0,18.17,18.17,18.17,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.14,18.14,18.14,0.0,0.0
2019-08-25,18.14,18.14,18.14,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.14,18.14,18.14,0.0,0.0
2019-09-01,18.42,18.42,18.42,0.0,0.0,18.42,18.42,18.42,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.39,18.39,18.39,0.0,0.0
2019-09-08,18.52,18.52,18.52,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.45,18.45,18.45,0.0,0.0
2019-09-15,18.36,18.36,18.36,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.38,18.38,18.38,0.0,0.0
2019-09-22,18.34,18.34,18.34,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.33,18.33,18.33,0.0,0.0
2019-09-29,18.43,18.43,18.43,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2019-10-06,18.52,18.52,18.52,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.52,18.52,18.52,0.0,0.0
2019-10-13,18.56,18.56,18.56,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.57,18.57,18.57,0.0,0.0
2019-10-20,18.68,18.68,18.68,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.68,18.68,18.68,0.0,0.0
2019-10-27,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.73,18.73,18.73,0.0,0.0
2019-11-03,18.58,18.58,18.58,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2019-11-10,18.55,18.55,18.55,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0
2019-11-17,18.48,18.48,18.48,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2019-11-24,18.47,18.47,18.47,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.45,18.45,18.45,0.0,0.0
2019-12-01,18.62,18.62,18.62,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.56,18.56,18.56,0.0,0.0
2019-12-08,18.73,18.73,18.73,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2019-12-15,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2019-12-22,18.57,18.57,18.57,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.57,18.57,18.57,0.0,0.0
2019-12-29,18.5,18.5,18.5,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.47,18.47,18.47,0.0,0.0,18.47,18.47,18.47,0.0,0.0
