Date,Validea Market Legends_Open_average,Validea Market Legends_Open_max,Validea Market Legends_Open_min,Validea Market Legends_Open_volatility,Validea Market Legends_Open_change,Validea Market Legends_High_average,Validea Market Legends_High_max,Validea Market Legends_High_min,Validea Market Legends_High_volatility,Validea Market Legends_High_change,Validea Market Legends_Low_average,Validea Market Legends_Low_max,Validea Market Legends_Low_min,Validea Market Legends_Low_volatility,Validea Market Legends_Low_change,Validea Market Legends_Close_average,Validea Market Legends_Close_max,Validea Market Legends_Close_min,Validea Market Legends_Close_volatility,Validea Market Legends_Close_change
2018-10-14,27.32,27.32,27.32,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2018-10-21,26.71,26.71,26.71,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2018-10-28,27.86,27.86,27.86,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2018-11-04,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2018-11-11,27.08,27.08,27.08,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2018-11-18,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2018-11-25,27.67,27.67,27.67,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2018-12-02,25.39,25.39,25.39,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2018-12-09,25.3,25.3,25.3,0.0,0.0,25.33,25.33,25.33,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2018-12-16,23.36,23.36,23.36,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2018-12-23,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2018-12-30,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2019-01-06,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-01-13,26.65,26.65,26.65,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2019-01-20,26.72,26.72,26.72,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2019-01-27,26.86,26.86,26.86,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2019-02-03,26.76,26.76,26.76,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2019-02-10,27.61,27.61,27.61,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2019-02-17,27.89,27.89,27.89,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.89,27.89,27.89,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2019-02-24,27.53,27.53,27.53,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2019-03-03,26.47,26.47,26.47,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2019-03-10,27.12,27.12,27.12,0.0,0.0,27.12,27.12,27.12,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2019-03-17,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-03-24,27.08,27.08,27.08,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-03-31,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2019-04-07,27.65,27.65,27.65,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2019-04-14,27.54,27.54,27.54,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2019-04-21,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2019-04-28,27.12,27.12,27.12,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2019-05-05,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2019-05-12,25.24,25.24,25.24,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2019-05-19,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2019-05-26,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2019-06-02,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-06-09,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-06-16,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2019-06-23,26.07,26.07,26.07,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2019-06-30,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2019-07-07,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-07-14,25.66,25.66,25.66,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.66,25.66,25.66,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2019-07-21,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2019-07-28,24.23,24.23,24.23,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2019-08-04,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2019-08-11,23.73,23.73,23.73,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-08-18,23.09,23.09,23.09,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-08-25,23.57,23.57,23.57,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2019-09-01,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2019-09-08,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2019-09-15,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-09-22,24.85,24.85,24.85,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2019-09-29,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2019-10-06,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2019-10-13,25.29,25.29,25.29,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-10-20,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-10-27,27.17,27.17,27.17,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2019-11-03,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2019-11-10,27.06,27.06,27.06,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2019-11-17,27.23,27.23,27.23,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2019-11-24,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2019-12-01,27.36,27.36,27.36,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2019-12-08,27.91,27.91,27.91,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2019-12-15,28.19,28.19,28.19,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-12-22,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2019-12-29,27.63,27.63,27.63,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.64,27.64,27.64,0.0,0.0
