Date,BMA_Open_average,BMA_Open_max,BMA_Open_min,BMA_Open_volatility,BMA_Open_change,BMA_High_average,BMA_High_max,BMA_High_min,BMA_High_volatility,BMA_High_change,BMA_Low_average,BMA_Low_max,BMA_Low_min,BMA_Low_volatility,BMA_Low_change,BMA_Close_average,BMA_Close_max,BMA_Close_min,BMA_Close_volatility,BMA_Close_change,BMA_Volume_average,BMA_Volume_max,BMA_Volume_min,BMA_Volume_volatility,BMA_Volume_change
2018-01-14,115.536,116.99,113.11,3.8799999999999955,-1.7800000000000011,116.584,117.79,114.5,3.2900000000000063,-1.5499999999999972,114.588,116.05,113.06,2.989999999999995,-1.8299999999999983,115.014,116.22,113.47,2.75,-2.030000000000001,244228,365705,170289,195416,-52918
2018-01-21,108.74799999999999,113.05,106.88,6.170000000000002,-6.170000000000002,110.468,114.21,106.99,7.219999999999999,-7.219999999999999,107.084,107.87,105.19,2.680000000000007,-2.019999999999996,107.32000000000001,107.93,105.41,2.5200000000000102,-2.0799999999999983,271962,482105,121982,360123,-214040
2018-01-28,104.742,108.55,99.87,8.679999999999993,-5.1299999999999955,105.872,110.06,99.87,10.189999999999998,-7.049999999999997,102.048,106.51,96.35,10.16000000000001,-6.969999999999999,103.278,108.54,96.69,11.850000000000009,-9.040000000000006,247294,377694,159952,217742,-40295
2018-02-04,97.468,102.21,93.3,8.909999999999997,2.460000000000008,100.154,104.68,96.64,8.040000000000006,-4.230000000000004,94.632,99.2,91.36,7.840000000000003,0.6899999999999977,97.434,101.22,94.84,6.3799999999999955,-4.900000000000006,229195,282666,176209,106457,-91042
2018-02-11,100.125,106.75,95.72,11.030000000000001,10.599999999999994,103.6375,110.0,96.88,13.120000000000005,13.120000000000005,99.6075,106.0,94.83,11.170000000000002,11.170000000000002,102.7925,107.9,96.73,11.170000000000002,11.170000000000002,369066,586798,120810,465988,465988
2018-02-18,111.414,114.7,108.83,5.8700000000000045,4.700000000000003,112.998,114.86,110.35,4.510000000000005,4.510000000000005,110.084,112.84,107.56,5.280000000000001,5.280000000000001,111.68,113.89,108.76,5.1299999999999955,5.1299999999999955,283467,426505,194330,232175,-228746
2018-02-25,111.894,114.04,107.21,6.8300000000000125,-6.8300000000000125,112.42999999999999,114.78,108.73,6.049999999999997,-6.049999999999997,109.398,112.73,105.05,7.680000000000007,-6.420000000000002,110.764,113.54,107.35,6.190000000000012,-6.190000000000012,263231,338846,202023,136823,-42734
2018-03-04,108.3,110.78,107.0,3.780000000000001,2.200000000000003,110.516,113.36,107.98,5.3799999999999955,3.9299999999999926,107.336,110.78,105.21,5.570000000000007,3.700000000000003,108.77,112.27,107.37,4.8999999999999915,4.659999999999997,215743,353679,97194,256485,138243
2018-03-11,109.88,112.43,108.95,3.480000000000004,-3.410000000000011,110.55799999999999,112.43,109.02,3.410000000000011,-3.410000000000011,108.106,109.28,106.75,2.530000000000001,-2.530000000000001,108.958,109.97,107.47,2.5,-2.5,142704,244666,59384,185282,-185282
2018-03-18,107.434,108.55,106.35,2.200000000000003,0.6000000000000085,109.208,111.15,107.59,3.5600000000000023,1.3199999999999932,106.284,106.92,105.86,1.0600000000000023,1.0400000000000063,107.508,109.2,106.0,3.200000000000003,2.5999999999999943,161286,286667,94356,192311,-100236
