Date,ProShares Ultra 20+ Year Treasury_Open_average,ProShares Ultra 20+ Year Treasury_Open_max,ProShares Ultra 20+ Year Treasury_Open_min,ProShares Ultra 20+ Year Treasury_Open_volatility,ProShares Ultra 20+ Year Treasury_Open_change,ProShares Ultra 20+ Year Treasury_High_average,ProShares Ultra 20+ Year Treasury_High_max,ProShares Ultra 20+ Year Treasury_High_min,ProShares Ultra 20+ Year Treasury_High_volatility,ProShares Ultra 20+ Year Treasury_High_change,ProShares Ultra 20+ Year Treasury_Low_average,ProShares Ultra 20+ Year Treasury_Low_max,ProShares Ultra 20+ Year Treasury_Low_min,ProShares Ultra 20+ Year Treasury_Low_volatility,ProShares Ultra 20+ Year Treasury_Low_change,ProShares Ultra 20+ Year Treasury_Close_average,ProShares Ultra 20+ Year Treasury_Close_max,ProShares Ultra 20+ Year Treasury_Close_min,ProShares Ultra 20+ Year Treasury_Close_volatility,ProShares Ultra 20+ Year Treasury_Close_change
2018-04-01,75.46,75.46,75.46,0.0,0.0,76.22,76.22,76.22,0.0,0.0,75.2,75.2,75.2,0.0,0.0,76.22,76.22,76.22,0.0,0.0
2018-04-08,74.5,74.5,74.5,0.0,0.0,75.67,75.67,75.67,0.0,0.0,74.5,74.5,74.5,0.0,0.0,75.67,75.67,75.67,0.0,0.0
2018-04-15,72.59,72.59,72.59,0.0,0.0,72.78,72.78,72.78,0.0,0.0,72.29,72.29,72.29,0.0,0.0,72.66,72.66,72.66,0.0,0.0
2018-04-22,73.37,73.37,73.37,0.0,0.0,73.97,73.97,73.97,0.0,0.0,73.37,73.37,73.37,0.0,0.0,73.5,73.5,73.5,0.0,0.0
2018-04-29,73.55,73.55,73.55,0.0,0.0,73.55,73.55,73.55,0.0,0.0,73.29,73.29,73.29,0.0,0.0,73.51,73.51,73.51,0.0,0.0
2018-05-06,73.24,73.24,73.24,0.0,0.0,73.33,73.33,73.33,0.0,0.0,73.03,73.03,73.03,0.0,0.0,73.03,73.03,73.03,0.0,0.0
2018-05-13,71.1,71.1,71.1,0.0,0.0,71.17,71.17,71.17,0.0,0.0,70.9,70.9,70.9,0.0,0.0,71.17,71.17,71.17,0.0,0.0
2018-05-20,74.32,74.32,74.32,0.0,0.0,74.38,74.38,74.38,0.0,0.0,73.96,73.96,73.96,0.0,0.0,74.21,74.21,74.21,0.0,0.0
2018-05-27,75.03,75.03,75.03,0.0,0.0,75.03,75.03,75.03,0.0,0.0,74.11,74.11,74.11,0.0,0.0,74.12,74.12,74.12,0.0,0.0
2018-06-03,73.68,73.68,73.68,0.0,0.0,73.95,73.95,73.95,0.0,0.0,73.56,73.56,73.56,0.0,0.0,73.9,73.9,73.9,0.0,0.0
2018-06-10,75.34,75.34,75.34,0.0,0.0,75.4,75.4,75.4,0.0,0.0,74.82,74.82,74.82,0.0,0.0,75.03,75.03,75.03,0.0,0.0
2018-06-17,75.22,75.22,75.22,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.19,75.19,75.19,0.0,0.0,75.29,75.29,75.29,0.0,0.0
2018-06-24,76.83,76.83,76.83,0.0,0.0,76.83,76.83,76.83,0.0,0.0,76.31,76.31,76.31,0.0,0.0,76.4,76.4,76.4,0.0,0.0
2018-07-01,77.19,77.19,77.19,0.0,0.0,77.4,77.4,77.4,0.0,0.0,77.14,77.14,77.14,0.0,0.0,77.14,77.14,77.14,0.0,0.0
2018-07-08,77.28,77.28,77.28,0.0,0.0,77.35,77.35,77.35,0.0,0.0,76.61,76.61,76.61,0.0,0.0,77.29,77.29,77.29,0.0,0.0
2018-07-15,74.97,74.97,74.97,0.0,0.0,74.98,74.98,74.98,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.69,73.69,73.69,0.0,0.0
2018-07-22,73.23,73.23,73.23,0.0,0.0,73.55,73.55,73.55,0.0,0.0,73.23,73.23,73.23,0.0,0.0,73.29,73.29,73.29,0.0,0.0
2018-07-29,74.19,74.19,74.19,0.0,0.0,74.19,74.19,74.19,0.0,0.0,73.92,73.92,73.92,0.0,0.0,73.92,73.92,73.92,0.0,0.0
2018-08-05,75.08,75.08,75.08,0.0,0.0,75.57,75.57,75.57,0.0,0.0,75.02,75.02,75.02,0.0,0.0,75.31,75.31,75.31,0.0,0.0
2018-08-12,76.8,76.8,76.8,0.0,0.0,77.03,77.03,77.03,0.0,0.0,76.69,76.69,76.69,0.0,0.0,76.95,76.95,76.95,0.0,0.0
2018-08-19,76.89,76.89,76.89,0.0,0.0,76.89,76.89,76.89,0.0,0.0,76.69,76.69,76.69,0.0,0.0,76.71,76.71,76.71,0.0,0.0
2018-08-26,76.98,76.98,76.98,0.0,0.0,77.02,77.02,77.02,0.0,0.0,75.83,75.83,75.83,0.0,0.0,75.83,75.83,75.83,0.0,0.0
2018-09-02,73.94,73.94,73.94,0.0,0.0,74.29,74.29,74.29,0.0,0.0,73.94,73.94,73.94,0.0,0.0,74.29,74.29,74.29,0.0,0.0
2018-09-09,72.55,72.55,72.55,0.0,0.0,73.31,73.31,73.31,0.0,0.0,72.55,72.55,72.55,0.0,0.0,73.11,73.11,73.11,0.0,0.0
2018-09-16,70.82,70.82,70.82,0.0,0.0,71.35,71.35,71.35,0.0,0.0,70.82,70.82,70.82,0.0,0.0,70.93,70.93,70.93,0.0,0.0
2018-09-23,70.67,70.67,70.67,0.0,0.0,70.69,70.69,70.69,0.0,0.0,70.05,70.05,70.05,0.0,0.0,70.05,70.05,70.05,0.0,0.0
2018-09-30,66.26,66.26,66.26,0.0,0.0,66.36,66.36,66.36,0.0,0.0,65.88,65.88,65.88,0.0,0.0,65.89,65.89,65.89,0.0,0.0
2018-10-07,68.22,68.22,68.22,0.0,0.0,68.22,68.22,68.22,0.0,0.0,67.79,67.79,67.79,0.0,0.0,67.88,67.88,67.88,0.0,0.0
2018-10-14,67.27,67.27,67.27,0.0,0.0,67.27,67.27,67.27,0.0,0.0,66.75,66.75,66.75,0.0,0.0,66.75,66.75,66.75,0.0,0.0
2018-10-21,67.89,67.89,67.89,0.0,0.0,68.4,68.4,68.4,0.0,0.0,67.83,67.83,67.83,0.0,0.0,68.4,68.4,68.4,0.0,0.0
2018-10-28,65.72,65.72,65.72,0.0,0.0,65.99,65.99,65.99,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.67,65.67,65.67,0.0,0.0
2018-11-04,67.0,67.0,67.0,0.0,0.0,69.6,69.6,69.6,0.0,0.0,67.0,67.0,67.0,0.0,0.0,67.65,67.65,67.65,0.0,0.0
2018-11-11,69.16,69.16,69.16,0.0,0.0,69.26,69.26,69.26,0.0,0.0,68.12,68.12,68.12,0.0,0.0,68.67,68.67,68.67,0.0,0.0
2018-11-18,68.46,68.46,68.46,0.0,0.0,68.65,68.65,68.65,0.0,0.0,68.34,68.34,68.34,0.0,0.0,68.51,68.51,68.51,0.0,0.0
2018-11-25,68.76,68.76,68.76,0.0,0.0,69.8,69.8,69.8,0.0,0.0,68.69,68.69,68.69,0.0,0.0,69.77,69.77,69.77,0.0,0.0
2018-12-02,73.57,73.57,73.57,0.0,0.0,73.79,73.79,73.79,0.0,0.0,73.16,73.16,73.16,0.0,0.0,73.63,73.63,73.63,0.0,0.0
2018-12-09,73.14,73.14,73.14,0.0,0.0,73.99,73.99,73.99,0.0,0.0,73.14,73.14,73.14,0.0,0.0,73.84,73.84,73.84,0.0,0.0
2018-12-16,75.67,75.67,75.67,0.0,0.0,76.77,76.77,76.77,0.0,0.0,75.67,75.67,75.67,0.0,0.0,76.72,76.72,76.72,0.0,0.0
2018-12-23,75.6,75.6,75.6,0.0,0.0,76.87,76.87,76.87,0.0,0.0,75.6,75.6,75.6,0.0,0.0,76.87,76.87,76.87,0.0,0.0
2018-12-30,78.08,78.08,78.08,0.0,0.0,78.12,78.12,78.12,0.0,0.0,76.96,76.96,76.96,0.0,0.0,76.96,76.96,76.96,0.0,0.0
2019-01-06,75.84,75.84,75.84,0.0,0.0,75.84,75.84,75.84,0.0,0.0,75.06,75.06,75.06,0.0,0.0,75.25,75.25,75.25,0.0,0.0
2019-01-13,74.46,74.46,74.46,0.0,0.0,74.73,74.73,74.73,0.0,0.0,73.85,73.85,73.85,0.0,0.0,74.12,74.12,74.12,0.0,0.0
2019-01-20,75.28,75.28,75.28,0.0,0.0,75.72,75.72,75.72,0.0,0.0,75.08,75.08,75.08,0.0,0.0,75.09,75.09,75.09,0.0,0.0
2019-01-27,75.38,75.38,75.38,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.0,75.0,75.0,0.0,0.0,75.38,75.38,75.38,0.0,0.0
2019-02-03,77.99,77.99,77.99,0.0,0.0,77.99,77.99,77.99,0.0,0.0,77.08,77.08,77.08,0.0,0.0,77.2,77.2,77.2,0.0,0.0
2019-02-10,76.77,76.77,76.77,0.0,0.0,77.22,77.22,77.22,0.0,0.0,76.75,76.75,76.75,0.0,0.0,77.22,77.22,77.22,0.0,0.0
2019-02-17,76.09,76.09,76.09,0.0,0.0,76.22,76.22,76.22,0.0,0.0,75.86,75.86,75.86,0.0,0.0,76.22,76.22,76.22,0.0,0.0
2019-02-24,73.9,73.9,73.9,0.0,0.0,74.69,74.69,74.69,0.0,0.0,73.39,73.39,73.39,0.0,0.0,74.54,74.54,74.54,0.0,0.0
2019-03-03,76.71,76.71,76.71,0.0,0.0,76.71,76.71,76.71,0.0,0.0,76.21,76.21,76.21,0.0,0.0,76.47,76.47,76.47,0.0,0.0
2019-03-10,78.8,78.8,78.8,0.0,0.0,78.8,78.8,78.8,0.0,0.0,77.0,77.0,77.0,0.0,0.0,77.08,77.08,77.08,0.0,0.0
2019-03-17,80.63,80.63,80.63,0.0,0.0,82.0,82.0,82.0,0.0,0.0,80.24,80.24,80.24,0.0,0.0,81.0,81.0,81.0,0.0,0.0
2019-03-24,81.54,81.54,81.54,0.0,0.0,81.58,81.58,81.58,0.0,0.0,80.17,80.17,80.17,0.0,0.0,80.34,80.34,80.34,0.0,0.0
2019-03-31,79.53,79.53,79.53,0.0,0.0,79.74,79.74,79.74,0.0,0.0,79.19,79.19,79.19,0.0,0.0,79.24,79.24,79.24,0.0,0.0
2019-04-07,78.13,78.13,78.13,0.0,0.0,79.96,79.96,79.96,0.0,0.0,78.13,78.13,78.13,0.0,0.0,78.81,78.81,78.81,0.0,0.0
2019-04-14,77.72,77.72,77.72,0.0,0.0,77.76,77.76,77.76,0.0,0.0,77.41,77.41,77.41,0.0,0.0,77.52,77.52,77.52,0.0,0.0
2019-04-21,78.77,78.77,78.77,0.0,0.0,80.61,80.61,80.61,0.0,0.0,78.54,78.54,78.54,0.0,0.0,78.54,78.54,78.54,0.0,0.0
2019-04-28,80.34,80.34,80.34,0.0,0.0,80.34,80.34,80.34,0.0,0.0,79.9,79.9,79.9,0.0,0.0,79.96,79.96,79.96,0.0,0.0
2019-05-05,82.0,82.0,82.0,0.0,0.0,82.36,82.36,82.36,0.0,0.0,81.89,81.89,81.89,0.0,0.0,82.14,82.14,82.14,0.0,0.0
2019-05-12,82.59,82.59,82.59,0.0,0.0,82.59,82.59,82.59,0.0,0.0,82.02,82.02,82.02,0.0,0.0,82.16,82.16,82.16,0.0,0.0
2019-05-19,84.45,84.45,84.45,0.0,0.0,84.68,84.68,84.68,0.0,0.0,84.24,84.24,84.24,0.0,0.0,84.68,84.68,84.68,0.0,0.0
2019-05-26,90.58,90.58,90.58,0.0,0.0,91.44,91.44,91.44,0.0,0.0,90.21,90.21,90.21,0.0,0.0,91.31,91.31,91.31,0.0,0.0
2019-06-02,88.86,88.86,88.86,0.0,0.0,88.86,88.86,88.86,0.0,0.0,88.45,88.45,88.45,0.0,0.0,88.63,88.63,88.63,0.0,0.0
2019-06-09,89.79,89.79,89.79,0.0,0.0,90.27,90.27,90.27,0.0,0.0,89.51,89.51,89.51,0.0,0.0,90.15,90.15,90.15,0.0,0.0
2019-06-16,90.83,90.83,90.83,0.0,0.0,91.26,91.26,91.26,0.0,0.0,90.78,90.78,90.78,0.0,0.0,91.1,91.1,91.1,0.0,0.0
2019-06-23,91.2,91.2,91.2,0.0,0.0,91.32,91.32,91.32,0.0,0.0,89.97,89.97,89.97,0.0,0.0,90.8,90.8,90.8,0.0,0.0
2019-06-30,91.8,91.8,91.8,0.0,0.0,91.96,91.96,91.96,0.0,0.0,91.16,91.16,91.16,0.0,0.0,91.16,91.16,91.16,0.0,0.0
2019-07-07,88.13,88.13,88.13,0.0,0.0,88.88,88.88,88.88,0.0,0.0,88.13,88.13,88.13,0.0,0.0,88.88,88.88,88.88,0.0,0.0
2019-07-14,90.85,90.85,90.85,0.0,0.0,90.85,90.85,90.85,0.0,0.0,89.99,89.99,89.99,0.0,0.0,90.01,90.01,90.01,0.0,0.0
2019-07-21,89.86,89.86,89.86,0.0,0.0,89.86,89.86,89.86,0.0,0.0,89.32,89.32,89.32,0.0,0.0,89.41,89.41,89.41,0.0,0.0
2019-07-28,99.0,99.0,99.0,0.0,0.0,100.06,100.06,100.06,0.0,0.0,98.61,98.61,98.61,0.0,0.0,100.06,100.06,100.06,0.0,0.0
2019-08-04,103.98,103.98,103.98,0.0,0.0,106.18,106.18,106.18,0.0,0.0,103.82,103.82,103.82,0.0,0.0,105.79,105.79,105.79,0.0,0.0
2019-08-11,106.62,106.62,106.62,0.0,0.0,107.84,107.84,107.84,0.0,0.0,106.56,106.56,106.56,0.0,0.0,107.39,107.39,107.39,0.0,0.0
2019-08-18,110.02,110.02,110.02,0.0,0.0,110.54,110.54,110.54,0.0,0.0,109.16,109.16,109.16,0.0,0.0,109.37,109.37,109.37,0.0,0.0
2019-08-25,111.2,111.2,111.2,0.0,0.0,112.38,112.38,112.38,0.0,0.0,110.82,110.82,110.82,0.0,0.0,112.16,112.16,112.16,0.0,0.0
2019-09-01,107.1,107.1,107.1,0.0,0.0,107.29,107.29,107.29,0.0,0.0,106.12,106.12,106.12,0.0,0.0,106.18,106.18,106.18,0.0,0.0
2019-09-08,98.24,98.24,98.24,0.0,0.0,99.09,99.09,99.09,0.0,0.0,97.17,97.17,97.17,0.0,0.0,98.78,98.78,98.78,0.0,0.0
2019-09-15,104.52,104.52,104.52,0.0,0.0,105.85,105.85,105.85,0.0,0.0,103.8,103.8,103.8,0.0,0.0,103.99,103.99,103.99,0.0,0.0
2019-09-22,103.7,103.7,103.7,0.0,0.0,105.45,105.45,105.45,0.0,0.0,103.65,103.65,103.65,0.0,0.0,105.45,105.45,105.45,0.0,0.0
2019-09-29,108.78,108.78,108.78,0.0,0.0,109.18,109.18,109.18,0.0,0.0,108.21,108.21,108.21,0.0,0.0,108.29,108.29,108.29,0.0,0.0
2019-10-06,103.28,103.28,103.28,0.0,0.0,103.29,103.29,103.29,0.0,0.0,102.58,102.58,102.58,0.0,0.0,103.27,103.27,103.27,0.0,0.0
2019-10-13,99.12,99.12,99.12,0.0,0.0,99.63,99.63,99.63,0.0,0.0,98.58,98.58,98.58,0.0,0.0,98.95,98.95,98.95,0.0,0.0
2019-10-20,97.55,97.55,97.55,0.0,0.0,97.55,97.55,97.55,0.0,0.0,96.68,96.68,96.68,0.0,0.0,97.14,97.14,97.14,0.0,0.0
2019-10-27,99.76,99.76,99.76,0.0,0.0,99.93,99.93,99.93,0.0,0.0,99.36,99.36,99.36,0.0,0.0,99.44,99.44,99.44,0.0,0.0
2019-11-03,94.84,94.84,94.84,0.0,0.0,94.84,94.84,94.84,0.0,0.0,93.75,93.75,93.75,0.0,0.0,94.12,94.12,94.12,0.0,0.0
2019-11-10,98.68,98.68,98.68,0.0,0.0,99.0,99.0,99.0,0.0,0.0,98.24,98.24,98.24,0.0,0.0,98.24,98.24,98.24,0.0,0.0
2019-11-17,101.62,101.62,101.62,0.0,0.0,101.75,101.75,101.75,0.0,0.0,101.48,101.48,101.48,0.0,0.0,101.53,101.53,101.53,0.0,0.0
2019-11-24,98.57,98.57,98.57,0.0,0.0,99.01,99.01,99.01,0.0,0.0,96.86,96.86,96.86,0.0,0.0,98.89,98.89,98.89,0.0,0.0
2019-12-01,99.69,99.69,99.69,0.0,0.0,99.98,99.98,99.98,0.0,0.0,99.19,99.19,99.19,0.0,0.0,99.19,99.19,99.19,0.0,0.0
2019-12-08,98.85,98.85,98.85,0.0,0.0,98.85,98.85,98.85,0.0,0.0,97.5,97.5,97.5,0.0,0.0,97.89,97.89,97.89,0.0,0.0
2019-12-15,96.89,96.89,96.89,0.0,0.0,96.89,96.89,96.89,0.0,0.0,95.75,95.75,95.75,0.0,0.0,96.22,96.22,96.22,0.0,0.0
2019-12-22,94.99,94.99,94.99,0.0,0.0,96.41,96.41,96.41,0.0,0.0,94.7,94.7,94.7,0.0,0.0,96.38,96.38,96.38,0.0,0.0
2019-12-29,98.3,98.3,98.3,0.0,0.0,99.58,99.58,99.58,0.0,0.0,97.84,97.84,97.84,0.0,0.0,99.5,99.5,99.5,0.0,0.0
