Date,CVCY_Open_average,CVCY_Open_max,CVCY_Open_min,CVCY_Open_volatility,CVCY_Open_change,CVCY_High_average,CVCY_High_max,CVCY_High_min,CVCY_High_volatility,CVCY_High_change,CVCY_Low_average,CVCY_Low_max,CVCY_Low_min,CVCY_Low_volatility,CVCY_Low_change,CVCY_Close_average,CVCY_Close_max,CVCY_Close_min,CVCY_Close_volatility,CVCY_Close_change,CVCY_Volume_average,CVCY_Volume_max,CVCY_Volume_min,CVCY_Volume_volatility,CVCY_Volume_change
2018-07-01,21.6975,21.85,21.55,0.3000000000000007,-0.10999999999999943,22.0125,22.12,21.88,0.240000000000002,-0.120000000000001,21.505000000000003,21.64,21.35,0.28999999999999915,0.28999999999999915,21.7875,21.91,21.68,0.23000000000000043,0.05000000000000071,19418,27435,13504,13931,7510
2018-07-08,21.498,21.9,21.23,0.6699999999999982,-0.6699999999999982,21.582,22.0,21.36,0.6400000000000006,-0.5300000000000011,21.21,21.62,20.9,0.7200000000000024,-0.39000000000000057,21.354,21.67,21.23,0.4400000000000013,-0.3100000000000023,12110,20089,5167,14922,-3890
2018-07-15,21.218,21.4,21.15,0.25,-0.25,21.42,21.57,21.3,0.2699999999999996,-0.16000000000000014,21.125999999999998,21.15,21.04,0.10999999999999943,0.0,21.2,21.27,21.16,0.10999999999999943,0.0,16126,28086,7205,20881,-2075
2018-07-22,21.142,21.29,21.0,0.28999999999999915,-0.09999999999999787,21.29,21.38,21.24,0.14000000000000057,0.03999999999999915,20.956,21.15,20.82,0.3299999999999983,0.15000000000000213,21.076,21.21,20.97,0.240000000000002,0.010000000000001563,13139,17102,7202,9900,140
2018-07-29,21.57,21.88,21.15,0.7300000000000004,0.7300000000000004,21.77,21.89,21.61,0.28000000000000114,0.28000000000000114,21.47,21.7,21.15,0.5500000000000007,0.5500000000000007,21.698,21.86,21.49,0.370000000000001,0.370000000000001,14854,29101,8084,21017,17
2018-08-05,21.772,21.9,21.58,0.3200000000000003,0.05000000000000071,21.964,22.0,21.91,0.08999999999999986,-0.019999999999999574,21.476,21.69,21.23,0.46000000000000085,-0.3200000000000003,21.832,21.93,21.71,0.21999999999999886,-0.14000000000000057,14510,21968,7172,14796,6272
2018-08-12,21.57,21.77,21.33,0.4400000000000013,0.3500000000000014,21.782,21.85,21.7,0.15000000000000213,-0.10000000000000142,21.408,21.6,21.32,0.28000000000000114,0.08000000000000185,21.631999999999998,21.74,21.5,0.23999999999999844,-0.129999999999999,31790,87865,10909,76956,784
2018-08-19,21.304,21.64,20.99,0.6500000000000021,-0.6500000000000021,21.45,21.7,21.18,0.5199999999999996,-0.41000000000000014,21.182,21.62,20.82,0.8000000000000007,-0.6300000000000026,21.278,21.64,21.07,0.5700000000000003,-0.490000000000002,25454,62761,12029,50732,1115
2018-08-26,21.31,21.45,21.14,0.3099999999999987,0.2699999999999996,21.5,21.74,21.35,0.389999999999997,0.389999999999997,21.18,21.35,21.02,0.33000000000000185,0.240000000000002,21.425,21.61,21.25,0.35999999999999943,0.35999999999999943,11616,13434,9869,3565,-2845
2018-09-02,21.566,21.62,21.5,0.120000000000001,0.060000000000002274,21.68,21.8,21.63,0.1700000000000017,0.1700000000000017,21.38,21.5,21.23,0.2699999999999996,0.030000000000001137,21.628,21.77,21.54,0.23000000000000043,0.23000000000000043,10683,13156,7079,6077,2755
2018-09-09,21.602,21.69,21.5,0.19000000000000128,-0.11000000000000298,21.738,21.88,21.66,0.21999999999999886,-0.14000000000000057,21.402,21.59,20.88,0.7100000000000009,-0.5899999999999999,21.622,21.69,21.6,0.08999999999999986,0.0,31023,68070,10899,57171,-57171
2018-09-16,21.568,21.66,21.37,0.28999999999999915,0.019999999999999574,21.726,21.75,21.68,0.07000000000000028,-0.019999999999999574,21.462,21.62,21.24,0.38000000000000256,-0.120000000000001,21.644,21.7,21.61,0.08999999999999986,0.019999999999999574,30217,48411,20724,27687,26512
2018-09-23,21.624,21.71,21.49,0.22000000000000242,-0.08000000000000185,21.658,21.75,21.6,0.14999999999999858,-0.10999999999999943,21.326,21.57,20.51,1.0599999999999987,-1.0399999999999991,21.536,21.61,21.31,0.3000000000000007,-0.2900000000000027,67341,239663,12043,227620,227620
2018-09-30,20.964,21.15,20.86,0.28999999999999915,-0.23999999999999844,21.104,21.49,20.94,0.5499999999999972,-0.4599999999999973,20.484,20.79,20.14,0.6499999999999986,-0.36999999999999744,20.866,20.92,20.77,0.15000000000000213,-0.019999999999999574,47366,128881,10786,118095,-118095
2018-10-07,20.582,20.91,19.86,1.0500000000000007,-1.0199999999999996,20.736,21.13,20.12,1.009999999999998,-1.009999999999998,20.276,20.88,19.68,1.1999999999999993,-1.1999999999999993,20.366,20.92,19.85,1.0700000000000003,-1.0700000000000003,18670,37429,9605,27824,-11750
2018-10-14,20.62,21.62,19.81,1.8100000000000023,1.7600000000000016,20.936,21.89,19.89,2.0,2.0,20.446,21.39,19.7,1.6900000000000013,1.6700000000000017,20.784,21.7,19.87,1.8299999999999983,1.8299999999999983,32866,60810,17602,43208,-1976
2018-10-21,21.114,21.59,20.39,1.1999999999999993,-1.1999999999999993,21.282,21.7,20.81,0.8900000000000006,-0.8900000000000006,20.514,21.21,19.96,1.25,-0.8800000000000026,20.874,21.62,20.36,1.2600000000000016,-1.0100000000000016,19345,27684,14805,12879,-4660
2018-10-28,20.326,20.67,19.87,0.8000000000000007,-0.6799999999999997,20.528,20.75,20.27,0.4800000000000004,-0.4800000000000004,19.91,20.52,19.61,0.9100000000000001,-0.6499999999999986,20.233999999999998,20.64,20.0,0.6400000000000006,-0.5700000000000003,26335,61031,12293,48738,7177
2018-11-04,20.054,20.11,19.95,0.16000000000000014,-0.16000000000000014,20.146,20.26,20.08,0.18000000000000327,-0.18000000000000327,19.868,19.9,19.83,0.07000000000000028,0.0,20.03,20.14,19.95,0.19000000000000128,-0.030000000000001137,11971,18799,8495,10304,-8484
2018-11-11,19.636,20.5,19.13,1.370000000000001,-0.7799999999999976,19.964,20.5,19.48,1.0199999999999996,-0.9200000000000017,19.302,19.97,19.0,0.9699999999999989,-0.8099999999999987,19.54,20.46,19.15,1.3100000000000023,-0.990000000000002,35053,73201,14101,59100,-34371
2018-11-18,19.595,19.8,19.4,0.40000000000000213,0.40000000000000213,19.7725,19.81,19.69,0.11999999999999744,0.11999999999999744,19.445,19.61,19.25,0.35999999999999943,-0.14999999999999858,19.7,19.8,19.58,0.22000000000000242,0.13000000000000256,15230,31021,6182,24839,880
2018-11-25,20.142,20.45,19.63,0.8200000000000003,0.7800000000000011,20.344,20.5,19.82,0.6799999999999997,0.629999999999999,19.908,20.25,19.39,0.8599999999999994,0.759999999999998,20.28,20.48,19.72,0.7600000000000016,0.7000000000000028,13106,21589,5694,15895,-6570
2018-12-02,19.3975,20.42,19.01,1.4100000000000001,-1.4100000000000001,19.665,20.42,19.22,1.2000000000000028,-1.2000000000000028,18.825,19.27,18.4,0.870000000000001,-0.5599999999999987,19.095,19.28,18.96,0.3200000000000003,-0.3200000000000003,26643,56608,11556,45052,3787
2018-12-09,19.164,19.55,18.87,0.6799999999999997,-0.23000000000000043,19.36,19.76,18.97,0.7900000000000027,-0.28000000000000114,18.854,19.22,18.53,0.6899999999999977,-0.259999999999998,18.986,19.5,18.55,0.9499999999999993,-0.46999999999999886,17572,23261,12400,10861,6121
2018-12-16,18.072,18.57,17.6,0.9699999999999989,-0.9699999999999989,18.614,19.49,18.14,1.3499999999999979,0.75,17.098,17.86,15.66,2.1999999999999993,1.9400000000000013,18.18,18.75,17.64,1.1099999999999994,0.3500000000000014,43299,111844,18026,93818,242
2018-12-23,18.68,18.97,18.36,0.6099999999999994,-0.3299999999999983,19.450000000000003,19.53,19.3,0.23000000000000043,-0.23000000000000043,18.04,18.51,17.5,1.0100000000000016,0.39000000000000057,18.66,19.13,18.15,0.9800000000000004,-0.259999999999998,37598,67527,20378,47149,2337
2018-12-30,18.925,19.04,18.72,0.3200000000000003,0.3200000000000003,19.32,19.6,19.01,0.5899999999999999,0.5899999999999999,18.735,18.9,18.54,0.35999999999999943,0.1999999999999993,19.0325,19.2,18.84,0.35999999999999943,0.18999999999999773,15671,24424,11059,13365,2660
2019-01-06,18.632,19.21,18.32,0.8900000000000006,-0.8900000000000006,18.966,19.21,18.84,0.370000000000001,-0.35999999999999943,18.26,18.38,18.1,0.2799999999999976,-0.00999999999999801,18.5,18.69,18.35,0.33999999999999986,-0.23000000000000043,24407,28722,20058,8664,-6750
2019-01-13,18.655,18.9,18.5,0.3999999999999986,0.3999999999999986,19.165,19.5,18.87,0.629999999999999,0.629999999999999,18.5625,18.9,18.33,0.5700000000000003,0.5700000000000003,18.880000000000003,19.42,18.6,0.8200000000000003,0.8200000000000003,29567,51755,11572,40183,-20590
2019-01-20,19.668,20.05,19.34,0.7100000000000009,0.4400000000000013,20.22,20.35,20.15,0.20000000000000284,-0.20000000000000284,19.422,19.78,19.12,0.6600000000000001,0.6600000000000001,19.894,20.2,19.55,0.6499999999999986,0.389999999999997,21027,30206,13859,16347,-16347
2019-01-27,19.802,19.98,19.75,0.23000000000000043,-0.21999999999999886,19.974,20.06,19.91,0.14999999999999858,-0.05999999999999872,19.754,19.76,19.75,0.010000000000001563,0.010000000000001563,19.778,19.8,19.75,0.05000000000000071,0.05000000000000071,11271,17409,7014,10395,-3330
2019-02-03,19.758,19.8,19.7,0.10000000000000142,-0.05000000000000071,19.942,19.98,19.88,0.10000000000000142,0.030000000000001137,19.716,19.79,19.61,0.17999999999999972,-0.010000000000001563,19.782,19.86,19.75,0.10999999999999943,-0.00999999999999801,11092,20335,7823,12512,-12512
2019-02-10,19.765,19.86,19.62,0.23999999999999844,-0.2099999999999973,19.9375,19.97,19.87,0.09999999999999787,0.09999999999999787,19.6725,19.75,19.57,0.17999999999999972,-0.129999999999999,19.81,19.9,19.57,0.3299999999999983,0.029999999999997584,24526,67152,3105,64047,12254
2019-02-17,19.855999999999998,19.95,19.65,0.3000000000000007,0.0,19.977999999999998,20.0,19.95,0.05000000000000071,-0.05000000000000071,19.75,19.9,19.54,0.35999999999999943,-0.3100000000000023,19.832,19.95,19.54,0.41000000000000014,-0.41000000000000014,24858,61432,6537,54895,-37415
2019-02-24,19.564,19.61,19.51,0.09999999999999787,0.010000000000001563,19.727999999999998,19.9,19.6,0.29999999999999716,-0.10999999999999943,19.5,19.56,19.43,0.129999999999999,-0.129999999999999,19.564,19.69,19.47,0.22000000000000242,-0.13000000000000256,30722,62413,17142,45271,29437
2019-03-03,19.672,19.89,19.55,0.33999999999999986,0.3200000000000003,19.952,20.09,19.73,0.35999999999999943,0.08999999999999986,19.6,19.7,19.53,0.16999999999999815,0.10000000000000142,19.842,20.0,19.69,0.3099999999999987,-0.030000000000001137,22242,51205,12405,38800,9577
2019-03-10,20.034,20.2,19.92,0.2799999999999976,-0.04999999999999716,20.156,20.31,20.07,0.23999999999999844,-0.03999999999999915,19.87,19.93,19.81,0.120000000000001,-0.08999999999999986,20.034,20.21,19.93,0.28000000000000114,0.120000000000001,15607,40716,7888,32828,3173
2019-03-17,19.896,20.18,19.67,0.509999999999998,-0.509999999999998,20.012,20.18,19.86,0.3200000000000003,-0.3200000000000003,19.792,19.97,19.57,0.3999999999999986,-0.29999999999999716,19.86,20.05,19.64,0.41000000000000014,-0.19000000000000128,20125,49739,10376,39363,-4193
2019-03-24,19.598,19.77,19.44,0.3299999999999983,-0.3299999999999983,19.834,20.0,19.66,0.33999999999999986,0.05999999999999872,19.46,19.58,19.27,0.3099999999999987,-0.13999999999999702,19.674,19.85,19.55,0.3000000000000007,0.15000000000000213,18336,28063,10185,17878,4964
2019-03-31,19.84,19.94,19.7,0.240000000000002,-0.07000000000000028,19.95,20.0,19.89,0.10999999999999943,0.09999999999999787,19.742,19.8,19.69,0.10999999999999943,-0.10999999999999943,19.894000000000002,20.0,19.8,0.1999999999999993,0.019999999999999574,9881,17906,5108,12798,-10666
2019-04-07,19.796,19.95,19.45,0.5,-0.4700000000000024,19.96,20.0,19.84,0.16000000000000014,0.03999999999999915,19.56,19.78,19.29,0.490000000000002,-0.46000000000000085,19.726,19.99,19.45,0.5399999999999991,0.2099999999999973,11389,15270,4477,10793,10071
2019-04-14,19.665,19.88,19.49,0.39000000000000057,-0.39000000000000057,19.7975,19.96,19.59,0.370000000000001,-0.370000000000001,19.51,19.69,19.27,0.4200000000000017,-0.40000000000000213,19.5925,19.75,19.32,0.4299999999999997,-0.3500000000000014,17909,27325,8179,19146,15878
2019-04-21,19.908,20.5,19.4,1.1000000000000014,1.1000000000000014,20.142,20.5,19.72,0.7800000000000011,0.7800000000000011,19.77,20.23,19.31,0.9200000000000017,0.8100000000000023,20.076,20.5,19.53,0.9699999999999989,0.9499999999999993,15803,26821,9037,17784,11513
2019-04-28,20.088,20.5,19.82,0.6799999999999997,-0.629999999999999,20.286,20.5,20.01,0.48999999999999844,-0.25,19.906,20.29,19.66,0.629999999999999,-0.6099999999999994,20.116,20.46,19.94,0.5199999999999996,-0.3000000000000007,17829,28360,9582,18778,-17168
2019-05-05,19.924,20.11,19.75,0.35999999999999943,-0.28000000000000114,20.2,20.28,20.09,0.19000000000000128,-0.14000000000000057,19.666,19.99,19.07,0.9199999999999982,-0.6999999999999993,19.944,20.12,19.77,0.3500000000000014,0.10999999999999943,37519,127207,12529,114678,-4862
2019-05-12,19.982,20.26,19.71,0.5500000000000007,0.120000000000001,20.238,20.42,20.02,0.40000000000000213,0.14999999999999858,19.830000000000002,20.03,19.7,0.33000000000000185,0.33000000000000185,20.162,20.3,19.99,0.3100000000000023,0.07000000000000028,21414,59204,9622,49582,6931
2019-05-19,20.2,20.32,20.09,0.23000000000000043,-0.05000000000000071,20.35,20.5,20.25,0.25,-0.19000000000000128,20.01,20.12,19.78,0.33999999999999986,-0.03999999999999915,20.175,20.36,19.8,0.5599999999999987,-0.05000000000000071,13622,19390,6723,12667,-10629
2019-05-26,19.838,20.09,19.45,0.6400000000000006,-0.39000000000000057,20.002,20.35,19.65,0.7000000000000028,-0.7000000000000028,19.542,19.92,19.21,0.7100000000000009,-0.7100000000000009,19.676,20.04,19.4,0.6400000000000006,-0.6400000000000006,18759,23770,8975,14795,12506
2019-06-02,19.494,19.64,19.35,0.28999999999999915,0.05999999999999872,19.714000000000002,19.94,19.55,0.39000000000000057,-0.09999999999999787,19.398,19.57,19.14,0.4299999999999997,0.05999999999999872,19.608,19.76,19.48,0.28000000000000114,-0.10000000000000142,9195,10964,4409,6555,-1370
2019-06-09,19.684,19.76,19.58,0.18000000000000327,0.120000000000001,19.914,20.0,19.85,0.14999999999999858,0.129999999999999,19.598000000000003,19.71,19.5,0.21000000000000085,0.16000000000000014,19.74,19.98,19.5,0.4800000000000004,0.21000000000000085,9273,10537,7011,3526,-3526
2019-06-16,20.012,20.3,19.7,0.6000000000000014,0.25,20.34,20.48,20.15,0.33000000000000185,-0.33000000000000185,19.766000000000002,19.89,19.62,0.2699999999999996,-0.120000000000001,20.076,20.38,19.8,0.5799999999999983,-0.259999999999998,16631,37690,4489,33201,16299
2019-06-23,20.184,21.34,19.53,1.8099999999999987,1.5399999999999991,20.68,21.48,19.87,1.6099999999999994,1.5799999999999983,19.992,20.72,19.5,1.2199999999999989,1.2199999999999989,20.634,21.47,19.81,1.6600000000000001,1.620000000000001,52491,127498,17842,109656,-18881
2019-06-30,21.0625,21.24,20.92,0.31999999999999673,-0.259999999999998,21.189999999999998,21.32,21.09,0.23000000000000043,-0.23000000000000043,20.7025,20.81,20.55,0.259999999999998,0.1999999999999993,21.02,21.13,20.92,0.2099999999999973,-0.1999999999999993,8739,10447,4556,5891,605
2019-07-07,20.768,21.0,20.6,0.3999999999999986,-0.2099999999999973,20.854,21.04,20.6,0.4399999999999977,-0.4399999999999977,20.477999999999998,20.81,19.98,0.8299999999999983,-0.48999999999999844,20.726,20.95,20.54,0.41000000000000014,-0.41000000000000014,15076,20821,10388,10433,-3821
2019-07-14,20.582,20.89,20.35,0.5399999999999991,0.3500000000000014,20.772,21.0,20.63,0.370000000000001,0.14000000000000057,20.376,20.61,20.24,0.370000000000001,0.34999999999999787,20.612000000000002,20.98,20.31,0.6700000000000017,0.129999999999999,10832,13299,8291,5008,-5008
2019-07-21,21.06,21.5,20.86,0.6400000000000006,0.07000000000000028,21.3,21.5,21.0,0.5,0.25,20.902,21.04,20.73,0.3099999999999987,-0.0799999999999983,21.028,21.31,20.75,0.5599999999999987,-0.25,19833,33370,7812,25558,17018
2019-07-28,20.59,20.99,20.08,0.9100000000000001,-0.7600000000000016,20.828,21.14,20.48,0.6600000000000001,-0.5199999999999996,20.392,20.77,19.7,1.0700000000000003,-1.0700000000000003,20.402,20.82,19.7,1.120000000000001,-1.120000000000001,19743,28479,10698,17781,-11635
2019-08-04,19.988,20.15,19.84,0.3099999999999987,0.23999999999999844,20.342,20.58,20.1,0.4799999999999969,0.46999999999999886,19.922,20.15,19.66,0.48999999999999844,0.39000000000000057,20.104,20.35,19.81,0.5400000000000027,0.33999999999999986,14465,18742,9326,9416,-6559
2019-08-11,20.066,20.24,19.92,0.31999999999999673,-0.09999999999999787,20.381999999999998,20.63,20.06,0.5700000000000003,0.08999999999999986,19.868000000000002,20.14,19.66,0.4800000000000004,0.129999999999999,20.026,20.31,19.71,0.5999999999999979,-0.09999999999999787,11673,15024,7337,7687,-959
2019-08-18,19.816,20.26,19.2,1.0600000000000023,-1.0,20.032,20.45,19.6,0.8499999999999979,-0.25,19.474,20.02,18.97,1.0500000000000007,-0.8200000000000003,19.608,20.02,19.0,1.0199999999999996,-0.17999999999999972,11359,15131,8241,6890,4011
2019-08-25,19.5575,20.04,19.18,0.8599999999999994,-0.6499999999999986,19.7975,20.08,19.59,0.48999999999999844,-0.48999999999999844,19.2025,19.32,19.11,0.21000000000000085,0.08999999999999986,19.3675,19.58,19.11,0.46999999999999886,0.46999999999999886,27151,48078,14933,33145,14329
2019-09-01,20.012,20.55,19.47,1.0800000000000018,0.6000000000000014,20.268,20.7,19.53,1.1699999999999982,1.1699999999999982,19.698,20.06,19.2,0.8599999999999994,0.8599999999999994,19.98,20.65,19.32,1.3299999999999983,1.3299999999999983,13608,16570,11287,5283,-3053
2019-09-08,20.938,21.42,20.36,1.0600000000000023,0.4499999999999993,21.406,21.56,21.25,0.3099999999999987,0.2699999999999996,20.71,21.09,20.36,0.7300000000000004,0.4499999999999993,21.206,21.46,20.96,0.5,0.4499999999999993,26297,48236,15971,32265,2543
2019-09-15,20.62,21.38,19.03,2.349999999999998,-2.349999999999998,21.51,21.75,21.37,0.379999999999999,0.25,20.478,21.2,19.03,2.169999999999998,-2.169999999999998,21.214,21.55,20.64,0.9100000000000001,0.33999999999999986,35372,92807,16713,76094,9832
2019-09-22,20.702,21.43,20.16,1.2699999999999996,-1.2699999999999996,20.988,21.51,20.8,0.7100000000000009,-0.6900000000000013,20.318,20.52,19.92,0.5999999999999979,-0.33999999999999986,20.508,20.73,20.17,0.5599999999999987,-0.379999999999999,19442,26545,13191,13354,-4269
2019-09-29,20.106,20.51,19.88,0.6300000000000026,-0.38000000000000256,20.346,20.62,20.12,0.5,0.10999999999999943,19.802,20.03,19.24,0.7900000000000027,-0.010000000000001563,20.09,20.55,19.82,0.7300000000000004,0.5199999999999996,15428,23039,10768,12271,-5259
2019-10-06,20.358,20.54,20.1,0.4399999999999977,-0.05999999999999872,20.476,20.61,20.4,0.21000000000000085,0.129999999999999,20.088,20.41,19.93,0.4800000000000004,0.05999999999999872,20.306,20.53,20.02,0.5100000000000016,0.4200000000000017,20788,27229,8587,18642,-18642
2019-10-13,20.608,21.39,20.13,1.2600000000000016,-0.25,20.892,21.39,20.31,1.0800000000000018,0.019999999999999574,20.024,20.5,19.33,1.1700000000000017,-0.3999999999999986,20.538,21.0,20.11,0.8900000000000006,-0.35999999999999943,26699,31463,24239,7224,2498
2019-10-20,20.34,20.46,20.01,0.4499999999999993,-0.030000000000001137,20.534,20.8,20.37,0.4299999999999997,0.26000000000000156,20.136,20.29,20.0,0.28999999999999915,0.129999999999999,20.326,20.59,20.14,0.4499999999999993,0.3000000000000007,18534,31364,14254,17110,-17110
2019-10-27,20.878,21.26,20.59,0.6700000000000017,0.6700000000000017,21.116,21.44,20.92,0.5199999999999996,0.40000000000000213,20.768,21.03,20.59,0.4400000000000013,0.4400000000000013,21.009999999999998,21.24,20.83,0.41000000000000014,0.379999999999999,14342,21786,9614,12172,8418
