Date,iShares Int High Yield BondEtf_Open_average,iShares Int High Yield BondEtf_Open_max,iShares Int High Yield BondEtf_Open_min,iShares Int High Yield BondEtf_Open_volatility,iShares Int High Yield BondEtf_Open_change,iShares Int High Yield BondEtf_High_average,iShares Int High Yield BondEtf_High_max,iShares Int High Yield BondEtf_High_min,iShares Int High Yield BondEtf_High_volatility,iShares Int High Yield BondEtf_High_change,iShares Int High Yield BondEtf_Low_average,iShares Int High Yield BondEtf_Low_max,iShares Int High Yield BondEtf_Low_min,iShares Int High Yield BondEtf_Low_volatility,iShares Int High Yield BondEtf_Low_change,iShares Int High Yield BondEtf_Close_average,iShares Int High Yield BondEtf_Close_max,iShares Int High Yield BondEtf_Close_min,iShares Int High Yield BondEtf_Close_volatility,iShares Int High Yield BondEtf_Close_change
2018-07-22,52.51,52.51,52.51,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2018-07-29,52.2,52.2,52.2,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2018-08-05,51.66,51.66,51.66,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.56,51.56,51.56,0.0,0.0
2018-08-12,51.5,51.5,51.5,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.66,51.66,51.66,0.0,0.0
2018-08-19,52.47,52.47,52.47,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2018-08-26,52.48,52.48,52.48,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.35,52.35,52.35,0.0,0.0
2018-09-02,52.18,52.18,52.18,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.11,52.11,52.11,0.0,0.0,52.11,52.11,52.11,0.0,0.0
2018-09-09,52.78,52.78,52.78,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2018-09-16,53.34,53.34,53.34,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2018-09-23,52.54,52.54,52.54,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.66,52.66,52.66,0.0,0.0
2018-09-30,52.21,52.21,52.21,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.11,52.11,52.11,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2018-10-07,52.24,52.24,52.24,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.18,52.18,52.18,0.0,0.0
2018-10-14,51.6,51.6,51.6,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.73,51.73,51.73,0.0,0.0
2018-10-21,50.7,50.7,50.7,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.7,50.7,50.7,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2018-10-28,51.38,51.38,51.38,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2018-11-04,51.12,51.12,51.12,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2018-11-11,50.54,50.54,50.54,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2018-11-18,50.06,50.06,50.06,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2018-11-25,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2018-12-02,49.93,49.93,49.93,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.93,49.93,49.93,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2018-12-09,49.66,49.66,49.66,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2018-12-16,48.04,48.04,48.04,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.76,47.76,47.76,0.0,0.0
2018-12-23,48.31,48.31,48.31,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2018-12-30,47.7,47.7,47.7,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.7,47.7,47.7,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2019-01-06,48.75,48.75,48.75,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.76,48.76,48.76,0.0,0.0
2019-01-13,48.88,48.88,48.88,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2019-01-20,48.96,48.96,48.96,0.0,0.0,49.05,49.05,49.05,0.0,0.0,48.81,48.81,48.81,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2019-01-27,49.47,49.47,49.47,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2019-02-03,48.87,48.87,48.87,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2019-02-10,48.91,48.91,48.91,0.0,0.0,49.13,49.13,49.13,0.0,0.0,48.91,48.91,48.91,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2019-02-17,49.5,49.5,49.5,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.44,49.44,49.44,0.0,0.0,49.48,49.48,49.48,0.0,0.0
2019-02-24,50.16,50.16,50.16,0.0,0.0,50.17,50.17,50.17,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.01,50.01,50.01,0.0,0.0
2019-03-03,49.34,49.34,49.34,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2019-03-10,50.17,50.17,50.17,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2019-03-17,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2019-03-24,49.86,49.86,49.86,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2019-03-31,50.1,50.1,50.1,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2019-04-07,50.62,50.62,50.62,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2019-04-14,50.62,50.62,50.62,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.57,50.57,50.57,0.0,0.0
2019-04-21,50.06,50.06,50.06,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2019-04-28,50.04,50.04,50.04,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-05-05,50.2,50.2,50.2,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.15,50.15,50.15,0.0,0.0
2019-05-12,49.8,49.8,49.8,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-05-19,49.86,49.86,49.86,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2019-05-26,49.44,49.44,49.44,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2019-06-02,50.46,50.46,50.46,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2019-06-09,50.13,50.13,50.13,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2019-06-16,51.06,51.06,51.06,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2019-06-23,51.45,51.45,51.45,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.42,51.42,51.42,0.0,0.0
2019-06-30,51.2,51.2,51.2,0.0,0.0,51.2,51.2,51.2,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2019-07-07,51.09,51.09,51.09,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.09,51.09,51.09,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2019-07-14,50.87,50.87,50.87,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-07-21,50.79,50.79,50.79,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-07-28,50.5,50.5,50.5,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2019-08-04,50.77,50.77,50.77,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2019-08-11,50.15,50.15,50.15,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2019-08-18,50.64,50.64,50.64,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2019-08-25,50.61,50.61,50.61,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2019-09-01,50.73,50.73,50.73,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2019-09-08,51.02,51.02,51.02,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2019-09-15,50.67,50.67,50.67,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-09-22,50.21,50.21,50.21,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2019-09-29,50.15,50.15,50.15,0.0,0.0,50.16,50.16,50.16,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.06,50.06,50.06,0.0,0.0
2019-10-06,50.49,50.49,50.49,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2019-10-13,51.24,51.24,51.24,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2019-10-20,50.97,50.97,50.97,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2019-10-27,51.26,51.26,51.26,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2019-11-03,50.71,50.71,50.71,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2019-11-10,50.8,50.8,50.8,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2019-11-17,50.69,50.69,50.69,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2019-11-24,50.81,50.81,50.81,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.81,50.81,50.81,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2019-12-01,51.3,51.3,51.3,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2019-12-08,52.01,52.01,52.01,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2019-12-15,51.19,51.19,51.19,0.0,0.0,51.28,51.28,51.28,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2019-12-22,51.62,51.62,51.62,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2019-12-29,51.62,51.62,51.62,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.62,51.62,51.62,0.0,0.0
