Date,iShares Int High Yield BondEtf_Open_average,iShares Int High Yield BondEtf_Open_max,iShares Int High Yield BondEtf_Open_min,iShares Int High Yield BondEtf_Open_volatility,iShares Int High Yield BondEtf_Open_change,iShares Int High Yield BondEtf_High_average,iShares Int High Yield BondEtf_High_max,iShares Int High Yield BondEtf_High_min,iShares Int High Yield BondEtf_High_volatility,iShares Int High Yield BondEtf_High_change,iShares Int High Yield BondEtf_Low_average,iShares Int High Yield BondEtf_Low_max,iShares Int High Yield BondEtf_Low_min,iShares Int High Yield BondEtf_Low_volatility,iShares Int High Yield BondEtf_Low_change,iShares Int High Yield BondEtf_Close_average,iShares Int High Yield BondEtf_Close_max,iShares Int High Yield BondEtf_Close_min,iShares Int High Yield BondEtf_Close_volatility,iShares Int High Yield BondEtf_Close_change
2018-01-14,56.02,56.02,56.02,0.0,0.0,56.02,56.02,56.02,0.0,0.0,55.89,55.89,55.89,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2018-01-21,56.83,56.83,56.83,0.0,0.0,56.93,56.93,56.93,0.0,0.0,56.75,56.75,56.75,0.0,0.0,56.93,56.93,56.93,0.0,0.0
2018-01-28,56.68,56.68,56.68,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.6,56.6,56.6,0.0,0.0
2018-02-04,55.22,55.22,55.22,0.0,0.0,55.31,55.31,55.31,0.0,0.0,54.8,54.8,54.8,0.0,0.0,55.27,55.27,55.27,0.0,0.0
2018-02-11,56.2,56.2,56.2,0.0,0.0,56.23,56.23,56.23,0.0,0.0,55.96,55.96,55.96,0.0,0.0,56.07,56.07,56.07,0.0,0.0
2018-02-18,55.5,55.5,55.5,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.5,55.5,55.5,0.0,0.0
2018-02-25,55.53,55.53,55.53,0.0,0.0,55.7,55.7,55.7,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2018-03-04,55.64,55.64,55.64,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2018-03-11,55.59,55.59,55.59,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.57,55.57,55.57,0.0,0.0
2018-03-18,55.44,55.44,55.44,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.54,55.54,55.54,0.0,0.0
2018-03-25,55.45,55.45,55.45,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.49,55.49,55.49,0.0,0.0
2018-04-01,55.42,55.42,55.42,0.0,0.0,55.46,55.46,55.46,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.34,55.34,55.34,0.0,0.0
2018-04-08,55.92,55.92,55.92,0.0,0.0,56.11,56.11,56.11,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2018-04-15,55.79,55.79,55.79,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.6,55.6,55.6,0.0,0.0
2018-04-22,54.7,54.7,54.7,0.0,0.0,55.02,55.02,55.02,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.94,54.94,54.94,0.0,0.0
2018-04-29,53.98,53.98,53.98,0.0,0.0,54.2,54.2,54.2,0.0,0.0,53.98,53.98,53.98,0.0,0.0,54.19,54.19,54.19,0.0,0.0
2018-05-06,54.18,54.18,54.18,0.0,0.0,54.18,54.18,54.18,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2018-05-13,53.11,53.11,53.11,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.11,53.11,53.11,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2018-05-20,52.44,52.44,52.44,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.37,52.37,52.37,0.0,0.0
2018-05-27,52.43,52.43,52.43,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2018-06-03,52.6,52.6,52.6,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2018-06-10,52.21,52.21,52.21,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2018-06-17,52.35,52.35,52.35,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.18,52.18,52.18,0.0,0.0,52.18,52.18,52.18,0.0,0.0
2018-06-24,51.87,51.87,51.87,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2018-07-01,52.62,52.62,52.62,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2018-07-08,52.41,52.41,52.41,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2018-07-15,52.61,52.61,52.61,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.71,52.71,52.71,0.0,0.0
