Date,iShares 10-20 Year Treasury Bond_Open_average,iShares 10-20 Year Treasury Bond_Open_max,iShares 10-20 Year Treasury Bond_Open_min,iShares 10-20 Year Treasury Bond_Open_volatility,iShares 10-20 Year Treasury Bond_Open_change,iShares 10-20 Year Treasury Bond_High_average,iShares 10-20 Year Treasury Bond_High_max,iShares 10-20 Year Treasury Bond_High_min,iShares 10-20 Year Treasury Bond_High_volatility,iShares 10-20 Year Treasury Bond_High_change,iShares 10-20 Year Treasury Bond_Low_average,iShares 10-20 Year Treasury Bond_Low_max,iShares 10-20 Year Treasury Bond_Low_min,iShares 10-20 Year Treasury Bond_Low_volatility,iShares 10-20 Year Treasury Bond_Low_change,iShares 10-20 Year Treasury Bond_Close_average,iShares 10-20 Year Treasury Bond_Close_max,iShares 10-20 Year Treasury Bond_Close_min,iShares 10-20 Year Treasury Bond_Close_volatility,iShares 10-20 Year Treasury Bond_Close_change
2018-01-14,133.39,133.39,133.39,0.0,0.0,133.47,133.47,133.47,0.0,0.0,133.08,133.08,133.08,0.0,0.0,133.15,133.15,133.15,0.0,0.0
2018-01-21,132.81,132.81,132.81,0.0,0.0,132.81,132.81,132.81,0.0,0.0,132.45,132.45,132.45,0.0,0.0,132.77,132.77,132.77,0.0,0.0
2018-01-28,130.35,130.35,130.35,0.0,0.0,132.07,132.07,132.07,0.0,0.0,130.12,130.12,130.12,0.0,0.0,131.7,131.7,131.7,0.0,0.0
2018-02-04,130.13,130.13,130.13,0.0,0.0,130.61,130.61,130.61,0.0,0.0,129.98,129.98,129.98,0.0,0.0,130.15,130.15,130.15,0.0,0.0
2018-02-11,130.19,130.19,130.19,0.0,0.0,130.32,130.32,130.32,0.0,0.0,129.89,129.89,129.89,0.0,0.0,130.04,130.04,130.04,0.0,0.0
2018-02-18,130.34,130.34,130.34,0.0,0.0,130.5,130.5,130.5,0.0,0.0,130.01,130.01,130.01,0.0,0.0,130.04,130.04,130.04,0.0,0.0
2018-02-25,130.34,130.34,130.34,0.0,0.0,130.34,130.34,130.34,0.0,0.0,129.53,129.53,129.53,0.0,0.0,129.72,129.72,129.72,0.0,0.0
2018-03-04,129.98,129.98,129.98,0.0,0.0,130.21,130.21,130.21,0.0,0.0,129.95,129.95,129.95,0.0,0.0,130.2,130.2,130.2,0.0,0.0
2018-03-11,130.42,130.42,130.42,0.0,0.0,130.89,130.89,130.89,0.0,0.0,130.39,130.39,130.39,0.0,0.0,130.59,130.59,130.59,0.0,0.0
2018-03-18,130.93,130.93,130.93,0.0,0.0,131.19,131.19,131.19,0.0,0.0,130.74,130.74,130.74,0.0,0.0,130.76,130.76,130.76,0.0,0.0
2018-03-25,131.94,131.94,131.94,0.0,0.0,132.49,132.49,132.49,0.0,0.0,131.74,131.74,131.74,0.0,0.0,132.19,132.19,132.19,0.0,0.0
2018-04-01,131.48,131.48,131.48,0.0,0.0,131.8,131.8,131.8,0.0,0.0,131.37,131.37,131.37,0.0,0.0,131.74,131.74,131.74,0.0,0.0
2018-04-08,130.85,130.85,130.85,0.0,0.0,131.29,131.29,131.29,0.0,0.0,130.85,130.85,130.85,0.0,0.0,131.29,131.29,131.29,0.0,0.0
2018-04-15,129.42,129.42,129.42,0.0,0.0,129.5,129.5,129.5,0.0,0.0,129.23,129.23,129.23,0.0,0.0,129.47,129.47,129.47,0.0,0.0
