Date,SPDR S&P RetailEtf_Open_average,SPDR S&P RetailEtf_Open_max,SPDR S&P RetailEtf_Open_min,SPDR S&P RetailEtf_Open_volatility,SPDR S&P RetailEtf_Open_change,SPDR S&P RetailEtf_High_average,SPDR S&P RetailEtf_High_max,SPDR S&P RetailEtf_High_min,SPDR S&P RetailEtf_High_volatility,SPDR S&P RetailEtf_High_change,SPDR S&P RetailEtf_Low_average,SPDR S&P RetailEtf_Low_max,SPDR S&P RetailEtf_Low_min,SPDR S&P RetailEtf_Low_volatility,SPDR S&P RetailEtf_Low_change,SPDR S&P RetailEtf_Close_average,SPDR S&P RetailEtf_Close_max,SPDR S&P RetailEtf_Close_min,SPDR S&P RetailEtf_Close_volatility,SPDR S&P RetailEtf_Close_change
2018-09-30,48.59,48.59,48.59,0.0,0.0,48.93,48.93,48.93,0.0,0.0,47.82,47.82,47.82,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2018-10-07,47.47,47.47,47.47,0.0,0.0,47.72,47.72,47.72,0.0,0.0,46.8,46.8,46.8,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2018-10-14,47.1,47.1,47.1,0.0,0.0,47.15,47.15,47.15,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.23,46.23,46.23,0.0,0.0
2018-10-21,46.49,46.49,46.49,0.0,0.0,46.76,46.76,46.76,0.0,0.0,45.52,45.52,45.52,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2018-10-28,48.18,48.18,48.18,0.0,0.0,48.67,48.67,48.67,0.0,0.0,47.73,47.73,47.73,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2018-11-04,49.48,49.48,49.48,0.0,0.0,49.52,49.52,49.52,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2018-11-11,46.33,46.33,46.33,0.0,0.0,46.61,46.61,46.61,0.0,0.0,45.88,45.88,45.88,0.0,0.0,46.46,46.46,46.46,0.0,0.0
2018-11-18,44.64,44.64,44.64,0.0,0.0,45.21,45.21,45.21,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.88,44.88,44.88,0.0,0.0
2018-11-25,46.25,46.25,46.25,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2018-12-02,44.68,44.68,44.68,0.0,0.0,45.12,45.12,45.12,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.31,43.31,43.31,0.0,0.0
2018-12-09,42.19,42.19,42.19,0.0,0.0,42.93,42.93,42.93,0.0,0.0,41.88,41.88,41.88,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2018-12-16,39.88,39.88,39.88,0.0,0.0,40.56,40.56,40.56,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2018-12-23,40.87,40.87,40.87,0.0,0.0,41.4,41.4,41.4,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2018-12-30,41.63,41.63,41.63,0.0,0.0,42.57,42.57,42.57,0.0,0.0,41.54,41.54,41.54,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2019-01-06,43.51,43.51,43.51,0.0,0.0,44.1,44.1,44.1,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2019-01-13,44.44,44.44,44.44,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2019-01-20,44.42,44.42,44.42,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.67,44.67,44.67,0.0,0.0
2019-01-27,44.28,44.28,44.28,0.0,0.0,44.31,44.31,44.31,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2019-02-03,43.8,43.8,43.8,0.0,0.0,44.29,44.29,44.29,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2019-02-10,44.93,44.93,44.93,0.0,0.0,45.53,45.53,45.53,0.0,0.0,44.89,44.89,44.89,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2019-02-17,44.85,44.85,44.85,0.0,0.0,45.17,45.17,45.17,0.0,0.0,44.68,44.68,44.68,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2019-02-24,46.51,46.51,46.51,0.0,0.0,46.93,46.93,46.93,0.0,0.0,45.96,45.96,45.96,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2019-03-03,44.37,44.37,44.37,0.0,0.0,44.48,44.48,44.48,0.0,0.0,43.97,43.97,43.97,0.0,0.0,44.3,44.3,44.3,0.0,0.0
2019-03-10,44.49,44.49,44.49,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.41,44.41,44.41,0.0,0.0
2019-03-17,44.3,44.3,44.3,0.0,0.0,44.48,44.48,44.48,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2019-03-24,45.07,45.07,45.07,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.84,44.84,44.84,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2019-03-31,45.84,45.84,45.84,0.0,0.0,46.05,46.05,46.05,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.63,45.63,45.63,0.0,0.0
2019-04-07,45.52,45.52,45.52,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.18,45.18,45.18,0.0,0.0,45.22,45.22,45.22,0.0,0.0
2019-04-14,45.65,45.65,45.65,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2019-04-21,45.19,45.19,45.19,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.11,45.11,45.11,0.0,0.0,45.8,45.8,45.8,0.0,0.0
2019-04-28,45.61,45.61,45.61,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2019-05-05,44.3,44.3,44.3,0.0,0.0,44.34,44.34,44.34,0.0,0.0,43.33,43.33,43.33,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2019-05-12,42.69,42.69,42.69,0.0,0.0,43.32,43.32,43.32,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2019-05-19,41.73,41.73,41.73,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2019-05-26,40.1,40.1,40.1,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.58,39.58,39.58,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2019-06-02,40.96,40.96,40.96,0.0,0.0,41.34,41.34,41.34,0.0,0.0,40.84,40.84,40.84,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2019-06-09,42.34,42.34,42.34,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2019-06-16,42.25,42.25,42.25,0.0,0.0,42.56,42.56,42.56,0.0,0.0,41.96,41.96,41.96,0.0,0.0,42.32,42.32,42.32,0.0,0.0
2019-06-23,42.15,42.15,42.15,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2019-06-30,42.29,42.29,42.29,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2019-07-07,42.61,42.61,42.61,0.0,0.0,43.35,43.35,43.35,0.0,0.0,42.58,42.58,42.58,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2019-07-14,42.58,42.58,42.58,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.48,42.48,42.48,0.0,0.0
2019-07-21,42.79,42.79,42.79,0.0,0.0,43.11,43.11,43.11,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2019-07-28,41.07,41.07,41.07,0.0,0.0,41.34,41.34,41.34,0.0,0.0,40.76,40.76,40.76,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2019-08-04,40.97,40.97,40.97,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2019-08-11,38.17,38.17,38.17,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2019-08-18,39.66,39.66,39.66,0.0,0.0,39.72,39.72,39.72,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.56,38.56,38.56,0.0,0.0
2019-08-25,40.32,40.32,40.32,0.0,0.0,40.47,40.47,40.47,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2019-09-01,41.33,41.33,41.33,0.0,0.0,41.61,41.61,41.61,0.0,0.0,40.95,40.95,40.95,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2019-09-08,43.77,43.77,43.77,0.0,0.0,44.28,44.28,44.28,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2019-09-15,41.93,41.93,41.93,0.0,0.0,42.43,42.43,42.43,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2019-09-22,42.06,42.06,42.06,0.0,0.0,42.52,42.52,42.52,0.0,0.0,41.8,41.8,41.8,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2019-09-29,41.22,41.22,41.22,0.0,0.0,41.43,41.43,41.43,0.0,0.0,40.91,40.91,40.91,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2019-10-06,42.09,42.09,42.09,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2019-10-13,42.78,42.78,42.78,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2019-10-20,43.64,43.64,43.64,0.0,0.0,44.42,44.42,44.42,0.0,0.0,43.6,43.6,43.6,0.0,0.0,44.39,44.39,44.39,0.0,0.0
2019-10-27,43.39,43.39,43.39,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.68,43.68,43.68,0.0,0.0
2019-11-03,44.74,44.74,44.74,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.47,44.47,44.47,0.0,0.0
2019-11-10,44.78,44.78,44.78,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.86,44.86,44.86,0.0,0.0
2019-11-17,43.7,43.7,43.7,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2019-11-24,45.03,45.03,45.03,0.0,0.0,45.03,45.03,45.03,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2019-12-01,44.5,44.5,44.5,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2019-12-08,45.55,45.55,45.55,0.0,0.0,45.69,45.69,45.69,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.67,44.67,44.67,0.0,0.0
2019-12-15,45.82,45.82,45.82,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.71,45.71,45.71,0.0,0.0
2019-12-22,46.32,46.32,46.32,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2019-12-29,45.04,45.04,45.04,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.31,45.31,45.31,0.0,0.0
