Date,SPDR EURO STOXX Small Cap_Open_average,SPDR EURO STOXX Small Cap_Open_max,SPDR EURO STOXX Small Cap_Open_min,SPDR EURO STOXX Small Cap_Open_volatility,SPDR EURO STOXX Small Cap_Open_change,SPDR EURO STOXX Small Cap_High_average,SPDR EURO STOXX Small Cap_High_max,SPDR EURO STOXX Small Cap_High_min,SPDR EURO STOXX Small Cap_High_volatility,SPDR EURO STOXX Small Cap_High_change,SPDR EURO STOXX Small Cap_Low_average,SPDR EURO STOXX Small Cap_Low_max,SPDR EURO STOXX Small Cap_Low_min,SPDR EURO STOXX Small Cap_Low_volatility,SPDR EURO STOXX Small Cap_Low_change,SPDR EURO STOXX Small Cap_Close_average,SPDR EURO STOXX Small Cap_Close_max,SPDR EURO STOXX Small Cap_Close_min,SPDR EURO STOXX Small Cap_Close_volatility,SPDR EURO STOXX Small Cap_Close_change
2018-06-17,60.31,60.31,60.31,0.0,0.0,60.41,60.41,60.41,0.0,0.0,60.09,60.09,60.09,0.0,0.0,60.23,60.23,60.23,0.0,0.0
2018-06-24,59.49,59.49,59.49,0.0,0.0,59.55,59.55,59.55,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2018-07-01,60.12,60.12,60.12,0.0,0.0,60.2,60.2,60.2,0.0,0.0,59.69,59.69,59.69,0.0,0.0,60.2,60.2,60.2,0.0,0.0
2018-07-08,60.21,60.21,60.21,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.21,60.21,60.21,0.0,0.0,60.28,60.28,60.28,0.0,0.0
2018-07-15,60.48,60.48,60.48,0.0,0.0,60.89,60.89,60.89,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.89,60.89,60.89,0.0,0.0
2018-07-22,61.16,61.16,61.16,0.0,0.0,61.16,61.16,61.16,0.0,0.0,60.93,60.93,60.93,0.0,0.0,61.06,61.06,61.06,0.0,0.0
2018-07-29,60.14,60.14,60.14,0.0,0.0,60.24,60.24,60.24,0.0,0.0,60.14,60.14,60.14,0.0,0.0,60.24,60.24,60.24,0.0,0.0
2018-08-05,59.15,59.15,59.15,0.0,0.0,59.24,59.24,59.24,0.0,0.0,58.97,58.97,58.97,0.0,0.0,59.16,59.16,59.16,0.0,0.0
2018-08-12,58.14,58.14,58.14,0.0,0.0,58.32,58.32,58.32,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.32,58.32,58.32,0.0,0.0
2018-08-19,60.4,60.4,60.4,0.0,0.0,60.48,60.48,60.48,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.48,60.48,60.48,0.0,0.0
2018-08-26,60.63,60.63,60.63,0.0,0.0,60.65,60.65,60.65,0.0,0.0,60.18,60.18,60.18,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2018-09-02,58.73,58.73,58.73,0.0,0.0,58.73,58.73,58.73,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.53,58.53,58.53,0.0,0.0
2018-09-09,60.18,60.18,60.18,0.0,0.0,60.2,60.2,60.2,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.97,59.97,59.97,0.0,0.0
2018-09-16,61.05,61.05,61.05,0.0,0.0,61.12,61.12,61.12,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.12,61.12,61.12,0.0,0.0
2018-09-23,59.39,59.39,59.39,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.39,59.39,59.39,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2018-09-30,57.96,57.96,57.96,0.0,0.0,57.96,57.96,57.96,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.7,57.7,57.7,0.0,0.0
2018-10-07,55.25,55.25,55.25,0.0,0.0,55.47,55.47,55.47,0.0,0.0,54.85,54.85,54.85,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2018-10-14,55.11,55.11,55.11,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.53,55.53,55.53,0.0,0.0
2018-10-21,52.98,52.98,52.98,0.0,0.0,53.55,53.55,53.55,0.0,0.0,52.96,52.96,52.96,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2018-10-28,55.76,55.76,55.76,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.43,55.43,55.43,0.0,0.0
2018-11-04,55.43,55.43,55.43,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.22,55.22,55.22,0.0,0.0,55.22,55.22,55.22,0.0,0.0
2018-11-11,54.31,54.31,54.31,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2018-11-18,53.79,53.79,53.79,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.72,53.72,53.72,0.0,0.0
2018-11-25,54.05,54.05,54.05,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.01,54.01,54.01,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2018-12-02,52.98,52.98,52.98,0.0,0.0,52.98,52.98,52.98,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2018-12-09,52.19,52.19,52.19,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2018-12-16,51.33,51.33,51.33,0.0,0.0,51.33,51.33,51.33,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2018-12-23,51.13,51.13,51.13,0.0,0.0,51.13,51.13,51.13,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2018-12-30,51.36,51.36,51.36,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.36,51.36,51.36,0.0,0.0,52.02,52.02,52.02,0.0,0.0
2019-01-06,53.43,53.43,53.43,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2019-01-13,53.75,53.75,53.75,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.71,53.71,53.71,0.0,0.0
2019-01-20,54.6,54.6,54.6,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2019-01-27,54.79,54.79,54.79,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.79,54.79,54.79,0.0,0.0
2019-02-03,53.5,53.5,53.5,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2019-02-10,55.07,55.07,55.07,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.07,55.07,55.07,0.0,0.0
2019-02-17,55.84,55.84,55.84,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.76,55.76,55.76,0.0,0.0
2019-02-24,57.32,57.32,57.32,0.0,0.0,57.32,57.32,57.32,0.0,0.0,57.16,57.16,57.16,0.0,0.0,57.27,57.27,57.27,0.0,0.0
2019-03-03,55.16,55.16,55.16,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.32,55.32,55.32,0.0,0.0
2019-03-10,57.18,57.18,57.18,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.11,57.11,57.11,0.0,0.0,57.2,57.2,57.2,0.0,0.0
2019-03-17,55.93,55.93,55.93,0.0,0.0,55.93,55.93,55.93,0.0,0.0,55.93,55.93,55.93,0.0,0.0,55.93,55.93,55.93,0.0,0.0
2019-03-24,55.99,55.99,55.99,0.0,0.0,55.99,55.99,55.99,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2019-03-31,58.23,58.23,58.23,0.0,0.0,58.23,58.23,58.23,0.0,0.0,58.17,58.17,58.17,0.0,0.0,58.17,58.17,58.17,0.0,0.0
2019-04-07,58.68,58.68,58.68,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.63,58.63,58.63,0.0,0.0,58.67,58.67,58.67,0.0,0.0
2019-04-14,58.89,58.89,58.89,0.0,0.0,58.91,58.91,58.91,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.91,58.91,58.91,0.0,0.0
2019-04-21,58.33,58.33,58.33,0.0,0.0,58.33,58.33,58.33,0.0,0.0,58.33,58.33,58.33,0.0,0.0,58.33,58.33,58.33,0.0,0.0
2019-04-28,58.45,58.45,58.45,0.0,0.0,58.66,58.66,58.66,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.66,58.66,58.66,0.0,0.0
2019-05-05,57.58,57.58,57.58,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.58,57.58,57.58,0.0,0.0
2019-05-12,56.87,56.87,56.87,0.0,0.0,56.87,56.87,56.87,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2019-05-19,56.31,56.31,56.31,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.31,56.31,56.31,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2019-05-26,55.04,55.04,55.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2019-06-02,57.07,57.07,57.07,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.07,57.07,57.07,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2019-06-09,57.03,57.03,57.03,0.0,0.0,57.03,57.03,57.03,0.0,0.0,56.67,56.67,56.67,0.0,0.0,56.73,56.73,56.73,0.0,0.0
2019-06-16,58.38,58.38,58.38,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.34,58.34,58.34,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2019-06-23,57.96,57.96,57.96,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.97,57.97,57.97,0.0,0.0
2019-06-30,58.38,58.38,58.38,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.38,58.38,58.38,0.0,0.0,58.42,58.42,58.42,0.0,0.0
2019-07-07,58.35,58.35,58.35,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.42,58.42,58.42,0.0,0.0
2019-07-14,57.83,57.83,57.83,0.0,0.0,57.94,57.94,57.94,0.0,0.0,57.83,57.83,57.83,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2019-07-21,58.23,58.23,58.23,0.0,0.0,58.23,58.23,58.23,0.0,0.0,58.23,58.23,58.23,0.0,0.0,58.23,58.23,58.23,0.0,0.0
2019-07-28,56.03,56.03,56.03,0.0,0.0,56.21,56.21,56.21,0.0,0.0,56.03,56.03,56.03,0.0,0.0,56.21,56.21,56.21,0.0,0.0
2019-08-04,55.73,55.73,55.73,0.0,0.0,55.94,55.94,55.94,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.94,55.94,55.94,0.0,0.0
2019-08-11,53.71,53.71,53.71,0.0,0.0,54.18,54.18,54.18,0.0,0.0,53.71,53.71,53.71,0.0,0.0,54.18,54.18,54.18,0.0,0.0
2019-08-18,54.8,54.8,54.8,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.58,54.58,54.58,0.0,0.0
2019-08-25,55.46,55.46,55.46,0.0,0.0,55.46,55.46,55.46,0.0,0.0,55.46,55.46,55.46,0.0,0.0,55.46,55.46,55.46,0.0,0.0
2019-09-01,56.24,56.24,56.24,0.0,0.0,56.24,56.24,56.24,0.0,0.0,56.24,56.24,56.24,0.0,0.0,56.24,56.24,56.24,0.0,0.0
2019-09-08,57.49,57.49,57.49,0.0,0.0,57.57,57.57,57.57,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2019-09-15,56.84,56.84,56.84,0.0,0.0,56.9,56.9,56.9,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.7,56.7,56.7,0.0,0.0
2019-09-22,56.24,56.24,56.24,0.0,0.0,56.24,56.24,56.24,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.13,56.13,56.13,0.0,0.0
2019-09-29,55.66,55.66,55.66,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.74,55.74,55.74,0.0,0.0
2019-10-06,56.85,56.85,56.85,0.0,0.0,56.99,56.99,56.99,0.0,0.0,56.85,56.85,56.85,0.0,0.0,56.91,56.91,56.91,0.0,0.0
2019-10-13,57.77,57.77,57.77,0.0,0.0,57.92,57.92,57.92,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.92,57.92,57.92,0.0,0.0
2019-10-20,58.21,58.21,58.21,0.0,0.0,58.29,58.29,58.29,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.29,58.29,58.29,0.0,0.0
2019-10-27,59.31,59.31,59.31,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.31,59.31,59.31,0.0,0.0,59.51,59.51,59.51,0.0,0.0
2019-11-03,59.73,59.73,59.73,0.0,0.0,59.74,59.74,59.74,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.74,59.74,59.74,0.0,0.0
2019-11-10,59.58,59.58,59.58,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.78,59.78,59.78,0.0,0.0
2019-11-17,59.56,59.56,59.56,0.0,0.0,59.56,59.56,59.56,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.53,59.53,59.53,0.0,0.0
2019-11-24,59.74,59.74,59.74,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.55,59.55,59.55,0.0,0.0,59.55,59.55,59.55,0.0,0.0
2019-12-01,60.03,60.03,60.03,0.0,0.0,60.08,60.08,60.08,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.03,60.03,60.03,0.0,0.0
2019-12-08,61.15,61.15,61.15,0.0,0.0,61.15,61.15,61.15,0.0,0.0,60.96,60.96,60.96,0.0,0.0,61.01,61.01,61.01,0.0,0.0
2019-12-15,61.56,61.56,61.56,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.49,61.49,61.49,0.0,0.0
2019-12-22,61.95,61.95,61.95,0.0,0.0,61.95,61.95,61.95,0.0,0.0,61.95,61.95,61.95,0.0,0.0,61.95,61.95,61.95,0.0,0.0
2019-12-29,61.68,61.68,61.68,0.0,0.0,61.68,61.68,61.68,0.0,0.0,61.68,61.68,61.68,0.0,0.0,61.68,61.68,61.68,0.0,0.0
