Date,Global X Social Media_Open_average,Global X Social Media_Open_max,Global X Social Media_Open_min,Global X Social Media_Open_volatility,Global X Social Media_Open_change,Global X Social Media_High_average,Global X Social Media_High_max,Global X Social Media_High_min,Global X Social Media_High_volatility,Global X Social Media_High_change,Global X Social Media_Low_average,Global X Social Media_Low_max,Global X Social Media_Low_min,Global X Social Media_Low_volatility,Global X Social Media_Low_change,Global X Social Media_Close_average,Global X Social Media_Close_max,Global X Social Media_Close_min,Global X Social Media_Close_volatility,Global X Social Media_Close_change
2018-01-14,35.12,35.12,35.12,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.35,35.35,35.35,0.0,0.0
2018-01-21,36.25,36.25,36.25,0.0,0.0,36.28,36.28,36.28,0.0,0.0,35.9,35.9,35.9,0.0,0.0,36.03,36.03,36.03,0.0,0.0
2018-01-28,34.79,34.79,34.79,0.0,0.0,35.45,35.45,35.45,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2018-02-04,35.34,35.34,35.34,0.0,0.0,35.53,35.53,35.53,0.0,0.0,34.9,34.9,34.9,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2018-02-11,37.48,37.48,37.48,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2018-02-18,38.03,38.03,38.03,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2018-02-25,36.86,36.86,36.86,0.0,0.0,37.6,37.6,37.6,0.0,0.0,36.64,36.64,36.64,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2018-03-04,38.98,38.98,38.98,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2018-03-11,38.19,38.19,38.19,0.0,0.0,38.19,38.19,38.19,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2018-03-18,36.06,36.06,36.06,0.0,0.0,36.06,36.06,36.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2018-03-25,34.38,34.38,34.38,0.0,0.0,34.39,34.39,34.39,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.58,33.58,33.58,0.0,0.0
2018-04-01,33.42,33.42,33.42,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2018-04-08,33.57,33.57,33.57,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2018-04-15,34.61,34.61,34.61,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2018-04-22,33.5,33.5,33.5,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2018-04-29,33.32,33.32,33.32,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2018-05-06,34.78,34.78,34.78,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2018-05-13,34.59,34.59,34.59,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2018-05-20,34.23,34.23,34.23,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2018-05-27,35.79,35.79,35.79,0.0,0.0,36.36,36.36,36.36,0.0,0.0,35.79,35.79,35.79,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2018-06-03,36.7,36.7,36.7,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2018-06-10,37.35,37.35,37.35,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.68,37.68,37.68,0.0,0.0
2018-06-17,36.77,36.77,36.77,0.0,0.0,36.77,36.77,36.77,0.0,0.0,35.74,35.74,35.74,0.0,0.0,36.06,36.06,36.06,0.0,0.0
2018-06-24,35.11,35.11,35.11,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2018-07-01,37.07,37.07,37.07,0.0,0.0,37.19,37.19,37.19,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2018-07-08,36.6,36.6,36.6,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2018-07-15,36.13,36.13,36.13,0.0,0.0,36.39,36.39,36.39,0.0,0.0,35.92,35.92,35.92,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2018-07-22,34.1,34.1,34.1,0.0,0.0,34.27,34.27,34.27,0.0,0.0,32.84,32.84,32.84,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2018-07-29,32.96,32.96,32.96,0.0,0.0,33.33,33.33,33.33,0.0,0.0,32.86,32.86,32.86,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2018-08-05,33.19,33.19,33.19,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2018-08-12,32.28,32.28,32.28,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-08-19,33.33,33.33,33.33,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2018-08-26,33.09,33.09,33.09,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2018-09-02,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2018-09-09,31.53,31.53,31.53,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2018-09-16,31.78,31.78,31.78,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2018-09-23,32.07,32.07,32.07,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2018-09-30,30.1,30.1,30.1,0.0,0.0,30.4,30.4,30.4,0.0,0.0,29.83,29.83,29.83,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2018-10-07,29.35,29.35,29.35,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2018-10-14,29.02,29.02,29.02,0.0,0.0,29.24,29.24,29.24,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2018-10-21,28.23,28.23,28.23,0.0,0.0,28.35,28.35,28.35,0.0,0.0,26.94,26.94,26.94,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2018-10-28,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2018-11-04,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2018-11-11,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2018-11-18,28.41,28.41,28.41,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2018-11-25,30.12,30.12,30.12,0.0,0.0,30.24,30.24,30.24,0.0,0.0,29.96,29.96,29.96,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2018-12-02,28.62,28.62,28.62,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2018-12-09,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2018-12-16,26.5,26.5,26.5,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2018-12-23,28.01,28.01,28.01,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2018-12-30,28.66,28.66,28.66,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.63,28.63,28.63,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2019-01-06,29.12,29.12,29.12,0.0,0.0,29.3,29.3,29.3,0.0,0.0,28.91,28.91,28.91,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-01-13,30.4,30.4,30.4,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2019-01-20,30.39,30.39,30.39,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2019-01-27,31.3,31.3,31.3,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2019-02-03,30.94,30.94,30.94,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2019-02-10,31.2,31.2,31.2,0.0,0.0,31.22,31.22,31.22,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2019-02-17,31.63,31.63,31.63,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2019-02-24,31.56,31.56,31.56,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2019-03-03,31.3,31.3,31.3,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2019-03-10,32.12,32.12,32.12,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2019-03-17,31.68,31.68,31.68,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2019-03-24,32.18,32.18,32.18,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-03-31,33.2,33.2,33.2,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.25,33.25,33.25,0.0,0.0
