Date,First Trust NYSE Arca Biotechnology_Open_average,First Trust NYSE Arca Biotechnology_Open_max,First Trust NYSE Arca Biotechnology_Open_min,First Trust NYSE Arca Biotechnology_Open_volatility,First Trust NYSE Arca Biotechnology_Open_change,First Trust NYSE Arca Biotechnology_High_average,First Trust NYSE Arca Biotechnology_High_max,First Trust NYSE Arca Biotechnology_High_min,First Trust NYSE Arca Biotechnology_High_volatility,First Trust NYSE Arca Biotechnology_High_change,First Trust NYSE Arca Biotechnology_Low_average,First Trust NYSE Arca Biotechnology_Low_max,First Trust NYSE Arca Biotechnology_Low_min,First Trust NYSE Arca Biotechnology_Low_volatility,First Trust NYSE Arca Biotechnology_Low_change,First Trust NYSE Arca Biotechnology_Close_average,First Trust NYSE Arca Biotechnology_Close_max,First Trust NYSE Arca Biotechnology_Close_min,First Trust NYSE Arca Biotechnology_Close_volatility,First Trust NYSE Arca Biotechnology_Close_change
2018-05-20,137.4,137.4,137.4,0.0,0.0,138.07,138.07,138.07,0.0,0.0,137.3,137.3,137.3,0.0,0.0,137.98,137.98,137.98,0.0,0.0
2018-05-27,141.37,141.37,141.37,0.0,0.0,141.37,141.37,141.37,0.0,0.0,138.8,138.8,138.8,0.0,0.0,140.88,140.88,140.88,0.0,0.0
2018-06-03,143.0,143.0,143.0,0.0,0.0,143.55,143.55,143.55,0.0,0.0,142.42,142.42,142.42,0.0,0.0,143.18,143.18,143.18,0.0,0.0
2018-06-10,143.91,143.91,143.91,0.0,0.0,144.08,144.08,144.08,0.0,0.0,142.94,142.94,142.94,0.0,0.0,144.0,144.0,144.0,0.0,0.0
2018-06-17,144.56,144.56,144.56,0.0,0.0,144.56,144.56,144.56,0.0,0.0,140.32,140.32,140.32,0.0,0.0,141.29,141.29,141.29,0.0,0.0
2018-06-24,139.11,139.11,139.11,0.0,0.0,141.53,141.53,141.53,0.0,0.0,138.76,138.76,138.76,0.0,0.0,141.51,141.51,141.51,0.0,0.0
2018-07-01,148.36,148.36,148.36,0.0,0.0,148.84,148.84,148.84,0.0,0.0,147.05,147.05,147.05,0.0,0.0,148.19,148.19,148.19,0.0,0.0
2018-07-08,150.7,150.7,150.7,0.0,0.0,150.7,150.7,150.7,0.0,0.0,148.61,148.61,148.61,0.0,0.0,149.03,149.03,149.03,0.0,0.0
2018-07-15,150.46,150.46,150.46,0.0,0.0,150.98,150.98,150.98,0.0,0.0,150.0,150.0,150.0,0.0,0.0,150.26,150.26,150.26,0.0,0.0
2018-07-22,148.26,148.26,148.26,0.0,0.0,148.26,148.26,148.26,0.0,0.0,145.9,145.9,145.9,0.0,0.0,146.45,146.45,146.45,0.0,0.0
2018-07-29,149.38,149.38,149.38,0.0,0.0,150.61,150.61,150.61,0.0,0.0,148.94,148.94,148.94,0.0,0.0,150.09,150.09,150.09,0.0,0.0
2018-08-05,150.67,150.67,150.67,0.0,0.0,151.13,151.13,151.13,0.0,0.0,149.08,149.08,149.08,0.0,0.0,149.92,149.92,149.92,0.0,0.0
2018-08-12,150.16,150.16,150.16,0.0,0.0,150.2,150.2,150.2,0.0,0.0,148.99,148.99,148.99,0.0,0.0,149.52,149.52,149.52,0.0,0.0
2018-08-19,152.5,152.5,152.5,0.0,0.0,155.81,155.81,155.81,0.0,0.0,152.5,152.5,152.5,0.0,0.0,155.42,155.42,155.42,0.0,0.0
2018-08-26,157.01,157.01,157.01,0.0,0.0,157.82,157.82,157.82,0.0,0.0,156.44,156.44,156.44,0.0,0.0,157.26,157.26,157.26,0.0,0.0
2018-09-02,152.09,152.09,152.09,0.0,0.0,152.37,152.37,152.37,0.0,0.0,150.96,150.96,150.96,0.0,0.0,151.98,151.98,151.98,0.0,0.0
2018-09-09,151.49,151.49,151.49,0.0,0.0,151.59,151.59,151.59,0.0,0.0,148.9,148.9,148.9,0.0,0.0,149.27,149.27,149.27,0.0,0.0
2018-09-16,153.97,153.97,153.97,0.0,0.0,156.76,156.76,156.76,0.0,0.0,153.97,153.97,153.97,0.0,0.0,156.67,156.67,156.67,0.0,0.0
2018-09-23,159.8,159.8,159.8,0.0,0.0,159.8,159.8,159.8,0.0,0.0,157.22,157.22,157.22,0.0,0.0,157.53,157.53,157.53,0.0,0.0
2018-09-30,151.53,151.53,151.53,0.0,0.0,151.86,151.86,151.86,0.0,0.0,148.43,148.43,148.43,0.0,0.0,150.18,150.18,150.18,0.0,0.0
2018-10-07,144.38,144.38,144.38,0.0,0.0,144.63,144.63,144.63,0.0,0.0,142.56,142.56,142.56,0.0,0.0,143.01,143.01,143.01,0.0,0.0
2018-10-14,144.4,144.4,144.4,0.0,0.0,144.72,144.72,144.72,0.0,0.0,140.1,140.1,140.1,0.0,0.0,141.0,141.0,141.0,0.0,0.0
2018-10-21,135.86,135.86,135.86,0.0,0.0,136.39,136.39,136.39,0.0,0.0,128.76,128.76,128.76,0.0,0.0,131.17,131.17,131.17,0.0,0.0
2018-10-28,141.61,141.61,141.61,0.0,0.0,142.09,142.09,142.09,0.0,0.0,139.0,139.0,139.0,0.0,0.0,141.14,141.14,141.14,0.0,0.0
2018-11-04,137.62,137.62,137.62,0.0,0.0,137.97,137.97,137.97,0.0,0.0,132.58,132.58,132.58,0.0,0.0,132.89,132.89,132.89,0.0,0.0
2018-11-11,135.06,135.06,135.06,0.0,0.0,136.0,136.0,136.0,0.0,0.0,131.29,131.29,131.29,0.0,0.0,132.41,132.41,132.41,0.0,0.0
2018-11-18,134.86,134.86,134.86,0.0,0.0,136.93,136.93,136.93,0.0,0.0,134.72,134.72,134.72,0.0,0.0,136.84,136.84,136.84,0.0,0.0
2018-11-25,142.05,142.05,142.05,0.0,0.0,142.61,142.61,142.61,0.0,0.0,140.47,140.47,140.47,0.0,0.0,141.72,141.72,141.72,0.0,0.0
2018-12-02,131.63,131.63,131.63,0.0,0.0,132.94,132.94,132.94,0.0,0.0,129.43,129.43,129.43,0.0,0.0,132.37,132.37,132.37,0.0,0.0
2018-12-09,129.81,129.81,129.81,0.0,0.0,132.2,132.2,132.2,0.0,0.0,127.07,127.07,127.07,0.0,0.0,127.89,127.89,127.89,0.0,0.0
2018-12-16,114.85,114.85,114.85,0.0,0.0,117.15,117.15,117.15,0.0,0.0,113.43,113.43,113.43,0.0,0.0,114.5,114.5,114.5,0.0,0.0
2018-12-23,122.43,122.43,122.43,0.0,0.0,124.68,124.68,124.68,0.0,0.0,122.42,122.42,122.42,0.0,0.0,124.2,124.2,124.2,0.0,0.0
2018-12-30,130.62,130.62,130.62,0.0,0.0,134.99,134.99,134.99,0.0,0.0,130.49,130.49,130.49,0.0,0.0,134.02,134.02,134.02,0.0,0.0
2019-01-06,139.22,139.22,139.22,0.0,0.0,139.82,139.82,139.82,0.0,0.0,138.04,138.04,138.04,0.0,0.0,138.05,138.05,138.05,0.0,0.0
2019-01-13,143.63,143.63,143.63,0.0,0.0,144.28,144.28,144.28,0.0,0.0,141.4,141.4,141.4,0.0,0.0,144.28,144.28,144.28,0.0,0.0
2019-01-20,141.86,141.86,141.86,0.0,0.0,141.86,141.86,141.86,0.0,0.0,139.51,139.51,139.51,0.0,0.0,140.47,140.47,140.47,0.0,0.0
2019-01-27,144.82,144.82,144.82,0.0,0.0,144.82,144.82,144.82,0.0,0.0,143.26,143.26,143.26,0.0,0.0,144.72,144.72,144.72,0.0,0.0
2019-02-03,141.33,141.33,141.33,0.0,0.0,141.93,141.93,141.93,0.0,0.0,140.63,140.63,140.63,0.0,0.0,141.71,141.71,141.71,0.0,0.0
2019-02-10,145.68,145.68,145.68,0.0,0.0,147.17,147.17,147.17,0.0,0.0,145.27,145.27,145.27,0.0,0.0,147.15,147.15,147.15,0.0,0.0
2019-02-17,146.77,146.77,146.77,0.0,0.0,148.92,148.92,148.92,0.0,0.0,146.77,146.77,146.77,0.0,0.0,148.48,148.48,148.48,0.0,0.0
2019-02-24,152.37,152.37,152.37,0.0,0.0,152.37,152.37,152.37,0.0,0.0,147.06,147.06,147.06,0.0,0.0,148.72,148.72,148.72,0.0,0.0
2019-03-03,143.62,143.62,143.62,0.0,0.0,146.37,146.37,146.37,0.0,0.0,143.62,143.62,143.62,0.0,0.0,146.35,146.35,146.35,0.0,0.0
2019-03-10,151.69,151.69,151.69,0.0,0.0,152.87,152.87,152.87,0.0,0.0,150.04,150.04,150.04,0.0,0.0,151.18,151.18,151.18,0.0,0.0
2019-03-17,145.51,145.51,145.51,0.0,0.0,146.54,146.54,146.54,0.0,0.0,144.0,144.0,144.0,0.0,0.0,145.95,145.95,145.95,0.0,0.0
2019-03-24,152.07,152.07,152.07,0.0,0.0,152.68,152.68,152.68,0.0,0.0,150.85,150.85,150.85,0.0,0.0,151.14,151.14,151.14,0.0,0.0
2019-03-31,154.39,154.39,154.39,0.0,0.0,154.39,154.39,154.39,0.0,0.0,152.26,152.26,152.26,0.0,0.0,153.77,153.77,153.77,0.0,0.0
2019-04-07,148.22,148.22,148.22,0.0,0.0,148.85,148.85,148.85,0.0,0.0,145.81,145.81,145.81,0.0,0.0,146.78,146.78,146.78,0.0,0.0
2019-04-14,136.18,136.18,136.18,0.0,0.0,137.44,137.44,137.44,0.0,0.0,135.32,135.32,135.32,0.0,0.0,136.47,136.47,136.47,0.0,0.0
2019-04-21,140.1,140.1,140.1,0.0,0.0,140.64,140.64,140.64,0.0,0.0,139.09,139.09,139.09,0.0,0.0,139.63,139.63,139.63,0.0,0.0
2019-04-28,137.29,137.29,137.29,0.0,0.0,140.88,140.88,140.88,0.0,0.0,137.0,137.0,137.0,0.0,0.0,140.83,140.83,140.83,0.0,0.0
2019-05-05,130.93,130.93,130.93,0.0,0.0,131.5,131.5,131.5,0.0,0.0,128.22,128.22,128.22,0.0,0.0,128.68,128.68,128.68,0.0,0.0
2019-05-12,131.17,131.17,131.17,0.0,0.0,131.3,131.3,131.3,0.0,0.0,129.9,129.9,129.9,0.0,0.0,130.14,130.14,130.14,0.0,0.0
2019-05-19,132.0,132.0,132.0,0.0,0.0,133.71,133.71,133.71,0.0,0.0,132.0,132.0,132.0,0.0,0.0,132.49,132.49,132.49,0.0,0.0
2019-05-26,128.81,128.81,128.81,0.0,0.0,131.1,131.1,131.1,0.0,0.0,128.81,128.81,128.81,0.0,0.0,129.33,129.33,129.33,0.0,0.0
2019-06-02,133.98,133.98,133.98,0.0,0.0,134.16,134.16,134.16,0.0,0.0,132.76,132.76,132.76,0.0,0.0,132.86,132.86,132.86,0.0,0.0
2019-06-09,133.32,133.32,133.32,0.0,0.0,136.0,136.0,136.0,0.0,0.0,133.32,133.32,133.32,0.0,0.0,135.79,135.79,135.79,0.0,0.0
2019-06-16,140.12,140.12,140.12,0.0,0.0,140.12,140.12,140.12,0.0,0.0,137.33,137.33,137.33,0.0,0.0,137.49,137.49,137.49,0.0,0.0
2019-06-23,142.68,142.68,142.68,0.0,0.0,142.99,142.99,142.99,0.0,0.0,140.63,140.63,140.63,0.0,0.0,141.3,141.3,141.3,0.0,0.0
2019-06-30,139.39,139.39,139.39,0.0,0.0,139.39,139.39,139.39,0.0,0.0,136.64,136.64,136.64,0.0,0.0,137.68,137.68,137.68,0.0,0.0
2019-07-07,136.86,136.86,136.86,0.0,0.0,137.98,137.98,137.98,0.0,0.0,136.28,136.28,136.28,0.0,0.0,137.53,137.53,137.53,0.0,0.0
2019-07-14,137.52,137.52,137.52,0.0,0.0,138.67,138.67,138.67,0.0,0.0,137.48,137.48,137.48,0.0,0.0,137.7,137.7,137.7,0.0,0.0
2019-07-21,136.22,136.22,136.22,0.0,0.0,136.54,136.54,136.54,0.0,0.0,133.88,133.88,133.88,0.0,0.0,135.95,135.95,135.95,0.0,0.0
2019-07-28,133.39,133.39,133.39,0.0,0.0,133.43,133.43,133.43,0.0,0.0,130.25,130.25,130.25,0.0,0.0,131.12,131.12,131.12,0.0,0.0
2019-08-04,134.37,134.37,134.37,0.0,0.0,134.43,134.43,134.43,0.0,0.0,132.34,132.34,132.34,0.0,0.0,133.08,133.08,133.08,0.0,0.0
2019-08-11,135.24,135.24,135.24,0.0,0.0,135.81,135.81,135.81,0.0,0.0,134.18,134.18,134.18,0.0,0.0,135.21,135.21,135.21,0.0,0.0
2019-08-18,129.8,129.8,129.8,0.0,0.0,130.28,130.28,130.28,0.0,0.0,128.73,128.73,128.73,0.0,0.0,129.3,129.3,129.3,0.0,0.0
2019-08-25,129.79,129.79,129.79,0.0,0.0,129.87,129.87,129.87,0.0,0.0,127.89,127.89,127.89,0.0,0.0,128.83,128.83,128.83,0.0,0.0
2019-09-01,128.31,128.31,128.31,0.0,0.0,128.4,128.4,128.4,0.0,0.0,125.7,125.7,125.7,0.0,0.0,126.81,126.81,126.81,0.0,0.0
2019-09-08,129.32,129.32,129.32,0.0,0.0,132.42,132.42,132.42,0.0,0.0,128.97,128.97,128.97,0.0,0.0,131.99,131.99,131.99,0.0,0.0
2019-09-15,131.62,131.62,131.62,0.0,0.0,132.65,132.65,132.65,0.0,0.0,130.85,130.85,130.85,0.0,0.0,130.89,130.89,130.89,0.0,0.0
2019-09-22,123.89,123.89,123.89,0.0,0.0,124.94,124.94,124.94,0.0,0.0,123.26,123.26,123.26,0.0,0.0,123.77,123.77,123.77,0.0,0.0
2019-09-29,123.23,123.23,123.23,0.0,0.0,124.64,124.64,124.64,0.0,0.0,123.23,123.23,123.23,0.0,0.0,123.59,123.59,123.59,0.0,0.0
2019-10-06,123.77,123.77,123.77,0.0,0.0,125.26,125.26,125.26,0.0,0.0,123.03,123.03,123.03,0.0,0.0,124.21,124.21,124.21,0.0,0.0
2019-10-13,126.68,126.68,126.68,0.0,0.0,127.74,127.74,127.74,0.0,0.0,126.2,126.2,126.2,0.0,0.0,127.4,127.4,127.4,0.0,0.0
2019-10-20,129.49,129.49,129.49,0.0,0.0,131.53,131.53,131.53,0.0,0.0,129.29,129.29,129.29,0.0,0.0,131.33,131.33,131.33,0.0,0.0
2019-10-27,133.85,133.85,133.85,0.0,0.0,133.94,133.94,133.94,0.0,0.0,132.22,132.22,132.22,0.0,0.0,132.61,132.61,132.61,0.0,0.0
2019-11-03,134.48,134.48,134.48,0.0,0.0,134.57,134.57,134.57,0.0,0.0,133.18,133.18,133.18,0.0,0.0,133.48,133.48,133.48,0.0,0.0
2019-11-10,137.16,137.16,137.16,0.0,0.0,137.16,137.16,137.16,0.0,0.0,135.67,135.67,135.67,0.0,0.0,136.5,136.5,136.5,0.0,0.0
2019-11-17,143.48,143.48,143.48,0.0,0.0,145.67,145.67,145.67,0.0,0.0,143.48,143.48,143.48,0.0,0.0,145.28,145.28,145.28,0.0,0.0
2019-11-24,146.98,146.98,146.98,0.0,0.0,147.68,147.68,147.68,0.0,0.0,145.3,145.3,145.3,0.0,0.0,146.21,146.21,146.21,0.0,0.0
2019-12-01,149.94,149.94,149.94,0.0,0.0,150.98,150.98,150.98,0.0,0.0,148.0,148.0,148.0,0.0,0.0,148.0,148.0,148.0,0.0,0.0
2019-12-08,151.13,151.13,151.13,0.0,0.0,152.23,152.23,152.23,0.0,0.0,150.56,150.56,150.56,0.0,0.0,151.72,151.72,151.72,0.0,0.0
2019-12-15,152.99,152.99,152.99,0.0,0.0,153.22,153.22,153.22,0.0,0.0,151.45,151.45,151.45,0.0,0.0,153.04,153.04,153.04,0.0,0.0
2019-12-22,149.87,149.87,149.87,0.0,0.0,149.87,149.87,149.87,0.0,0.0,147.8,147.8,147.8,0.0,0.0,148.38,148.38,148.38,0.0,0.0
2019-12-29,145.9,145.9,145.9,0.0,0.0,147.33,147.33,147.33,0.0,0.0,145.29,145.29,145.29,0.0,0.0,146.3,146.3,146.3,0.0,0.0
