Date,WIT_Open_average,WIT_Open_max,WIT_Open_min,WIT_Open_volatility,WIT_Open_change,WIT_High_average,WIT_High_max,WIT_High_min,WIT_High_volatility,WIT_High_change,WIT_Low_average,WIT_Low_max,WIT_Low_min,WIT_Low_volatility,WIT_Low_change,WIT_Close_average,WIT_Close_max,WIT_Close_min,WIT_Close_volatility,WIT_Close_change,WIT_Volume_average,WIT_Volume_max,WIT_Volume_min,WIT_Volume_volatility,WIT_Volume_change
2018-01-14,4.338,4.46,4.09,0.3700000000000001,-0.29000000000000004,4.386,4.49,4.16,0.33000000000000007,-0.33000000000000007,4.236,4.36,4.0,0.3600000000000003,-0.3600000000000003,4.298,4.45,4.09,0.3600000000000003,-0.3600000000000003,2636212,6116931,1041737,5075194,3625951
2018-01-21,4.132,4.19,4.06,0.13000000000000078,0.11000000000000032,4.162,4.23,4.08,0.15000000000000036,0.11000000000000032,4.09,4.16,4.01,0.15000000000000036,0.09999999999999964,4.154,4.23,4.07,0.16000000000000014,0.09999999999999964,2053636,2620391,1226804,1393587,1393587
2018-01-28,4.092,4.13,4.05,0.08000000000000007,-0.08000000000000007,4.13,4.16,4.11,0.04999999999999982,-0.019999999999999574,4.04,4.07,3.96,0.11000000000000032,-0.11000000000000032,4.086,4.13,3.98,0.1499999999999999,-0.13000000000000034,2591769,3478924,2116493,1362431,-601207
2018-02-04,3.92,3.95,3.85,0.10000000000000009,0.020000000000000018,3.9899999999999998,4.05,3.94,0.10999999999999988,0.009999999999999787,3.872,3.94,3.82,0.1200000000000001,0.06000000000000005,3.93,4.0,3.83,0.16999999999999993,-0.009999999999999787,3078868,4823916,2030529,2793387,2793387
2018-02-11,4.08,4.16,4.01,0.15000000000000036,0.1200000000000001,4.125,4.18,4.04,0.13999999999999968,0.13999999999999968,4.0475,4.11,3.99,0.1200000000000001,0.10999999999999943,4.1175,4.18,4.02,0.16000000000000014,0.16000000000000014,1785154,2642932,911619,1731313,-946043
2018-02-18,4.146,4.18,4.11,0.0699999999999994,-0.010000000000000675,4.164,4.2,4.13,0.07000000000000028,-0.040000000000000036,4.09,4.13,4.07,0.05999999999999961,-0.04999999999999982,4.112,4.16,4.07,0.08999999999999986,-0.07000000000000028,1104808,1518183,765112,753071,-70838
2018-02-25,4.084,4.13,4.02,0.11000000000000032,-0.03000000000000025,4.132,4.16,4.08,0.08000000000000007,-0.009999999999999787,4.042,4.08,3.99,0.08999999999999986,-0.03000000000000025,4.094,4.13,4.06,0.07000000000000028,0.03000000000000025,1200933,1687236,646335,1040901,-692982
2018-03-04,4.114,4.13,4.09,0.040000000000000036,0.0,4.174,4.34,4.11,0.22999999999999954,0.17999999999999972,4.088,4.12,4.07,0.04999999999999982,0.03000000000000025,4.148,4.33,4.09,0.2400000000000002,0.20999999999999996,1175588,2414072,702711,1711361,1318143
2018-03-11,4.2620000000000005,4.37,4.15,0.21999999999999975,-0.21999999999999975,4.3,4.42,4.15,0.2699999999999996,-0.2699999999999996,4.156,4.32,3.92,0.40000000000000036,-0.40000000000000036,4.188,4.33,3.97,0.3599999999999999,-0.3599999999999999,2701947,4005381,2272632,1732749,1732749
2018-03-18,3.892,4.0,3.81,0.18999999999999995,-0.16000000000000014,3.952,4.03,3.89,0.14000000000000012,-0.11000000000000032,3.822,3.88,3.79,0.08999999999999986,0.040000000000000036,3.88,3.92,3.8,0.1200000000000001,0.009999999999999787,3859238,7204300,2193279,5011021,-5011021
