Date,Vanguard Financials_Open_average,Vanguard Financials_Open_max,Vanguard Financials_Open_min,Vanguard Financials_Open_volatility,Vanguard Financials_Open_change,Vanguard Financials_High_average,Vanguard Financials_High_max,Vanguard Financials_High_min,Vanguard Financials_High_volatility,Vanguard Financials_High_change,Vanguard Financials_Low_average,Vanguard Financials_Low_max,Vanguard Financials_Low_min,Vanguard Financials_Low_volatility,Vanguard Financials_Low_change,Vanguard Financials_Close_average,Vanguard Financials_Close_max,Vanguard Financials_Close_min,Vanguard Financials_Close_volatility,Vanguard Financials_Close_change
2018-05-20,70.55,70.55,70.55,0.0,0.0,70.73,70.73,70.73,0.0,0.0,70.29,70.29,70.29,0.0,0.0,70.58,70.58,70.58,0.0,0.0
2018-05-27,70.09,70.09,70.09,0.0,0.0,70.22,70.22,70.22,0.0,0.0,69.94,69.94,69.94,0.0,0.0,70.12,70.12,70.12,0.0,0.0
2018-06-03,71.5,71.5,71.5,0.0,0.0,71.8,71.8,71.8,0.0,0.0,71.15,71.15,71.15,0.0,0.0,71.2,71.2,71.2,0.0,0.0
2018-06-10,69.63,69.63,69.63,0.0,0.0,70.1,70.1,70.1,0.0,0.0,69.33,69.33,69.33,0.0,0.0,70.06,70.06,70.06,0.0,0.0
2018-06-17,68.98,68.98,68.98,0.0,0.0,69.07,69.07,69.07,0.0,0.0,68.08,68.08,68.08,0.0,0.0,68.58,68.58,68.58,0.0,0.0
2018-06-24,67.03,67.03,67.03,0.0,0.0,67.86,67.86,67.86,0.0,0.0,66.75,66.75,66.75,0.0,0.0,67.85,67.85,67.85,0.0,0.0
2018-07-01,68.16,68.16,68.16,0.0,0.0,69.44,69.44,69.44,0.0,0.0,68.16,68.16,68.16,0.0,0.0,69.4,69.4,69.4,0.0,0.0
2018-07-08,68.56,68.56,68.56,0.0,0.0,69.53,69.53,69.53,0.0,0.0,68.55,68.55,68.55,0.0,0.0,69.47,69.47,69.47,0.0,0.0
2018-07-15,69.88,69.88,69.88,0.0,0.0,70.87,70.87,70.87,0.0,0.0,69.88,69.88,69.88,0.0,0.0,70.78,70.78,70.78,0.0,0.0
2018-07-22,71.12,71.12,71.12,0.0,0.0,71.55,71.55,71.55,0.0,0.0,70.94,70.94,70.94,0.0,0.0,71.02,71.02,71.02,0.0,0.0
2018-07-29,71.02,71.02,71.02,0.0,0.0,71.4,71.4,71.4,0.0,0.0,70.85,70.85,70.85,0.0,0.0,71.22,71.22,71.22,0.0,0.0
2018-08-05,70.63,70.63,70.63,0.0,0.0,70.82,70.82,70.82,0.0,0.0,69.99,69.99,69.99,0.0,0.0,70.03,70.03,70.03,0.0,0.0
2018-08-12,71.21,71.21,71.21,0.0,0.0,71.59,71.59,71.59,0.0,0.0,71.17,71.17,71.17,0.0,0.0,71.45,71.45,71.45,0.0,0.0
2018-08-19,71.73,71.73,71.73,0.0,0.0,72.51,72.51,72.51,0.0,0.0,71.6,71.6,71.6,0.0,0.0,72.21,72.21,72.21,0.0,0.0
2018-08-26,71.46,71.46,71.46,0.0,0.0,71.63,71.63,71.63,0.0,0.0,71.17,71.17,71.17,0.0,0.0,71.58,71.58,71.58,0.0,0.0
2018-09-02,71.63,71.63,71.63,0.0,0.0,71.75,71.75,71.75,0.0,0.0,71.33,71.33,71.33,0.0,0.0,71.38,71.38,71.38,0.0,0.0
2018-09-09,71.24,71.24,71.24,0.0,0.0,71.31,71.31,71.31,0.0,0.0,70.72,70.72,70.72,0.0,0.0,70.84,70.84,70.84,0.0,0.0
2018-09-16,72.05,72.05,72.05,0.0,0.0,72.13,72.13,72.13,0.0,0.0,71.27,71.27,71.27,0.0,0.0,71.37,71.37,71.37,0.0,0.0
2018-09-23,69.67,69.67,69.67,0.0,0.0,70.02,70.02,70.02,0.0,0.0,69.23,69.23,69.23,0.0,0.0,69.39,69.39,69.39,0.0,0.0
2018-09-30,69.93,69.93,69.93,0.0,0.0,70.68,70.68,70.68,0.0,0.0,69.82,69.82,69.82,0.0,0.0,70.48,70.48,70.48,0.0,0.0
2018-10-07,66.24,66.24,66.24,0.0,0.0,66.69,66.69,66.69,0.0,0.0,65.96,65.96,65.96,0.0,0.0,66.02,66.02,66.02,0.0,0.0
2018-10-14,66.64,66.64,66.64,0.0,0.0,66.7,66.7,66.7,0.0,0.0,65.19,65.19,65.19,0.0,0.0,65.21,65.21,65.21,0.0,0.0
2018-10-21,63.94,63.94,63.94,0.0,0.0,64.89,64.89,64.89,0.0,0.0,63.18,63.18,63.18,0.0,0.0,63.83,63.83,63.83,0.0,0.0
2018-10-28,66.14,66.14,66.14,0.0,0.0,66.99,66.99,66.99,0.0,0.0,66.14,66.14,66.14,0.0,0.0,66.78,66.78,66.78,0.0,0.0
2018-11-04,67.38,67.38,67.38,0.0,0.0,67.71,67.71,67.71,0.0,0.0,66.24,66.24,66.24,0.0,0.0,66.37,66.37,66.37,0.0,0.0
2018-11-11,66.8,66.8,66.8,0.0,0.0,67.12,67.12,67.12,0.0,0.0,66.23,66.23,66.23,0.0,0.0,66.75,66.75,66.75,0.0,0.0
2018-11-18,65.73,65.73,65.73,0.0,0.0,66.64,66.64,66.64,0.0,0.0,65.73,65.73,65.73,0.0,0.0,66.42,66.42,66.42,0.0,0.0
2018-11-25,68.3,68.3,68.3,0.0,0.0,68.55,68.55,68.55,0.0,0.0,67.26,67.26,67.26,0.0,0.0,67.74,67.74,67.74,0.0,0.0
2018-12-02,62.69,62.69,62.69,0.0,0.0,62.85,62.85,62.85,0.0,0.0,60.99,60.99,60.99,0.0,0.0,62.04,62.04,62.04,0.0,0.0
2018-12-09,60.01,60.01,60.01,0.0,0.0,60.82,60.82,60.82,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.66,59.66,59.66,0.0,0.0
2018-12-16,56.26,56.26,56.26,0.0,0.0,56.77,56.77,56.77,0.0,0.0,55.69,55.69,55.69,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2018-12-23,59.12,59.12,59.12,0.0,0.0,59.6,59.6,59.6,0.0,0.0,58.6,58.6,58.6,0.0,0.0,59.36,59.36,59.36,0.0,0.0
2018-12-30,60.61,60.61,60.61,0.0,0.0,61.35,61.35,61.35,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.84,60.84,60.84,0.0,0.0
2019-01-06,60.93,60.93,60.93,0.0,0.0,62.1,62.1,62.1,0.0,0.0,60.86,60.86,60.86,0.0,0.0,61.84,61.84,61.84,0.0,0.0
2019-01-13,64.44,64.44,64.44,0.0,0.0,65.17,65.17,65.17,0.0,0.0,64.03,64.03,64.03,0.0,0.0,65.09,65.09,65.09,0.0,0.0
2019-01-20,64.61,64.61,64.61,0.0,0.0,65.07,65.07,65.07,0.0,0.0,64.48,64.48,64.48,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2019-01-27,65.18,65.18,65.18,0.0,0.0,65.65,65.65,65.65,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.65,65.65,65.65,0.0,0.0
2019-02-03,64.88,64.88,64.88,0.0,0.0,64.96,64.96,64.96,0.0,0.0,64.59,64.59,64.59,0.0,0.0,64.9,64.9,64.9,0.0,0.0
2019-02-10,65.8,65.8,65.8,0.0,0.0,66.59,66.59,66.59,0.0,0.0,65.8,65.8,65.8,0.0,0.0,66.58,66.58,66.58,0.0,0.0
2019-02-17,67.17,67.17,67.17,0.0,0.0,67.64,67.64,67.64,0.0,0.0,66.97,66.97,66.97,0.0,0.0,67.03,67.03,67.03,0.0,0.0
2019-02-24,67.49,67.49,67.49,0.0,0.0,67.88,67.88,67.88,0.0,0.0,66.37,66.37,66.37,0.0,0.0,66.93,66.93,66.93,0.0,0.0
2019-03-03,65.58,65.58,65.58,0.0,0.0,66.14,66.14,66.14,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.98,65.98,65.98,0.0,0.0
2019-03-10,67.29,67.29,67.29,0.0,0.0,68.04,68.04,68.04,0.0,0.0,67.29,67.29,67.29,0.0,0.0,67.86,67.86,67.86,0.0,0.0
2019-03-17,63.33,63.33,63.33,0.0,0.0,63.84,63.84,63.84,0.0,0.0,62.84,62.84,62.84,0.0,0.0,63.24,63.24,63.24,0.0,0.0
2019-03-24,64.94,64.94,64.94,0.0,0.0,66.1,66.1,66.1,0.0,0.0,64.94,64.94,64.94,0.0,0.0,66.02,66.02,66.02,0.0,0.0
2019-03-31,66.59,66.59,66.59,0.0,0.0,66.85,66.85,66.85,0.0,0.0,66.47,66.47,66.47,0.0,0.0,66.84,66.84,66.84,0.0,0.0
2019-04-07,68.05,68.05,68.05,0.0,0.0,68.16,68.16,68.16,0.0,0.0,67.46,67.46,67.46,0.0,0.0,67.61,67.61,67.61,0.0,0.0
2019-04-14,68.22,68.22,68.22,0.0,0.0,68.56,68.56,68.56,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.21,68.21,68.21,0.0,0.0
2019-04-21,69.47,69.47,69.47,0.0,0.0,70.36,70.36,70.36,0.0,0.0,69.47,69.47,69.47,0.0,0.0,69.99,69.99,69.99,0.0,0.0
2019-04-28,69.09,69.09,69.09,0.0,0.0,70.21,70.21,70.21,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.96,69.96,69.96,0.0,0.0
2019-05-05,67.52,67.52,67.52,0.0,0.0,67.7,67.7,67.7,0.0,0.0,66.66,66.66,66.66,0.0,0.0,66.83,66.83,66.83,0.0,0.0
2019-05-12,67.17,67.17,67.17,0.0,0.0,67.8,67.8,67.8,0.0,0.0,67.11,67.11,67.11,0.0,0.0,67.56,67.56,67.56,0.0,0.0
2019-05-19,67.0,67.0,67.0,0.0,0.0,67.39,67.39,67.39,0.0,0.0,66.89,66.89,66.89,0.0,0.0,67.3,67.3,67.3,0.0,0.0
2019-05-26,65.1,65.1,65.1,0.0,0.0,65.89,65.89,65.89,0.0,0.0,65.05,65.05,65.05,0.0,0.0,65.63,65.63,65.63,0.0,0.0
2019-06-02,68.31,68.31,68.31,0.0,0.0,68.88,68.88,68.88,0.0,0.0,68.31,68.31,68.31,0.0,0.0,68.37,68.37,68.37,0.0,0.0
2019-06-09,68.2,68.2,68.2,0.0,0.0,68.36,68.36,68.36,0.0,0.0,67.52,67.52,67.52,0.0,0.0,67.56,67.56,67.56,0.0,0.0
2019-06-16,67.98,67.98,67.98,0.0,0.0,68.41,68.41,68.41,0.0,0.0,67.71,67.71,67.71,0.0,0.0,67.76,67.76,67.76,0.0,0.0
2019-06-23,69.71,69.71,69.71,0.0,0.0,70.11,70.11,70.11,0.0,0.0,69.42,69.42,69.42,0.0,0.0,69.8,69.8,69.8,0.0,0.0
2019-06-30,70.06,70.06,70.06,0.0,0.0,70.31,70.31,70.31,0.0,0.0,69.78,69.78,69.78,0.0,0.0,69.95,69.95,69.95,0.0,0.0
2019-07-07,70.82,70.82,70.82,0.0,0.0,70.85,70.85,70.85,0.0,0.0,70.09,70.09,70.09,0.0,0.0,70.29,70.29,70.29,0.0,0.0
2019-07-14,69.8,69.8,69.8,0.0,0.0,70.08,70.08,70.08,0.0,0.0,69.6,69.6,69.6,0.0,0.0,69.94,69.94,69.94,0.0,0.0
2019-07-21,71.64,71.64,71.64,0.0,0.0,71.8,71.8,71.8,0.0,0.0,71.15,71.15,71.15,0.0,0.0,71.21,71.21,71.21,0.0,0.0
2019-07-28,67.63,67.63,67.63,0.0,0.0,67.92,67.92,67.92,0.0,0.0,66.27,66.27,66.27,0.0,0.0,66.86,66.86,66.86,0.0,0.0
2019-08-04,67.41,67.41,67.41,0.0,0.0,67.56,67.56,67.56,0.0,0.0,66.69,66.69,66.69,0.0,0.0,66.81,66.81,66.81,0.0,0.0
2019-08-11,67.58,67.58,67.58,0.0,0.0,67.77,67.77,67.77,0.0,0.0,67.2,67.2,67.2,0.0,0.0,67.28,67.28,67.28,0.0,0.0
2019-08-18,65.85,65.85,65.85,0.0,0.0,66.08,66.08,66.08,0.0,0.0,65.47,65.47,65.47,0.0,0.0,66.08,66.08,66.08,0.0,0.0
2019-08-25,67.41,67.41,67.41,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.06,67.06,67.06,0.0,0.0,67.24,67.24,67.24,0.0,0.0
2019-09-01,68.99,68.99,68.99,0.0,0.0,69.9,69.9,69.9,0.0,0.0,68.85,68.85,68.85,0.0,0.0,69.67,69.67,69.67,0.0,0.0
2019-09-08,70.65,70.65,70.65,0.0,0.0,71.16,71.16,71.16,0.0,0.0,70.6,70.6,70.6,0.0,0.0,71.07,71.07,71.07,0.0,0.0
2019-09-15,70.34,70.34,70.34,0.0,0.0,71.06,71.06,71.06,0.0,0.0,70.32,70.32,70.32,0.0,0.0,70.9,70.9,70.9,0.0,0.0
2019-09-22,70.24,70.24,70.24,0.0,0.0,70.39,70.39,70.39,0.0,0.0,69.89,69.89,69.89,0.0,0.0,70.0,70.0,70.0,0.0,0.0
2019-09-29,68.22,68.22,68.22,0.0,0.0,68.73,68.73,68.73,0.0,0.0,68.09,68.09,68.09,0.0,0.0,68.14,68.14,68.14,0.0,0.0
2019-10-06,68.71,68.71,68.71,0.0,0.0,69.11,69.11,69.11,0.0,0.0,68.7,68.7,68.7,0.0,0.0,69.02,69.02,69.02,0.0,0.0
2019-10-13,70.64,70.64,70.64,0.0,0.0,71.16,71.16,71.16,0.0,0.0,70.64,70.64,70.64,0.0,0.0,71.07,71.07,71.07,0.0,0.0
2019-10-20,71.67,71.67,71.67,0.0,0.0,72.0,72.0,72.0,0.0,0.0,71.51,71.51,71.51,0.0,0.0,71.72,71.72,71.72,0.0,0.0
2019-10-27,73.01,73.01,73.01,0.0,0.0,73.19,73.19,73.19,0.0,0.0,72.89,72.89,72.89,0.0,0.0,73.11,73.11,73.11,0.0,0.0
2019-11-03,73.74,73.74,73.74,0.0,0.0,74.11,74.11,74.11,0.0,0.0,73.65,73.65,73.65,0.0,0.0,73.95,73.95,73.95,0.0,0.0
2019-11-10,73.81,73.81,73.81,0.0,0.0,74.03,74.03,74.03,0.0,0.0,73.66,73.66,73.66,0.0,0.0,73.98,73.98,73.98,0.0,0.0
2019-11-17,74.46,74.46,74.46,0.0,0.0,74.94,74.94,74.94,0.0,0.0,74.44,74.44,74.44,0.0,0.0,74.87,74.87,74.87,0.0,0.0
2019-11-24,75.1,75.1,75.1,0.0,0.0,75.21,75.21,75.21,0.0,0.0,74.37,74.37,74.37,0.0,0.0,74.39,74.39,74.39,0.0,0.0
2019-12-01,75.3,75.3,75.3,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.17,75.17,75.17,0.0,0.0,75.27,75.27,75.27,0.0,0.0
2019-12-08,76.43,76.43,76.43,0.0,0.0,76.53,76.53,76.53,0.0,0.0,76.07,76.07,76.07,0.0,0.0,76.11,76.11,76.11,0.0,0.0
2019-12-15,76.42,76.42,76.42,0.0,0.0,76.42,76.42,76.42,0.0,0.0,75.92,75.92,75.92,0.0,0.0,76.06,76.06,76.06,0.0,0.0
2019-12-22,76.56,76.56,76.56,0.0,0.0,76.64,76.64,76.64,0.0,0.0,76.05,76.05,76.05,0.0,0.0,76.11,76.11,76.11,0.0,0.0
2019-12-29,76.03,76.03,76.03,0.0,0.0,76.49,76.49,76.49,0.0,0.0,75.79,75.79,75.79,0.0,0.0,76.19,76.19,76.19,0.0,0.0
