Date,AMKR_Open_average,AMKR_Open_max,AMKR_Open_min,AMKR_Open_volatility,AMKR_Open_change,AMKR_High_average,AMKR_High_max,AMKR_High_min,AMKR_High_volatility,AMKR_High_change,AMKR_Low_average,AMKR_Low_max,AMKR_Low_min,AMKR_Low_volatility,AMKR_Low_change,AMKR_Close_average,AMKR_Close_max,AMKR_Close_min,AMKR_Close_volatility,AMKR_Close_change,AMKR_Volume_average,AMKR_Volume_max,AMKR_Volume_min,AMKR_Volume_volatility,AMKR_Volume_change
2018-01-14,10.735,10.87,10.54,0.33000000000000007,0.3100000000000005,10.870000000000001,10.97,10.65,0.3200000000000003,0.29999999999999893,10.615,10.76,10.41,0.34999999999999964,0.34999999999999964,10.785,10.91,10.53,0.3800000000000008,0.3800000000000008,646030,721625,532077,189548,-80141
2018-01-21,10.606,10.84,10.14,0.6999999999999993,-0.6999999999999993,10.708,10.91,10.36,0.5500000000000007,-0.5,10.34,10.73,10.0,0.7300000000000004,-0.5199999999999996,10.468,10.83,10.04,0.7900000000000009,-0.3800000000000008,806532,1105554,493789,611765,-490631
2018-01-28,10.126,10.29,9.96,0.3299999999999983,-0.3299999999999983,10.214,10.38,9.96,0.41999999999999993,-0.41999999999999993,9.966,10.13,9.66,0.47000000000000064,-0.47000000000000064,10.052,10.34,9.72,0.6199999999999992,-0.6199999999999992,914698,1231046,573040,658006,329047
2018-02-04,9.254,9.61,8.88,0.7299999999999986,-0.5899999999999999,9.542,9.77,9.33,0.4399999999999995,-0.4399999999999995,8.992,9.31,8.8,0.5099999999999998,-0.16999999999999993,9.202,9.45,8.82,0.629999999999999,0.15000000000000036,1296199,1859405,993340,866065,837461
2018-02-11,9.856,10.4,9.33,1.0700000000000003,0.7599999999999998,10.182,10.48,9.58,0.9000000000000004,0.7899999999999991,9.65,10.07,9.08,0.9900000000000002,0.8599999999999994,10.016,10.31,9.5,0.8100000000000005,0.6300000000000008,1872530,2916701,976811,1939890,-1485855
2018-02-18,10.11,10.24,10.01,0.23000000000000043,-0.07000000000000028,10.2375,10.35,10.07,0.27999999999999936,-0.0600000000000005,9.9875,10.09,9.82,0.2699999999999996,-0.02999999999999936,10.0825,10.22,9.93,0.2900000000000009,0.030000000000001137,1069924,1381416,926810,454606,-454606
2018-02-25,10.22,10.33,10.04,0.2900000000000009,-0.15000000000000036,10.438,10.48,10.33,0.15000000000000036,0.030000000000001137,10.1,10.21,9.97,0.2400000000000002,-0.13000000000000078,10.274,10.42,10.05,0.3699999999999992,0.0,811512,1038213,707737,330476,124967
2018-03-04,10.734,11.11,10.35,0.7599999999999998,0.7599999999999998,10.982,11.46,10.52,0.9400000000000013,0.9400000000000013,10.626,11.07,10.31,0.7599999999999998,0.7599999999999998,10.922,11.41,10.43,0.9800000000000004,0.9800000000000004,892529,1173183,614333,558850,278236
2018-03-11,11.348,11.58,11.19,0.39000000000000057,-0.23000000000000043,11.458,11.68,11.27,0.41000000000000014,-0.16999999999999993,11.164,11.35,11.05,0.29999999999999893,-0.1899999999999995,11.266,11.51,11.13,0.379999999999999,-0.22000000000000064,1115319,1432056,914938,517118,517118
2018-03-18,11.084,11.29,10.86,0.4299999999999997,-0.4299999999999997,11.23,11.4,11.0,0.40000000000000036,-0.35999999999999943,10.83,11.06,10.28,0.7800000000000011,-0.6600000000000001,10.93,11.26,10.28,0.9800000000000004,-0.8000000000000007,731688,1023590,464253,559337,-57239
2018-03-25,10.3575,10.77,10.01,0.7599999999999998,-0.5199999999999996,10.4775,10.77,10.17,0.5999999999999996,-0.5499999999999989,10.01,10.33,9.83,0.5,-0.5,10.2325,10.76,9.91,0.8499999999999996,-0.629999999999999,895259,1171834,736798,435036,400422
2018-04-01,9.796,10.05,9.48,0.5700000000000003,-0.370000000000001,9.96,10.18,9.81,0.3699999999999992,-0.29999999999999893,9.528,9.75,9.33,0.41999999999999993,-0.09999999999999964,9.728,9.9,9.52,0.3800000000000008,-0.120000000000001,678912,929522,486911,442611,-237852
2018-04-08,9.896,10.25,9.65,0.5999999999999996,0.5999999999999996,10.12,10.32,9.89,0.4299999999999997,0.3999999999999986,9.796000000000001,10.07,9.48,0.5899999999999999,0.5899999999999999,9.934,10.21,9.49,0.7200000000000006,0.629999999999999,862630,1474154,552992,921162,-161582
