Date,BDL_Open_average,BDL_Open_max,BDL_Open_min,BDL_Open_volatility,BDL_Open_change,BDL_High_average,BDL_High_max,BDL_High_min,BDL_High_volatility,BDL_High_change,BDL_Low_average,BDL_Low_max,BDL_Low_min,BDL_Low_volatility,BDL_Low_change,BDL_Close_average,BDL_Close_max,BDL_Close_min,BDL_Close_volatility,BDL_Close_change,BDL_Volume_average,BDL_Volume_max,BDL_Volume_min,BDL_Volume_volatility,BDL_Volume_change
2016-01-03,22.313333333333333,22.91,21.9,1.0100000000000016,1.0100000000000016,22.316666666666666,22.92,21.9,1.0200000000000031,1.0200000000000031,22.313333333333333,22.91,21.9,1.0100000000000016,1.0100000000000016,22.316666666666666,22.92,21.9,1.0200000000000031,1.0200000000000031,231,400,100,300,300
2016-01-10,22.776666666666667,22.98,22.38,0.6000000000000014,0.5899999999999999,22.87333333333333,23.0,22.65,0.3500000000000014,0.3200000000000003,21.686666666666667,22.6,20.14,2.460000000000001,2.460000000000001,22.60333333333333,22.65,22.56,0.08999999999999986,-0.04999999999999716,2073,3149,340,2809,-2809
2016-01-17,22.52,23.0,22.25,0.75,-0.75,22.52,23.0,22.25,0.75,-0.75,22.12666666666667,23.0,21.53,1.4699999999999989,-1.1499999999999986,22.12666666666667,23.0,21.53,1.4699999999999989,-1.1499999999999986,400,500,200,300,-300
2016-01-24,21.005,21.29,20.72,0.5700000000000003,-0.5700000000000003,21.005,21.29,20.72,0.5700000000000003,-0.5700000000000003,21.005,21.29,20.72,0.5700000000000003,-0.5700000000000003,21.005,21.29,20.72,0.5700000000000003,-0.5700000000000003,173,196,150,46,-46
2016-01-31,19.96333333333333,20.9,19.0,1.8999999999999986,-1.8999999999999986,19.96333333333333,20.9,19.0,1.8999999999999986,-1.8999999999999986,19.69333333333333,20.09,19.0,1.0899999999999999,-1.0899999999999999,19.69333333333333,20.09,19.0,1.0899999999999999,-1.0899999999999999,353,507,150,357,-254
2016-02-07,17.96725,18.199,17.69,0.5090000000000003,-0.3490000000000002,17.99475,18.199,17.8,0.3990000000000009,-0.3490000000000002,17.79975,18.199,17.49,0.7090000000000032,-0.37900000000000134,17.83475,18.199,17.49,0.7090000000000032,-0.3490000000000002,365,600,102,498,498
2016-02-14,18.28333333333333,18.48,18.15,0.33000000000000185,0.33000000000000185,18.29,18.5,18.15,0.3500000000000014,0.3500000000000014,18.279999999999998,18.47,18.15,0.3200000000000003,0.3200000000000003,18.29,18.5,18.15,0.3500000000000014,0.3500000000000014,514,1125,193,932,932
2016-02-21,18.52,18.52,18.52,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.52,18.52,18.52,0.0,0.0,172,172,172,0,0
2016-02-28,18.2,18.2,18.2,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.2,18.2,18.2,0.0,0.0,103,103,103,0,0
2016-03-06,18.95,18.95,18.95,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.95,18.95,18.95,0.0,0.0,389,389,389,0,0
2016-03-13,18.701,18.701,18.701,0.0,0.0,18.701,18.701,18.701,0.0,0.0,18.701,18.701,18.701,0.0,0.0,18.701,18.701,18.701,0.0,0.0,100,100,100,0,0
2016-03-20,19.5,19.5,19.5,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.5,19.5,19.5,0.0,0.0,208,208,208,0,0
2016-03-27,19.28,19.5,19.06,0.4400000000000013,-0.4400000000000013,19.28,19.5,19.06,0.4400000000000013,-0.4400000000000013,19.23,19.5,18.96,0.5399999999999991,-0.5399999999999991,19.23,19.5,18.96,0.5399999999999991,-0.5399999999999991,362,500,225,275,-275
2016-04-03,19.733333333333334,20.25,19.0,1.25,1.25,19.75,20.25,19.0,1.25,1.25,19.7,20.25,18.9,1.3500000000000014,1.3500000000000014,19.716666666666665,20.25,18.9,1.3500000000000014,1.3500000000000014,1261,1508,811,697,-653
2016-04-10,20.7875,21.2,20.5,0.6999999999999993,-0.1999999999999993,21.0225,21.2,20.5,0.6999999999999993,-0.6900000000000013,20.54,20.75,20.27,0.4800000000000004,-0.259999999999998,20.775,21.2,20.27,0.9299999999999997,-0.75,592,850,310,540,-139
2016-04-17,19.543333333333333,20.5,18.85,1.6499999999999986,-1.6499999999999986,19.66,20.5,19.0,1.5,-1.5,19.346666666666668,20.0,18.81,1.1900000000000013,-1.1900000000000013,19.43,20.0,18.81,1.1900000000000013,-1.1900000000000013,1235,1893,893,1000,972
2016-04-24,18.697499999999998,19.58,18.08,1.5,0.15000000000000213,18.932499999999997,19.58,18.23,1.3499999999999979,-0.7899999999999991,18.555,19.05,18.05,1.0,0.16999999999999815,18.877499999999998,19.37,18.22,1.1500000000000021,-0.8000000000000007,520,776,210,566,-365
2016-05-01,18.473333333333333,19.15,17.72,1.4299999999999997,0.8300000000000018,18.893333333333334,19.15,18.55,0.5999999999999979,-0.4299999999999997,18.456666666666667,19.15,17.72,1.4299999999999997,0.7800000000000011,18.60333333333333,19.15,18.16,0.9899999999999984,0.33999999999999986,805,1184,220,964,-171
2016-05-08,19.396,20.28,18.73,1.5500000000000007,1.4400000000000013,19.498,20.28,18.73,1.5500000000000007,1.4400000000000013,19.39,20.25,18.73,1.5199999999999996,1.4100000000000001,19.492,20.25,18.73,1.5199999999999996,1.4100000000000001,571,1508,100,1408,748
2016-05-15,19.54,19.73,19.16,0.5700000000000003,-0.5700000000000003,19.54,19.73,19.16,0.5700000000000003,-0.5700000000000003,19.39666666666667,19.73,18.73,1.0,-1.0,19.39666666666667,19.73,18.73,1.0,-1.0,267,500,125,375,375
2016-05-22,18.855,19.1,18.57,0.5300000000000011,-0.10000000000000142,18.9625,19.1,18.75,0.3500000000000014,-0.10000000000000142,18.7925,19.1,18.57,0.5300000000000011,-0.3500000000000014,18.9625,19.1,18.75,0.3500000000000014,-0.10000000000000142,658,917,500,417,417
2016-05-29,20.465,20.85,19.66,1.1900000000000013,1.0899999999999999,21.0325,22.19,20.1,2.09,1.139999999999997,20.12,20.55,19.66,0.8900000000000006,0.10999999999999943,20.5575,21.08,20.0,1.0799999999999983,1.0799999999999983,6011,12769,600,12169,8901
2016-06-05,20.774,21.0,20.37,0.629999999999999,0.0,21.326,22.6,20.64,1.9600000000000009,1.6000000000000014,20.434,21.0,19.8,1.1999999999999993,1.1999999999999993,20.958,21.5,20.4,1.1000000000000014,1.0,3794,6891,1209,5682,-3391
2016-06-12,21.684,21.99,21.4,0.5899999999999999,0.5899999999999999,22.006,22.8,21.46,1.3399999999999999,0.8300000000000018,21.576,21.99,20.89,1.0999999999999979,1.0999999999999979,21.854,22.8,21.4,1.4000000000000021,1.4000000000000021,2547,9073,300,8773,-8173
2016-06-19,21.78,23.0,20.64,2.3599999999999994,-2.3599999999999994,22.2225,23.66,21.34,2.3200000000000003,-1.9100000000000001,21.3925,21.95,20.64,1.3099999999999987,-1.3099999999999987,21.67,21.95,21.34,0.6099999999999994,-0.1999999999999993,670,1432,137,1295,532
2016-06-26,21.3825,21.5,21.25,0.25,-0.03999999999999915,21.5775,22.07,21.29,0.7800000000000011,0.010000000000001563,20.6775,21.49,20.0,1.4899999999999984,0.14000000000000057,21.1225,21.95,20.68,1.2699999999999996,-0.370000000000001,1373,2054,623,1431,354
2016-07-03,20.95,21.0,20.88,0.120000000000001,0.08999999999999986,21.383333333333333,21.84,21.0,0.8399999999999999,0.5300000000000011,20.906666666666666,21.0,20.75,0.25,0.21999999999999886,21.35333333333333,21.84,21.0,0.8399999999999999,0.620000000000001,842,1301,100,1201,174
2016-07-10,24.086000000000002,25.5,22.0,3.5,2.5100000000000016,24.472,25.5,22.0,3.5,2.5100000000000016,23.93,25.25,22.0,3.25,2.5100000000000016,24.316,25.25,22.0,3.25,2.5100000000000016,422,837,101,736,-117
2016-07-17,24.55666666666667,25.5,24.0,1.5,1.5,24.833333333333332,25.5,24.0,1.5,1.5,24.55666666666667,25.5,24.0,1.5,1.5,24.833333333333332,25.5,24.0,1.5,1.5,535,1006,100,906,-400
2016-07-24,25.3675,26.35,23.77,2.580000000000002,-2.580000000000002,25.425,26.35,23.77,2.580000000000002,-2.580000000000002,24.634999999999998,25.5,23.77,1.7300000000000004,-1.7300000000000004,24.634999999999998,25.5,23.77,1.7300000000000004,-1.7300000000000004,981,2785,100,2685,-2685
2016-07-31,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,170,170,170,0,0
2016-08-07,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0,100,100,100,0,0
2016-08-14,24.099999999999998,25.15,23.47,1.6799999999999997,1.1199999999999974,24.6022,25.801,23.94,1.860999999999997,1.1600000000000001,23.936,24.96,23.05,1.9100000000000001,1.0300000000000011,24.392,25.15,23.72,1.4299999999999997,1.1099999999999994,1123,1803,705,1098,297
2016-08-21,25.006,25.29,24.49,0.8000000000000007,-0.5700000000000003,25.118,25.29,24.9,0.39000000000000057,-0.3000000000000007,24.682,25.0,24.49,0.5100000000000016,-0.030000000000001137,24.86,25.2,24.5,0.6999999999999993,-0.5,812,1063,499,564,3
