Date,AUDC_Open_average,AUDC_Open_max,AUDC_Open_min,AUDC_Open_volatility,AUDC_Open_change,AUDC_High_average,AUDC_High_max,AUDC_High_min,AUDC_High_volatility,AUDC_High_change,AUDC_Low_average,AUDC_Low_max,AUDC_Low_min,AUDC_Low_volatility,AUDC_Low_change,AUDC_Close_average,AUDC_Close_max,AUDC_Close_min,AUDC_Close_volatility,AUDC_Close_change,AUDC_Volume_average,AUDC_Volume_max,AUDC_Volume_min,AUDC_Volume_volatility,AUDC_Volume_change
2018-01-14,7.359999999999999,7.5,7.27,0.23000000000000043,0.15000000000000036,7.474,7.5,7.43,0.07000000000000028,0.07000000000000028,7.298,7.41,7.26,0.15000000000000036,0.1299999999999999,7.386,7.48,7.28,0.20000000000000018,0.20000000000000018,63303,86624,39931,46693,14853
2018-01-21,7.636,7.75,7.47,0.28000000000000025,0.25,7.8,7.9,7.75,0.15000000000000036,0.009999999999999787,7.514,7.63,7.36,0.2699999999999996,0.1299999999999999,7.634,7.7,7.49,0.20999999999999996,0.020000000000000462,153374,227721,95529,132192,-63259
2018-01-28,7.64,7.78,7.42,0.3600000000000003,-0.16999999999999993,7.72,7.85,7.53,0.3199999999999994,-0.23999999999999932,7.53,7.71,7.17,0.54,-0.40000000000000036,7.584,7.76,7.19,0.5699999999999994,-0.54,79265,113856,42171,71685,2757
2018-02-04,7.236,7.38,6.99,0.3899999999999997,0.27999999999999936,7.452,7.62,7.39,0.23000000000000043,0.20999999999999996,7.146,7.27,6.88,0.3899999999999997,0.3899999999999997,7.348,7.59,7.25,0.33999999999999986,0.25,96134,123635,74005,49630,55
2018-02-11,7.61,7.75,7.48,0.2699999999999996,0.21999999999999975,7.7425,7.81,7.65,0.15999999999999925,0.15999999999999925,7.535,7.59,7.47,0.1200000000000001,0.1200000000000001,7.6850000000000005,7.74,7.58,0.16000000000000014,0.16000000000000014,68057,74129,57878,16251,-8251
2018-02-18,7.662,7.7,7.59,0.11000000000000032,-0.02999999999999936,7.778,7.8,7.71,0.08999999999999986,-0.08999999999999986,7.63,7.68,7.59,0.08999999999999986,-0.08000000000000007,7.708,7.73,7.66,0.07000000000000028,-0.07000000000000028,55414,68452,44263,24189,16997
2018-02-25,7.448,7.61,7.18,0.4300000000000006,-0.4300000000000006,7.58,7.68,7.38,0.2999999999999998,-0.2999999999999998,7.378,7.53,7.18,0.35000000000000053,-0.35000000000000053,7.456,7.55,7.31,0.2400000000000002,-0.23000000000000043,58860,98273,39127,59146,41730
2018-03-04,7.402,7.53,7.31,0.22000000000000064,0.04999999999999982,7.552,7.59,7.52,0.07000000000000028,0.0600000000000005,7.372,7.46,7.31,0.15000000000000036,0.04999999999999982,7.474,7.53,7.39,0.14000000000000057,0.14000000000000057,52196,66992,38585,28407,-11473
2018-03-11,7.542,7.59,7.52,0.07000000000000028,-0.05999999999999961,7.594,7.65,7.53,0.1200000000000001,-0.1200000000000001,7.45,7.52,7.28,0.23999999999999932,-0.1899999999999995,7.518,7.56,7.44,0.11999999999999922,-0.07999999999999918,39855,50436,31629,18807,-12769
2018-03-18,7.326,7.38,7.24,0.13999999999999968,-0.1200000000000001,7.478,7.59,7.35,0.2400000000000002,-0.08000000000000007,7.274,7.37,7.22,0.15000000000000036,-0.08999999999999986,7.322,7.49,7.25,0.2400000000000002,-0.08000000000000007,37492,47252,31384,15868,1915
