Date,NEN_Open_average,NEN_Open_max,NEN_Open_min,NEN_Open_volatility,NEN_Open_change,NEN_High_average,NEN_High_max,NEN_High_min,NEN_High_volatility,NEN_High_change,NEN_Low_average,NEN_Low_max,NEN_Low_min,NEN_Low_volatility,NEN_Low_change,NEN_Close_average,NEN_Close_max,NEN_Close_min,NEN_Close_volatility,NEN_Close_change,NEN_Volume_average,NEN_Volume_max,NEN_Volume_min,NEN_Volume_volatility,NEN_Volume_change
2018-01-14,72.62,72.7,72.5,0.20000000000000284,0.0,72.67999999999999,73.0,72.5,0.5,0.0,72.604,72.7,72.48,0.21999999999999886,0.05999999999998806,72.636,72.86,72.48,0.37999999999999545,0.05999999999998806,316,1130,0,1130,-200
2018-01-21,72.375,72.5,72.25,0.25,-0.25,72.4,72.5,72.3,0.20000000000000284,-0.20000000000000284,72.375,72.5,72.25,0.25,-0.25,72.4,72.5,72.3,0.20000000000000284,-0.20000000000000284,187,374,0,374,374
2018-01-28,72.2,72.2,72.2,0.0,0.0,72.5,72.5,72.5,0.0,0.0,72.2,72.2,72.2,0.0,0.0,72.5,72.5,72.5,0.0,0.0,565,565,565,0,0
2018-02-04,71.10333333333334,71.2,71.0,0.20000000000000284,-0.10999999999999943,71.10333333333334,71.2,71.0,0.20000000000000284,-0.10999999999999943,70.82000000000001,71.15,70.2,0.9500000000000028,-0.9099999999999966,70.82000000000001,71.15,70.2,0.9500000000000028,-0.9099999999999966,70,130,0,130,130
2018-02-11,71.25,71.5,71.0,0.5,-0.5,71.435,71.5,71.37,0.12999999999999545,-0.12999999999999545,71.05,71.1,71.0,0.09999999999999432,-0.09999999999999432,71.235,71.37,71.1,0.27000000000001023,0.27000000000001023,111,139,84,55,55
2018-02-18,70.66666666666667,71.25,70.2,1.0499999999999972,-0.7000000000000028,70.85,71.25,70.55,0.7000000000000028,-0.7000000000000028,70.48333333333333,71.25,70.0,1.25,-1.25,70.81666666666666,71.25,70.45,0.7999999999999972,-0.7999999999999972,332,553,200,353,353
2018-02-25,70.5875,71.05,70.0,1.0499999999999972,0.29999999999999716,70.7625,71.05,70.3,0.75,-0.4000000000000057,70.5875,71.05,70.0,1.0499999999999972,0.29999999999999716,70.7625,71.05,70.3,0.75,-0.4000000000000057,77,281,0,281,-253
2018-03-04,69.78,69.78,69.78,0.0,0.0,69.78,69.78,69.78,0.0,0.0,69.78,69.78,69.78,0.0,0.0,69.78,69.78,69.78,0.0,0.0,0,0,0,0,0
2018-03-11,71.05,71.05,71.05,0.0,0.0,71.05,71.05,71.05,0.0,0.0,70.25,70.25,70.25,0.0,0.0,70.25,70.25,70.25,0.0,0.0,4,4,4,0,0
2018-03-18,69.875,70.25,69.5,0.75,-0.75,69.875,70.25,69.5,0.75,-0.75,69.625,70.25,69.0,1.25,-1.25,69.625,70.25,69.0,1.25,-1.25,203,407,0,407,407
