Date,ProShares Short MidCap400_Open_average,ProShares Short MidCap400_Open_max,ProShares Short MidCap400_Open_min,ProShares Short MidCap400_Open_volatility,ProShares Short MidCap400_Open_change,ProShares Short MidCap400_High_average,ProShares Short MidCap400_High_max,ProShares Short MidCap400_High_min,ProShares Short MidCap400_High_volatility,ProShares Short MidCap400_High_change,ProShares Short MidCap400_Low_average,ProShares Short MidCap400_Low_max,ProShares Short MidCap400_Low_min,ProShares Short MidCap400_Low_volatility,ProShares Short MidCap400_Low_change,ProShares Short MidCap400_Close_average,ProShares Short MidCap400_Close_max,ProShares Short MidCap400_Close_min,ProShares Short MidCap400_Close_volatility,ProShares Short MidCap400_Close_change
2018-05-06,43.56,43.56,43.56,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.8,43.8,43.8,0.0,0.0
2018-05-13,43.24,43.24,43.24,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2018-05-20,43.51,43.51,43.51,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.51,43.51,43.51,0.0,0.0
2018-05-27,43.13,43.13,43.13,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.13,43.13,43.13,0.0,0.0
2018-06-03,42.32,42.32,42.32,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.32,42.32,42.32,0.0,0.0
2018-06-10,42.58,42.58,42.58,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2018-06-17,43.24,43.24,43.24,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.14,43.14,43.14,0.0,0.0
2018-06-24,43.59,43.59,43.59,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2018-07-01,42.23,42.23,42.23,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2018-07-08,42.2,42.2,42.2,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2018-07-15,42.33,42.33,42.33,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2018-07-22,42.84,42.84,42.84,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.99,42.99,42.99,0.0,0.0
2018-07-29,42.17,42.17,42.17,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2018-08-05,42.45,42.45,42.45,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.74,42.74,42.74,0.0,0.0
2018-08-12,41.94,41.94,41.94,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2018-08-19,41.36,41.36,41.36,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2018-08-26,41.59,41.59,41.59,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2018-09-02,41.65,41.65,41.65,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2018-09-09,41.43,41.43,41.43,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2018-09-16,41.71,41.71,41.71,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.7,41.7,41.7,0.0,0.0
2018-09-23,41.98,41.98,41.98,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.98,41.98,41.98,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2018-09-30,43.01,43.01,43.01,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2018-10-07,45.13,45.13,45.13,0.0,0.0,45.13,45.13,45.13,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.85,44.85,44.85,0.0,0.0
2018-10-14,45.07,45.07,45.07,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.31,45.31,45.31,0.0,0.0
2018-10-21,46.7,46.7,46.7,0.0,0.0,47.73,47.73,47.73,0.0,0.0,46.48,46.48,46.48,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2018-10-28,45.27,45.27,45.27,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2018-11-04,45.18,45.18,45.18,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.37,45.37,45.37,0.0,0.0
2018-11-11,45.36,45.36,45.36,0.0,0.0,45.89,45.89,45.89,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.86,45.86,45.86,0.0,0.0
2018-11-18,45.53,45.53,45.53,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.78,45.78,45.78,0.0,0.0
2018-11-25,44.33,44.33,44.33,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2018-12-02,47.33,47.33,47.33,0.0,0.0,48.08,48.08,48.08,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2018-12-09,48.66,48.66,48.66,0.0,0.0,49.67,49.67,49.67,0.0,0.0,48.5,48.5,48.5,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2018-12-16,52.5,52.5,52.5,0.0,0.0,53.51,53.51,53.51,0.0,0.0,52.4,52.4,52.4,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2018-12-23,50.57,50.57,50.57,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2018-12-30,49.62,49.62,49.62,0.0,0.0,49.62,49.62,49.62,0.0,0.0,48.93,48.93,48.93,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2019-01-06,47.84,47.84,47.84,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2019-01-13,46.42,46.42,46.42,0.0,0.0,46.42,46.42,46.42,0.0,0.0,45.94,45.94,45.94,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2019-01-20,46.43,46.43,46.43,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.12,46.12,46.12,0.0,0.0
2019-01-27,45.5,45.5,45.5,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2019-02-03,45.13,45.13,45.13,0.0,0.0,45.13,45.13,45.13,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2019-02-10,44.08,44.08,44.08,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.74,43.74,43.74,0.0,0.0
2019-02-17,43.21,43.21,43.21,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.03,43.03,43.03,0.0,0.0,43.33,43.33,43.33,0.0,0.0
2019-02-24,43.48,43.48,43.48,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2019-03-03,44.79,44.79,44.79,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2019-03-10,44.07,44.07,44.07,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2019-03-17,45.02,45.02,45.02,0.0,0.0,45.19,45.19,45.19,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.88,44.88,44.88,0.0,0.0
2019-03-24,43.52,43.52,43.52,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2019-03-31,43.04,43.04,43.04,0.0,0.0,43.07,43.07,43.07,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.81,42.81,42.81,0.0,0.0
2019-04-07,42.51,42.51,42.51,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.53,42.53,42.53,0.0,0.0
2019-04-14,42.88,42.88,42.88,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2019-04-21,42.23,42.23,42.23,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2019-04-28,42.55,42.55,42.55,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2019-05-05,44.3,44.3,44.3,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.43,44.43,44.43,0.0,0.0
2019-05-12,44.51,44.51,44.51,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2019-05-19,44.68,44.68,44.68,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2019-05-26,45.99,45.99,45.99,0.0,0.0,46.02,46.02,46.02,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2019-06-02,43.68,43.68,43.68,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2019-06-09,43.81,43.81,43.81,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2019-06-16,43.17,43.17,43.17,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.6,43.6,43.6,0.0,0.0
2019-06-23,42.1,42.1,42.1,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.45,42.45,42.45,0.0,0.0
2019-06-30,42.41,42.41,42.41,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2019-07-07,42.24,42.24,42.24,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2019-07-14,42.67,42.67,42.67,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2019-07-21,42.04,42.04,42.04,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.06,42.06,42.06,0.0,0.0
2019-07-28,44.05,44.05,44.05,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2019-08-04,43.87,43.87,43.87,0.0,0.0,44.27,44.27,44.27,0.0,0.0,43.87,43.87,43.87,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2019-08-11,43.59,43.59,43.59,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2019-08-18,44.69,44.69,44.69,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.7,44.7,44.7,0.0,0.0
2019-08-25,44.04,44.04,44.04,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2019-09-01,43.1,43.1,43.1,0.0,0.0,43.16,43.16,43.16,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2019-09-08,42.01,42.01,42.01,0.0,0.0,42.01,42.01,42.01,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2019-09-15,42.47,42.47,42.47,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.29,42.29,42.29,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2019-09-22,42.7,42.7,42.7,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2019-09-29,43.31,43.31,43.31,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.4,43.4,43.4,0.0,0.0
2019-10-06,43.2,43.2,43.2,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2019-10-13,42.21,42.21,42.21,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.23,42.23,42.23,0.0,0.0
2019-10-20,41.66,41.66,41.66,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2019-10-27,41.16,41.16,41.16,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.16,41.16,41.16,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2019-11-03,41.48,41.48,41.48,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.25,41.25,41.25,0.0,0.0
2019-11-10,41.25,41.25,41.25,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2019-11-17,40.9,40.9,40.9,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2019-11-24,40.82,40.82,40.82,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.82,40.82,40.82,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2019-12-01,40.76,40.76,40.76,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.79,40.79,40.79,0.0,0.0
2019-12-08,40.4,40.4,40.4,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2019-12-15,39.83,39.83,39.83,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2019-12-22,39.88,39.88,39.88,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.79,39.79,39.79,0.0,0.0
2019-12-29,40.18,40.18,40.18,0.0,0.0,40.18,40.18,40.18,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.87,39.87,39.87,0.0,0.0
