Date,OGZPYStock_Open_average,OGZPYStock_Open_max,OGZPYStock_Open_min,OGZPYStock_Open_volatility,OGZPYStock_Open_change,OGZPYStock_High_average,OGZPYStock_High_max,OGZPYStock_High_min,OGZPYStock_High_volatility,OGZPYStock_High_change,OGZPYStock_Low_average,OGZPYStock_Low_max,OGZPYStock_Low_min,OGZPYStock_Low_volatility,OGZPYStock_Low_change,OGZPYStock_Close_average,OGZPYStock_Close_max,OGZPYStock_Close_min,OGZPYStock_Close_volatility,OGZPYStock_Close_change,OGZPYStock_Volume_average,OGZPYStock_Volume_max,OGZPYStock_Volume_min,OGZPYStock_Volume_volatility,OGZPYStock_Volume_change
2018-01-14,5.1899999999999995,5.25,5.08,0.16999999999999993,0.16999999999999993,5.2125,5.28,5.1,0.1800000000000006,0.16000000000000014,5.157500000000001,5.23,5.03,0.20000000000000018,0.17999999999999972,5.17,5.26,5.03,0.22999999999999954,0.1899999999999995,719108,974052,359396,614656,-222211
2018-01-21,5.236,5.33,5.18,0.15000000000000036,-0.0600000000000005,5.272,5.35,5.22,0.1299999999999999,-0.040000000000000036,5.21,5.26,5.15,0.10999999999999943,-0.08000000000000007,5.249,5.29,5.195,0.09499999999999975,-0.0649999999999995,601755,743526,506488,237038,12749
2018-01-28,5.094,5.13,5.06,0.07000000000000028,0.020000000000000462,5.0972,5.14,5.06,0.08000000000000007,0.020000000000000462,5.032,5.1,4.97,0.1299999999999999,-0.019999999999999574,5.044,5.14,4.98,0.15999999999999925,-0.019999999999999574,786764,1692797,339539,1353258,-323374
2018-02-04,4.834,5.03,4.6,0.4300000000000006,-0.4300000000000006,4.865,5.04,4.625,0.41500000000000004,-0.41500000000000004,4.726,4.88,4.5,0.3799999999999999,-0.34999999999999964,4.777,4.97,4.6,0.3700000000000001,-0.2649999999999997,855781,1451091,619128,831963,-244996
2018-02-11,4.7606,4.819,4.67,0.14900000000000002,0.14400000000000013,4.834,4.87,4.8,0.07000000000000028,0.04999999999999982,4.736,4.77,4.67,0.09999999999999964,0.09999999999999964,4.813,4.86,4.77,0.09000000000000075,-0.020000000000000462,1243755,4227807,219908,4007899,-3892162
2018-02-18,5.016,5.07,4.96,0.11000000000000032,0.11000000000000032,5.062,5.13,4.98,0.14999999999999947,0.11799999999999944,5.0009999999999994,5.05,4.93,0.1200000000000001,0.1200000000000001,5.02375,5.08,4.945,0.1349999999999998,0.1349999999999998,397883,756049,217013,539036,-24331
2018-02-25,5.026,5.2,4.81,0.39000000000000057,-0.3600000000000003,5.066,5.23,4.89,0.34000000000000075,-0.34000000000000075,4.962,5.16,4.77,0.39000000000000057,-0.39000000000000057,5.013,5.23,4.875,0.3550000000000004,-0.3550000000000004,394649,884130,235753,648377,-611369
2018-03-04,4.874,4.97,4.81,0.16000000000000014,-0.019999999999999574,4.912,4.99,4.83,0.16000000000000014,-0.07000000000000028,4.842,4.89,4.79,0.09999999999999964,-0.040000000000000036,4.882,4.98,4.805,0.1750000000000007,-0.07000000000000028,659470,2008520,169315,1839205,94467
2018-03-11,4.8478,4.938,4.76,0.17799999999999994,-0.14000000000000057,4.8832,4.99,4.8,0.1900000000000004,-0.09399999999999942,4.808,4.89,4.72,0.16999999999999993,-0.13999999999999968,4.8348,4.915,4.73,0.1849999999999996,-0.10500000000000043,326882,532014,153228,378786,219474
2018-03-18,4.8469999999999995,4.895,4.79,0.10499999999999954,0.10499999999999954,4.898000000000001,4.95,4.83,0.1200000000000001,0.1200000000000001,4.819,4.86,4.76,0.10000000000000053,0.08000000000000007,4.846,4.93,4.77,0.16000000000000014,0.09500000000000064,254116,319440,195790,123650,55652
