Date,SPDR Nuveen Barclays Municipal Bond_Open_average,SPDR Nuveen Barclays Municipal Bond_Open_max,SPDR Nuveen Barclays Municipal Bond_Open_min,SPDR Nuveen Barclays Municipal Bond_Open_volatility,SPDR Nuveen Barclays Municipal Bond_Open_change,SPDR Nuveen Barclays Municipal Bond_High_average,SPDR Nuveen Barclays Municipal Bond_High_max,SPDR Nuveen Barclays Municipal Bond_High_min,SPDR Nuveen Barclays Municipal Bond_High_volatility,SPDR Nuveen Barclays Municipal Bond_High_change,SPDR Nuveen Barclays Municipal Bond_Low_average,SPDR Nuveen Barclays Municipal Bond_Low_max,SPDR Nuveen Barclays Municipal Bond_Low_min,SPDR Nuveen Barclays Municipal Bond_Low_volatility,SPDR Nuveen Barclays Municipal Bond_Low_change,SPDR Nuveen Barclays Municipal Bond_Close_average,SPDR Nuveen Barclays Municipal Bond_Close_max,SPDR Nuveen Barclays Municipal Bond_Close_min,SPDR Nuveen Barclays Municipal Bond_Close_volatility,SPDR Nuveen Barclays Municipal Bond_Close_change
2018-03-25,47.89,47.89,47.89,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2018-04-01,47.81,47.81,47.81,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.81,47.81,47.81,0.0,0.0
2018-04-08,47.83,47.83,47.83,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2018-04-15,47.78,47.78,47.78,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.76,47.76,47.76,0.0,0.0
2018-04-22,47.64,47.64,47.64,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2018-04-29,47.9,47.9,47.9,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2018-05-06,47.86,47.86,47.86,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2018-05-13,47.62,47.62,47.62,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2018-05-20,47.9,47.9,47.9,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.9,47.9,47.9,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2018-05-27,47.98,47.98,47.98,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.92,47.92,47.92,0.0,0.0
2018-06-03,47.89,47.89,47.89,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2018-06-10,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.92,47.92,47.92,0.0,0.0,47.92,47.92,47.92,0.0,0.0
2018-06-17,47.97,47.97,47.97,0.0,0.0,48.03,48.03,48.03,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2018-06-24,47.94,47.94,47.94,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2018-07-01,48.06,48.06,48.06,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2018-07-08,48.16,48.16,48.16,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2018-07-15,48.19,48.19,48.19,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2018-07-22,47.97,47.97,47.97,0.0,0.0,48.03,48.03,48.03,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2018-07-29,47.93,47.93,47.93,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2018-08-05,47.93,47.93,47.93,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.93,47.93,47.93,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2018-08-12,48.06,48.06,48.06,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2018-08-19,48.06,48.06,48.06,0.0,0.0,48.1,48.1,48.1,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2018-08-26,48.01,48.01,48.01,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2018-09-02,47.75,47.75,47.75,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2018-09-09,47.64,47.64,47.64,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2018-09-16,47.54,47.54,47.54,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.51,47.51,47.51,0.0,0.0
2018-09-23,47.41,47.41,47.41,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2018-09-30,47.09,47.09,47.09,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2018-10-07,47.04,47.04,47.04,0.0,0.0,47.08,47.08,47.08,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2018-10-14,47.05,47.05,47.05,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.03,47.03,47.03,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2018-10-21,47.16,47.16,47.16,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2018-10-28,46.78,46.78,46.78,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2018-11-04,46.92,46.92,46.92,0.0,0.0,47.08,47.08,47.08,0.0,0.0,46.92,46.92,46.92,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2018-11-11,47.24,47.24,47.24,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2018-11-18,47.28,47.28,47.28,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.21,47.21,47.21,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2018-11-25,47.49,47.49,47.49,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2018-12-02,47.71,47.71,47.71,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2018-12-09,47.7,47.7,47.7,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2018-12-16,48.06,48.06,48.06,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2018-12-23,48.04,48.04,48.04,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.12,48.12,48.12,0.0,0.0
2018-12-30,48.21,48.21,48.21,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2019-01-06,48.33,48.33,48.33,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.2,48.2,48.2,0.0,0.0
2019-01-13,48.29,48.29,48.29,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2019-01-20,48.19,48.19,48.19,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2019-01-27,48.27,48.27,48.27,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2019-02-03,48.52,48.52,48.52,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2019-02-10,48.53,48.53,48.53,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2019-02-17,48.54,48.54,48.54,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.63,48.63,48.63,0.0,0.0
2019-02-24,48.49,48.49,48.49,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2019-03-03,48.7,48.7,48.7,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2019-03-10,48.82,48.82,48.82,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2019-03-17,49.15,49.15,49.15,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2019-03-24,49.26,49.26,49.26,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2019-03-31,49.07,49.07,49.07,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2019-04-07,49.09,49.09,49.09,0.0,0.0,49.13,49.13,49.13,0.0,0.0,48.75,48.75,48.75,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2019-04-14,49.07,49.07,49.07,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2019-04-21,49.39,49.39,49.39,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2019-04-28,49.47,49.47,49.47,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2019-05-05,49.78,49.78,49.78,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-05-12,49.87,49.87,49.87,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-05-19,49.9,49.9,49.9,0.0,0.0,49.9,49.9,49.9,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2019-05-26,50.0,50.0,50.0,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2019-06-02,50.14,50.14,50.14,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2019-06-09,50.06,50.06,50.06,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2019-06-16,50.11,50.11,50.11,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2019-06-23,50.07,50.07,50.07,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2019-06-30,50.18,50.18,50.18,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2019-07-07,50.27,50.27,50.27,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-07-14,50.39,50.39,50.39,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2019-07-21,50.47,50.47,50.47,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2019-07-28,50.81,50.81,50.81,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-08-04,51.13,51.13,51.13,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2019-08-11,51.24,51.24,51.24,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2019-08-18,51.27,51.27,51.27,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2019-08-25,51.37,51.37,51.37,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2019-09-01,51.03,51.03,51.03,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2019-09-08,50.4,50.4,50.4,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2019-09-15,50.71,50.71,50.71,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2019-09-22,50.68,50.68,50.68,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2019-09-29,50.85,50.85,50.85,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.87,50.87,50.87,0.0,0.0
2019-10-06,50.83,50.83,50.83,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2019-10-13,50.59,50.59,50.59,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.53,50.53,50.53,0.0,0.0
2019-10-20,50.5,50.5,50.5,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2019-10-27,50.58,50.58,50.58,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2019-11-03,50.21,50.21,50.21,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2019-11-10,50.41,50.41,50.41,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2019-11-17,50.57,50.57,50.57,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2019-11-24,50.56,50.56,50.56,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2019-12-01,50.58,50.58,50.58,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2019-12-08,50.75,50.75,50.75,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2019-12-15,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2019-12-22,50.67,50.67,50.67,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2019-12-29,50.77,50.77,50.77,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.87,50.87,50.87,0.0,0.0
