Date,HOLX_Open_average,HOLX_Open_max,HOLX_Open_min,HOLX_Open_volatility,HOLX_Open_change,HOLX_High_average,HOLX_High_max,HOLX_High_min,HOLX_High_volatility,HOLX_High_change,HOLX_Low_average,HOLX_Low_max,HOLX_Low_min,HOLX_Low_volatility,HOLX_Low_change,HOLX_Close_average,HOLX_Close_max,HOLX_Close_min,HOLX_Close_volatility,HOLX_Close_change,HOLX_Volume_average,HOLX_Volume_max,HOLX_Volume_min,HOLX_Volume_volatility,HOLX_Volume_change
2018-01-14,43.72,44.04,43.2,0.8399999999999963,-0.39000000000000057,43.918,44.25,43.57,0.6799999999999997,-0.6599999999999966,43.178,43.58,42.55,1.0300000000000011,-0.75,43.660000000000004,44.0,43.24,0.759999999999998,-0.509999999999998,3077845,4355482,2087071,2268411,-1334667
2018-01-21,43.088,43.3,42.8,0.5,0.14999999999999858,43.504,43.84,43.33,0.5100000000000051,0.4200000000000017,42.83,43.3,42.65,0.6499999999999986,0.5,43.176,43.75,42.9,0.8500000000000014,0.7999999999999972,2140407,2628886,1724317,904569,439928
2018-01-28,42.762,43.7,42.07,1.6300000000000026,-1.6300000000000026,43.052,43.84,42.33,1.5100000000000051,-1.5100000000000051,41.903999999999996,42.56,40.29,2.270000000000003,-2.270000000000003,42.15,43.13,40.3,2.8300000000000054,-2.8300000000000054,2947738,3494470,1921760,1572710,-88656
2018-02-04,38.751999999999995,40.44,35.62,4.82,-1.9699999999999989,39.786,40.86,38.1,2.759999999999998,-2.1799999999999997,38.205999999999996,40.14,35.33,4.810000000000002,-1.9400000000000048,39.086,40.45,37.75,2.700000000000003,-2.3500000000000014,4224871,8335009,2480853,5854156,1992397
2018-02-11,38.2275,39.12,37.64,1.4799999999999969,1.3699999999999974,38.835,39.56,38.16,1.4000000000000057,1.3700000000000045,38.0075,38.85,37.25,1.6000000000000014,1.25,38.575,39.29,37.8,1.490000000000002,1.490000000000002,3167723,3386140,2829148,556992,-251324
2018-02-18,39.124,39.33,38.86,0.46999999999999886,0.0899999999999963,39.410000000000004,39.84,39.21,0.6300000000000026,0.5400000000000063,38.706,38.93,38.38,0.5499999999999972,0.18999999999999773,39.14,39.83,38.85,0.9799999999999969,0.9600000000000009,1795374,2154959,1408042,746917,678856
2018-02-25,38.804,39.86,37.71,2.1499999999999986,-1.9500000000000028,39.211999999999996,40.14,38.44,1.7000000000000028,-1.3900000000000006,38.336,39.55,37.68,1.8699999999999974,-1.6400000000000006,38.646,39.56,37.99,1.5700000000000003,-0.9200000000000017,2112322,2740008,1566962,1173046,-371080
2018-03-04,38.838,39.53,38.24,1.2899999999999991,0.7899999999999991,39.224000000000004,39.84,38.78,1.0600000000000023,1.0600000000000023,38.456,38.86,37.95,0.9099999999999966,0.8699999999999974,38.842,39.57,38.41,1.1600000000000037,0.5200000000000031,1925967,2034343,1608470,425873,-82589
2018-03-11,38.706,39.19,38.4,0.7899999999999991,-0.7399999999999949,38.94,39.31,38.5,0.8100000000000023,-0.8100000000000023,38.214,38.57,37.47,1.1000000000000014,-1.1000000000000014,38.4,38.78,37.84,0.9399999999999977,-0.9399999999999977,2222171,3226866,1246237,1980629,459054
2018-03-18,37.866,38.2,37.51,0.6900000000000048,-0.44000000000000483,38.294,38.61,37.74,0.8699999999999974,-0.4299999999999997,37.43,37.79,36.71,1.0799999999999983,-0.9600000000000009,37.816,38.19,37.26,0.9299999999999997,-0.14000000000000057,2730131,3299273,1934884,1364389,-259291
