Date,ProShares UltraPro Short S&P500_etf_Open_average,ProShares UltraPro Short S&P500_etf_Open_max,ProShares UltraPro Short S&P500_etf_Open_min,ProShares UltraPro Short S&P500_etf_Open_volatility,ProShares UltraPro Short S&P500_etf_Open_change,ProShares UltraPro Short S&P500_etf_High_average,ProShares UltraPro Short S&P500_etf_High_max,ProShares UltraPro Short S&P500_etf_High_min,ProShares UltraPro Short S&P500_etf_High_volatility,ProShares UltraPro Short S&P500_etf_High_change,ProShares UltraPro Short S&P500_etf_Low_average,ProShares UltraPro Short S&P500_etf_Low_max,ProShares UltraPro Short S&P500_etf_Low_min,ProShares UltraPro Short S&P500_etf_Low_volatility,ProShares UltraPro Short S&P500_etf_Low_change,ProShares UltraPro Short S&P500_etf_Close_average,ProShares UltraPro Short S&P500_etf_Close_max,ProShares UltraPro Short S&P500_etf_Close_min,ProShares UltraPro Short S&P500_etf_Close_volatility,ProShares UltraPro Short S&P500_etf_Close_change
2018-04-22,42.6,42.6,42.6,0.0,0.0,43.32,43.32,43.32,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2018-04-29,45.4,45.4,45.4,0.0,0.0,45.54,45.54,45.54,0.0,0.0,42.68,42.68,42.68,0.0,0.0,43.04,43.04,43.04,0.0,0.0
2018-05-06,40.24,40.24,40.24,0.0,0.0,40.72,40.72,40.72,0.0,0.0,39.76,39.76,39.76,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2018-05-13,40.48,40.48,40.48,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2018-05-20,40.27,40.27,40.27,0.0,0.0,40.53,40.53,40.53,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2018-05-27,40.11,40.11,40.11,0.0,0.0,40.15,40.15,40.15,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2018-06-03,38.23,38.23,38.23,0.0,0.0,38.3,38.3,38.3,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.68,37.68,37.68,0.0,0.0
2018-06-10,37.9,37.9,37.9,0.0,0.0,38.36,38.36,38.36,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2018-06-17,38.15,38.15,38.15,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2018-06-24,39.63,39.63,39.63,0.0,0.0,40.05,40.05,40.05,0.0,0.0,38.96,38.96,38.96,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2018-07-01,39.22,39.22,39.22,0.0,0.0,39.4,39.4,39.4,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.27,38.27,38.27,0.0,0.0
2018-07-08,36.71,36.71,36.71,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2018-07-15,36.53,36.53,36.53,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2018-07-22,35.03,35.03,35.03,0.0,0.0,36.28,36.28,36.28,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2018-07-29,35.49,35.49,35.49,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2018-08-05,35.24,35.24,35.24,0.0,0.0,35.58,35.58,35.58,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2018-08-12,35.1,35.1,35.1,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2018-08-19,34.16,34.16,34.16,0.0,0.0,34.17,34.17,34.17,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2018-08-26,33.0,33.0,33.0,0.0,0.0,33.17,33.17,33.17,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2018-09-02,34.01,34.01,34.01,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2018-09-09,32.65,32.65,32.65,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2018-09-16,31.6,31.6,31.6,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2018-09-23,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2018-09-30,32.56,32.56,32.56,0.0,0.0,33.75,33.75,33.75,0.0,0.0,32.39,32.39,32.39,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2018-10-07,36.99,36.99,36.99,0.0,0.0,38.92,38.92,38.92,0.0,0.0,36.88,36.88,36.88,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2018-10-14,36.81,36.81,36.81,0.0,0.0,37.46,37.46,37.46,0.0,0.0,35.92,35.92,35.92,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2018-10-21,41.36,41.36,41.36,0.0,0.0,42.92,42.92,42.92,0.0,0.0,40.08,40.08,40.08,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2018-10-28,37.4,37.4,37.4,0.0,0.0,39.55,39.55,39.55,0.0,0.0,37.21,37.21,37.21,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2018-11-04,35.68,35.68,35.68,0.0,0.0,36.72,36.72,36.72,0.0,0.0,35.58,35.58,35.58,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2018-11-11,38.51,38.51,38.51,0.0,0.0,38.75,38.75,38.75,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2018-11-18,42.34,42.34,42.34,0.0,0.0,42.35,42.35,42.35,0.0,0.0,41.54,41.54,41.54,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2018-11-25,37.46,37.46,37.46,0.0,0.0,37.58,37.58,37.58,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2018-12-02,39.08,39.08,39.08,0.0,0.0,42.02,42.02,42.02,0.0,0.0,38.3,38.3,38.3,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2018-12-09,41.98,41.98,41.98,0.0,0.0,43.39,43.39,43.39,0.0,0.0,41.48,41.48,41.48,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2018-12-16,49.72,49.72,49.72,0.0,0.0,53.83,53.83,53.83,0.0,0.0,47.9,47.9,47.9,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2018-12-23,46.82,46.82,46.82,0.0,0.0,48.59,48.59,48.59,0.0,0.0,45.76,45.76,45.76,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2018-12-30,47.81,47.81,47.81,0.0,0.0,48.04,48.04,48.04,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.83,44.83,44.83,0.0,0.0
2019-01-06,42.15,42.15,42.15,0.0,0.0,42.45,42.45,42.45,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2019-01-13,38.8,38.8,38.8,0.0,0.0,39.17,39.17,39.17,0.0,0.0,37.88,37.88,37.88,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2019-01-20,38.48,38.48,38.48,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2019-01-27,36.54,36.54,36.54,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2019-02-03,37.17,37.17,37.17,0.0,0.0,37.51,37.51,37.51,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2019-02-10,34.17,34.17,34.17,0.0,0.0,34.27,34.27,34.27,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2019-02-17,33.56,33.56,33.56,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2019-02-24,32.77,32.77,32.77,0.0,0.0,33.35,33.35,33.35,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2019-03-03,35.61,35.61,35.61,0.0,0.0,35.79,35.79,35.79,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2019-03-10,32.33,32.33,32.33,0.0,0.0,32.41,32.41,32.41,0.0,0.0,31.77,31.77,31.77,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2019-03-17,31.4,31.4,31.4,0.0,0.0,32.69,32.69,32.69,0.0,0.0,31.19,31.19,31.19,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2019-03-24,31.61,31.61,31.61,0.0,0.0,32.06,32.06,32.06,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2019-03-31,29.85,29.85,29.85,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2019-04-07,29.28,29.28,29.28,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2019-04-14,29.27,29.27,29.27,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-04-21,28.71,28.71,28.71,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-04-28,28.55,28.55,28.55,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2019-05-05,30.74,30.74,30.74,0.0,0.0,31.8,31.8,31.8,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2019-05-12,30.8,30.8,30.8,0.0,0.0,30.81,30.81,30.81,0.0,0.0,29.72,29.72,29.72,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2019-05-19,31.27,31.27,31.27,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2019-05-26,33.94,33.94,33.94,0.0,0.0,34.27,34.27,34.27,0.0,0.0,33.61,33.61,33.61,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2019-06-02,30.5,30.5,30.5,0.0,0.0,30.57,30.57,30.57,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.98,29.98,29.98,0.0,0.0
2019-06-09,29.5,29.5,29.5,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2019-06-16,27.67,27.67,27.67,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2019-06-23,27.97,27.97,27.97,0.0,0.0,28.14,28.14,28.14,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2019-06-30,26.65,26.65,26.65,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2019-07-07,26.06,26.06,26.06,0.0,0.0,26.14,26.14,26.14,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2019-07-14,26.03,26.03,26.03,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2019-07-21,25.85,25.85,25.85,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2019-07-28,27.72,27.72,27.72,0.0,0.0,28.55,28.55,28.55,0.0,0.0,27.67,27.67,27.67,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2019-08-04,27.91,27.91,27.91,0.0,0.0,28.73,28.73,28.73,0.0,0.0,27.71,27.71,27.71,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-08-11,29.55,29.55,29.55,0.0,0.0,29.56,29.56,29.56,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2019-08-18,28.18,28.18,28.18,0.0,0.0,30.3,30.3,30.3,0.0,0.0,27.65,27.65,27.65,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2019-08-25,27.1,27.1,27.1,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2019-09-01,26.01,26.01,26.01,0.0,0.0,26.22,26.22,26.22,0.0,0.0,25.88,25.88,25.88,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2019-09-08,25.14,25.14,25.14,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2019-09-15,25.17,25.17,25.17,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2019-09-22,25.72,25.72,25.72,0.0,0.0,26.81,26.81,26.81,0.0,0.0,25.7,25.7,25.7,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2019-09-29,27.47,27.47,27.47,0.0,0.0,27.49,27.49,27.49,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2019-10-06,26.03,26.03,26.03,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.34,25.34,25.34,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-10-13,25.39,25.39,25.39,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2019-10-20,25.14,25.14,25.14,0.0,0.0,25.15,25.15,25.15,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2019-10-27,23.9,23.9,23.9,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2019-11-03,23.25,23.25,23.25,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2019-11-10,22.59,22.59,22.59,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.37,22.37,22.37,0.0,0.0
2019-11-17,22.55,22.55,22.55,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2019-11-24,21.78,21.78,21.78,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2019-12-01,21.93,21.93,21.93,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2019-12-08,21.36,21.36,21.36,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2019-12-15,20.36,20.36,20.36,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.25,20.25,20.25,0.0,0.0
2019-12-22,19.67,19.67,19.67,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2019-12-29,20.17,20.17,20.17,0.0,0.0,20.17,20.17,20.17,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.92,19.92,19.92,0.0,0.0
