Date,ARL_Open_average,ARL_Open_max,ARL_Open_min,ARL_Open_volatility,ARL_Open_change,ARL_High_average,ARL_High_max,ARL_High_min,ARL_High_volatility,ARL_High_change,ARL_Low_average,ARL_Low_max,ARL_Low_min,ARL_Low_volatility,ARL_Low_change,ARL_Close_average,ARL_Close_max,ARL_Close_min,ARL_Close_volatility,ARL_Close_change,ARL_Volume_average,ARL_Volume_max,ARL_Volume_min,ARL_Volume_volatility,ARL_Volume_change
2018-01-14,12.89,13.47,12.41,1.0600000000000005,0.120000000000001,13.18,13.47,12.85,0.620000000000001,0.20000000000000107,12.41,12.7,12.09,0.6099999999999994,0.46000000000000085,12.96,13.3,12.8,0.5,0.5,6237,12272,1023,11249,-5411
2018-01-21,13.84,14.3,13.5,0.8000000000000007,0.15000000000000036,14.200000000000001,14.3,13.8,0.5,0.5,13.796,14.3,13.49,0.8100000000000005,0.07000000000000028,14.058,14.3,13.76,0.5400000000000009,0.2400000000000002,5023,14028,612,13416,-8976
2018-01-28,13.878,14.5,12.9,1.5999999999999996,-0.8899999999999988,14.016,14.5,13.39,1.1099999999999994,-0.9000000000000004,13.306,14.07,12.84,1.2300000000000004,-1.2300000000000004,13.586,14.3,12.93,1.370000000000001,-0.9100000000000001,2338,5197,689,4508,-92
2018-02-04,12.574,13.39,12.0,1.3900000000000006,-0.8900000000000006,12.898,13.39,12.5,0.8900000000000006,-0.8900000000000006,12.134,12.41,11.7,0.7100000000000009,-0.40000000000000036,12.81,13.06,12.5,0.5600000000000005,-0.5,1968,3144,847,2297,-2297
2018-02-11,13.2325,13.37,12.82,0.5499999999999989,0.5499999999999989,13.37,13.37,13.37,0.0,0.0,13.08,13.35,12.82,0.5299999999999994,0.5299999999999994,13.364999999999998,13.37,13.35,0.019999999999999574,-0.019999999999999574,822,1411,500,911,-282
2018-02-18,12.94,13.32,12.56,0.7599999999999998,0.22999999999999865,13.21,13.35,13.08,0.2699999999999996,-0.2699999999999996,12.807500000000001,13.09,12.5,0.5899999999999999,-0.0600000000000005,13.085,13.09,13.08,0.009999999999999787,-0.009999999999999787,631,958,307,651,159
2018-02-25,13.128,13.4,12.68,0.7200000000000006,0.3200000000000003,13.328,13.4,13.08,0.3200000000000003,0.3200000000000003,12.77,13.4,12.52,0.8800000000000008,0.16000000000000014,13.206,13.4,12.75,0.6500000000000004,0.3200000000000003,1103,1839,325,1514,-138
2018-03-04,13.606,14.5,12.85,1.6500000000000004,0.25,13.924,14.5,13.38,1.1199999999999992,0.25,13.06,13.98,12.21,1.7699999999999996,0.5,13.56,14.25,13.0,1.25,0.25,4507,10359,819,9540,-993
2018-03-11,14.28,14.5,14.0,0.5,-0.41000000000000014,14.294,14.5,14.0,0.5,-0.41000000000000014,13.854,14.2,13.1,1.0999999999999996,-1.0500000000000007,13.927999999999999,14.25,13.1,1.1500000000000004,-1.1500000000000004,1799,5432,587,4845,4361
2018-03-18,15.084,17.97,13.45,4.52,4.52,16.098,18.5,13.73,4.77,4.77,15.044,17.97,13.25,4.719999999999999,4.719999999999999,16.084,18.5,13.73,4.77,4.77,2937,3900,1180,2720,2310
2018-03-25,19.9325,21.0,18.78,2.219999999999999,1.0199999999999996,20.6475,21.57,19.8,1.7699999999999996,-1.2699999999999996,19.0025,19.58,18.39,1.1899999999999977,-0.39000000000000057,19.8875,20.53,19.38,1.1500000000000021,-1.1500000000000021,5964,8727,2868,5859,-3738
2018-04-01,18.062,18.82,17.53,1.2899999999999991,0.40000000000000213,18.784,19.2,18.0,1.1999999999999993,0.1999999999999993,17.294,18.21,16.18,2.030000000000001,2.030000000000001,18.226,18.5,18.0,0.5,-0.28999999999999915,2599,3933,1256,2677,307
