Date,Vanguard Int Div AppreciationEtf_Open_average,Vanguard Int Div AppreciationEtf_Open_max,Vanguard Int Div AppreciationEtf_Open_min,Vanguard Int Div AppreciationEtf_Open_volatility,Vanguard Int Div AppreciationEtf_Open_change,Vanguard Int Div AppreciationEtf_High_average,Vanguard Int Div AppreciationEtf_High_max,Vanguard Int Div AppreciationEtf_High_min,Vanguard Int Div AppreciationEtf_High_volatility,Vanguard Int Div AppreciationEtf_High_change,Vanguard Int Div AppreciationEtf_Low_average,Vanguard Int Div AppreciationEtf_Low_max,Vanguard Int Div AppreciationEtf_Low_min,Vanguard Int Div AppreciationEtf_Low_volatility,Vanguard Int Div AppreciationEtf_Low_change,Vanguard Int Div AppreciationEtf_Close_average,Vanguard Int Div AppreciationEtf_Close_max,Vanguard Int Div AppreciationEtf_Close_min,Vanguard Int Div AppreciationEtf_Close_volatility,Vanguard Int Div AppreciationEtf_Close_change
2018-03-25,64.13,64.13,64.13,0.0,0.0,64.71,64.71,64.71,0.0,0.0,64.03,64.03,64.03,0.0,0.0,64.41,64.41,64.41,0.0,0.0
2018-04-01,64.79,64.79,64.79,0.0,0.0,65.22,65.22,65.22,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.59,64.59,64.59,0.0,0.0
2018-04-08,65.66,65.66,65.66,0.0,0.0,65.85,65.85,65.85,0.0,0.0,65.31,65.31,65.31,0.0,0.0,65.48,65.48,65.48,0.0,0.0
2018-04-15,65.58,65.58,65.58,0.0,0.0,65.58,65.58,65.58,0.0,0.0,65.28,65.28,65.28,0.0,0.0,65.44,65.44,65.44,0.0,0.0
2018-04-22,65.57,65.57,65.57,0.0,0.0,65.65,65.65,65.65,0.0,0.0,65.33,65.33,65.33,0.0,0.0,65.51,65.51,65.51,0.0,0.0
2018-04-29,64.9,64.9,64.9,0.0,0.0,65.59,65.59,65.59,0.0,0.0,64.81,64.81,64.81,0.0,0.0,65.47,65.47,65.47,0.0,0.0
2018-05-06,66.81,66.81,66.81,0.0,0.0,66.9,66.9,66.9,0.0,0.0,66.49,66.49,66.49,0.0,0.0,66.7,66.7,66.7,0.0,0.0
2018-05-13,66.38,66.38,66.38,0.0,0.0,66.5,66.5,66.5,0.0,0.0,66.28,66.28,66.28,0.0,0.0,66.37,66.37,66.37,0.0,0.0
2018-05-20,66.29,66.29,66.29,0.0,0.0,66.4,66.4,66.4,0.0,0.0,66.17,66.17,66.17,0.0,0.0,66.34,66.34,66.34,0.0,0.0
2018-05-27,66.4,66.4,66.4,0.0,0.0,66.55,66.55,66.55,0.0,0.0,66.19,66.19,66.19,0.0,0.0,66.41,66.41,66.41,0.0,0.0
2018-06-03,66.55,66.55,66.55,0.0,0.0,66.9,66.9,66.9,0.0,0.0,66.44,66.44,66.44,0.0,0.0,66.83,66.83,66.83,0.0,0.0
2018-06-10,66.72,66.72,66.72,0.0,0.0,66.75,66.75,66.75,0.0,0.0,66.3,66.3,66.3,0.0,0.0,66.55,66.55,66.55,0.0,0.0
2018-06-17,66.07,66.07,66.07,0.0,0.0,66.07,66.07,66.07,0.0,0.0,65.73,65.73,65.73,0.0,0.0,65.87,65.87,65.87,0.0,0.0
2018-06-24,64.55,64.55,64.55,0.0,0.0,64.98,64.98,64.98,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.76,64.76,64.76,0.0,0.0
2018-07-01,64.75,64.75,64.75,0.0,0.0,65.26,65.26,65.26,0.0,0.0,64.73,64.73,64.73,0.0,0.0,65.2,65.2,65.2,0.0,0.0
2018-07-08,65.66,65.66,65.66,0.0,0.0,65.9,65.9,65.9,0.0,0.0,65.66,65.66,65.66,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2018-07-15,65.91,65.91,65.91,0.0,0.0,66.25,66.25,66.25,0.0,0.0,65.91,65.91,65.91,0.0,0.0,66.25,66.25,66.25,0.0,0.0
2018-07-22,66.74,66.74,66.74,0.0,0.0,66.75,66.75,66.75,0.0,0.0,66.32,66.32,66.32,0.0,0.0,66.49,66.49,66.49,0.0,0.0
2018-07-29,65.78,65.78,65.78,0.0,0.0,66.03,66.03,66.03,0.0,0.0,65.78,65.78,65.78,0.0,0.0,65.97,65.97,65.97,0.0,0.0
2018-08-05,65.02,65.02,65.02,0.0,0.0,65.11,65.11,65.11,0.0,0.0,64.75,64.75,64.75,0.0,0.0,64.82,64.82,64.82,0.0,0.0
2018-08-12,63.55,63.55,63.55,0.0,0.0,64.44,64.44,64.44,0.0,0.0,63.55,63.55,63.55,0.0,0.0,64.38,64.38,64.38,0.0,0.0
2018-08-19,65.22,65.22,65.22,0.0,0.0,65.91,65.91,65.91,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.75,65.75,65.75,0.0,0.0
2018-08-26,65.38,65.38,65.38,0.0,0.0,65.79,65.79,65.79,0.0,0.0,65.26,65.26,65.26,0.0,0.0,65.49,65.49,65.49,0.0,0.0
2018-09-02,63.23,63.23,63.23,0.0,0.0,63.52,63.52,63.52,0.0,0.0,63.06,63.06,63.06,0.0,0.0,63.22,63.22,63.22,0.0,0.0
2018-09-09,64.41,64.41,64.41,0.0,0.0,64.53,64.53,64.53,0.0,0.0,64.08,64.08,64.08,0.0,0.0,64.09,64.09,64.09,0.0,0.0
2018-09-16,65.04,65.04,65.04,0.0,0.0,65.2,65.2,65.2,0.0,0.0,64.98,64.98,64.98,0.0,0.0,65.05,65.05,65.05,0.0,0.0
2018-09-23,64.39,64.39,64.39,0.0,0.0,64.6,64.6,64.6,0.0,0.0,64.21,64.21,64.21,0.0,0.0,64.43,64.43,64.43,0.0,0.0
2018-09-30,62.18,62.18,62.18,0.0,0.0,62.42,62.42,62.42,0.0,0.0,61.65,61.65,61.65,0.0,0.0,62.0,62.0,62.0,0.0,0.0
2018-10-07,60.04,60.04,60.04,0.0,0.0,60.24,60.24,60.24,0.0,0.0,59.43,59.43,59.43,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2018-10-14,59.66,59.66,59.66,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.41,59.41,59.41,0.0,0.0,59.55,59.55,59.55,0.0,0.0
2018-10-21,57.52,57.52,57.52,0.0,0.0,58.22,58.22,58.22,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.81,57.81,57.81,0.0,0.0
2018-10-28,59.99,59.99,59.99,0.0,0.0,60.43,60.43,60.43,0.0,0.0,59.35,59.35,59.35,0.0,0.0,59.86,59.86,59.86,0.0,0.0
2018-11-04,59.7,59.7,59.7,0.0,0.0,59.72,59.72,59.72,0.0,0.0,59.16,59.16,59.16,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2018-11-11,59.46,59.46,59.46,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.24,59.24,59.24,0.0,0.0,59.91,59.91,59.91,0.0,0.0
2018-11-18,58.8,58.8,58.8,0.0,0.0,59.1,59.1,59.1,0.0,0.0,58.69,58.69,58.69,0.0,0.0,59.07,59.07,59.07,0.0,0.0
2018-11-25,60.36,60.36,60.36,0.0,0.0,60.36,60.36,60.36,0.0,0.0,60.01,60.01,60.01,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2018-12-02,59.28,59.28,59.28,0.0,0.0,59.59,59.59,59.59,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.65,58.65,58.65,0.0,0.0
2018-12-09,58.53,58.53,58.53,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.19,58.19,58.19,0.0,0.0
2018-12-16,57.19,57.19,57.19,0.0,0.0,57.37,57.37,57.37,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2018-12-23,57.59,57.59,57.59,0.0,0.0,57.74,57.74,57.74,0.0,0.0,57.22,57.22,57.22,0.0,0.0,57.57,57.57,57.57,0.0,0.0
2018-12-30,57.56,57.56,57.56,0.0,0.0,58.56,58.56,58.56,0.0,0.0,57.34,57.34,57.34,0.0,0.0,58.45,58.45,58.45,0.0,0.0
2019-01-06,59.53,59.53,59.53,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.34,59.34,59.34,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2019-01-13,60.36,60.36,60.36,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.33,60.33,60.33,0.0,0.0
2019-01-20,60.78,60.78,60.78,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2019-01-27,61.51,61.51,61.51,0.0,0.0,61.68,61.68,61.68,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.57,61.57,61.57,0.0,0.0
2019-02-03,61.23,61.23,61.23,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.09,61.09,61.09,0.0,0.0,61.5,61.5,61.5,0.0,0.0
2019-02-10,61.99,61.99,61.99,0.0,0.0,62.16,62.16,62.16,0.0,0.0,61.86,61.86,61.86,0.0,0.0,62.13,62.13,62.13,0.0,0.0
2019-02-17,62.87,62.87,62.87,0.0,0.0,62.99,62.99,62.99,0.0,0.0,62.73,62.73,62.73,0.0,0.0,62.85,62.85,62.85,0.0,0.0
2019-02-24,63.19,63.19,63.19,0.0,0.0,63.22,63.22,63.22,0.0,0.0,62.96,62.96,62.96,0.0,0.0,63.22,63.22,63.22,0.0,0.0
2019-03-03,62.37,62.37,62.37,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.5,62.5,62.5,0.0,0.0
2019-03-10,64.12,64.12,64.12,0.0,0.0,64.52,64.52,64.52,0.0,0.0,64.1,64.1,64.1,0.0,0.0,64.47,64.47,64.47,0.0,0.0
2019-03-17,64.33,64.33,64.33,0.0,0.0,64.41,64.41,64.41,0.0,0.0,63.72,63.72,63.72,0.0,0.0,63.8,63.8,63.8,0.0,0.0
2019-03-24,64.57,64.57,64.57,0.0,0.0,64.73,64.73,64.73,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.6,64.6,64.6,0.0,0.0
2019-03-31,65.59,65.59,65.59,0.0,0.0,65.88,65.88,65.88,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2019-04-07,65.98,65.98,65.98,0.0,0.0,65.98,65.98,65.98,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.76,65.76,65.76,0.0,0.0
2019-04-14,66.0,66.0,66.0,0.0,0.0,66.2,66.2,66.2,0.0,0.0,65.95,65.95,65.95,0.0,0.0,66.2,66.2,66.2,0.0,0.0
2019-04-21,66.09,66.09,66.09,0.0,0.0,66.25,66.25,66.25,0.0,0.0,65.94,65.94,65.94,0.0,0.0,66.25,66.25,66.25,0.0,0.0
2019-04-28,66.58,66.58,66.58,0.0,0.0,66.92,66.92,66.92,0.0,0.0,66.42,66.42,66.42,0.0,0.0,66.92,66.92,66.92,0.0,0.0
2019-05-05,64.75,64.75,64.75,0.0,0.0,65.19,65.19,65.19,0.0,0.0,64.28,64.28,64.28,0.0,0.0,65.06,65.06,65.06,0.0,0.0
2019-05-12,64.66,64.66,64.66,0.0,0.0,65.15,65.15,65.15,0.0,0.0,64.66,64.66,64.66,0.0,0.0,64.96,64.96,64.96,0.0,0.0
2019-05-19,64.92,64.92,64.92,0.0,0.0,65.15,65.15,65.15,0.0,0.0,64.89,64.89,64.89,0.0,0.0,65.02,65.02,65.02,0.0,0.0
2019-05-26,64.24,64.24,64.24,0.0,0.0,64.53,64.53,64.53,0.0,0.0,64.07,64.07,64.07,0.0,0.0,64.4,64.4,64.4,0.0,0.0
2019-06-02,66.3,66.3,66.3,0.0,0.0,66.76,66.76,66.76,0.0,0.0,66.13,66.13,66.13,0.0,0.0,66.5,66.5,66.5,0.0,0.0
2019-06-09,66.22,66.22,66.22,0.0,0.0,66.33,66.33,66.33,0.0,0.0,66.09,66.09,66.09,0.0,0.0,66.33,66.33,66.33,0.0,0.0
2019-06-16,67.57,67.57,67.57,0.0,0.0,67.81,67.81,67.81,0.0,0.0,67.5,67.5,67.5,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2019-06-23,67.98,67.98,67.98,0.0,0.0,68.05,68.05,68.05,0.0,0.0,67.85,67.85,67.85,0.0,0.0,68.04,68.04,68.04,0.0,0.0
2019-06-30,68.35,68.35,68.35,0.0,0.0,68.35,68.35,68.35,0.0,0.0,67.92,67.92,67.92,0.0,0.0,68.29,68.29,68.29,0.0,0.0
2019-07-07,68.06,68.06,68.06,0.0,0.0,68.06,68.06,68.06,0.0,0.0,67.84,67.84,67.84,0.0,0.0,68.02,68.02,68.02,0.0,0.0
2019-07-14,68.32,68.32,68.32,0.0,0.0,68.35,68.35,68.35,0.0,0.0,67.91,67.91,67.91,0.0,0.0,67.91,67.91,67.91,0.0,0.0
2019-07-21,67.86,67.86,67.86,0.0,0.0,67.93,67.93,67.93,0.0,0.0,67.79,67.79,67.79,0.0,0.0,67.84,67.84,67.84,0.0,0.0
2019-07-28,66.27,66.27,66.27,0.0,0.0,66.31,66.31,66.31,0.0,0.0,65.69,65.69,65.69,0.0,0.0,65.97,65.97,65.97,0.0,0.0
2019-08-04,65.68,65.68,65.68,0.0,0.0,65.68,65.68,65.68,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.6,65.6,65.6,0.0,0.0
2019-08-11,64.3,64.3,64.3,0.0,0.0,64.8,64.8,64.8,0.0,0.0,64.3,64.3,64.3,0.0,0.0,64.71,64.71,64.71,0.0,0.0
2019-08-18,65.12,65.12,65.12,0.0,0.0,65.52,65.52,65.52,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.45,64.45,64.45,0.0,0.0
2019-08-25,65.84,65.84,65.84,0.0,0.0,65.84,65.84,65.84,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.61,65.61,65.61,0.0,0.0
2019-09-01,66.89,66.89,66.89,0.0,0.0,66.99,66.99,66.99,0.0,0.0,66.81,66.81,66.81,0.0,0.0,66.83,66.83,66.83,0.0,0.0
2019-09-08,67.24,67.24,67.24,0.0,0.0,67.35,67.35,67.35,0.0,0.0,67.12,67.12,67.12,0.0,0.0,67.18,67.18,67.18,0.0,0.0
2019-09-15,67.11,67.11,67.11,0.0,0.0,67.17,67.17,67.17,0.0,0.0,66.75,66.75,66.75,0.0,0.0,66.75,66.75,66.75,0.0,0.0
2019-09-22,66.77,66.77,66.77,0.0,0.0,66.77,66.77,66.77,0.0,0.0,66.2,66.2,66.2,0.0,0.0,66.36,66.36,66.36,0.0,0.0
2019-09-29,65.53,65.53,65.53,0.0,0.0,66.06,66.06,66.06,0.0,0.0,65.44,65.44,65.44,0.0,0.0,66.06,66.06,66.06,0.0,0.0
2019-10-06,66.91,66.91,66.91,0.0,0.0,67.29,67.29,67.29,0.0,0.0,66.75,66.75,66.75,0.0,0.0,66.75,66.75,66.75,0.0,0.0
2019-10-13,67.6,67.6,67.6,0.0,0.0,67.68,67.68,67.68,0.0,0.0,67.38,67.38,67.38,0.0,0.0,67.6,67.6,67.6,0.0,0.0
2019-10-20,67.76,67.76,67.76,0.0,0.0,68.06,68.06,68.06,0.0,0.0,67.71,67.71,67.71,0.0,0.0,68.05,68.05,68.05,0.0,0.0
2019-10-27,69.42,69.42,69.42,0.0,0.0,69.56,69.56,69.56,0.0,0.0,69.38,69.38,69.38,0.0,0.0,69.55,69.55,69.55,0.0,0.0
2019-11-03,69.76,69.76,69.76,0.0,0.0,69.82,69.82,69.82,0.0,0.0,69.61,69.61,69.61,0.0,0.0,69.82,69.82,69.82,0.0,0.0
2019-11-10,69.77,69.77,69.77,0.0,0.0,69.96,69.96,69.96,0.0,0.0,69.74,69.74,69.74,0.0,0.0,69.96,69.96,69.96,0.0,0.0
2019-11-17,69.8,69.8,69.8,0.0,0.0,69.8,69.8,69.8,0.0,0.0,69.52,69.52,69.52,0.0,0.0,69.58,69.58,69.58,0.0,0.0
2019-11-24,70.01,70.01,70.01,0.0,0.0,70.1,70.1,70.1,0.0,0.0,69.9,69.9,69.9,0.0,0.0,69.92,69.92,69.92,0.0,0.0
2019-12-01,70.28,70.28,70.28,0.0,0.0,70.34,70.34,70.34,0.0,0.0,70.18,70.18,70.18,0.0,0.0,70.34,70.34,70.34,0.0,0.0
2019-12-08,71.4,71.4,71.4,0.0,0.0,71.71,71.71,71.71,0.0,0.0,71.25,71.25,71.25,0.0,0.0,71.49,71.49,71.49,0.0,0.0
2019-12-15,71.88,71.88,71.88,0.0,0.0,71.88,71.88,71.88,0.0,0.0,71.71,71.71,71.71,0.0,0.0,71.77,71.77,71.77,0.0,0.0
2019-12-22,72.47,72.47,72.47,0.0,0.0,72.47,72.47,72.47,0.0,0.0,72.31,72.31,72.31,0.0,0.0,72.34,72.34,72.34,0.0,0.0
2019-12-29,71.89,71.89,71.89,0.0,0.0,72.22,72.22,72.22,0.0,0.0,71.78,71.78,71.78,0.0,0.0,71.87,71.87,71.87,0.0,0.0
