Date,SSKN_stock_Open_average,SSKN_stock_Open_max,SSKN_stock_Open_min,SSKN_stock_Open_volatility,SSKN_stock_Open_change,SSKN_stock_High_average,SSKN_stock_High_max,SSKN_stock_High_min,SSKN_stock_High_volatility,SSKN_stock_High_change,SSKN_stock_Low_average,SSKN_stock_Low_max,SSKN_stock_Low_min,SSKN_stock_Low_volatility,SSKN_stock_Low_change,SSKN_stock_Close_average,SSKN_stock_Close_max,SSKN_stock_Close_min,SSKN_stock_Close_volatility,SSKN_stock_Close_change,SSKN_stock_Volume_average,SSKN_stock_Volume_max,SSKN_stock_Volume_min,SSKN_stock_Volume_volatility,SSKN_stock_Volume_change
2018-01-14,1.402,1.46,1.3780000000000001,0.08199999999999985,-0.07000000000000006,1.41875,1.46,1.4,0.06000000000000005,-0.05499999999999994,1.3635000000000002,1.375,1.358,0.016999999999999904,0.016999999999999904,1.3875,1.4,1.38,0.020000000000000018,0.010000000000000009,60229,90708,44816,45892,34937
2018-01-21,1.3838000000000001,1.4480000000000002,1.36,0.08800000000000008,0.06700000000000017,1.4514,1.57,1.38,0.19000000000000017,0.12199999999999989,1.3644,1.401,1.33,0.07099999999999995,0.030000000000000027,1.394,1.45,1.36,0.08999999999999986,0.07000000000000006,100294,286725,21065,265660,167309
2018-01-28,1.392,1.45,1.33,0.11999999999999988,-0.11999999999999988,1.44,1.52,1.36,0.15999999999999992,-0.15999999999999992,1.3562,1.45,1.3,0.1499999999999999,-0.1499999999999999,1.3918,1.45,1.34,0.10999999999999988,-0.10999999999999988,63142,130684,25801,104883,-79038
2018-02-04,1.354,1.4,1.34,0.05999999999999983,0.0,1.366,1.4,1.34,0.05999999999999983,0.0,1.276,1.31,1.25,0.06000000000000005,0.0,1.3276000000000001,1.358,1.28,0.07800000000000007,-0.030000000000000027,33254,68477,17927,50550,-40999
2018-02-11,1.3332,1.38,1.29,0.08999999999999986,0.06000000000000005,1.372,1.4,1.35,0.04999999999999982,0.020000000000000018,1.312,1.33,1.29,0.040000000000000036,0.040000000000000036,1.346,1.38,1.33,0.04999999999999982,-0.010000000000000009,9989,16175,4766,11409,8320
2018-02-18,1.35,1.4,1.31,0.08999999999999986,0.040000000000000036,1.3824999999999998,1.4,1.34,0.05999999999999983,0.04999999999999982,1.315,1.33,1.31,0.020000000000000018,0.0,1.35725,1.39,1.33,0.05999999999999983,0.04899999999999993,18247,30988,5744,25244,-5291
2018-02-25,1.322,1.4,1.25,0.1499999999999999,-0.1499999999999999,1.3402,1.4,1.3,0.09999999999999987,-0.09999999999999987,1.2576,1.3019999999999998,1.23,0.07199999999999984,-0.0040000000000000036,1.29,1.31,1.26,0.050000000000000044,-0.030000000000000027,19526,42895,4026,38869,-19814
2018-03-04,1.3832,1.49,1.3,0.18999999999999995,0.08599999999999985,1.4094,1.5,1.36,0.1399999999999999,0.02699999999999969,1.2822,1.339,1.24,0.09899999999999998,-0.008000000000000007,1.336,1.38,1.29,0.08999999999999986,-0.06000000000000005,125647,360299,41811,318488,-16927
2018-03-11,1.283,1.325,1.24,0.08499999999999996,0.08499999999999996,1.315,1.34,1.295,0.04500000000000015,0.04500000000000015,1.2382,1.287,1.12,0.16699999999999982,0.1399999999999999,1.291,1.32,1.23,0.09000000000000008,0.09000000000000008,42984,116023,12884,103139,-100946
2018-03-18,1.2982,1.321,1.28,0.040999999999999925,-0.010000000000000009,1.3162,1.338,1.29,0.04800000000000004,-0.02300000000000013,1.2708,1.3,1.23,0.07000000000000006,-0.030000000000000027,1.285,1.31,1.26,0.050000000000000044,0.014999999999999902,13149,25539,3650,21889,12621
2018-03-25,1.2025000000000001,1.3,1.11,0.18999999999999995,-0.18999999999999995,1.21975,1.3,1.179,0.121,-0.121,1.137,1.19,1.09,0.09999999999999987,-0.09999999999999987,1.1775,1.2,1.15,0.050000000000000044,-0.030000000000000027,36482,56184,13951,42233,-24808
2018-04-01,1.264,1.3,1.23,0.07000000000000006,-0.07000000000000006,1.286,1.34,1.25,0.09000000000000008,-0.050000000000000044,1.1856,1.22,1.13,0.09000000000000008,0.050000000000000044,1.244,1.27,1.22,0.050000000000000044,-0.030000000000000027,81714,121643,31970,89673,-79989
2018-04-08,1.1947999999999999,1.21,1.17,0.040000000000000036,-0.016000000000000014,1.214,1.23,1.2,0.030000000000000027,-0.010000000000000009,1.16,1.17,1.15,0.020000000000000018,-0.010000000000000009,1.194,1.22,1.17,0.050000000000000044,0.030000000000000027,33865,55997,17300,38697,-19378
2018-04-15,1.1894,1.2109999999999999,1.166,0.04499999999999993,0.04499999999999993,1.2166,1.22,1.21,0.010000000000000009,0.006999999999999895,1.184,1.2,1.15,0.050000000000000044,0.050000000000000044,1.198,1.21,1.18,0.030000000000000027,0.020000000000000018,21807,52226,5753,46473,-26388
2018-04-22,1.2246,1.25,1.203,0.04699999999999993,0.030000000000000027,1.254,1.3,1.22,0.08000000000000007,0.08000000000000007,1.1996,1.23,1.16,0.07000000000000006,0.07000000000000006,1.233,1.266,1.21,0.05600000000000005,0.020000000000000018,49295,142099,6620,135479,23846
2018-04-29,1.355,1.47,1.2570000000000001,0.21299999999999986,0.1529999999999998,1.431,1.54,1.305,0.2350000000000001,0.16500000000000004,1.3202,1.36,1.25,0.1100000000000001,0.1100000000000001,1.394,1.46,1.3,0.15999999999999992,0.11999999999999988,188287,457199,78701,378498,-6619
2018-05-06,1.502,1.63,1.44,0.18999999999999995,0.18999999999999995,1.5812,1.79,1.456,0.3340000000000001,0.3340000000000001,1.4460000000000002,1.6,1.36,0.24,0.21900000000000008,1.556,1.75,1.45,0.30000000000000004,0.30000000000000004,607830,1492597,73796,1418801,1418801
2018-05-13,1.748,2.0,1.62,0.3799999999999999,-0.3799999999999999,1.7816,2.009,1.7,0.30899999999999994,-0.29899999999999993,1.5694,1.66,1.42,0.24,0.05699999999999994,1.673,1.78,1.611,0.16900000000000004,-0.16900000000000004,405280,1529560,28493,1501067,-1501067
2018-05-20,1.66,1.71,1.62,0.08999999999999986,0.0,1.702,1.71,1.69,0.020000000000000018,-0.010000000000000009,1.625,1.65,1.61,0.039999999999999813,-0.010000000000000009,1.66,1.69,1.61,0.07999999999999985,-0.07999999999999985,165935,548109,44401,503708,-55048
2018-05-27,1.6325,1.74,1.56,0.17999999999999994,0.15999999999999992,1.6975,1.75,1.64,0.1100000000000001,0.050000000000000044,1.5575,1.62,1.45,0.17000000000000015,0.15000000000000013,1.645,1.74,1.56,0.17999999999999994,0.17999999999999994,319048,1032182,39038,993144,919188
2018-06-03,2.042,2.2,1.79,0.41000000000000014,0.41000000000000014,2.132,2.2,1.96,0.2400000000000002,0.2400000000000002,1.9482,2.13,1.77,0.3599999999999999,0.16999999999999993,2.062,2.17,1.93,0.24,0.1399999999999999,870128,1339887,325430,1014457,-360505
2018-06-10,2.118,2.25,1.94,0.31000000000000005,-0.16999999999999993,2.223,2.384,2.079,0.3049999999999997,-0.3049999999999997,2.032,2.17,1.9,0.27,-0.16999999999999993,2.098,2.25,1.95,0.30000000000000004,-0.25,377851,674180,192354,481826,-481826
