Date,iShares MSCI Global Metals & Mining Producers_Open_average,iShares MSCI Global Metals & Mining Producers_Open_max,iShares MSCI Global Metals & Mining Producers_Open_min,iShares MSCI Global Metals & Mining Producers_Open_volatility,iShares MSCI Global Metals & Mining Producers_Open_change,iShares MSCI Global Metals & Mining Producers_High_average,iShares MSCI Global Metals & Mining Producers_High_max,iShares MSCI Global Metals & Mining Producers_High_min,iShares MSCI Global Metals & Mining Producers_High_volatility,iShares MSCI Global Metals & Mining Producers_High_change,iShares MSCI Global Metals & Mining Producers_Low_average,iShares MSCI Global Metals & Mining Producers_Low_max,iShares MSCI Global Metals & Mining Producers_Low_min,iShares MSCI Global Metals & Mining Producers_Low_volatility,iShares MSCI Global Metals & Mining Producers_Low_change,iShares MSCI Global Metals & Mining Producers_Close_average,iShares MSCI Global Metals & Mining Producers_Close_max,iShares MSCI Global Metals & Mining Producers_Close_min,iShares MSCI Global Metals & Mining Producers_Close_volatility,iShares MSCI Global Metals & Mining Producers_Close_change
2018-09-16,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2018-09-23,32.48,32.48,32.48,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2018-09-30,31.2,31.2,31.2,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2018-10-07,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2018-10-14,30.19,30.19,30.19,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2018-10-21,29.07,29.07,29.07,0.0,0.0,29.21,29.21,29.21,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2018-10-28,30.73,30.73,30.73,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2018-11-04,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2018-11-11,29.54,29.54,29.54,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2018-11-18,27.94,27.94,27.94,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2018-11-25,29.5,29.5,29.5,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2018-12-02,27.5,27.5,27.5,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2018-12-09,28.06,28.06,28.06,0.0,0.0,28.35,28.35,28.35,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2018-12-16,26.34,26.34,26.34,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2018-12-23,26.87,26.87,26.87,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2018-12-30,27.58,27.58,27.58,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2019-01-06,28.16,28.16,28.16,0.0,0.0,28.35,28.35,28.35,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2019-01-13,28.81,28.81,28.81,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2019-01-20,28.54,28.54,28.54,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-01-27,29.71,29.71,29.71,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2019-02-03,29.18,29.18,29.18,0.0,0.0,29.18,29.18,29.18,0.0,0.0,28.96,28.96,28.96,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2019-02-10,29.69,29.69,29.69,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2019-02-17,31.27,31.27,31.27,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2019-02-24,30.57,30.57,30.57,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2019-03-03,29.92,29.92,29.92,0.0,0.0,30.34,30.34,30.34,0.0,0.0,29.92,29.92,29.92,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2019-03-10,30.87,30.87,30.87,0.0,0.0,31.17,31.17,31.17,0.0,0.0,30.87,30.87,30.87,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-03-17,30.35,30.35,30.35,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2019-03-24,32.0,32.0,32.0,0.0,0.0,32.12,32.12,32.12,0.0,0.0,31.85,31.85,31.85,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2019-03-31,32.78,32.78,32.78,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2019-04-07,32.63,32.63,32.63,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-04-14,32.22,32.22,32.22,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2019-04-21,31.17,31.17,31.17,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2019-04-28,30.1,30.1,30.1,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2019-05-05,28.98,28.98,28.98,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2019-05-12,28.88,28.88,28.88,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2019-05-19,28.56,28.56,28.56,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2019-05-26,28.3,28.3,28.3,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2019-06-02,29.03,29.03,29.03,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2019-06-09,28.77,28.77,28.77,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2019-06-16,29.9,29.9,29.9,0.0,0.0,30.19,30.19,30.19,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2019-06-23,30.63,30.63,30.63,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2019-06-30,29.73,29.73,29.73,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2019-07-07,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2019-07-14,29.9,29.9,29.9,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.92,29.92,29.92,0.0,0.0
2019-07-21,28.91,28.91,28.91,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2019-07-28,26.0,26.0,26.0,0.0,0.0,26.17,26.17,26.17,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2019-08-04,25.8,25.8,25.8,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-08-11,25.31,25.31,25.31,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2019-08-18,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2019-08-25,25.59,25.59,25.59,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2019-09-01,26.56,26.56,26.56,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-09-08,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-09-15,27.16,27.16,27.16,0.0,0.0,27.26,27.26,27.26,0.0,0.0,26.83,26.83,26.83,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2019-09-22,26.53,26.53,26.53,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2019-09-29,25.72,25.72,25.72,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2019-10-06,26.78,26.78,26.78,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2019-10-13,26.9,26.9,26.9,0.0,0.0,27.14,27.14,27.14,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2019-10-20,27.89,27.89,27.89,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2019-10-27,28.46,28.46,28.46,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2019-11-03,28.15,28.15,28.15,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2019-11-10,28.13,28.13,28.13,0.0,0.0,28.16,28.16,28.16,0.0,0.0,27.92,27.92,27.92,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2019-11-17,28.39,28.39,28.39,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2019-11-24,28.4,28.4,28.4,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2019-12-01,28.91,28.91,28.91,0.0,0.0,29.26,29.26,29.26,0.0,0.0,28.86,28.86,28.86,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2019-12-08,30.21,30.21,30.21,0.0,0.0,30.23,30.23,30.23,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2019-12-15,29.47,29.47,29.47,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-12-22,29.96,29.96,29.96,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2019-12-29,29.75,29.75,29.75,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.53,29.53,29.53,0.0,0.0
