Date,iShares US Broker Dealers_Open_average,iShares US Broker Dealers_Open_max,iShares US Broker Dealers_Open_min,iShares US Broker Dealers_Open_volatility,iShares US Broker Dealers_Open_change,iShares US Broker Dealers_High_average,iShares US Broker Dealers_High_max,iShares US Broker Dealers_High_min,iShares US Broker Dealers_High_volatility,iShares US Broker Dealers_High_change,iShares US Broker Dealers_Low_average,iShares US Broker Dealers_Low_max,iShares US Broker Dealers_Low_min,iShares US Broker Dealers_Low_volatility,iShares US Broker Dealers_Low_change,iShares US Broker Dealers_Close_average,iShares US Broker Dealers_Close_max,iShares US Broker Dealers_Close_min,iShares US Broker Dealers_Close_volatility,iShares US Broker Dealers_Close_change
2018-01-14,66.5,66.5,66.5,0.0,0.0,66.9,66.9,66.9,0.0,0.0,66.34,66.34,66.34,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2018-01-21,67.02,67.02,67.02,0.0,0.0,67.34,67.34,67.34,0.0,0.0,66.65,66.65,66.65,0.0,0.0,66.71,66.71,66.71,0.0,0.0
2018-01-28,65.16,65.16,65.16,0.0,0.0,66.35,66.35,66.35,0.0,0.0,63.06,63.06,63.06,0.0,0.0,63.57,63.57,63.57,0.0,0.0
2018-02-04,63.39,63.39,63.39,0.0,0.0,64.42,64.42,64.42,0.0,0.0,63.09,63.09,63.09,0.0,0.0,63.89,63.89,63.89,0.0,0.0
2018-02-11,65.99,65.99,65.99,0.0,0.0,66.12,66.12,66.12,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.9,65.9,65.9,0.0,0.0
2018-02-18,66.13,66.13,66.13,0.0,0.0,66.92,66.92,66.92,0.0,0.0,66.0,66.0,66.0,0.0,0.0,66.86,66.86,66.86,0.0,0.0
2018-02-25,65.42,65.42,65.42,0.0,0.0,67.15,67.15,67.15,0.0,0.0,65.42,65.42,65.42,0.0,0.0,66.86,66.86,66.86,0.0,0.0
2018-03-04,70.31,70.31,70.31,0.0,0.0,70.58,70.58,70.58,0.0,0.0,69.99,69.99,69.99,0.0,0.0,70.28,70.28,70.28,0.0,0.0
2018-03-11,68.68,68.68,68.68,0.0,0.0,68.79,68.79,68.79,0.0,0.0,67.43,67.43,67.43,0.0,0.0,68.11,68.11,68.11,0.0,0.0
2018-03-18,64.71,64.71,64.71,0.0,0.0,65.79,65.79,65.79,0.0,0.0,64.23,64.23,64.23,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2018-03-25,65.42,65.42,65.42,0.0,0.0,65.77,65.77,65.77,0.0,0.0,63.32,63.32,63.32,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2018-04-01,64.8,64.8,64.8,0.0,0.0,65.77,65.77,65.77,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.58,64.58,64.58,0.0,0.0
2018-04-08,65.79,65.79,65.79,0.0,0.0,66.49,66.49,66.49,0.0,0.0,65.79,65.79,65.79,0.0,0.0,66.14,66.14,66.14,0.0,0.0
2018-04-15,67.26,67.26,67.26,0.0,0.0,67.49,67.49,67.49,0.0,0.0,66.35,66.35,66.35,0.0,0.0,66.68,66.68,66.68,0.0,0.0
2018-04-22,66.16,66.16,66.16,0.0,0.0,66.71,66.71,66.71,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.81,65.81,65.81,0.0,0.0
2018-04-29,65.96,65.96,65.96,0.0,0.0,66.72,66.72,66.72,0.0,0.0,65.89,65.89,65.89,0.0,0.0,66.51,66.51,66.51,0.0,0.0
2018-05-06,68.43,68.43,68.43,0.0,0.0,68.46,68.46,68.46,0.0,0.0,67.86,67.86,67.86,0.0,0.0,68.08,68.08,68.08,0.0,0.0
2018-05-13,68.58,68.58,68.58,0.0,0.0,68.99,68.99,68.99,0.0,0.0,68.58,68.58,68.58,0.0,0.0,68.85,68.85,68.85,0.0,0.0
2018-05-20,68.02,68.02,68.02,0.0,0.0,68.08,68.08,68.08,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.98,67.98,67.98,0.0,0.0
2018-05-27,67.48,67.48,67.48,0.0,0.0,67.6,67.6,67.6,0.0,0.0,67.18,67.18,67.18,0.0,0.0,67.55,67.55,67.55,0.0,0.0
2018-06-03,69.07,69.07,69.07,0.0,0.0,69.15,69.15,69.15,0.0,0.0,68.72,68.72,68.72,0.0,0.0,68.72,68.72,68.72,0.0,0.0
2018-06-10,67.78,67.78,67.78,0.0,0.0,68.07,68.07,68.07,0.0,0.0,67.47,67.47,67.47,0.0,0.0,68.06,68.06,68.06,0.0,0.0
2018-06-17,66.75,66.75,66.75,0.0,0.0,66.86,66.86,66.86,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.79,65.79,65.79,0.0,0.0
2018-06-24,63.79,63.79,63.79,0.0,0.0,64.56,64.56,64.56,0.0,0.0,63.58,63.58,63.58,0.0,0.0,64.56,64.56,64.56,0.0,0.0
2018-07-01,64.26,64.26,64.26,0.0,0.0,65.38,65.38,65.38,0.0,0.0,64.26,64.26,64.26,0.0,0.0,65.24,65.24,65.24,0.0,0.0
2018-07-08,64.91,64.91,64.91,0.0,0.0,65.48,65.48,65.48,0.0,0.0,64.91,64.91,64.91,0.0,0.0,65.33,65.33,65.33,0.0,0.0
2018-07-15,66.18,66.18,66.18,0.0,0.0,66.87,66.87,66.87,0.0,0.0,66.18,66.18,66.18,0.0,0.0,66.83,66.83,66.83,0.0,0.0
2018-07-22,66.44,66.44,66.44,0.0,0.0,66.45,66.45,66.45,0.0,0.0,65.12,65.12,65.12,0.0,0.0,65.16,65.16,65.16,0.0,0.0
2018-07-29,64.77,64.77,64.77,0.0,0.0,64.97,64.97,64.97,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.85,64.85,64.85,0.0,0.0
2018-08-05,64.58,64.58,64.58,0.0,0.0,64.7,64.7,64.7,0.0,0.0,63.93,63.93,63.93,0.0,0.0,63.93,63.93,63.93,0.0,0.0
2018-08-12,65.16,65.16,65.16,0.0,0.0,65.45,65.45,65.45,0.0,0.0,65.15,65.15,65.15,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2018-08-19,65.12,65.12,65.12,0.0,0.0,66.26,66.26,66.26,0.0,0.0,65.12,65.12,65.12,0.0,0.0,65.96,65.96,65.96,0.0,0.0
2018-08-26,65.44,65.44,65.44,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.34,65.34,65.34,0.0,0.0,65.76,65.76,65.76,0.0,0.0
2018-09-02,64.83,64.83,64.83,0.0,0.0,64.88,64.88,64.88,0.0,0.0,64.47,64.47,64.47,0.0,0.0,64.47,64.47,64.47,0.0,0.0
2018-09-09,64.58,64.58,64.58,0.0,0.0,64.58,64.58,64.58,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.83,63.83,63.83,0.0,0.0
2018-09-16,65.06,65.06,65.06,0.0,0.0,65.06,65.06,65.06,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.64,64.64,64.64,0.0,0.0
2018-09-23,62.55,62.55,62.55,0.0,0.0,62.66,62.66,62.66,0.0,0.0,62.16,62.16,62.16,0.0,0.0,62.35,62.35,62.35,0.0,0.0
2018-09-30,63.23,63.23,63.23,0.0,0.0,63.27,63.27,63.27,0.0,0.0,62.67,62.67,62.67,0.0,0.0,63.25,63.25,63.25,0.0,0.0
2018-10-07,60.3,60.3,60.3,0.0,0.0,60.51,60.51,60.51,0.0,0.0,59.87,59.87,59.87,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2018-10-14,61.26,61.26,61.26,0.0,0.0,61.43,61.43,61.43,0.0,0.0,60.34,60.34,60.34,0.0,0.0,60.34,60.34,60.34,0.0,0.0
2018-10-21,59.08,59.08,59.08,0.0,0.0,59.6,59.6,59.6,0.0,0.0,57.99,57.99,57.99,0.0,0.0,58.59,58.59,58.59,0.0,0.0
2018-10-28,61.59,61.59,61.59,0.0,0.0,62.19,62.19,62.19,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.92,61.92,61.92,0.0,0.0
2018-11-04,62.47,62.47,62.47,0.0,0.0,62.57,62.57,62.57,0.0,0.0,60.86,60.86,60.86,0.0,0.0,60.94,60.94,60.94,0.0,0.0
2018-11-11,61.78,61.78,61.78,0.0,0.0,62.05,62.05,62.05,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.33,61.33,61.33,0.0,0.0
2018-11-18,60.61,60.61,60.61,0.0,0.0,61.47,61.47,61.47,0.0,0.0,60.58,60.58,60.58,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2018-11-25,62.53,62.53,62.53,0.0,0.0,62.53,62.53,62.53,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.69,61.69,61.69,0.0,0.0
2018-12-02,58.11,58.11,58.11,0.0,0.0,58.18,58.18,58.18,0.0,0.0,57.0,57.0,57.0,0.0,0.0,58.06,58.06,58.06,0.0,0.0
2018-12-09,56.41,56.41,56.41,0.0,0.0,57.02,57.02,57.02,0.0,0.0,55.7,55.7,55.7,0.0,0.0,55.92,55.92,55.92,0.0,0.0
2018-12-16,53.12,53.12,53.12,0.0,0.0,53.56,53.56,53.56,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2018-12-23,55.74,55.74,55.74,0.0,0.0,56.06,56.06,56.06,0.0,0.0,55.34,55.34,55.34,0.0,0.0,56.03,56.03,56.03,0.0,0.0
2018-12-30,57.14,57.14,57.14,0.0,0.0,57.73,57.73,57.73,0.0,0.0,56.73,56.73,56.73,0.0,0.0,57.19,57.19,57.19,0.0,0.0
2019-01-06,57.42,57.42,57.42,0.0,0.0,58.21,58.21,58.21,0.0,0.0,57.42,57.42,57.42,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2019-01-13,60.76,60.76,60.76,0.0,0.0,61.47,61.47,61.47,0.0,0.0,60.47,60.47,60.47,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2019-01-20,60.5,60.5,60.5,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.38,60.38,60.38,0.0,0.0,60.86,60.86,60.86,0.0,0.0
2019-01-27,61.05,61.05,61.05,0.0,0.0,61.26,61.26,61.26,0.0,0.0,60.43,60.43,60.43,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2019-02-03,60.31,60.31,60.31,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.11,60.11,60.11,0.0,0.0
2019-02-10,60.67,60.67,60.67,0.0,0.0,61.17,61.17,61.17,0.0,0.0,60.67,60.67,60.67,0.0,0.0,61.16,61.16,61.16,0.0,0.0
2019-02-17,62.0,62.0,62.0,0.0,0.0,62.48,62.48,62.48,0.0,0.0,61.73,61.73,61.73,0.0,0.0,61.75,61.75,61.75,0.0,0.0
2019-02-24,62.74,62.74,62.74,0.0,0.0,62.82,62.82,62.82,0.0,0.0,61.35,61.35,61.35,0.0,0.0,61.68,61.68,61.68,0.0,0.0
2019-03-03,59.44,59.44,59.44,0.0,0.0,59.93,59.93,59.93,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.71,59.71,59.71,0.0,0.0
2019-03-10,60.78,60.78,60.78,0.0,0.0,61.47,61.47,61.47,0.0,0.0,60.78,60.78,60.78,0.0,0.0,61.38,61.38,61.38,0.0,0.0
2019-03-17,57.72,57.72,57.72,0.0,0.0,58.01,58.01,58.01,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.72,57.72,57.72,0.0,0.0
2019-03-24,59.36,59.36,59.36,0.0,0.0,60.25,60.25,60.25,0.0,0.0,59.33,59.33,59.33,0.0,0.0,60.17,60.17,60.17,0.0,0.0
2019-03-31,61.2,61.2,61.2,0.0,0.0,61.33,61.33,61.33,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.33,61.33,61.33,0.0,0.0
2019-04-07,62.25,62.25,62.25,0.0,0.0,62.31,62.31,62.31,0.0,0.0,61.71,61.71,61.71,0.0,0.0,61.79,61.79,61.79,0.0,0.0
2019-04-14,62.95,62.95,62.95,0.0,0.0,62.95,62.95,62.95,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.76,62.76,62.76,0.0,0.0
2019-04-21,63.34,63.34,63.34,0.0,0.0,64.12,64.12,64.12,0.0,0.0,63.34,63.34,63.34,0.0,0.0,64.01,64.01,64.01,0.0,0.0
2019-04-28,62.88,62.88,62.88,0.0,0.0,64.32,64.32,64.32,0.0,0.0,62.62,62.62,62.62,0.0,0.0,64.18,64.18,64.18,0.0,0.0
2019-05-05,62.24,62.24,62.24,0.0,0.0,62.24,62.24,62.24,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.68,61.68,61.68,0.0,0.0
2019-05-12,61.73,61.73,61.73,0.0,0.0,62.36,62.36,62.36,0.0,0.0,61.73,61.73,61.73,0.0,0.0,62.3,62.3,62.3,0.0,0.0
2019-05-19,61.57,61.57,61.57,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.84,61.84,61.84,0.0,0.0
2019-05-26,60.31,60.31,60.31,0.0,0.0,60.74,60.74,60.74,0.0,0.0,60.26,60.26,60.26,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2019-06-02,63.83,63.83,63.83,0.0,0.0,64.41,64.41,64.41,0.0,0.0,63.71,63.71,63.71,0.0,0.0,64.06,64.06,64.06,0.0,0.0
2019-06-09,62.43,62.43,62.43,0.0,0.0,62.64,62.64,62.64,0.0,0.0,61.95,61.95,61.95,0.0,0.0,61.95,61.95,61.95,0.0,0.0
2019-06-16,63.0,63.0,63.0,0.0,0.0,63.32,63.32,63.32,0.0,0.0,62.49,62.49,62.49,0.0,0.0,62.49,62.49,62.49,0.0,0.0
2019-06-23,63.79,63.79,63.79,0.0,0.0,64.19,64.19,64.19,0.0,0.0,63.48,63.48,63.48,0.0,0.0,63.78,63.78,63.78,0.0,0.0
2019-06-30,64.62,64.62,64.62,0.0,0.0,64.66,64.66,64.66,0.0,0.0,64.05,64.05,64.05,0.0,0.0,64.21,64.21,64.21,0.0,0.0
2019-07-07,66.03,66.03,66.03,0.0,0.0,66.03,66.03,66.03,0.0,0.0,65.43,65.43,65.43,0.0,0.0,65.55,65.55,65.55,0.0,0.0
2019-07-14,65.81,65.81,65.81,0.0,0.0,66.16,66.16,66.16,0.0,0.0,65.58,65.58,65.58,0.0,0.0,66.05,66.05,66.05,0.0,0.0
2019-07-21,66.35,66.35,66.35,0.0,0.0,66.35,66.35,66.35,0.0,0.0,65.69,65.69,65.69,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2019-07-28,63.0,63.0,63.0,0.0,0.0,63.01,63.01,63.01,0.0,0.0,61.69,61.69,61.69,0.0,0.0,62.09,62.09,62.09,0.0,0.0
2019-08-04,62.84,62.84,62.84,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.04,62.04,62.04,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2019-08-11,63.34,63.34,63.34,0.0,0.0,63.34,63.34,63.34,0.0,0.0,62.88,62.88,62.88,0.0,0.0,63.17,63.17,63.17,0.0,0.0
2019-08-18,62.35,62.35,62.35,0.0,0.0,62.7,62.7,62.7,0.0,0.0,62.35,62.35,62.35,0.0,0.0,62.63,62.63,62.63,0.0,0.0
2019-08-25,64.03,64.03,64.03,0.0,0.0,64.25,64.25,64.25,0.0,0.0,63.74,63.74,63.74,0.0,0.0,64.12,64.12,64.12,0.0,0.0
2019-09-01,66.09,66.09,66.09,0.0,0.0,66.35,66.35,66.35,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.65,65.65,65.65,0.0,0.0
2019-09-08,65.71,65.71,65.71,0.0,0.0,66.14,66.14,66.14,0.0,0.0,65.71,65.71,65.71,0.0,0.0,66.14,66.14,66.14,0.0,0.0
