Date,WisdomTree Earnings 500_Open_average,WisdomTree Earnings 500_Open_max,WisdomTree Earnings 500_Open_min,WisdomTree Earnings 500_Open_volatility,WisdomTree Earnings 500_Open_change,WisdomTree Earnings 500_High_average,WisdomTree Earnings 500_High_max,WisdomTree Earnings 500_High_min,WisdomTree Earnings 500_High_volatility,WisdomTree Earnings 500_High_change,WisdomTree Earnings 500_Low_average,WisdomTree Earnings 500_Low_max,WisdomTree Earnings 500_Low_min,WisdomTree Earnings 500_Low_volatility,WisdomTree Earnings 500_Low_change,WisdomTree Earnings 500_Close_average,WisdomTree Earnings 500_Close_max,WisdomTree Earnings 500_Close_min,WisdomTree Earnings 500_Close_volatility,WisdomTree Earnings 500_Close_change
2018-01-14,32.44,32.44,32.44,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2018-01-21,33.09,33.09,33.09,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2018-01-28,31.63,31.63,31.63,0.0,0.0,31.86,31.86,31.86,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2018-02-04,30.55,30.55,30.55,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2018-02-11,31.49,31.49,31.49,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2018-02-18,31.82,31.82,31.82,0.0,0.0,32.06,32.06,32.06,0.0,0.0,31.78,31.78,31.78,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2018-02-25,30.86,30.86,30.86,0.0,0.0,31.45,31.45,31.45,0.0,0.0,30.86,30.86,30.86,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2018-03-04,32.15,32.15,32.15,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2018-03-11,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2018-03-18,30.12,30.12,30.12,0.0,0.0,30.39,30.39,30.39,0.0,0.0,29.86,29.86,29.86,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2018-03-25,30.27,30.27,30.27,0.0,0.0,30.27,30.27,30.27,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2018-04-01,30.08,30.08,30.08,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2018-04-08,30.64,30.64,30.64,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2018-04-15,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2018-04-22,30.49,30.49,30.49,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2018-04-29,30.38,30.38,30.38,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2018-05-06,31.16,31.16,31.16,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2018-05-13,31.03,31.03,31.03,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2018-05-20,31.02,31.02,31.02,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2018-05-27,31.13,31.13,31.13,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2018-06-03,31.62,31.62,31.62,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2018-06-10,31.32,31.32,31.32,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2018-06-17,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2018-06-24,30.39,30.39,30.39,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2018-07-01,31.21,31.21,31.21,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2018-07-08,31.51,31.51,31.51,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2018-07-15,31.58,31.58,31.58,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2018-07-22,31.82,31.82,31.82,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2018-07-29,32.13,32.13,32.13,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2018-08-05,32.02,32.02,32.02,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2018-08-12,32.36,32.36,32.36,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2018-08-19,32.73,32.73,32.73,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2018-08-26,32.62,32.62,32.62,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.65,32.65,32.65,0.0,0.0
2018-09-02,32.55,32.55,32.55,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2018-09-09,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2018-09-16,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2018-09-23,32.78,32.78,32.78,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2018-09-30,32.41,32.41,32.41,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.52,32.52,32.52,0.0,0.0
