Date,KOSS_stock_Open_average,KOSS_stock_Open_max,KOSS_stock_Open_min,KOSS_stock_Open_volatility,KOSS_stock_Open_change,KOSS_stock_High_average,KOSS_stock_High_max,KOSS_stock_High_min,KOSS_stock_High_volatility,KOSS_stock_High_change,KOSS_stock_Low_average,KOSS_stock_Low_max,KOSS_stock_Low_min,KOSS_stock_Low_volatility,KOSS_stock_Low_change,KOSS_stock_Close_average,KOSS_stock_Close_max,KOSS_stock_Close_min,KOSS_stock_Close_volatility,KOSS_stock_Close_change,KOSS_stock_Volume_average,KOSS_stock_Volume_max,KOSS_stock_Volume_min,KOSS_stock_Volume_volatility,KOSS_stock_Volume_change
2018-01-14,2.08,2.14,2.02,0.1200000000000001,0.03000000000000025,2.13875,2.185,2.08,0.10499999999999998,0.06499999999999995,2.0525,2.1,2.02,0.08000000000000007,0.040000000000000036,2.0949999999999998,2.17,2.05,0.1200000000000001,0.10999999999999988,118044,264331,35839,228492,66523
2018-01-21,2.172,2.21,2.1,0.10999999999999988,-0.10000000000000009,2.184,2.21,2.1,0.10999999999999988,-0.10000000000000009,2.104,2.15,2.06,0.08999999999999986,-0.08999999999999986,2.128,2.17,2.06,0.10999999999999988,-0.10999999999999988,27240,47552,15526,32026,-29789
2018-01-28,2.0842,2.2,2.0,0.20000000000000018,-0.1990000000000003,2.1266,2.2,2.044,0.15600000000000014,-0.15600000000000014,2.027,2.075,1.99,0.08500000000000019,-0.06999999999999984,2.058,2.12,2.01,0.11000000000000032,-0.11000000000000032,55846,124957,15214,109743,-15266
2018-02-04,2.042,2.12,2.0,0.1200000000000001,-0.009999999999999787,2.0578,2.12,2.03,0.0900000000000003,0.008999999999999897,1.9962,2.001,1.98,0.020999999999999908,-0.020000000000000018,2.0178,2.03,1.99,0.039999999999999813,-0.019999999999999796,19971,35883,9570,26313,-17207
2018-02-11,1.991,2.055,1.9,0.15500000000000025,-0.10000000000000009,2.0467999999999997,2.09,1.972,0.11799999999999988,-0.04899999999999993,1.968,2.05,1.9,0.1499999999999999,-0.08000000000000007,1.9938,2.059,1.91,0.14900000000000024,-0.07000000000000006,17977,26977,704,26273,1826
2018-02-18,1.9825,2.0,1.97,0.030000000000000027,-0.010000000000000009,1.98875,2.0,1.97,0.030000000000000027,-0.030000000000000027,1.98,1.99,1.97,0.020000000000000018,-0.010000000000000009,1.9849999999999999,2.0,1.97,0.030000000000000027,-0.020000000000000018,13914,25715,4893,20822,-20822
2018-02-25,1.9542,1.99,1.9,0.09000000000000008,0.030000000000000027,2.0684,2.25,1.952,0.29800000000000004,0.21999999999999997,1.8943999999999999,1.97,1.75,0.21999999999999997,-0.20199999999999996,1.9948000000000001,2.12,1.925,0.19500000000000006,0.15100000000000002,109886,279000,3992,275008,267977
2018-03-04,2.16,2.2,2.13,0.07000000000000028,-0.010000000000000231,2.2046,2.29,2.16,0.1299999999999999,-0.10999999999999988,2.0762,2.15,2.001,0.14900000000000002,0.06000000000000005,2.1622,2.18,2.13,0.050000000000000266,0.0,37233,117193,6165,111028,-111028
2018-03-11,2.073,2.18,1.98,0.20000000000000018,-0.20000000000000018,2.124,2.19,2.04,0.1499999999999999,-0.1499999999999999,2.0018,2.059,1.92,0.13900000000000023,-0.10000000000000009,2.018,2.08,1.92,0.16000000000000014,-0.1499999999999999,24789,54490,4097,50393,-10032
2018-03-18,1.857,1.945,1.78,0.16500000000000004,-0.1299999999999999,1.9104,1.96,1.849,0.11099999999999999,-0.10699999999999976,1.816,1.91,1.75,0.15999999999999992,-0.1299999999999999,1.8376000000000001,1.94,1.788,0.1519999999999999,-0.1399999999999999,21179,53306,10691,42615,2143
2018-03-25,1.7975,1.8,1.79,0.010000000000000009,-0.010000000000000009,1.82325,1.8430000000000002,1.8,0.04300000000000015,-0.04300000000000015,1.7725,1.8,1.75,0.050000000000000044,-0.030000000000000027,1.79,1.84,1.75,0.09000000000000008,-0.06000000000000005,10977,19821,4371,15450,-11239
2018-04-01,1.775,1.875,1.71,0.16500000000000004,0.125,1.809,1.875,1.77,0.10499999999999998,0.10499999999999998,1.7462,1.81,1.7009999999999998,0.10900000000000021,0.09000000000000008,1.78,1.82,1.74,0.08000000000000007,0.07000000000000006,12158,19514,1923,17591,-17591
