Date,SNN_Open_average,SNN_Open_max,SNN_Open_min,SNN_Open_volatility,SNN_Open_change,SNN_High_average,SNN_High_max,SNN_High_min,SNN_High_volatility,SNN_High_change,SNN_Low_average,SNN_Low_max,SNN_Low_min,SNN_Low_volatility,SNN_Low_change,SNN_Close_average,SNN_Close_max,SNN_Close_min,SNN_Close_volatility,SNN_Close_change,SNN_Volume_average,SNN_Volume_max,SNN_Volume_min,SNN_Volume_volatility,SNN_Volume_change
2018-01-14,35.001999999999995,35.16,34.78,0.37999999999999545,-0.10999999999999943,35.084,35.22,34.88,0.3399999999999963,-0.11999999999999744,34.844,34.99,34.66,0.3300000000000054,0.13000000000000256,34.936,35.09,34.72,0.37000000000000455,0.19000000000000483,400700,546209,287079,259130,-45523
2018-01-21,36.686,37.5,35.8,1.7000000000000028,1.0,36.756,37.51,36.05,1.4600000000000009,0.8100000000000023,36.426,37.14,35.61,1.5300000000000011,1.0499999999999972,36.538,37.2,35.68,1.5200000000000031,1.1199999999999974,610620,957866,334309,623557,-623557
2018-01-28,36.212,36.72,35.59,1.1299999999999955,-1.1099999999999994,36.366,36.79,35.67,1.1199999999999974,-1.1199999999999974,35.856,36.6,34.44,2.1600000000000037,-2.1600000000000037,35.998,36.69,34.44,2.25,-2.25,503029,955503,262042,693461,630487
2018-02-04,34.75,35.08,34.44,0.6400000000000006,0.6400000000000006,35.106,35.28,34.78,0.5,0.10000000000000142,34.346,34.85,33.79,1.0600000000000023,0.5399999999999991,34.71,35.13,34.12,1.0100000000000051,0.09000000000000341,1136132,1477261,698670,778591,-511209
2018-02-11,35.697500000000005,36.21,35.18,1.0300000000000011,1.009999999999998,36.1225,36.61,35.4,1.2100000000000009,1.1700000000000017,35.615,36.21,35.1,1.1099999999999994,1.1099999999999994,36.025000000000006,36.54,35.34,1.1999999999999957,1.0399999999999991,544126,587336,489948,97388,-97388
2018-02-18,35.948,36.11,35.85,0.259999999999998,0.22999999999999687,36.208,36.44,35.99,0.44999999999999574,0.35999999999999943,35.802,36.03,35.61,0.4200000000000017,0.23000000000000398,35.976,36.38,35.67,0.7100000000000009,0.5300000000000011,570948,884692,355297,529395,459805
2018-02-25,35.862,36.24,35.67,0.5700000000000003,-0.5,36.112,36.61,35.8,0.8100000000000023,0.3200000000000003,35.582,36.08,35.28,0.7999999999999972,-0.3399999999999963,35.878,36.51,35.47,1.0399999999999991,0.4199999999999946,1005739,1757501,443212,1314289,439942
2018-03-04,37.0,37.45,36.6,0.8500000000000014,0.8200000000000003,37.248,37.6,36.69,0.9100000000000037,0.9000000000000057,36.902,37.41,36.34,1.0699999999999932,1.0699999999999932,37.174,37.54,36.6,0.9399999999999977,0.9399999999999977,966312,1150732,755494,395238,-62362
2018-03-11,37.688,37.84,37.62,0.22000000000000597,0.18000000000000682,37.804,37.93,37.68,0.25,0.1700000000000017,37.512,37.59,37.43,0.1600000000000037,0.03999999999999915,37.647999999999996,37.72,37.57,0.14999999999999858,0.0899999999999963,1392419,2075856,816331,1259525,-1259525
2018-03-18,37.536,37.8,37.4,0.3999999999999986,0.3999999999999986,37.722,38.0,37.49,0.509999999999998,0.39000000000000057,37.33,37.58,37.01,0.5700000000000003,0.07000000000000028,37.528,37.98,37.01,0.9699999999999989,0.4299999999999997,1142053,1729912,609516,1120396,1120396
