Date,Morgan Stanley Market Vectors Rupee USD_Open_average,Morgan Stanley Market Vectors Rupee USD_Open_max,Morgan Stanley Market Vectors Rupee USD_Open_min,Morgan Stanley Market Vectors Rupee USD_Open_volatility,Morgan Stanley Market Vectors Rupee USD_Open_change,Morgan Stanley Market Vectors Rupee USD_High_average,Morgan Stanley Market Vectors Rupee USD_High_max,Morgan Stanley Market Vectors Rupee USD_High_min,Morgan Stanley Market Vectors Rupee USD_High_volatility,Morgan Stanley Market Vectors Rupee USD_High_change,Morgan Stanley Market Vectors Rupee USD_Low_average,Morgan Stanley Market Vectors Rupee USD_Low_max,Morgan Stanley Market Vectors Rupee USD_Low_min,Morgan Stanley Market Vectors Rupee USD_Low_volatility,Morgan Stanley Market Vectors Rupee USD_Low_change,Morgan Stanley Market Vectors Rupee USD_Close_average,Morgan Stanley Market Vectors Rupee USD_Close_max,Morgan Stanley Market Vectors Rupee USD_Close_min,Morgan Stanley Market Vectors Rupee USD_Close_volatility,Morgan Stanley Market Vectors Rupee USD_Close_change
2017-02-26,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2017-03-05,39.99,39.99,39.99,0.0,0.0,40.6,40.6,40.6,0.0,0.0,39.99,39.99,39.99,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2017-03-12,40.43,40.43,40.43,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2017-03-19,40.53,40.53,40.53,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2017-03-26,40.7,40.7,40.7,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2017-04-02,39.86,39.86,39.86,0.0,0.0,40.8,40.8,40.8,0.0,0.0,39.86,39.86,39.86,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2017-04-09,40.48,40.48,40.48,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2017-04-16,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2017-04-23,40.98,40.98,40.98,0.0,0.0,41.3,41.3,41.3,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2017-04-30,41.45,41.45,41.45,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2017-05-07,40.84,40.84,40.84,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2017-05-14,42.42,42.42,42.42,0.0,0.0,42.42,42.42,42.42,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2017-05-21,41.3,41.3,41.3,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2017-05-28,41.52,41.52,41.52,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2017-06-04,41.59,41.59,41.59,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.59,41.59,41.59,0.0,0.0
2017-06-11,41.25,41.25,41.25,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2017-06-18,40.99,40.99,40.99,0.0,0.0,41.11,41.11,41.11,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.11,41.11,41.11,0.0,0.0
2017-06-25,40.67,40.67,40.67,0.0,0.0,40.98,40.98,40.98,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2017-07-02,41.42,41.42,41.42,0.0,0.0,41.42,41.42,41.42,0.0,0.0,40.69,40.69,40.69,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2017-07-09,41.14,41.14,41.14,0.0,0.0,41.41,41.41,41.41,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2017-07-16,41.25,41.25,41.25,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2017-07-23,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.38,41.38,41.38,0.0,0.0
2017-07-30,42.35,42.35,42.35,0.0,0.0,42.8,42.8,42.8,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.63,41.63,41.63,0.0,0.0
2017-08-06,41.83,41.83,41.83,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2017-08-13,41.85,41.85,41.85,0.0,0.0,41.89,41.89,41.89,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.7,41.7,41.7,0.0,0.0
2017-08-20,41.8,41.8,41.8,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2017-08-27,42.08,42.08,42.08,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2017-09-03,41.86,41.86,41.86,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2017-09-10,41.97,41.97,41.97,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.7,41.7,41.7,0.0,0.0
2017-09-17,41.71,41.71,41.71,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2017-09-24,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2017-10-01,41.49,41.49,41.49,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2017-10-08,41.29,41.29,41.29,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2017-10-15,39.6,39.6,39.6,0.0,0.0,41.1,41.1,41.1,0.0,0.0,39.6,39.6,39.6,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2017-10-22,40.03,40.03,40.03,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.03,40.03,40.03,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2017-10-29,41.46,41.46,41.46,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2017-11-05,41.1,41.1,41.1,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2017-11-12,41.68,41.68,41.68,0.0,0.0,43.22,43.22,43.22,0.0,0.0,41.68,41.68,41.68,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2017-11-19,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2017-11-26,41.59,41.59,41.59,0.0,0.0,44.0,44.0,44.0,0.0,0.0,40.21,40.21,40.21,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2017-12-03,42.5,42.5,42.5,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.0,42.0,42.0,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2017-12-10,42.32,42.32,42.32,0.0,0.0,43.67,43.67,43.67,0.0,0.0,42.31,42.31,42.31,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2017-12-17,40.89,40.89,40.89,0.0,0.0,41.82,41.82,41.82,0.0,0.0,40.87,40.87,40.87,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2017-12-24,42.61,42.61,42.61,0.0,0.0,43.8,43.8,43.8,0.0,0.0,42.45,42.45,42.45,0.0,0.0,43.68,43.68,43.68,0.0,0.0
2017-12-31,42.32,42.32,42.32,0.0,0.0,42.32,42.32,42.32,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.56,41.56,41.56,0.0,0.0
