Date,Direxion Daily MSCI India Bull 3X Shares_Open_average,Direxion Daily MSCI India Bull 3X Shares_Open_max,Direxion Daily MSCI India Bull 3X Shares_Open_min,Direxion Daily MSCI India Bull 3X Shares_Open_volatility,Direxion Daily MSCI India Bull 3X Shares_Open_change,Direxion Daily MSCI India Bull 3X Shares_High_average,Direxion Daily MSCI India Bull 3X Shares_High_max,Direxion Daily MSCI India Bull 3X Shares_High_min,Direxion Daily MSCI India Bull 3X Shares_High_volatility,Direxion Daily MSCI India Bull 3X Shares_High_change,Direxion Daily MSCI India Bull 3X Shares_Low_average,Direxion Daily MSCI India Bull 3X Shares_Low_max,Direxion Daily MSCI India Bull 3X Shares_Low_min,Direxion Daily MSCI India Bull 3X Shares_Low_volatility,Direxion Daily MSCI India Bull 3X Shares_Low_change,Direxion Daily MSCI India Bull 3X Shares_Close_average,Direxion Daily MSCI India Bull 3X Shares_Close_max,Direxion Daily MSCI India Bull 3X Shares_Close_min,Direxion Daily MSCI India Bull 3X Shares_Close_volatility,Direxion Daily MSCI India Bull 3X Shares_Close_change
2018-01-14,114.75,114.75,114.75,0.0,0.0,116.84,116.84,116.84,0.0,0.0,114.12,114.12,114.12,0.0,0.0,116.32,116.32,116.32,0.0,0.0
2018-01-21,117.35,117.35,117.35,0.0,0.0,118.46,118.46,118.46,0.0,0.0,115.93,115.93,115.93,0.0,0.0,116.74,116.74,116.74,0.0,0.0
2018-01-28,96.98,96.98,96.98,0.0,0.0,98.31,98.31,98.31,0.0,0.0,88.76,88.76,88.76,0.0,0.0,89.02,89.02,89.02,0.0,0.0
2018-02-04,94.9,94.9,94.9,0.0,0.0,96.28,96.28,96.28,0.0,0.0,93.01,93.01,93.01,0.0,0.0,94.87,94.87,94.87,0.0,0.0
2018-02-11,90.83,90.83,90.83,0.0,0.0,93.85,93.85,93.85,0.0,0.0,90.24,90.24,90.24,0.0,0.0,92.16,92.16,92.16,0.0,0.0
2018-02-18,93.57,93.57,93.57,0.0,0.0,94.7,94.7,94.7,0.0,0.0,92.38,92.38,92.38,0.0,0.0,94.65,94.65,94.65,0.0,0.0
2018-02-25,84.66,84.66,84.66,0.0,0.0,86.46,86.46,86.46,0.0,0.0,83.64,83.64,83.64,0.0,0.0,86.04,86.04,86.04,0.0,0.0
2018-03-04,87.78,87.78,87.78,0.0,0.0,88.31,88.31,88.31,0.0,0.0,86.84,86.84,86.84,0.0,0.0,88.11,88.11,88.11,0.0,0.0
2018-03-11,79.0,79.0,79.0,0.0,0.0,79.39,79.39,79.39,0.0,0.0,76.9,76.9,76.9,0.0,0.0,78.0,78.0,78.0,0.0,0.0
2018-03-18,80.38,80.38,80.38,0.0,0.0,81.5,81.5,81.5,0.0,0.0,79.43,79.43,79.43,0.0,0.0,81.5,81.5,81.5,0.0,0.0
2018-03-25,82.04,82.04,82.04,0.0,0.0,82.8,82.8,82.8,0.0,0.0,78.76,78.76,78.76,0.0,0.0,80.16,80.16,80.16,0.0,0.0
2018-04-01,85.09,85.09,85.09,0.0,0.0,86.33,86.33,86.33,0.0,0.0,84.58,84.58,84.58,0.0,0.0,84.86,84.86,84.86,0.0,0.0
2018-04-08,86.98,86.98,86.98,0.0,0.0,87.56,87.56,87.56,0.0,0.0,86.68,86.68,86.68,0.0,0.0,87.15,87.15,87.15,0.0,0.0
2018-04-15,85.35,85.35,85.35,0.0,0.0,85.44,85.44,85.44,0.0,0.0,83.08,83.08,83.08,0.0,0.0,83.63,83.63,83.63,0.0,0.0
2018-04-22,87.77,87.77,87.77,0.0,0.0,88.59,88.59,88.59,0.0,0.0,87.01,87.01,87.01,0.0,0.0,87.17,87.17,87.17,0.0,0.0
2018-04-29,81.65,81.65,81.65,0.0,0.0,82.93,82.93,82.93,0.0,0.0,81.2,81.2,81.2,0.0,0.0,81.9,81.9,81.9,0.0,0.0
2018-05-06,80.95,80.95,80.95,0.0,0.0,81.44,81.44,81.44,0.0,0.0,79.65,79.65,79.65,0.0,0.0,79.74,79.74,79.74,0.0,0.0
2018-05-13,71.68,71.68,71.68,0.0,0.0,71.68,71.68,71.68,0.0,0.0,71.07,71.07,71.07,0.0,0.0,71.47,71.47,71.47,0.0,0.0
2018-05-20,74.71,74.71,74.71,0.0,0.0,75.91,75.91,75.91,0.0,0.0,74.63,74.63,74.63,0.0,0.0,75.77,75.77,75.77,0.0,0.0
2018-05-27,76.62,76.62,76.62,0.0,0.0,76.62,76.62,76.62,0.0,0.0,75.14,75.14,75.14,0.0,0.0,75.14,75.14,75.14,0.0,0.0
