Date,EVIStock_Open_average,EVIStock_Open_max,EVIStock_Open_min,EVIStock_Open_volatility,EVIStock_Open_change,EVIStock_High_average,EVIStock_High_max,EVIStock_High_min,EVIStock_High_volatility,EVIStock_High_change,EVIStock_Low_average,EVIStock_Low_max,EVIStock_Low_min,EVIStock_Low_volatility,EVIStock_Low_change,EVIStock_Close_average,EVIStock_Close_max,EVIStock_Close_min,EVIStock_Close_volatility,EVIStock_Close_change,EVIStock_Volume_average,EVIStock_Volume_max,EVIStock_Volume_min,EVIStock_Volume_volatility,EVIStock_Volume_change
2018-01-14,38.318725,39.8634,37.3221,2.5412999999999997,-2.4913999999999987,39.01635,39.8634,38.2689,1.5944999999999965,-1.5944999999999965,37.55885,38.3686,37.1727,1.1959000000000017,-0.9966000000000008,38.057125,38.5679,37.3221,1.2458000000000027,-0.2989999999999995,4504,9208,1772,7436,6493
2018-01-21,38.29882,38.8669,37.4218,1.4451000000000036,0.597999999999999,39.27546,39.8634,38.8669,0.9964999999999975,0.7971999999999966,37.67096,38.2689,37.2225,1.0464000000000055,0.4485000000000028,38.27888,38.8669,37.6211,1.2458000000000027,0.5979000000000028,7636,13433,1079,12354,8195
2018-01-28,38.00978,38.817,36.8737,1.9433000000000007,-1.2456999999999994,38.68746,39.8634,36.8737,2.989699999999999,-2.989699999999999,36.85374,38.1194,33.8839,4.235500000000002,-4.235500000000002,37.32214,38.7174,34.731,3.986399999999996,-3.4880999999999958,4265,6982,2403,4579,1874
2018-02-04,34.54168,36.3256,31.8409,4.4847,0.6976000000000013,35.97676,37.8204,33.9338,3.8866000000000014,2.7406000000000006,33.375659999999996,34.6812,31.8409,2.8402999999999956,2.5412999999999997,34.48188,35.9269,32.6382,3.2887000000000057,2.690800000000003,3940,8265,2069,6196,-493
2018-02-11,36.485,37.6211,35.3788,2.2423,1.3952000000000027,37.76066,38.4184,37.372,1.0463999999999984,0.09960000000000235,36.02658,36.774,35.3788,1.3952000000000027,0.9966000000000008,37.03312,37.8703,36.0764,1.7939000000000007,-0.548099999999998,4649,8654,2132,6522,-1716
2018-02-18,36.3505,37.073,35.6778,1.3952000000000027,-0.747399999999999,36.736675,37.073,36.3256,0.747399999999999,-0.747399999999999,35.7276,36.0266,35.4286,0.597999999999999,-0.597999999999999,35.88955,36.1262,35.4286,0.6975999999999942,-0.597999999999999,2959,4358,1947,2411,-45
2018-02-25,34.58152,35.4286,33.0368,2.3918000000000035,-1.345400000000005,35.88706,36.6744,34.8805,1.7939000000000007,1.146099999999997,34.27258,34.9802,33.0368,1.943400000000004,-0.7972999999999999,35.00008,36.1262,34.2327,1.893499999999996,0.8470999999999975,3050,8204,1108,7096,522
2018-03-04,36.53486,37.1727,35.9269,1.2457999999999956,1.2457999999999956,37.30222,38.8669,36.3754,2.491500000000002,2.491500000000002,36.3754,37.1727,35.7774,1.3952999999999989,1.2956000000000003,37.05306,38.4184,36.3754,2.0429999999999993,2.0429999999999993,3349,6415,2154,4261,-700
2018-03-11,38.20912,39.2157,37.4218,1.7939000000000007,1.7939000000000007,38.82698,39.3651,38.3187,1.0463999999999984,0.5978999999999957,37.73076,38.8669,36.8737,1.9932000000000016,1.4451000000000036,38.268899999999995,39.3651,37.2225,2.1426000000000016,1.1959000000000017,6066,10911,2866,8045,6186
2018-03-18,38.89674,39.3153,37.9699,1.345399999999998,-1.2457999999999956,39.60432,39.7638,39.5146,0.24920000000000186,0.0,38.51804,39.1658,37.671,1.494799999999998,-1.1958999999999946,38.7074,39.5146,37.671,1.8436000000000021,-0.7971999999999966,4083,6653,2796,3857,1726
2018-03-25,39.3776,39.6143,39.116,0.4983000000000004,0.4983000000000004,39.751325,39.8634,39.6143,0.24909999999999854,0.14939999999999998,39.253025,39.4648,39.116,0.3487999999999971,0.0,39.352675,39.6143,39.116,0.4983000000000004,-0.19930000000000092,2959,4678,2019,2659,2659
2018-04-01,39.4349,40.1126,38.9665,1.146099999999997,-0.19929999999999382,39.7239,40.1126,39.0163,1.0962999999999994,-0.7475000000000023,38.0297,39.1658,34.431999999999995,4.733800000000002,-4.733800000000002,38.56786,39.8634,34.9802,4.883199999999995,-4.683899999999994,5919,10450,824,9626,9626
2018-04-08,35.82726,36.3754,34.8307,1.5446999999999989,-1.5446999999999989,36.405280000000005,36.9733,35.5283,1.4450000000000003,-0.39860000000000184,35.0898,35.3788,34.8307,0.548099999999998,-0.4983000000000004,35.65786,36.5249,34.8307,1.6942000000000021,0.09969999999999857,2777,4118,1772,2346,-1702
2018-04-15,36.66438,38.518,35.03,3.4879999999999995,1.146099999999997,37.88024,38.7672,36.8737,1.893500000000003,0.4983000000000004,36.2259,37.3221,35.03,2.292099999999998,1.146099999999997,36.9036,38.5679,35.8273,2.7406000000000006,0.8470999999999975,3215,4774,1533,3241,-3241
2018-04-22,36.86372,37.5713,36.3754,1.1959000000000017,-0.24909999999999854,37.1926,38.3686,36.475,1.8935999999999993,-1.5446999999999989,36.29566,36.6744,35.9269,0.7474999999999952,0.24920000000000186,36.40528,36.7242,36.0764,0.6478000000000037,0.24920000000000186,844,1249,350,899,-601
2018-04-29,37.06304,37.8703,36.6744,1.1959000000000017,-0.09960000000000235,38.10946,38.9665,36.9733,1.9932000000000016,0.09960000000000235,36.67438,36.9235,36.3754,0.548099999999998,0.4983000000000004,37.14276,37.8204,36.3754,1.4450000000000003,1.4450000000000003,1965,3848,225,3623,-1539
2018-05-06,38.129380000000005,39.2655,37.372,1.893500000000003,1.2956000000000003,38.84692,39.4648,37.9699,1.4948999999999941,1.4948999999999941,37.90016,39.2655,36.9733,2.292200000000001,2.292200000000001,38.31872,39.4648,37.2225,2.2423,2.142699999999998,1009,1432,635,797,35
2018-05-13,39.544540000000005,39.8136,38.8669,0.9466999999999999,0.2989999999999995,39.82356,39.8634,39.7638,0.09959999999999525,0.0,39.16584,39.714,38.7672,0.9467999999999961,0.24909999999999854,39.48474,39.8634,38.7672,1.096199999999996,0.24909999999999854,1736,3765,585,3180,2521
2018-05-20,39.33526,39.714,38.8669,0.8470999999999975,-0.24920000000000186,39.56444,39.8634,39.1658,0.6976000000000013,-0.19930000000000092,39.17578,39.6641,38.817,0.8470999999999975,-0.19930000000000092,39.33524,39.6641,38.9665,0.6975999999999942,-0.049799999999997624,1721,4941,565,4376,-4096
2018-05-27,39.53955,40.0628,39.0163,1.0465000000000018,-0.3487999999999971,39.900850000000005,40.0628,39.714,0.3488000000000042,0.04980000000000473,39.06615,39.5146,38.3686,1.1460000000000008,-0.3487999999999971,39.439925,39.9133,38.3686,1.5446999999999989,0.04980000000000473,2839,4514,1277,3237,-1577
2018-06-03,39.69402,39.8634,39.5146,0.3487999999999971,-0.09969999999999857,39.83354,39.9133,39.714,0.19930000000000092,-0.049900000000000944,39.4648,39.7638,38.9167,0.8471000000000046,0.04980000000000473,39.64418,39.8136,39.4648,0.3488000000000042,0.3488000000000042,1985,3570,497,3073,-721
