Date,FLIR_stock_Open_average,FLIR_stock_Open_max,FLIR_stock_Open_min,FLIR_stock_Open_volatility,FLIR_stock_Open_change,FLIR_stock_High_average,FLIR_stock_High_max,FLIR_stock_High_min,FLIR_stock_High_volatility,FLIR_stock_High_change,FLIR_stock_Low_average,FLIR_stock_Low_max,FLIR_stock_Low_min,FLIR_stock_Low_volatility,FLIR_stock_Low_change,FLIR_stock_Close_average,FLIR_stock_Close_max,FLIR_stock_Close_min,FLIR_stock_Close_volatility,FLIR_stock_Close_change,FLIR_stock_Volume_average,FLIR_stock_Volume_max,FLIR_stock_Volume_min,FLIR_stock_Volume_volatility,FLIR_stock_Volume_change
2018-01-14,50.985,51.82,50.48,1.3400000000000034,1.3400000000000034,51.44,52.44,50.84,1.5999999999999943,1.5999999999999943,50.6375,51.5,50.14,1.3599999999999994,1.3599999999999994,51.235,52.4,50.34,2.059999999999995,2.059999999999995,1070637,1469912,539270,930642,445912
2018-01-21,52.044,52.51,51.59,0.9199999999999946,0.23999999999999488,52.298,52.88,51.83,1.0500000000000043,0.47000000000000597,51.548,52.05,51.03,1.019999999999996,0.45999999999999375,52.014,52.8,51.32,1.4799999999999969,0.9199999999999946,963480,1071594,761080,310514,-70780
2018-01-28,51.716,52.52,51.05,1.470000000000006,-1.3300000000000054,52.098,52.78,51.38,1.3999999999999986,-1.3999999999999986,50.966,52.02,49.93,2.0900000000000034,-2.0900000000000034,51.298,52.44,49.94,2.5,-2.5,905564,1076324,653015,423309,-15733
2018-02-04,48.036,49.59,46.98,2.6100000000000065,-2.510000000000005,48.79,50.09,47.4,2.690000000000005,-2.690000000000005,46.652,48.12,45.21,2.9099999999999966,-2.719999999999999,47.658,48.41,46.46,1.9499999999999957,-0.9399999999999977,1107885,1323111,865531,457580,-126809
2018-02-11,48.062,49.4,46.94,2.460000000000001,1.9399999999999977,49.252,50.81,48.01,2.8000000000000043,2.0,47.55,49.09,46.12,2.970000000000006,1.7000000000000028,48.706,49.48,47.68,1.7999999999999972,1.4100000000000037,1143230,1907761,761003,1146758,-130497
2018-02-18,48.52,48.96,47.93,1.0300000000000011,-0.8400000000000034,49.22,49.72,48.55,1.1700000000000017,-1.0600000000000023,48.1225,48.69,47.72,0.9699999999999989,-0.9699999999999989,48.370000000000005,48.82,47.86,0.9600000000000009,-0.3299999999999983,1227685,1756104,761247,994857,-489961
2018-02-25,49.176,49.65,48.79,0.8599999999999994,0.0799999999999983,49.53,49.76,49.06,0.6999999999999957,-0.6999999999999957,48.7,48.98,48.49,0.4899999999999949,-0.17999999999999972,49.174,49.64,48.93,0.7100000000000009,-0.7100000000000009,1170257,1464915,750192,714723,292310
2018-03-04,49.882,50.47,48.61,1.8599999999999994,1.8599999999999994,50.508,51.55,49.76,1.7899999999999991,1.7899999999999991,49.576,50.2,48.31,1.8900000000000006,1.8900000000000006,50.41,51.54,49.69,1.8500000000000014,1.8500000000000014,1064277,1350218,886342,463876,44608
2018-03-11,51.126,51.67,50.41,1.2600000000000051,-1.2600000000000051,51.288,51.7,50.69,1.0100000000000051,-1.0100000000000051,50.472,51.14,49.92,1.2199999999999989,-0.7299999999999969,50.635999999999996,51.37,49.93,1.4399999999999977,-0.8900000000000006,1181717,1753256,843897,909359,602948
2018-03-18,49.816,50.24,49.46,0.7800000000000011,-0.11999999999999744,50.398,51.0,50.07,0.9299999999999997,0.03999999999999915,49.38,49.85,48.99,0.8599999999999994,0.04999999999999716,49.78,50.61,49.19,1.4200000000000017,-0.25,1038188,1227829,778805,449024,126502
