Date,DSS_Open_average,DSS_Open_max,DSS_Open_min,DSS_Open_volatility,DSS_Open_change,DSS_High_average,DSS_High_max,DSS_High_min,DSS_High_volatility,DSS_High_change,DSS_Low_average,DSS_Low_max,DSS_Low_min,DSS_Low_volatility,DSS_Low_change,DSS_Close_average,DSS_Close_max,DSS_Close_min,DSS_Close_volatility,DSS_Close_change,DSS_Volume_average,DSS_Volume_max,DSS_Volume_min,DSS_Volume_volatility,DSS_Volume_change
2018-01-14,2.19,2.28,2.11,0.16999999999999993,-0.040000000000000036,2.2479999999999998,2.4,2.11,0.29000000000000004,-0.29000000000000004,2.092,2.14,2.01,0.13000000000000034,-0.0900000000000003,2.146,2.2,2.02,0.18000000000000016,-0.18000000000000016,51508,119263,18576,100687,-78026
2018-01-21,2.074,2.13,2.0,0.1299999999999999,0.1200000000000001,2.134,2.22,2.08,0.14000000000000012,0.040000000000000036,2.018,2.05,2.0,0.04999999999999982,0.04999999999999982,2.06588,2.12,2.01,0.11000000000000032,0.04939999999999989,27782,40658,13764,26894,22671
2018-01-28,1.6640000000000001,2.1,1.3,0.8,-0.75,1.686,2.1,1.35,0.75,-0.75,1.44,1.92,1.19,0.73,-0.73,1.47,1.99,1.21,0.78,-0.78,53603,93901,32431,61470,-23324
2018-02-04,1.194,1.26,1.14,0.1200000000000001,-0.06000000000000005,1.246,1.4,1.15,0.25,-0.1200000000000001,1.128,1.2,1.08,0.11999999999999988,0.029999999999999805,1.168,1.25,1.13,0.1200000000000001,-0.1200000000000001,21344,44144,4915,39229,-15821
2018-02-11,1.1575,1.23,1.1,0.1299999999999999,0.05999999999999983,1.2175,1.24,1.19,0.050000000000000044,0.010000000000000009,1.1225,1.15,1.1,0.04999999999999982,0.04999999999999982,1.1524999999999999,1.19,1.1,0.08999999999999986,0.04999999999999982,17837,31567,7544,24023,-4120
2018-02-18,1.138,1.19,1.1,0.08999999999999986,-0.029999999999999805,1.184,1.24,1.12,0.11999999999999988,-0.07000000000000006,1.106,1.15,1.05,0.09999999999999987,-0.029999999999999805,1.12084,1.1542,1.09,0.06419999999999981,0.0,13127,18324,6862,11462,-9703
2018-02-25,1.084,1.14,1.05,0.08999999999999986,-0.06999999999999984,1.118,1.18,1.1,0.07999999999999985,-0.07999999999999985,1.062,1.08,1.05,0.030000000000000027,-0.020000000000000018,1.088,1.11,1.06,0.050000000000000044,0.010000000000000009,6959,9043,4753,4290,2676
2018-03-04,1.118,1.22,1.04,0.17999999999999994,0.11999999999999988,1.198,1.36,1.08,0.28,0.2200000000000002,1.1,1.21,1.02,0.18999999999999995,0.1299999999999999,1.148,1.24,1.04,0.19999999999999996,0.1299999999999999,18002,22994,13769,9225,9225
2018-03-11,1.198,1.27,1.16,0.1100000000000001,-0.09000000000000008,1.25,1.33,1.17,0.16000000000000014,0.0,1.158,1.18,1.13,0.050000000000000044,0.020000000000000018,1.166,1.2,1.15,0.050000000000000044,0.040000000000000036,11937,32008,2610,29398,23881
2018-03-18,1.256,1.65,1.1,0.5499999999999998,0.44999999999999996,1.452,1.94,1.17,0.77,0.55,1.202,1.51,1.06,0.44999999999999996,0.33000000000000007,1.312,1.56,1.09,0.47,0.3800000000000001,85277,310328,6800,303528,76851
