Date,CHS_Open_average,CHS_Open_max,CHS_Open_min,CHS_Open_volatility,CHS_Open_change,CHS_High_average,CHS_High_max,CHS_High_min,CHS_High_volatility,CHS_High_change,CHS_Low_average,CHS_Low_max,CHS_Low_min,CHS_Low_volatility,CHS_Low_change,CHS_Close_average,CHS_Close_max,CHS_Close_min,CHS_Close_volatility,CHS_Close_change,CHS_Volume_average,CHS_Volume_max,CHS_Volume_min,CHS_Volume_volatility,CHS_Volume_change
2018-01-14,9.73,10.0,9.56,0.4399999999999995,0.11999999999999922,9.96,10.22,9.72,0.5,0.20000000000000107,9.598,9.9,9.47,0.4299999999999997,0.41000000000000014,9.784,10.21,9.55,0.6600000000000001,0.6600000000000001,3139639,3945840,2406342,1539498,-1370177
2018-01-21,9.828,10.18,9.65,0.5299999999999994,-0.5299999999999994,9.876,10.19,9.68,0.5099999999999998,-0.379999999999999,9.52,9.77,9.33,0.4399999999999995,-0.17999999999999972,9.702,9.92,9.56,0.35999999999999943,-0.1899999999999995,2455608,4534445,1427466,3106979,-381640
2018-01-28,9.452,9.64,9.28,0.3600000000000012,-0.3600000000000012,9.622,9.74,9.54,0.20000000000000107,-0.07000000000000028,9.268,9.41,9.18,0.23000000000000043,-0.16999999999999993,9.44,9.51,9.37,0.14000000000000057,-0.08000000000000007,2476639,3226084,1388568,1837516,1837516
2018-02-04,9.596,9.96,9.15,0.8100000000000005,0.40000000000000036,9.836,10.09,9.63,0.4599999999999991,-0.02999999999999936,9.264,9.6,9.01,0.5899999999999999,0.17999999999999972,9.644,9.95,9.53,0.41999999999999993,0.02000000000000135,2751321,3445411,1689925,1755486,-890390
2018-02-11,9.775,9.98,9.57,0.41000000000000014,0.35999999999999943,9.985,10.1,9.78,0.3200000000000003,0.3200000000000003,9.66,9.81,9.51,0.3000000000000007,0.3000000000000007,9.855,9.97,9.71,0.2599999999999998,0.10999999999999943,1629221,1941383,1199800,741583,145765
2018-02-18,9.268,9.74,8.74,1.0,-1.0,9.46,9.84,9.22,0.6199999999999992,-0.6199999999999992,8.968,9.2,8.61,0.5899999999999999,-0.47999999999999865,9.088,9.28,8.67,0.6099999999999994,-0.120000000000001,3519696,5414558,2049492,3365066,3365066
2018-02-25,9.672,10.04,9.18,0.8599999999999994,0.45000000000000107,9.904,10.43,9.41,1.0199999999999996,0.379999999999999,9.331999999999999,9.7,8.62,1.08,0.6500000000000004,9.5,10.04,8.67,1.3699999999999992,0.6199999999999992,4732940,6628048,3468568,3159480,649505
2018-03-04,9.054,9.35,8.71,0.6399999999999988,-0.5899999999999999,9.209999999999999,9.46,8.84,0.620000000000001,-0.5899999999999999,8.767999999999999,9.18,8.43,0.75,-0.4399999999999995,8.934,9.29,8.66,0.629999999999999,-0.5199999999999996,3179929,3547456,2514993,1032463,425751
2018-03-11,8.768,8.86,8.65,0.20999999999999908,-0.10999999999999943,8.872,8.95,8.71,0.23999999999999844,-0.23999999999999844,8.624,8.73,8.49,0.2400000000000002,-0.2400000000000002,8.746,8.87,8.59,0.27999999999999936,-0.17999999999999972,3233437,4104314,2342544,1761770,49102
2018-03-18,8.73,8.97,8.6,0.370000000000001,0.370000000000001,8.93,9.2,8.76,0.4399999999999995,0.4399999999999995,8.682,8.85,8.52,0.33000000000000007,0.33000000000000007,8.85,9.17,8.69,0.4800000000000004,0.47000000000000064,2587899,3815997,1443137,2372860,1449213
2018-03-25,9.057500000000001,9.14,9.02,0.120000000000001,-0.08999999999999986,9.225,9.28,9.16,0.11999999999999922,0.08000000000000007,8.8925,8.97,8.81,0.16000000000000014,-0.10999999999999943,9.0025,9.04,8.95,0.08999999999999986,-0.0600000000000005,1936439,2149144,1699658,449486,141536
2018-04-01,9.434,10.01,8.99,1.0199999999999996,1.0,9.766,10.25,9.13,1.1199999999999992,0.9599999999999991,9.376,9.79,8.96,0.8299999999999983,0.8099999999999987,9.636,10.01,9.05,0.9599999999999991,0.9599999999999991,2936887,3818122,1816550,2001572,2001572
2018-04-08,10.478,10.85,10.1,0.75,0.34999999999999964,10.704,10.9,10.52,0.3800000000000008,0.0,10.24,10.41,10.06,0.34999999999999964,0.08000000000000007,10.518,10.82,10.29,0.5300000000000011,-0.20000000000000107,3413557,4273604,2370269,1903335,-1903335
2018-04-15,10.006,10.4,9.39,1.0099999999999998,-1.0099999999999998,10.146,10.52,9.72,0.7999999999999989,-0.7999999999999989,9.758000000000001,10.25,9.34,0.9100000000000001,-0.9100000000000001,9.88,10.33,9.38,0.9499999999999993,-0.6500000000000004,2739838,4468312,1681206,2787106,2787106
2018-04-22,10.078000000000001,10.39,9.72,0.6699999999999999,0.5,10.344,10.52,10.23,0.28999999999999915,-0.02999999999999936,9.84,10.13,9.63,0.5,0.019999999999999574,10.106,10.38,9.93,0.45000000000000107,-0.10999999999999943,2604627,3642674,1853657,1789017,-820134
2018-04-29,9.436,9.89,9.11,0.7800000000000011,-0.28000000000000114,9.594,9.92,9.27,0.6500000000000004,-0.23000000000000043,9.192,9.49,9.01,0.4800000000000004,0.2699999999999996,9.398,9.66,9.14,0.5199999999999996,0.41000000000000014,2821919,3708053,1594879,2113174,-1631226
2018-05-06,9.686,10.0,9.59,0.41000000000000014,0.3800000000000008,9.92,10.39,9.66,0.7300000000000004,0.6500000000000004,9.554,10.0,9.32,0.6799999999999997,0.5800000000000001,9.838,10.35,9.6,0.75,0.75,2065432,2893159,1723217,1169942,1017966
