Date,ASFI_stock_Open_average,ASFI_stock_Open_max,ASFI_stock_Open_min,ASFI_stock_Open_volatility,ASFI_stock_Open_change,ASFI_stock_High_average,ASFI_stock_High_max,ASFI_stock_High_min,ASFI_stock_High_volatility,ASFI_stock_High_change,ASFI_stock_Low_average,ASFI_stock_Low_max,ASFI_stock_Low_min,ASFI_stock_Low_volatility,ASFI_stock_Low_change,ASFI_stock_Close_average,ASFI_stock_Close_max,ASFI_stock_Close_min,ASFI_stock_Close_volatility,ASFI_stock_Close_change,ASFI_stock_Volume_average,ASFI_stock_Volume_max,ASFI_stock_Volume_min,ASFI_stock_Volume_volatility,ASFI_stock_Volume_change
2018-04-01,3.6,3.75,3.4,0.3500000000000001,-0.3500000000000001,3.63,3.75,3.45,0.2999999999999998,-0.2999999999999998,3.484,3.6,3.35,0.25,-0.1499999999999999,3.5300000000000002,3.65,3.35,0.2999999999999998,-0.25,13112,30406,1751,28655,-7846
2018-04-08,3.4,3.45,3.3,0.15000000000000036,0.0,3.44,3.45,3.4,0.050000000000000266,0.050000000000000266,3.31,3.4,3.25,0.1499999999999999,-0.04999999999999982,3.38,3.45,3.3,0.15000000000000036,0.10000000000000009,5744,8792,2393,6399,-3473
2018-04-15,3.514,3.77,3.4,0.3700000000000001,0.3700000000000001,3.65,3.9,3.45,0.44999999999999973,0.31999999999999984,3.45,3.6,3.35,0.25,0.25,3.564,3.75,3.4,0.3500000000000001,0.25,13816,29521,1159,28362,-5837
2018-04-22,3.62,3.75,3.5,0.25,-0.1499999999999999,3.7399999999999998,3.8,3.65,0.1499999999999999,-0.04999999999999982,3.46,3.55,3.4,0.1499999999999999,-0.050000000000000266,3.61,3.7,3.5,0.20000000000000018,0.15000000000000036,15260,30776,2490,28286,19098
2018-04-29,3.5300000000000002,3.7,3.45,0.25,-0.25,3.59,3.8,3.5,0.2999999999999998,-0.2999999999999998,3.46,3.5,3.4,0.10000000000000009,-0.10000000000000009,3.49,3.5,3.45,0.04999999999999982,0.0,9297,25602,2133,23469,-23469
2018-05-06,3.338,3.44,3.25,0.18999999999999995,-0.1499999999999999,3.4,3.45,3.35,0.10000000000000009,-0.04999999999999982,3.318,3.44,3.25,0.18999999999999995,-0.04999999999999982,3.37,3.45,3.3,0.15000000000000036,-0.050000000000000266,5881,7997,2304,5693,1983
2018-05-13,3.532,3.66,3.4,0.26000000000000023,0.10000000000000009,3.616,3.7,3.55,0.15000000000000036,0.15000000000000036,3.5,3.65,3.4,0.25,0.1499999999999999,3.576,3.66,3.5,0.16000000000000014,0.04999999999999982,9110,29651,757,28894,-28894
2018-05-20,3.492,3.55,3.4,0.1499999999999999,0.0,3.6,3.75,3.5,0.25,0.20000000000000018,3.452,3.55,3.4,0.1499999999999999,0.1499999999999999,3.534,3.75,3.4,0.3500000000000001,0.3500000000000001,6613,12041,1407,10634,-3414
2018-05-27,3.6275,3.7,3.5,0.20000000000000018,0.0,3.675,3.7,3.65,0.050000000000000266,0.0,3.525,3.7,3.4,0.30000000000000027,-0.30000000000000027,3.625,3.7,3.55,0.15000000000000036,-0.10000000000000009,1589,4027,675,3352,3311
2018-06-03,3.7680000000000002,3.9,3.7,0.19999999999999973,0.19999999999999973,3.91,4.05,3.7,0.34999999999999964,0.25,3.702,3.85,3.58,0.27,0.27,3.88,4.05,3.6,0.44999999999999973,0.2999999999999998,2726,6192,319,5873,149
2018-06-10,3.916,4.0,3.85,0.1499999999999999,0.0,3.964,4.0,3.87,0.1299999999999999,-0.1299999999999999,3.7960000000000003,3.95,3.35,0.6000000000000001,-0.5,3.86,4.0,3.35,0.6499999999999999,-0.6499999999999999,3503,10345,275,10070,5351
2018-06-17,3.654,3.75,3.5,0.25,0.2200000000000002,3.722,3.77,3.67,0.10000000000000009,0.050000000000000266,3.61,3.75,3.5,0.25,0.04999999999999982,3.654,3.77,3.55,0.2200000000000002,-0.050000000000000266,3709,12339,360,11979,8576
2018-06-24,3.53,3.65,3.4,0.25,-0.09999999999999964,3.59,3.65,3.45,0.19999999999999973,-0.1499999999999999,3.4899999999999998,3.55,3.4,0.1499999999999999,-0.1499999999999999,3.54,3.6,3.4,0.20000000000000018,-0.20000000000000018,2382,5221,424,4797,4797
2018-07-01,3.4125,3.5,3.35,0.1499999999999999,-0.10000000000000009,3.44,3.5,3.35,0.1499999999999999,-0.04999999999999982,3.3625,3.4,3.35,0.04999999999999982,-0.04999999999999982,3.3875,3.45,3.35,0.10000000000000009,0.050000000000000266,1812,3433,0,3433,-2843
2018-07-08,3.436,3.5,3.4,0.10000000000000009,-0.06000000000000005,3.476,3.5,3.42,0.08000000000000007,0.040000000000000036,3.414,3.45,3.4,0.050000000000000266,-0.050000000000000266,3.454,3.5,3.4,0.10000000000000009,0.04999999999999982,950,2174,272,1902,-163
2018-07-15,3.33,3.4,3.2,0.19999999999999973,-0.19999999999999973,3.41,3.5,3.25,0.25,-0.25,3.3,3.4,3.1,0.2999999999999998,-0.2999999999999998,3.39,3.5,3.25,0.25,-0.25,3029,6009,594,5415,774
2018-07-22,3.04,3.15,2.85,0.2999999999999998,0.0,3.09,3.15,2.95,0.19999999999999973,0.0,2.94,3.15,2.85,0.2999999999999998,0.2999999999999998,3.024,3.15,2.85,0.2999999999999998,0.22999999999999998,7839,25823,410,25413,-25413
2018-07-29,3.25,3.55,3.05,0.5,0.5,3.6,4.75,3.15,1.6,0.3999999999999999,3.114,3.22,3.05,0.17000000000000037,0.17000000000000037,3.31,3.65,3.1,0.5499999999999998,0.10000000000000009,75247,345194,460,344734,13054
2018-08-05,3.16,3.25,3.05,0.20000000000000018,-0.10000000000000009,3.212,3.35,3.05,0.30000000000000027,-0.20999999999999996,3.07,3.2,2.95,0.25,-0.10000000000000009,3.13,3.2,3.05,0.15000000000000036,-0.10000000000000009,4194,12430,121,12309,-1663
2018-08-12,3.06,3.1,3.0,0.10000000000000009,-0.050000000000000266,3.08,3.1,3.05,0.050000000000000266,-0.050000000000000266,3.028,3.1,2.98,0.1200000000000001,-0.050000000000000266,3.062,3.1,3.01,0.0900000000000003,-0.050000000000000266,3906,13856,525,13331,-1476
2018-08-19,2.968,3.05,2.85,0.19999999999999973,-0.10999999999999988,3.01,3.05,3.0,0.04999999999999982,-0.04999999999999982,2.918,2.95,2.85,0.10000000000000009,0.040000000000000036,2.97,3.0,2.9,0.10000000000000009,0.10000000000000009,2500,6660,760,5900,-1455
2018-08-26,3.38,3.8,2.8,1.0,1.0,3.7760000000000002,4.08,3.1,0.98,0.7999999999999998,3.32,3.7,2.8,0.9000000000000004,0.9000000000000004,3.61,3.85,2.85,1.0,0.9499999999999997,28526,123485,3089,120396,-1524
2018-09-02,3.8725,4.15,3.75,0.40000000000000036,0.40000000000000036,4.1025,4.4,3.86,0.5400000000000005,0.3900000000000001,3.825,4.05,3.75,0.2999999999999998,0.2999999999999998,4.05,4.25,3.85,0.3999999999999999,0.3500000000000001,12222,29154,4068,25086,-835
2018-09-09,3.9,4.05,3.85,0.19999999999999973,-0.19999999999999973,4.04,4.15,4.0,0.15000000000000036,0.10000000000000053,3.834,3.9,3.75,0.1499999999999999,0.0,3.86,3.9,3.75,0.1499999999999999,0.04999999999999982,4218,8568,2202,6366,-1719
2018-09-16,3.95,4.0,3.9,0.10000000000000009,-0.050000000000000266,4.094,4.2,3.95,0.25,0.08000000000000007,3.88,3.95,3.75,0.20000000000000018,-0.10000000000000009,3.936,3.98,3.9,0.08000000000000007,0.08000000000000007,5566,10360,1098,9262,34
2018-09-23,3.918,4.03,3.85,0.18000000000000016,0.17000000000000037,4.016,4.1,3.9,0.19999999999999973,-0.0699999999999994,3.902,3.95,3.85,0.10000000000000009,0.0900000000000003,4.0,4.1,3.9,0.19999999999999973,-0.14999999999999947,3912,14460,339,14121,1063
2018-09-30,4.02,4.13,3.94,0.18999999999999995,0.1499999999999999,4.12,4.19,4.03,0.16000000000000014,-0.0600000000000005,3.995,4.13,3.91,0.21999999999999975,0.19999999999999973,4.07,4.19,3.93,0.26000000000000023,-0.0600000000000005,819,1251,227,1024,-353
2018-10-07,3.97,4.02,3.94,0.07999999999999963,-0.07999999999999963,4.0040000000000004,4.07,3.95,0.1200000000000001,-0.02999999999999936,3.936,3.99,3.9,0.0900000000000003,0.040000000000000036,3.956,3.99,3.9,0.0900000000000003,0.040000000000000036,2254,5711,269,5442,-1315
2018-10-14,3.842,3.91,3.75,0.16000000000000014,-0.16000000000000014,3.862,3.91,3.8,0.11000000000000032,-0.11000000000000032,3.806,3.9,3.75,0.1499999999999999,-0.1499999999999999,3.808,3.9,3.75,0.1499999999999999,-0.1499999999999999,4398,11283,625,10658,2502
2018-10-21,3.682,3.9,3.53,0.3700000000000001,-0.17000000000000037,3.7640000000000002,3.91,3.66,0.25,0.0,3.658,3.87,3.53,0.3400000000000003,-0.17000000000000037,3.68,3.87,3.54,0.33000000000000007,-0.07000000000000028,2852,7482,491,6991,-4041
2018-10-28,3.808,3.85,3.75,0.10000000000000009,0.10000000000000009,3.81,3.85,3.75,0.10000000000000009,0.10000000000000009,3.764,3.82,3.58,0.23999999999999977,0.22999999999999998,3.766,3.82,3.58,0.23999999999999977,0.22999999999999998,1095,1542,138,1404,-210
2018-11-04,3.778,3.9,3.61,0.29000000000000004,0.29000000000000004,3.816,3.9,3.71,0.18999999999999995,0.10999999999999988,3.772,3.9,3.61,0.29000000000000004,0.29000000000000004,3.782,3.9,3.65,0.25,0.25,1078,2532,126,2406,-2406
2018-11-11,3.636,3.71,3.6,0.10999999999999988,0.10000000000000009,3.84,4.48,3.6,0.8800000000000003,0.6200000000000006,3.602,3.71,3.46,0.25,0.10000000000000009,3.758,4.2,3.5,0.7000000000000002,0.3400000000000003,11054,45580,229,45351,44359
2018-11-18,4.0775,4.2,3.94,0.26000000000000023,0.26000000000000023,4.2475000000000005,4.42,4.18,0.2400000000000002,-0.21999999999999975,4.0775,4.2,3.94,0.26000000000000023,0.26000000000000023,4.175,4.2,4.14,0.0600000000000005,0.0600000000000005,5319,12621,1066,11555,-11370
2018-11-25,4.276,4.44,4.05,0.39000000000000057,0.08000000000000007,4.318,4.44,4.11,0.33000000000000007,0.08000000000000007,4.184,4.44,4.05,0.39000000000000057,-0.17999999999999972,4.246,4.44,4.07,0.3700000000000001,-0.27999999999999936,1158,4044,0,4044,2888
2018-12-02,4.2,4.5,4.07,0.4299999999999997,0.08000000000000007,4.2875,4.5,4.15,0.34999999999999964,-0.09999999999999964,4.1274999999999995,4.3,4.0,0.2999999999999998,0.0699999999999994,4.2025,4.39,4.03,0.35999999999999943,-0.11000000000000032,1809,3044,858,2186,-1157
2018-12-09,4.083333333333333,4.19,4.02,0.17000000000000082,0.15000000000000036,4.083333333333333,4.19,4.02,0.17000000000000082,0.15000000000000036,4.016666666666667,4.02,4.01,0.009999999999999787,-0.009999999999999787,4.016666666666667,4.02,4.01,0.009999999999999787,-0.009999999999999787,643,983,434,549,-469
2018-12-16,4.005,4.15,3.84,0.3100000000000005,-0.3100000000000005,4.0875,4.25,3.9,0.3500000000000001,-0.3500000000000001,3.895,4.01,3.77,0.23999999999999977,-0.21999999999999975,3.9575,4.15,3.77,0.38000000000000034,-0.10999999999999988,3483,6666,224,6442,-85
2018-12-23,4.015,4.22,3.76,0.45999999999999996,0.45999999999999996,4.1125,4.25,3.76,0.4900000000000002,0.4900000000000002,3.875,4.1,3.61,0.48999999999999977,0.27000000000000046,4.01,4.18,3.76,0.41999999999999993,0.41999999999999993,16985,37184,0,37184,37184
2018-12-30,4.3875,4.48,4.25,0.23000000000000043,0.21999999999999975,4.4175,4.48,4.35,0.13000000000000078,0.1200000000000001,4.36,4.48,4.25,0.23000000000000043,0.20000000000000018,4.365,4.48,4.26,0.22000000000000064,0.1900000000000004,2292,4338,0,4338,-3445
2019-01-06,4.38,4.48,4.26,0.22000000000000064,-0.1900000000000004,4.382,4.49,4.26,0.23000000000000043,-0.1900000000000004,4.348,4.48,4.18,0.3000000000000007,-0.25,4.35,4.49,4.18,0.3100000000000005,-0.25,4946,16194,162,16032,5026
2019-01-13,4.288,4.45,4.15,0.2999999999999998,-0.2999999999999998,4.31,4.45,4.15,0.2999999999999998,-0.2999999999999998,4.166,4.21,4.15,0.05999999999999961,-0.009999999999999787,4.172000000000001,4.24,4.15,0.08999999999999986,-0.009999999999999787,1056,3973,0,3973,-325
2019-01-20,4.2,4.2,4.2,0.0,0.0,4.24,4.24,4.24,0.0,0.0,4.04,4.04,4.04,0.0,0.0,4.06,4.06,4.06,0.0,0.0,6598,6598,6598,0,0
2019-01-27,4.32,4.43,4.23,0.1999999999999993,-0.1299999999999999,4.38,4.45,4.26,0.1900000000000004,0.020000000000000462,4.2,4.25,4.12,0.1299999999999999,-0.1299999999999999,4.26,4.26,4.26,0.0,0.0,3767,7731,1331,6400,-5490
2019-02-03,4.1375,4.2,4.1,0.10000000000000053,-0.07000000000000028,4.205,4.47,4.1,0.3700000000000001,-0.33999999999999986,4.1225,4.14,4.1,0.040000000000000036,-0.009999999999999787,4.1225,4.14,4.1,0.040000000000000036,-0.009999999999999787,608,931,217,714,61
2019-02-10,4.2675,4.44,4.1,0.34000000000000075,0.27000000000000046,4.3774999999999995,4.84,4.1,0.7400000000000002,0.71,4.2325,4.4,4.1,0.3000000000000007,0.27000000000000046,4.27,4.55,4.1,0.4500000000000002,0.41999999999999993,1399,3600,166,3434,3434
2019-02-17,4.765000000000001,4.87,4.69,0.17999999999999972,-0.019999999999999574,4.87,4.95,4.8,0.15000000000000036,-0.03000000000000025,4.705,4.74,4.67,0.07000000000000028,0.07000000000000028,4.7524999999999995,4.82,4.67,0.15000000000000036,0.1299999999999999,3270,6395,349,6046,-1028
2019-02-24,4.8966666666666665,4.97,4.76,0.20999999999999996,0.20000000000000018,4.956666666666666,5.14,4.76,0.3799999999999999,0.3799999999999999,4.766666666666667,4.8,4.74,0.05999999999999961,-0.019999999999999574,4.8933333333333335,4.96,4.76,0.20000000000000018,0.20000000000000018,13266,29703,388,29315,29315
2019-03-03,4.988,5.15,4.79,0.3600000000000003,-0.3600000000000003,5.05,5.15,4.95,0.20000000000000018,-0.05000000000000071,4.886,4.95,4.79,0.16000000000000014,-0.05999999999999961,4.96,5.1,4.9,0.1999999999999993,0.1999999999999993,1001,2502,0,2502,258
2019-03-10,5.152,5.22,5.03,0.1899999999999995,0.1899999999999995,5.178,5.22,5.12,0.09999999999999964,0.0699999999999994,5.006,5.21,4.75,0.45999999999999996,-0.16999999999999993,5.04,5.22,4.8,0.41999999999999993,-0.22000000000000064,1049,2210,299,1911,-394
2019-03-17,4.72,4.93,4.35,0.5800000000000001,-0.5800000000000001,4.856,5.18,4.35,0.8300000000000001,-0.5800000000000001,4.636,4.93,4.27,0.6600000000000001,-0.6600000000000001,4.6659999999999995,4.99,4.27,0.7200000000000006,-0.6600000000000001,4444,12386,0,12386,1003
2019-03-24,4.604,4.72,4.3,0.41999999999999993,-0.019999999999999574,4.614,4.72,4.3,0.41999999999999993,-0.019999999999999574,4.538,4.72,4.3,0.41999999999999993,-0.019999999999999574,4.592,4.72,4.3,0.41999999999999993,-0.019999999999999574,750,1996,150,1846,525
2019-03-31,4.48,4.54,4.4,0.13999999999999968,-0.019999999999999574,4.48,4.54,4.4,0.13999999999999968,-0.019999999999999574,4.48,4.54,4.4,0.13999999999999968,-0.019999999999999574,4.48,4.54,4.4,0.13999999999999968,-0.019999999999999574,373,807,0,807,-525
2019-04-07,4.656666666666666,4.72,4.62,0.09999999999999964,0.009999999999999787,4.693333333333333,4.73,4.63,0.10000000000000053,-0.10000000000000053,4.65,4.72,4.61,0.10999999999999943,-0.009999999999999787,4.6866666666666665,4.73,4.61,0.1200000000000001,-0.1200000000000001,813,1619,336,1283,1133
2019-04-14,4.5625,4.66,4.41,0.25,-0.13999999999999968,4.62,4.74,4.5,0.2400000000000002,-0.08000000000000007,4.5275,4.63,4.41,0.21999999999999975,-0.13999999999999968,4.5725,4.69,4.5,0.1900000000000004,-0.08000000000000007,1372,2357,828,1529,1364
2019-04-21,4.57,4.71,4.45,0.2599999999999998,0.2599999999999998,4.685,4.72,4.6,0.1200000000000001,0.0,4.5575,4.66,4.45,0.20999999999999996,0.20999999999999996,4.585,4.67,4.52,0.15000000000000036,0.15000000000000036,2187,3565,275,3290,787
2019-04-28,4.64,4.72,4.6,0.1200000000000001,0.040000000000000036,4.6850000000000005,4.73,4.64,0.09000000000000075,-0.020000000000000462,4.637499999999999,4.71,4.6,0.11000000000000032,0.040000000000000036,4.6675,4.71,4.61,0.09999999999999964,0.02999999999999936,1589,2520,330,2190,-1163
2019-05-05,4.632000000000001,4.69,4.46,0.23000000000000043,-0.23000000000000043,4.682,4.7,4.65,0.04999999999999982,0.009999999999999787,4.57,4.67,4.46,0.20999999999999996,-0.05999999999999961,4.648,4.7,4.52,0.1800000000000006,0.1800000000000006,2316,5904,283,5621,-4499
2019-05-12,5.359999999999999,6.1,4.68,1.42,0.9900000000000002,5.588,6.1,4.68,1.42,0.9900000000000002,5.188,5.65,4.61,1.04,1.04,5.458,5.74,4.61,1.13,1.04,13691,33152,843,32309,297
2019-05-19,6.598,6.91,5.85,1.0600000000000005,1.0600000000000005,7.026,7.15,6.88,0.27000000000000046,0.10000000000000053,6.526,6.81,5.85,0.96,0.96,6.836,6.99,6.6,0.39000000000000057,0.39000000000000057,32736,67565,15147,52418,-52418
2019-05-26,7.1575,7.39,6.9,0.4899999999999993,-0.13999999999999968,7.38,7.44,7.3,0.14000000000000057,0.020000000000000462,6.9925,7.28,6.8,0.4800000000000004,-0.08999999999999986,7.11,7.33,6.9,0.4299999999999997,-0.20999999999999996,23165,37878,14833,23045,-22883
2019-06-02,6.89,7.1,6.62,0.47999999999999954,-0.1999999999999993,7.058,7.25,6.98,0.2699999999999996,-0.20999999999999996,6.6499999999999995,7.1,6.05,1.0499999999999998,-0.45999999999999996,6.846,7.15,6.61,0.54,-0.5100000000000007,14335,19849,8497,11352,-2294
2019-06-09,6.93,7.13,6.72,0.41000000000000014,0.28000000000000025,7.0360000000000005,7.13,6.98,0.14999999999999947,0.08999999999999986,6.784,6.9,6.69,0.20999999999999996,-0.02999999999999936,6.982,7.0,6.95,0.04999999999999982,0.040000000000000036,9893,12237,7878,4359,4301
2019-06-16,7.034,7.1,6.95,0.14999999999999947,-0.14999999999999947,7.146,7.21,7.1,0.11000000000000032,0.07000000000000028,6.91,7.05,6.8,0.25,0.15000000000000036,7.132,7.19,7.09,0.10000000000000053,0.09000000000000075,8583,21397,1394,20003,-20003
2019-06-23,7.094,7.19,7.0,0.1900000000000004,-0.1900000000000004,7.162,7.2,7.1,0.10000000000000053,0.009999999999999787,7.05,7.17,6.98,0.1899999999999995,-0.16999999999999993,7.126,7.19,7.04,0.15000000000000036,-0.15000000000000036,5063,11330,363,10967,5981
2019-06-30,6.995,7.2,6.8,0.40000000000000036,0.23000000000000043,7.235,7.4,7.15,0.25,0.20999999999999996,6.9725,7.16,6.8,0.3600000000000003,0.2400000000000002,7.105,7.3,6.92,0.3799999999999999,0.3799999999999999,6891,15131,2649,12482,9500
2019-07-07,7.378,7.52,7.19,0.3299999999999992,0.22999999999999954,7.526,7.65,7.43,0.22000000000000064,0.1900000000000004,7.3340000000000005,7.5,7.16,0.33999999999999986,0.33999999999999986,7.42,7.54,7.27,0.27000000000000046,0.27000000000000046,7334,12683,3661,9022,-1919
2019-07-14,7.514,7.64,7.3,0.33999999999999986,0.0,7.57,7.64,7.47,0.16999999999999993,-0.020000000000000462,7.436,7.56,7.3,0.2599999999999998,-0.05999999999999961,7.496,7.61,7.43,0.1800000000000006,-0.11000000000000032,2249,5041,466,4575,1685
2019-07-21,7.388,7.5,7.28,0.21999999999999975,-0.11000000000000032,7.574,7.68,7.5,0.17999999999999972,-0.14000000000000057,7.296,7.39,7.21,0.17999999999999972,0.17999999999999972,7.364,7.51,7.21,0.2999999999999998,0.2999999999999998,5238,9782,747,9035,-6951
2019-07-28,7.42,7.52,7.24,0.27999999999999936,-0.2699999999999996,7.56,7.7,7.43,0.27000000000000046,-0.20999999999999996,7.368,7.51,7.24,0.2699999999999996,-0.2699999999999996,7.426,7.59,7.3,0.29000000000000004,-0.10999999999999943,5301,8631,3065,5566,-5566
2019-08-04,7.3,7.45,7.16,0.29000000000000004,-0.28000000000000025,7.4475,7.51,7.4,0.10999999999999943,0.04999999999999982,7.275,7.45,7.15,0.2999999999999998,-0.28000000000000025,7.3149999999999995,7.45,7.18,0.27000000000000046,-0.23000000000000043,3403,5580,1504,4076,1890
2019-08-11,7.734,8.2,7.26,0.9399999999999995,0.8499999999999996,8.1,8.71,7.35,1.3600000000000012,0.9199999999999999,7.702,8.18,7.26,0.9199999999999999,0.8299999999999992,7.9239999999999995,8.26,7.34,0.9199999999999999,0.9100000000000001,8081,25570,0,25570,4929
2019-08-18,8.186,8.32,8.06,0.2599999999999998,-0.20999999999999908,8.262,8.35,8.08,0.2699999999999996,-0.2599999999999998,8.03,8.2,7.73,0.46999999999999886,-0.379999999999999,8.209999999999999,8.29,8.05,0.23999999999999844,-0.21999999999999886,6002,9959,2953,7006,-1089
2019-08-25,7.522,8.0,7.13,0.8700000000000001,-0.75,7.61,8.0,7.37,0.6299999999999999,-0.5499999999999998,7.2139999999999995,7.65,6.85,0.8000000000000007,-0.4800000000000004,7.322,7.65,7.17,0.4800000000000004,-0.4800000000000004,5054,10322,2671,7651,-1797
2019-09-01,6.9925,7.12,6.84,0.28000000000000025,-0.07000000000000028,7.0600000000000005,7.12,7.0,0.1200000000000001,-0.07000000000000028,6.8975,7.0,6.79,0.20999999999999996,0.20999999999999996,6.970000000000001,7.07,6.82,0.25,0.20999999999999996,6689,17475,2170,15305,-13203
2019-09-08,7.018,7.06,6.99,0.0699999999999994,-0.0699999999999994,7.058,7.11,6.99,0.1200000000000001,-0.0699999999999994,7.01,7.06,6.99,0.0699999999999994,-0.0699999999999994,7.034,7.11,6.99,0.1200000000000001,-0.0699999999999994,1125,2166,446,1720,61
2019-09-15,6.798,6.91,6.76,0.15000000000000036,-0.15000000000000036,6.9,6.99,6.8,0.1900000000000004,0.03000000000000025,6.782,6.87,6.76,0.11000000000000032,-0.11000000000000032,6.868,6.99,6.77,0.22000000000000064,0.08999999999999986,3716,10006,1221,8785,6747
2019-09-22,6.955,7.04,6.84,0.20000000000000018,-0.009999999999999787,6.97,7.05,6.89,0.16000000000000014,-0.019999999999999574,6.8375,7.03,6.7,0.33000000000000007,0.25,6.8575,7.03,6.7,0.33000000000000007,0.22000000000000064,757,1408,357,1051,-1024
2019-09-29,6.85,7.0,6.57,0.4299999999999997,-0.4299999999999997,6.852,7.0,6.57,0.4299999999999997,-0.4299999999999997,6.7299999999999995,7.0,6.51,0.4900000000000002,-0.4299999999999997,6.776,7.0,6.51,0.4900000000000002,-0.4299999999999997,1858,4672,269,4403,414
2019-10-06,6.7275,6.86,6.59,0.27000000000000046,-0.2600000000000007,6.7325,6.86,6.59,0.27000000000000046,-0.2400000000000002,6.720000000000001,6.86,6.57,0.29000000000000004,-0.29000000000000004,6.7325,6.86,6.59,0.27000000000000046,-0.2400000000000002,975,3188,194,2994,2884
2019-10-13,6.64,6.72,6.57,0.14999999999999947,-0.14999999999999947,6.6625,6.75,6.57,0.17999999999999972,-0.17999999999999972,6.6075,6.64,6.56,0.08000000000000007,-0.08000000000000007,6.6575,6.74,6.56,0.1800000000000006,-0.1800000000000006,1896,5151,287,4864,-4430
2019-10-20,6.688,6.8,6.54,0.2599999999999998,0.16000000000000014,6.688,6.8,6.54,0.2599999999999998,0.16000000000000014,6.63,6.7,6.54,0.16000000000000014,0.13999999999999968,6.63,6.7,6.54,0.16000000000000014,0.13999999999999968,729,977,396,581,32
2019-10-27,6.88,7.1,6.75,0.34999999999999964,0.15000000000000036,6.946,7.14,6.75,0.3899999999999997,0.20000000000000018,6.828,6.9,6.75,0.15000000000000036,0.15000000000000036,6.896,7.14,6.75,0.3899999999999997,0.20000000000000018,2008,4621,931,3690,3649
