Date,ECPGStock_Open_average,ECPGStock_Open_max,ECPGStock_Open_min,ECPGStock_Open_volatility,ECPGStock_Open_change,ECPGStock_High_average,ECPGStock_High_max,ECPGStock_High_min,ECPGStock_High_volatility,ECPGStock_High_change,ECPGStock_Low_average,ECPGStock_Low_max,ECPGStock_Low_min,ECPGStock_Low_volatility,ECPGStock_Low_change,ECPGStock_Close_average,ECPGStock_Close_max,ECPGStock_Close_min,ECPGStock_Close_volatility,ECPGStock_Close_change,ECPGStock_Volume_average,ECPGStock_Volume_max,ECPGStock_Volume_min,ECPGStock_Volume_volatility,ECPGStock_Volume_change
2018-01-14,41.5875,42.5,40.95,1.5499999999999972,-1.5499999999999972,42.025,42.5,41.55,0.9500000000000028,-0.9500000000000028,40.8,41.5,40.25,1.25,-0.6000000000000014,41.375,41.7,41.15,0.5500000000000043,-0.20000000000000284,279547,488235,168725,319510,15499
2018-01-21,41.85,42.2,41.35,0.8500000000000014,0.8500000000000014,42.199999999999996,42.8,41.75,1.0499999999999972,1.0499999999999972,41.52,42.05,41.15,0.8999999999999986,0.8499999999999943,42.08,42.55,41.75,0.7999999999999972,0.7999999999999972,134338,178185,111731,66454,-4774
2018-01-28,41.84,42.6,41.25,1.3500000000000014,-1.3500000000000014,42.019999999999996,42.85,41.25,1.6000000000000014,-1.6000000000000014,41.332,42.1,40.41,1.6900000000000048,-1.6900000000000048,41.64,42.3,41.0,1.2999999999999972,-1.2999999999999972,151555,179364,115134,64230,50770
2018-02-04,39.78,40.7,39.25,1.4500000000000028,-0.75,40.24,41.05,39.85,1.1999999999999957,-0.6999999999999957,39.14,39.9,38.4,1.5,-0.7999999999999972,39.73,40.15,39.35,0.7999999999999972,0.25,217610,312216,105066,207150,20091
2018-02-11,41.14,42.35,40.25,2.1000000000000014,2.1000000000000014,41.81,42.65,40.8,1.8500000000000014,1.5,40.5,41.45,39.85,1.6000000000000014,1.1499999999999986,41.56,42.55,40.6,1.9499999999999957,1.5,199178,254858,153816,101042,69
2018-02-18,42.5,43.6,40.85,2.75,1.6000000000000014,42.875,44.1,41.35,2.75,1.6499999999999986,40.9375,42.0,40.4,1.6000000000000014,1.4500000000000028,41.837500000000006,43.6,40.45,3.1499999999999986,2.1000000000000014,484338,1152479,166286,986193,193353
2018-02-25,42.1,42.65,41.4,1.25,-0.14999999999999858,42.93,43.65,41.9,1.75,0.6999999999999957,41.552,42.2,41.05,1.1500000000000057,0.4099999999999966,42.22,43.2,41.2,2.0,1.8500000000000014,248897,371018,151568,219450,-74335
2018-03-04,44.6,45.7,42.9,2.8000000000000043,2.8000000000000043,45.434,46.2,43.9,2.3000000000000043,1.9500000000000028,44.26,45.4,42.85,2.549999999999997,1.9499999999999957,45.13,45.7,43.7,2.0,2.0,248058,447812,129660,318152,-80147
2018-03-11,44.8,45.95,43.5,2.450000000000003,-2.25,45.376,46.3,44.4,1.8999999999999986,-1.3499999999999943,44.15,45.6,43.5,2.1000000000000014,-2.1000000000000014,44.57,45.9,43.55,2.3500000000000014,-1.25,198306,301350,133533,167817,167817
2018-03-18,45.17,46.1,44.55,1.5500000000000043,-0.05000000000000426,45.83,46.65,44.7,1.9499999999999957,-1.3999999999999986,44.646,45.65,43.9,1.75,-0.4299999999999997,45.14,45.9,44.3,1.6000000000000014,-1.3999999999999986,203292,269097,145598,123499,-55531
2018-03-25,45.225,46.05,44.85,1.1999999999999957,-0.09999999999999432,45.9,46.5,45.45,1.0499999999999972,-0.6999999999999957,44.5625,44.75,44.45,0.29999999999999716,-0.29999999999999716,45.225,45.9,44.9,1.0,-0.6999999999999957,193237,212882,174178,38704,-11084
