Date,ProShares Ultra S&P500Etf_Open_average,ProShares Ultra S&P500Etf_Open_max,ProShares Ultra S&P500Etf_Open_min,ProShares Ultra S&P500Etf_Open_volatility,ProShares Ultra S&P500Etf_Open_change,ProShares Ultra S&P500Etf_High_average,ProShares Ultra S&P500Etf_High_max,ProShares Ultra S&P500Etf_High_min,ProShares Ultra S&P500Etf_High_volatility,ProShares Ultra S&P500Etf_High_change,ProShares Ultra S&P500Etf_Low_average,ProShares Ultra S&P500Etf_Low_max,ProShares Ultra S&P500Etf_Low_min,ProShares Ultra S&P500Etf_Low_volatility,ProShares Ultra S&P500Etf_Low_change,ProShares Ultra S&P500Etf_Close_average,ProShares Ultra S&P500Etf_Close_max,ProShares Ultra S&P500Etf_Close_min,ProShares Ultra S&P500Etf_Close_volatility,ProShares Ultra S&P500Etf_Close_change
2018-03-25,103.6,103.6,103.6,0.0,0.0,106.82,106.82,106.82,0.0,0.0,102.93,102.93,102.93,0.0,0.0,105.48,105.48,105.48,0.0,0.0
2018-04-01,105.3,105.3,105.3,0.0,0.0,106.61,106.61,106.61,0.0,0.0,100.88,100.88,100.88,0.0,0.0,102.33,102.33,102.33,0.0,0.0
2018-04-08,108.36,108.36,108.36,0.0,0.0,108.41,108.41,108.41,0.0,0.0,105.54,105.54,105.54,0.0,0.0,106.5,106.5,106.5,0.0,0.0
2018-04-15,109.37,109.37,109.37,0.0,0.0,109.54,109.54,109.54,0.0,0.0,106.73,106.73,106.73,0.0,0.0,107.58,107.58,107.58,0.0,0.0
2018-04-22,107.74,107.74,107.74,0.0,0.0,108.04,108.04,108.04,0.0,0.0,106.56,106.56,106.56,0.0,0.0,107.43,107.43,107.43,0.0,0.0
2018-04-29,103.31,103.31,103.31,0.0,0.0,107.49,107.49,107.49,0.0,0.0,103.05,103.05,103.05,0.0,0.0,106.88,106.88,106.88,0.0,0.0
2018-05-06,111.79,111.79,111.79,0.0,0.0,112.6,112.6,112.6,0.0,0.0,111.35,111.35,111.35,0.0,0.0,112.12,112.12,112.12,0.0,0.0
2018-05-13,111.27,111.27,111.27,0.0,0.0,111.6,111.6,111.6,0.0,0.0,110.7,110.7,110.7,0.0,0.0,111.07,111.07,111.07,0.0,0.0
2018-05-20,111.67,111.67,111.67,0.0,0.0,112.19,112.19,112.19,0.0,0.0,111.15,111.15,111.15,0.0,0.0,111.63,111.63,111.63,0.0,0.0
2018-05-27,111.73,111.73,111.73,0.0,0.0,113.0,113.0,113.0,0.0,0.0,111.68,111.68,111.68,0.0,0.0,112.67,112.67,112.67,0.0,0.0
2018-06-03,115.29,115.29,115.29,0.0,0.0,116.48,116.48,116.48,0.0,0.0,115.16,115.16,115.16,0.0,0.0,116.44,116.44,116.44,0.0,0.0
2018-06-10,116.09,116.09,116.09,0.0,0.0,116.8,116.8,116.8,0.0,0.0,115.01,115.01,115.01,0.0,0.0,116.52,116.52,116.52,0.0,0.0
2018-06-17,115.02,115.02,115.02,0.0,0.0,115.09,115.09,115.09,0.0,0.0,114.02,114.02,114.02,0.0,0.0,114.2,114.2,114.2,0.0,0.0
2018-06-24,111.95,111.95,111.95,0.0,0.0,113.2,113.2,113.2,0.0,0.0,111.18,111.18,111.18,0.0,0.0,111.29,111.29,111.29,0.0,0.0
2018-07-01,112.72,112.72,112.72,0.0,0.0,114.93,114.93,114.93,0.0,0.0,112.36,112.36,112.36,0.0,0.0,114.49,114.49,114.49,0.0,0.0
2018-07-08,117.68,117.68,117.68,0.0,0.0,118.28,118.28,118.28,0.0,0.0,117.21,117.21,117.21,0.0,0.0,117.94,117.94,117.94,0.0,0.0
2018-07-15,118.09,118.09,118.09,0.0,0.0,118.64,118.64,118.64,0.0,0.0,117.83,117.83,117.83,0.0,0.0,118.02,118.02,118.02,0.0,0.0
2018-07-22,121.34,121.34,121.34,0.0,0.0,121.39,121.39,121.39,0.0,0.0,118.47,118.47,118.47,0.0,0.0,119.37,119.37,119.37,0.0,0.0
2018-07-29,120.23,120.23,120.23,0.0,0.0,121.17,121.17,121.17,0.0,0.0,120.08,120.08,120.08,0.0,0.0,121.17,121.17,121.17,0.0,0.0
2018-08-05,120.84,120.84,120.84,0.0,0.0,121.41,121.41,121.41,0.0,0.0,119.97,119.97,119.97,0.0,0.0,120.61,120.61,120.61,0.0,0.0
2018-08-12,121.06,121.06,121.06,0.0,0.0,122.6,122.6,122.6,0.0,0.0,120.74,120.74,120.74,0.0,0.0,122.1,122.1,122.1,0.0,0.0
2018-08-19,123.26,123.26,123.26,0.0,0.0,124.33,124.33,124.33,0.0,0.0,123.24,123.24,123.24,0.0,0.0,124.18,124.18,124.18,0.0,0.0
2018-08-26,126.1,126.1,126.1,0.0,0.0,126.96,126.96,126.96,0.0,0.0,125.65,125.65,125.65,0.0,0.0,126.51,126.51,126.51,0.0,0.0
2018-09-02,123.55,123.55,123.55,0.0,0.0,125.04,125.04,125.04,0.0,0.0,123.36,123.36,123.36,0.0,0.0,124.08,124.08,124.08,0.0,0.0
2018-09-09,127.03,127.03,127.03,0.0,0.0,127.19,127.19,127.19,0.0,0.0,126.09,126.09,126.09,0.0,0.0,126.88,126.88,126.88,0.0,0.0
2018-09-16,129.9,129.9,129.9,0.0,0.0,129.98,129.98,129.98,0.0,0.0,128.74,128.74,128.74,0.0,0.0,128.93,128.93,128.93,0.0,0.0
2018-09-23,126.95,126.95,126.95,0.0,0.0,128.04,128.04,128.04,0.0,0.0,126.9,126.9,126.9,0.0,0.0,127.52,127.52,127.52,0.0,0.0
2018-09-30,126.54,126.54,126.54,0.0,0.0,127.07,127.07,127.07,0.0,0.0,123.49,123.49,123.49,0.0,0.0,125.03,125.03,125.03,0.0,0.0
2018-10-07,115.39,115.39,115.39,0.0,0.0,115.47,115.47,115.47,0.0,0.0,111.61,111.61,111.61,0.0,0.0,114.6,114.6,114.6,0.0,0.0
2018-10-14,115.41,115.41,115.41,0.0,0.0,117.15,117.15,117.15,0.0,0.0,113.85,113.85,113.85,0.0,0.0,114.61,114.61,114.61,0.0,0.0
2018-10-21,105.94,105.94,105.94,0.0,0.0,108.28,108.28,108.28,0.0,0.0,103.05,103.05,103.05,0.0,0.0,105.47,105.47,105.47,0.0,0.0
2018-10-28,113.0,113.0,113.0,0.0,0.0,113.31,113.31,113.31,0.0,0.0,108.73,108.73,108.73,0.0,0.0,110.63,110.63,110.63,0.0,0.0
2018-11-04,116.35,116.35,116.35,0.0,0.0,116.47,116.47,116.47,0.0,0.0,113.96,113.96,113.96,0.0,0.0,115.39,115.39,115.39,0.0,0.0
2018-11-11,110.23,110.23,110.23,0.0,0.0,112.6,112.6,112.6,0.0,0.0,109.79,109.79,109.79,0.0,0.0,111.78,111.78,111.78,0.0,0.0
2018-11-18,103.18,103.18,103.18,0.0,0.0,104.46,104.46,104.46,0.0,0.0,103.1,103.1,103.1,0.0,0.0,103.36,103.36,103.36,0.0,0.0
2018-11-25,111.54,111.54,111.54,0.0,0.0,113.59,113.59,113.59,0.0,0.0,111.32,111.32,111.32,0.0,0.0,113.1,113.1,113.1,0.0,0.0
2018-12-02,107.76,107.76,107.76,0.0,0.0,109.2,109.2,109.2,0.0,0.0,102.32,102.32,102.32,0.0,0.0,103.11,103.11,103.11,0.0,0.0
2018-12-09,102.46,102.46,102.46,0.0,0.0,103.32,103.32,103.32,0.0,0.0,100.03,100.03,100.03,0.0,0.0,100.51,100.51,100.51,0.0,0.0
2018-12-16,90.98,90.98,90.98,0.0,0.0,93.21,93.21,93.21,0.0,0.0,86.11,86.11,86.11,0.0,0.0,86.59,86.59,86.59,0.0,0.0
2018-12-23,92.5,92.5,92.5,0.0,0.0,93.8,93.8,93.8,0.0,0.0,90.2,90.2,90.2,0.0,0.0,91.15,91.15,91.15,0.0,0.0
2018-12-30,90.89,90.89,90.89,0.0,0.0,94.85,94.85,94.85,0.0,0.0,90.57,90.57,90.57,0.0,0.0,94.43,94.43,94.43,0.0,0.0
2019-01-06,98.28,98.28,98.28,0.0,0.0,99.24,99.24,99.24,0.0,0.0,97.77,97.77,97.77,0.0,0.0,99.18,99.18,99.18,0.0,0.0
2019-01-13,103.81,103.81,103.81,0.0,0.0,105.33,105.33,105.33,0.0,0.0,103.13,103.13,103.13,0.0,0.0,104.88,104.88,104.88,0.0,0.0
2019-01-20,104.16,104.16,104.16,0.0,0.0,105.01,105.01,105.01,0.0,0.0,103.81,103.81,103.81,0.0,0.0,104.29,104.29,104.29,0.0,0.0
2019-01-27,107.65,107.65,107.65,0.0,0.0,108.52,108.52,108.52,0.0,0.0,106.93,106.93,106.93,0.0,0.0,107.64,107.64,107.64,0.0,0.0
2019-02-03,106.42,106.42,106.42,0.0,0.0,107.88,107.88,107.88,0.0,0.0,105.73,105.73,105.73,0.0,0.0,107.81,107.81,107.81,0.0,0.0
2019-02-10,112.47,112.47,112.47,0.0,0.0,113.3,113.3,113.3,0.0,0.0,112.27,112.27,112.27,0.0,0.0,113.26,113.26,113.26,0.0,0.0
2019-02-17,113.83,113.83,113.83,0.0,0.0,114.81,114.81,114.81,0.0,0.0,113.56,113.56,113.56,0.0,0.0,114.64,114.64,114.64,0.0,0.0
2019-02-24,115.64,115.64,115.64,0.0,0.0,115.98,115.98,115.98,0.0,0.0,114.3,114.3,114.3,0.0,0.0,115.71,115.71,115.71,0.0,0.0
2019-03-03,109.4,109.4,109.4,0.0,0.0,110.75,110.75,110.75,0.0,0.0,108.96,108.96,108.96,0.0,0.0,110.65,110.65,110.65,0.0,0.0
2019-03-10,116.46,116.46,116.46,0.0,0.0,117.85,117.85,117.85,0.0,0.0,116.34,116.34,116.34,0.0,0.0,117.16,117.16,117.16,0.0,0.0
2019-03-17,118.37,118.37,118.37,0.0,0.0,118.87,118.87,118.87,0.0,0.0,115.0,115.0,115.0,0.0,0.0,115.03,115.03,115.03,0.0,0.0
2019-03-24,117.59,117.59,117.59,0.0,0.0,117.93,117.93,117.93,0.0,0.0,116.56,116.56,116.56,0.0,0.0,117.8,117.8,117.8,0.0,0.0
2019-03-31,122.13,122.13,122.13,0.0,0.0,122.67,122.67,122.67,0.0,0.0,121.84,121.84,121.84,0.0,0.0,122.57,122.57,122.57,0.0,0.0
2019-04-07,123.8,123.8,123.8,0.0,0.0,124.18,124.18,124.18,0.0,0.0,123.13,123.13,123.13,0.0,0.0,123.91,123.91,123.91,0.0,0.0
2019-04-14,123.78,123.78,123.78,0.0,0.0,123.93,123.93,123.93,0.0,0.0,122.53,122.53,122.53,0.0,0.0,123.7,123.7,123.7,0.0,0.0
2019-04-21,125.38,125.38,125.38,0.0,0.0,126.56,126.56,126.56,0.0,0.0,124.62,124.62,124.62,0.0,0.0,126.54,126.54,126.54,0.0,0.0
2019-04-28,125.87,125.87,125.87,0.0,0.0,127.15,127.15,127.15,0.0,0.0,125.67,125.67,125.67,0.0,0.0,126.88,126.88,126.88,0.0,0.0
2019-05-05,119.63,119.63,119.63,0.0,0.0,122.37,122.37,122.37,0.0,0.0,116.81,116.81,116.81,0.0,0.0,121.58,121.58,121.58,0.0,0.0
2019-05-12,118.99,118.99,118.99,0.0,0.0,121.89,121.89,121.89,0.0,0.0,118.99,118.99,118.99,0.0,0.0,119.64,119.64,119.64,0.0,0.0
2019-05-19,117.74,117.74,117.74,0.0,0.0,118.08,118.08,118.08,0.0,0.0,116.33,116.33,116.33,0.0,0.0,116.88,116.88,116.88,0.0,0.0
2019-05-26,111.43,111.43,111.43,0.0,0.0,112.19,112.19,112.19,0.0,0.0,110.64,110.64,110.64,0.0,0.0,110.68,110.68,110.68,0.0,0.0
2019-06-02,119.29,119.29,119.29,0.0,0.0,121.7,121.7,121.7,0.0,0.0,119.12,119.12,119.12,0.0,0.0,120.65,120.65,120.65,0.0,0.0
2019-06-09,121.96,121.96,121.96,0.0,0.0,122.53,122.53,122.53,0.0,0.0,121.28,121.28,121.28,0.0,0.0,121.94,121.94,121.94,0.0,0.0
2019-06-16,127.22,127.22,127.22,0.0,0.0,128.44,128.44,128.44,0.0,0.0,126.92,126.92,126.92,0.0,0.0,127.16,127.16,127.16,0.0,0.0
2019-06-23,125.53,125.53,125.53,0.0,0.0,126.36,126.36,126.36,0.0,0.0,125.07,125.07,125.07,0.0,0.0,126.01,126.01,126.01,0.0,0.0
2019-06-30,129.62,129.62,129.62,0.0,0.0,130.65,130.65,130.65,0.0,0.0,128.36,128.36,128.36,0.0,0.0,130.46,130.46,130.46,0.0,0.0
2019-07-07,131.61,131.61,131.61,0.0,0.0,132.38,132.38,132.38,0.0,0.0,131.33,131.33,131.33,0.0,0.0,132.33,132.33,132.33,0.0,0.0
2019-07-14,131.68,131.68,131.68,0.0,0.0,131.81,131.81,131.81,0.0,0.0,128.98,128.98,128.98,0.0,0.0,129.15,129.15,129.15,0.0,0.0
2019-07-21,132.21,132.21,132.21,0.0,0.0,133.46,133.46,133.46,0.0,0.0,132.1,132.1,132.1,0.0,0.0,133.28,133.28,133.28,0.0,0.0
2019-07-28,126.06,126.06,126.06,0.0,0.0,126.25,126.25,126.25,0.0,0.0,123.51,123.51,123.51,0.0,0.0,125.24,125.24,125.24,0.0,0.0
2019-08-04,124.7,124.7,124.7,0.0,0.0,125.25,125.25,125.25,0.0,0.0,122.19,122.19,122.19,0.0,0.0,123.85,123.85,123.85,0.0,0.0
2019-08-11,119.29,119.29,119.29,0.0,0.0,121.65,121.65,121.65,0.0,0.0,119.25,119.25,119.25,0.0,0.0,121.29,121.29,121.29,0.0,0.0
2019-08-18,122.9,122.9,122.9,0.0,0.0,124.43,124.43,124.43,0.0,0.0,116.56,116.56,116.56,0.0,0.0,117.67,117.67,117.67,0.0,0.0
2019-08-25,125.46,125.46,125.46,0.0,0.0,125.48,125.48,125.48,0.0,0.0,123.09,123.09,123.09,0.0,0.0,123.96,123.96,123.96,0.0,0.0
2019-09-01,128.83,128.83,128.83,0.0,0.0,129.26,129.26,129.26,0.0,0.0,128.17,128.17,128.17,0.0,0.0,128.67,128.67,128.67,0.0,0.0
2019-09-08,131.82,131.82,131.82,0.0,0.0,132.13,132.13,132.13,0.0,0.0,130.85,130.85,130.85,0.0,0.0,131.22,131.22,131.22,0.0,0.0
2019-09-15,131.71,131.71,131.71,0.0,0.0,131.94,131.94,131.94,0.0,0.0,129.13,129.13,129.13,0.0,0.0,129.78,129.78,129.78,0.0,0.0
2019-09-22,129.41,129.41,129.41,0.0,0.0,129.5,129.5,129.5,0.0,0.0,125.8,125.8,125.8,0.0,0.0,127.29,127.29,127.29,0.0,0.0
2019-09-29,123.52,123.52,123.52,0.0,0.0,126.41,126.41,126.41,0.0,0.0,123.5,123.5,123.5,0.0,0.0,126.15,126.15,126.15,0.0,0.0
2019-10-06,127.7,127.7,127.7,0.0,0.0,129.8,129.8,129.8,0.0,0.0,127.58,127.58,127.58,0.0,0.0,127.73,127.73,127.73,0.0,0.0
2019-10-13,129.75,129.75,129.75,0.0,0.0,130.34,130.34,130.34,0.0,0.0,128.22,128.22,128.22,0.0,0.0,129.08,129.08,129.08,0.0,0.0
2019-10-20,130.59,130.59,130.59,0.0,0.0,132.71,132.71,132.71,0.0,0.0,130.54,130.54,130.54,0.0,0.0,132.23,132.23,132.23,0.0,0.0
2019-10-27,134.96,134.96,134.96,0.0,0.0,136.16,136.16,136.16,0.0,0.0,134.78,134.78,134.78,0.0,0.0,136.16,136.16,136.16,0.0,0.0
2019-11-03,137.49,137.49,137.49,0.0,0.0,138.52,138.52,138.52,0.0,0.0,136.78,136.78,136.78,0.0,0.0,138.52,138.52,138.52,0.0,0.0
2019-11-10,140.23,140.23,140.23,0.0,0.0,140.99,140.99,140.99,0.0,0.0,139.66,139.66,139.66,0.0,0.0,140.98,140.98,140.98,0.0,0.0
2019-11-17,140.26,140.26,140.26,0.0,0.0,140.37,140.37,140.37,0.0,0.0,139.14,139.14,139.14,0.0,0.0,140.13,140.13,140.13,0.0,0.0
2019-11-24,143.59,143.59,143.59,0.0,0.0,143.85,143.85,143.85,0.0,0.0,142.86,142.86,142.86,0.0,0.0,143.03,143.03,143.03,0.0,0.0
2019-12-01,142.82,142.82,142.82,0.0,0.0,143.9,143.9,143.9,0.0,0.0,142.82,142.82,142.82,0.0,0.0,143.45,143.45,143.45,0.0,0.0
2019-12-08,145.24,145.24,145.24,0.0,0.0,146.88,146.88,146.88,0.0,0.0,144.41,144.41,144.41,0.0,0.0,145.63,145.63,145.63,0.0,0.0
2019-12-15,149.92,149.92,149.92,0.0,0.0,150.83,150.83,150.83,0.0,0.0,149.87,149.87,149.87,0.0,0.0,150.38,150.38,150.38,0.0,0.0
2019-12-22,152.67,152.67,152.67,0.0,0.0,152.68,152.68,152.68,0.0,0.0,151.29,151.29,151.29,0.0,0.0,151.79,151.79,151.79,0.0,0.0
2019-12-29,150.06,150.06,150.06,0.0,0.0,152.44,152.44,152.44,0.0,0.0,150.02,150.02,150.02,0.0,0.0,151.27,151.27,151.27,0.0,0.0
