Date,Vanguard Total Bond MarketEtf_Open_average,Vanguard Total Bond MarketEtf_Open_max,Vanguard Total Bond MarketEtf_Open_min,Vanguard Total Bond MarketEtf_Open_volatility,Vanguard Total Bond MarketEtf_Open_change,Vanguard Total Bond MarketEtf_High_average,Vanguard Total Bond MarketEtf_High_max,Vanguard Total Bond MarketEtf_High_min,Vanguard Total Bond MarketEtf_High_volatility,Vanguard Total Bond MarketEtf_High_change,Vanguard Total Bond MarketEtf_Low_average,Vanguard Total Bond MarketEtf_Low_max,Vanguard Total Bond MarketEtf_Low_min,Vanguard Total Bond MarketEtf_Low_volatility,Vanguard Total Bond MarketEtf_Low_change,Vanguard Total Bond MarketEtf_Close_average,Vanguard Total Bond MarketEtf_Close_max,Vanguard Total Bond MarketEtf_Close_min,Vanguard Total Bond MarketEtf_Close_volatility,Vanguard Total Bond MarketEtf_Close_change
2018-01-14,80.77,80.77,80.77,0.0,0.0,80.8,80.8,80.8,0.0,0.0,80.65,80.65,80.65,0.0,0.0,80.67,80.67,80.67,0.0,0.0
2018-01-21,80.86,80.86,80.86,0.0,0.0,80.87,80.87,80.87,0.0,0.0,80.72,80.72,80.72,0.0,0.0,80.8,80.8,80.8,0.0,0.0
2018-01-28,80.04,80.04,80.04,0.0,0.0,80.11,80.11,80.11,0.0,0.0,79.87,79.87,79.87,0.0,0.0,79.92,79.92,79.92,0.0,0.0
2018-02-04,79.61,79.61,79.61,0.0,0.0,79.82,79.82,79.82,0.0,0.0,79.55,79.55,79.55,0.0,0.0,79.57,79.57,79.57,0.0,0.0
2018-02-11,79.68,79.68,79.68,0.0,0.0,79.72,79.72,79.72,0.0,0.0,79.59,79.59,79.59,0.0,0.0,79.65,79.65,79.65,0.0,0.0
2018-02-18,79.49,79.49,79.49,0.0,0.0,79.62,79.62,79.62,0.0,0.0,79.48,79.48,79.48,0.0,0.0,79.58,79.58,79.58,0.0,0.0
2018-02-25,79.38,79.38,79.38,0.0,0.0,79.45,79.45,79.45,0.0,0.0,79.28,79.28,79.28,0.0,0.0,79.37,79.37,79.37,0.0,0.0
2018-03-04,79.28,79.28,79.28,0.0,0.0,79.36,79.36,79.36,0.0,0.0,79.23,79.23,79.23,0.0,0.0,79.32,79.32,79.32,0.0,0.0
2018-03-11,79.51,79.51,79.51,0.0,0.0,79.56,79.56,79.56,0.0,0.0,79.47,79.47,79.47,0.0,0.0,79.53,79.53,79.53,0.0,0.0
2018-03-18,79.5,79.5,79.5,0.0,0.0,79.55,79.55,79.55,0.0,0.0,79.43,79.43,79.43,0.0,0.0,79.52,79.52,79.52,0.0,0.0
2018-03-25,79.76,79.76,79.76,0.0,0.0,79.95,79.95,79.95,0.0,0.0,79.76,79.76,79.76,0.0,0.0,79.93,79.93,79.93,0.0,0.0
2018-04-01,79.68,79.68,79.68,0.0,0.0,79.74,79.74,79.74,0.0,0.0,79.6,79.6,79.6,0.0,0.0,79.72,79.72,79.72,0.0,0.0
2018-04-08,79.54,79.54,79.54,0.0,0.0,79.64,79.64,79.64,0.0,0.0,79.52,79.52,79.52,0.0,0.0,79.63,79.63,79.63,0.0,0.0
