Date,CNC_Open_average,CNC_Open_max,CNC_Open_min,CNC_Open_volatility,CNC_Open_change,CNC_High_average,CNC_High_max,CNC_High_min,CNC_High_volatility,CNC_High_change,CNC_Low_average,CNC_Low_max,CNC_Low_min,CNC_Low_volatility,CNC_Low_change,CNC_Close_average,CNC_Close_max,CNC_Close_min,CNC_Close_volatility,CNC_Close_change,CNC_Volume_average,CNC_Volume_max,CNC_Volume_min,CNC_Volume_volatility,CNC_Volume_change
2018-01-14,55.562,55.98,55.16,0.8200000000000003,0.5799999999999983,55.884,55.98,55.81,0.1699999999999946,0.0799999999999983,54.616,54.91,54.32,0.5899999999999963,0.5899999999999963,55.392,55.8,54.65,1.1499999999999986,1.1499999999999986,2347840,2473786,2159694,314092,-92730
2018-01-21,55.596000000000004,55.68,55.45,0.22999999999999687,0.0,55.936,56.21,55.53,0.6799999999999997,0.05000000000000426,55.196,55.45,54.9,0.5500000000000043,0.37999999999999545,55.47,55.63,55.33,0.30000000000000426,0.15000000000000568,1715743,2222964,1433018,789946,-64752
2018-01-28,53.624,55.46,51.65,3.8100000000000023,-2.8700000000000045,54.0,56.06,52.01,4.050000000000004,-2.8999999999999986,52.154,53.85,49.59,4.259999999999998,-4.259999999999998,52.58,54.34,49.69,4.650000000000006,-4.650000000000006,3464168,3908972,2404494,1504478,-43202
2018-02-04,51.06,52.02,49.9,2.1200000000000045,1.3800000000000026,52.525999999999996,53.55,51.33,2.219999999999999,-1.3299999999999983,50.192,51.51,48.95,2.559999999999995,0.6499999999999986,51.318,52.19,50.18,2.009999999999998,-0.29000000000000625,5239166,6288042,2664286,3623756,-2960712
2018-02-11,50.7975,51.23,49.86,1.3699999999999974,-1.230000000000004,51.35,51.91,50.49,1.4199999999999946,-1.0599999999999952,49.805,50.59,48.8,1.7900000000000063,-0.9899999999999949,50.6375,51.5,49.88,1.6199999999999974,-1.3900000000000006,3274684,5041958,2530488,2511470,-322532
2018-02-18,50.18,50.31,49.94,0.37000000000000455,0.37000000000000455,50.934,51.59,50.3,1.2900000000000063,0.4200000000000017,49.734,50.06,49.45,0.6099999999999994,0.1600000000000037,50.308,51.34,49.74,1.6000000000000014,1.2100000000000009,2233152,2520170,1949050,571120,-316180
2018-02-25,50.642,51.29,49.72,1.5700000000000003,-1.0300000000000011,51.25,52.08,50.52,1.5599999999999952,-0.8299999999999983,50.088,51.14,49.26,1.8800000000000026,-1.4100000000000037,50.632,51.19,49.91,1.2800000000000011,-0.22999999999999687,1981719,2249744,1541612,708132,594570
2018-03-04,50.758,51.16,50.07,1.0899999999999963,0.0799999999999983,51.138,51.34,50.94,0.4000000000000057,0.0,50.03,50.25,49.74,0.509999999999998,0.03999999999999915,50.598,51.33,50.14,1.1899999999999977,-0.37000000000000455,2000176,2117980,1824102,293878,26588
2018-03-11,51.726,52.7,50.38,2.3200000000000003,2.1400000000000006,52.574,53.41,51.01,2.3999999999999986,1.7199999999999989,51.532000000000004,52.69,50.2,2.489999999999995,1.6400000000000006,52.048,52.8,50.84,1.9599999999999937,1.3599999999999994,3514686,5080232,2255254,2824978,667800
2018-03-18,51.9,52.22,51.45,0.769999999999996,-0.769999999999996,52.348,52.73,51.74,0.9899999999999949,-0.509999999999998,51.15,51.83,50.37,1.4600000000000009,-0.8200000000000003,51.534,52.34,50.73,1.6100000000000065,-0.9799999999999969,3526878,4339394,2869338,1470056,182230
