Date,Franklin LibertyQ US_Open_average,Franklin LibertyQ US_Open_max,Franklin LibertyQ US_Open_min,Franklin LibertyQ US_Open_volatility,Franklin LibertyQ US_Open_change,Franklin LibertyQ US_High_average,Franklin LibertyQ US_High_max,Franklin LibertyQ US_High_min,Franklin LibertyQ US_High_volatility,Franklin LibertyQ US_High_change,Franklin LibertyQ US_Low_average,Franklin LibertyQ US_Low_max,Franklin LibertyQ US_Low_min,Franklin LibertyQ US_Low_volatility,Franklin LibertyQ US_Low_change,Franklin LibertyQ US_Close_average,Franklin LibertyQ US_Close_max,Franklin LibertyQ US_Close_min,Franklin LibertyQ US_Close_volatility,Franklin LibertyQ US_Close_change
2018-03-25,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2018-04-01,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2018-04-08,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2018-04-15,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2018-04-22,28.09,28.09,28.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2018-04-29,28.56,28.56,28.56,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2018-05-06,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2018-05-13,28.88,28.88,28.88,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2018-05-20,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2018-05-27,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2018-06-03,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2018-06-10,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2018-06-17,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2018-06-24,29.35,29.35,29.35,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2018-07-01,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2018-07-08,30.01,30.01,30.01,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2018-07-15,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2018-07-22,30.31,30.31,30.31,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2018-07-29,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2018-08-05,30.46,30.46,30.46,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2018-08-12,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2018-08-19,31.03,31.03,31.03,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2018-08-26,31.29,31.29,31.29,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2018-09-02,31.34,31.34,31.34,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2018-09-09,31.47,31.47,31.47,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2018-09-16,31.58,31.58,31.58,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2018-09-23,31.28,31.28,31.28,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2018-09-30,31.13,31.13,31.13,0.0,0.0,31.13,31.13,31.13,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2018-10-07,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2018-10-14,29.93,29.93,29.93,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2018-10-21,28.74,28.74,28.74,0.0,0.0,29.19,29.19,29.19,0.0,0.0,28.72,28.72,28.72,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2018-10-28,30.27,30.27,30.27,0.0,0.0,30.27,30.27,30.27,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2018-11-04,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2018-11-11,30.09,30.09,30.09,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2018-11-18,29.21,29.21,29.21,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2018-11-25,30.19,30.19,30.19,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2018-12-02,29.81,29.81,29.81,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2018-12-09,29.17,29.17,29.17,0.0,0.0,29.21,29.21,29.21,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2018-12-16,27.42,27.42,27.42,0.0,0.0,27.42,27.42,27.42,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-12-23,27.66,27.66,27.66,0.0,0.0,28.65,28.65,28.65,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2018-12-30,27.53,27.53,27.53,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2019-01-06,28.49,28.49,28.49,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-01-13,29.03,29.03,29.03,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2019-01-20,29.26,29.26,29.26,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2019-01-27,29.74,29.74,29.74,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-02-03,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2019-02-10,30.63,30.63,30.63,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2019-02-17,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2019-02-24,31.01,31.01,31.01,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.93,30.93,30.93,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2019-03-03,30.31,30.31,30.31,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2019-03-10,31.08,31.08,31.08,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-03-17,31.23,31.23,31.23,0.0,0.0,31.23,31.23,31.23,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2019-03-24,31.29,31.29,31.29,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2019-03-31,31.91,31.91,31.91,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2019-04-07,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2019-04-14,32.17,32.17,32.17,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2019-04-21,31.94,31.94,31.94,0.0,0.0,32.09,32.09,32.09,0.0,0.0,31.94,31.94,31.94,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2019-04-28,32.02,32.02,32.02,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2019-05-05,31.32,31.32,31.32,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2019-05-12,31.41,31.41,31.41,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2019-05-19,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-05-26,30.44,30.44,30.44,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2019-06-02,31.75,31.75,31.75,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2019-06-09,31.88,31.88,31.88,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2019-06-16,32.38,32.38,32.38,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2019-06-23,32.16,32.16,32.16,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2019-06-30,32.52,32.52,32.52,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2019-07-07,32.89,32.89,32.89,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2019-07-14,33.11,33.11,33.11,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2019-07-21,33.21,33.21,33.21,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2019-07-28,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2019-08-04,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2019-08-11,31.81,31.81,31.81,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2019-08-18,32.44,32.44,32.44,0.0,0.0,32.47,32.47,32.47,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2019-08-25,32.72,32.72,32.72,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2019-09-01,33.24,33.24,33.24,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2019-09-08,33.28,33.28,33.28,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2019-09-15,33.17,33.17,33.17,0.0,0.0,33.17,33.17,33.17,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2019-09-22,33.05,33.05,33.05,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2019-09-29,32.46,32.46,32.46,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2019-10-06,33.02,33.02,33.02,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2019-10-13,33.2,33.2,33.2,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2019-10-20,33.4,33.4,33.4,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2019-10-27,33.68,33.68,33.68,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2019-11-03,33.87,33.87,33.87,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2019-11-10,34.27,34.27,34.27,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2019-11-17,34.08,34.08,34.08,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2019-11-24,34.56,34.56,34.56,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2019-12-01,34.46,34.46,34.46,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-12-08,34.52,34.52,34.52,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-12-15,34.97,34.97,34.97,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.93,34.93,34.93,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2019-12-22,35.23,35.23,35.23,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2019-12-29,34.86,34.86,34.86,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.95,34.95,34.95,0.0,0.0
