Date,GEO_stock_Open_average,GEO_stock_Open_max,GEO_stock_Open_min,GEO_stock_Open_volatility,GEO_stock_Open_change,GEO_stock_High_average,GEO_stock_High_max,GEO_stock_High_min,GEO_stock_High_volatility,GEO_stock_High_change,GEO_stock_Low_average,GEO_stock_Low_max,GEO_stock_Low_min,GEO_stock_Low_volatility,GEO_stock_Low_change,GEO_stock_Close_average,GEO_stock_Close_max,GEO_stock_Close_min,GEO_stock_Close_volatility,GEO_stock_Close_change,GEO_stock_Volume_average,GEO_stock_Volume_max,GEO_stock_Volume_min,GEO_stock_Volume_volatility,GEO_stock_Volume_change
2018-01-14,22.78,22.95,22.62,0.3299999999999983,-0.16999999999999815,22.947499999999998,23.5,22.63,0.870000000000001,-0.8099999999999987,22.377499999999998,22.8,22.04,0.7600000000000016,-0.7600000000000016,22.47,22.88,22.15,0.7300000000000004,-0.6600000000000001,917926,1558415,580286,978129,-716628
2018-01-21,22.514,22.93,22.2,0.7300000000000004,0.7300000000000004,22.854,23.68,22.4,1.2800000000000011,1.2199999999999989,22.192,22.34,22.03,0.3099999999999987,0.26000000000000156,22.724,23.48,22.22,1.2600000000000016,1.0800000000000018,908591,1867036,542378,1324658,1324658
2018-01-28,22.622,23.31,22.05,1.259999999999998,-1.259999999999998,22.728,23.34,22.13,1.2100000000000009,-1.2100000000000009,22.21,22.54,21.46,1.0799999999999983,-1.0799999999999983,22.336,22.65,21.61,1.0399999999999991,-1.0399999999999991,758689,1085759,581895,503864,-335692
2018-02-04,20.272,21.39,19.74,1.6500000000000021,-1.0399999999999991,20.594,21.42,20.12,1.3000000000000007,-1.0700000000000003,19.696,20.11,19.52,0.5899999999999999,-0.5599999999999987,20.082,20.59,19.79,0.8000000000000007,-0.3999999999999986,1656290,2205097,1280371,924726,-209586
2018-02-11,20.102,20.75,19.6,1.1499999999999986,-0.21000000000000085,20.52,21.26,20.14,1.120000000000001,-0.030000000000001137,19.662,20.0,19.05,0.9499999999999993,0.5799999999999983,20.072,20.26,19.94,0.3200000000000003,0.16999999999999815,1234967,1999752,969284,1030468,-100999
2018-02-18,20.96,21.89,20.06,1.8300000000000018,1.8300000000000018,21.545,22.02,21.27,0.75,0.7199999999999989,20.8125,21.55,20.05,1.5,1.5,21.2875,21.99,20.78,1.2099999999999973,1.2099999999999973,1323330,1508699,1202682,306017,-191623
2018-02-25,21.69,22.17,21.26,0.9100000000000001,-0.41000000000000014,22.094,22.28,21.69,0.5899999999999999,-0.16000000000000014,21.432,21.73,21.22,0.5100000000000016,-0.17999999999999972,21.726,22.1,21.3,0.8000000000000007,-0.11000000000000298,1314599,1631917,1030392,601525,601525
2018-03-04,22.0,22.19,21.7,0.490000000000002,-0.17999999999999972,22.34,22.66,22.17,0.48999999999999844,-0.08999999999999986,21.792,22.05,21.44,0.6099999999999994,-0.35999999999999943,22.052,22.23,21.68,0.5500000000000007,0.010000000000001563,868136,1330198,660640,669558,-572589
2018-03-11,22.054,22.52,21.71,0.8099999999999987,-0.3999999999999986,22.268,22.73,21.9,0.8300000000000018,-0.6000000000000014,21.808,22.1,21.58,0.5200000000000031,-0.5100000000000016,21.976,22.46,21.67,0.7899999999999991,-0.6099999999999994,777306,1458726,549110,909616,882660
2018-03-18,21.022000000000002,21.8,20.77,1.0300000000000011,-0.9800000000000004,21.233999999999998,21.8,21.0,0.8000000000000007,-0.8000000000000007,20.644000000000002,20.78,20.4,0.38000000000000256,-0.20000000000000284,20.774,20.89,20.41,0.4800000000000004,-0.4499999999999993,760243,924773,568262,356511,-61292
2018-03-25,20.314999999999998,20.57,20.0,0.5700000000000003,-0.010000000000001563,20.627499999999998,21.06,20.25,0.8099999999999987,0.3999999999999986,19.9825,20.46,19.76,0.6999999999999993,0.6099999999999994,20.2125,20.47,19.89,0.5799999999999983,0.3999999999999986,994697,1574707,749700,825007,15145
2018-04-01,20.492,21.4,19.67,1.7299999999999969,0.9299999999999997,21.078,21.9,20.41,1.4899999999999984,1.3399999999999999,20.27,21.4,19.46,1.9399999999999977,1.9399999999999977,20.768,21.51,19.65,1.860000000000003,1.860000000000003,759020,880032,569304,310728,131611
2018-04-08,21.816,21.97,21.54,0.4299999999999997,0.39000000000000057,21.972,22.11,21.71,0.3999999999999986,0.25,21.534,21.72,21.18,0.5399999999999991,0.370000000000001,21.77,21.93,21.53,0.3999999999999986,0.14000000000000057,608023,850720,378314,472406,-472406
2018-04-15,21.977999999999998,22.29,21.65,0.6400000000000006,-0.14000000000000057,22.17,22.48,21.87,0.6099999999999994,-0.05999999999999872,21.762,22.16,21.31,0.8500000000000014,-0.33999999999999986,21.962,22.22,21.43,0.7899999999999991,-0.4400000000000013,477987,587128,309936,277192,-119752
2018-04-22,21.744,22.16,21.5,0.6600000000000001,0.6600000000000001,22.12,23.08,21.61,1.4699999999999989,1.4699999999999989,21.482,22.13,21.09,1.0399999999999991,0.7799999999999976,21.98,22.79,21.59,1.1999999999999993,1.1999999999999993,572691,778207,317699,460508,460508
2018-04-29,23.592,24.92,22.44,2.4800000000000004,2.020000000000003,24.226,25.09,22.95,2.1400000000000006,2.120000000000001,23.326,24.61,22.44,2.169999999999998,2.120000000000001,24.052,24.95,22.5,2.4499999999999993,2.4200000000000017,1466380,2340902,785524,1555378,771557
