Date,Direxion Daily MSCI Mexico Bull 3X Shares_etf_Open_average,Direxion Daily MSCI Mexico Bull 3X Shares_etf_Open_max,Direxion Daily MSCI Mexico Bull 3X Shares_etf_Open_min,Direxion Daily MSCI Mexico Bull 3X Shares_etf_Open_volatility,Direxion Daily MSCI Mexico Bull 3X Shares_etf_Open_change,Direxion Daily MSCI Mexico Bull 3X Shares_etf_High_average,Direxion Daily MSCI Mexico Bull 3X Shares_etf_High_max,Direxion Daily MSCI Mexico Bull 3X Shares_etf_High_min,Direxion Daily MSCI Mexico Bull 3X Shares_etf_High_volatility,Direxion Daily MSCI Mexico Bull 3X Shares_etf_High_change,Direxion Daily MSCI Mexico Bull 3X Shares_etf_Low_average,Direxion Daily MSCI Mexico Bull 3X Shares_etf_Low_max,Direxion Daily MSCI Mexico Bull 3X Shares_etf_Low_min,Direxion Daily MSCI Mexico Bull 3X Shares_etf_Low_volatility,Direxion Daily MSCI Mexico Bull 3X Shares_etf_Low_change,Direxion Daily MSCI Mexico Bull 3X Shares_etf_Close_average,Direxion Daily MSCI Mexico Bull 3X Shares_etf_Close_max,Direxion Daily MSCI Mexico Bull 3X Shares_etf_Close_min,Direxion Daily MSCI Mexico Bull 3X Shares_etf_Close_volatility,Direxion Daily MSCI Mexico Bull 3X Shares_etf_Close_change
2018-04-22,262.2,262.2,262.2,0.0,0.0,266.64,266.64,266.64,0.0,0.0,262.2,262.2,262.2,0.0,0.0,265.8,265.8,265.8,0.0,0.0
2018-04-29,228.0,228.0,228.0,0.0,0.0,238.33,238.33,238.33,0.0,0.0,223.83,223.83,223.83,0.0,0.0,224.28,224.28,224.28,0.0,0.0
2018-05-06,218.52,218.52,218.52,0.0,0.0,222.96,222.96,222.96,0.0,0.0,209.61,209.61,209.61,0.0,0.0,213.57,213.57,213.57,0.0,0.0
2018-05-13,186.48,186.48,186.48,0.0,0.0,186.48,186.48,186.48,0.0,0.0,177.12,177.12,177.12,0.0,0.0,182.28,182.28,182.28,0.0,0.0
2018-05-20,187.57,187.57,187.57,0.0,0.0,190.56,190.56,190.56,0.0,0.0,185.28,185.28,185.28,0.0,0.0,185.28,185.28,185.28,0.0,0.0
2018-05-27,172.8,172.8,172.8,0.0,0.0,177.6,177.6,177.6,0.0,0.0,172.8,172.8,172.8,0.0,0.0,173.16,173.16,173.16,0.0,0.0
2018-06-03,159.6,159.6,159.6,0.0,0.0,170.16,170.16,170.16,0.0,0.0,156.93,156.93,156.93,0.0,0.0,170.16,170.16,170.16,0.0,0.0
2018-06-10,168.48,168.48,168.48,0.0,0.0,171.0,171.0,171.0,0.0,0.0,165.89,165.89,165.89,0.0,0.0,171.0,171.0,171.0,0.0,0.0
2018-06-17,179.04,179.04,179.04,0.0,0.0,187.08,187.08,187.08,0.0,0.0,176.87,176.87,176.87,0.0,0.0,186.96,186.96,186.96,0.0,0.0
2018-06-24,202.68,202.68,202.68,0.0,0.0,205.96,205.96,205.96,0.0,0.0,197.66,197.66,197.66,0.0,0.0,204.54,204.54,204.54,0.0,0.0
2018-07-01,237.96,237.96,237.96,0.0,0.0,249.96,249.96,249.96,0.0,0.0,231.84,231.84,231.84,0.0,0.0,245.52,245.52,245.52,0.0,0.0
2018-07-08,244.32,244.32,244.32,0.0,0.0,245.16,245.16,245.16,0.0,0.0,241.2,241.2,241.2,0.0,0.0,242.58,242.58,242.58,0.0,0.0
2018-07-15,244.92,244.92,244.92,0.0,0.0,245.22,245.22,245.22,0.0,0.0,238.95,238.95,238.95,0.0,0.0,244.2,244.2,244.2,0.0,0.0
2018-07-22,268.68,268.68,268.68,0.0,0.0,270.0,270.0,270.0,0.0,0.0,262.28,262.28,262.28,0.0,0.0,266.52,266.52,266.52,0.0,0.0
2018-07-29,257.64,257.64,257.64,0.0,0.0,265.68,265.68,265.68,0.0,0.0,257.64,257.64,257.64,0.0,0.0,264.6,264.6,264.6,0.0,0.0
2018-08-05,237.0,237.0,237.0,0.0,0.0,240.0,240.0,240.0,0.0,0.0,228.0,228.0,228.0,0.0,0.0,231.06,231.06,231.06,0.0,0.0
2018-08-12,220.32,220.32,220.32,0.0,0.0,231.6,231.6,231.6,0.0,0.0,220.32,220.32,220.32,0.0,0.0,231.6,231.6,231.6,0.0,0.0
2018-08-19,260.04,260.04,260.04,0.0,0.0,262.32,262.32,262.32,0.0,0.0,240.72,240.72,240.72,0.0,0.0,250.44,250.44,250.44,0.0,0.0
2018-08-26,236.16,236.16,236.16,0.0,0.0,244.44,244.44,244.44,0.0,0.0,231.46,231.46,231.46,0.0,0.0,236.8,236.8,236.8,0.0,0.0
2018-09-02,220.32,220.32,220.32,0.0,0.0,220.32,220.32,220.32,0.0,0.0,212.28,212.28,212.28,0.0,0.0,216.0,216.0,216.0,0.0,0.0
2018-09-09,249.36,249.36,249.36,0.0,0.0,251.04,251.04,251.04,0.0,0.0,239.22,239.22,239.22,0.0,0.0,244.8,244.8,244.8,0.0,0.0
2018-09-16,245.28,245.28,245.28,0.0,0.0,247.68,247.68,247.68,0.0,0.0,240.25,240.25,240.25,0.0,0.0,242.4,242.4,242.4,0.0,0.0
2018-09-23,242.52,242.52,242.52,0.0,0.0,242.52,242.52,242.52,0.0,0.0,239.4,239.4,239.4,0.0,0.0,240.24,240.24,240.24,0.0,0.0
2018-09-30,217.44,217.44,217.44,0.0,0.0,219.6,219.6,219.6,0.0,0.0,213.31,213.31,213.31,0.0,0.0,216.0,216.0,216.0,0.0,0.0
2018-10-07,213.24,213.24,213.24,0.0,0.0,213.24,213.24,213.24,0.0,0.0,204.96,204.96,204.96,0.0,0.0,206.88,206.88,206.88,0.0,0.0
2018-10-14,194.59,194.59,194.59,0.0,0.0,197.88,197.88,197.88,0.0,0.0,189.22,189.22,189.22,0.0,0.0,191.4,191.4,191.4,0.0,0.0
2018-10-21,161.85,161.85,161.85,0.0,0.0,170.76,170.76,170.76,0.0,0.0,161.85,161.85,161.85,0.0,0.0,169.68,169.68,169.68,0.0,0.0
2018-10-28,150.12,150.12,150.12,0.0,0.0,154.92,154.92,154.92,0.0,0.0,142.2,142.2,142.2,0.0,0.0,147.9,147.9,147.9,0.0,0.0
2018-11-04,128.76,128.76,128.76,0.0,0.0,136.92,136.92,136.92,0.0,0.0,114.6,114.6,114.6,0.0,0.0,130.8,130.8,130.8,0.0,0.0
2018-11-11,110.04,110.04,110.04,0.0,0.0,119.64,119.64,119.64,0.0,0.0,109.44,109.44,109.44,0.0,0.0,117.84,117.84,117.84,0.0,0.0
2018-11-18,106.44,106.44,106.44,0.0,0.0,107.04,107.04,107.04,0.0,0.0,102.97,102.97,102.97,0.0,0.0,104.4,104.4,104.4,0.0,0.0
2018-11-25,111.12,111.12,111.12,0.0,0.0,111.12,111.12,111.12,0.0,0.0,104.3,104.3,104.3,0.0,0.0,108.12,108.12,108.12,0.0,0.0
2018-12-02,111.84,111.84,111.84,0.0,0.0,113.4,113.4,113.4,0.0,0.0,109.08,109.08,109.08,0.0,0.0,109.08,109.08,109.08,0.0,0.0
2018-12-09,106.68,106.68,106.68,0.0,0.0,107.64,107.64,107.64,0.0,0.0,104.88,104.88,104.88,0.0,0.0,106.08,106.08,106.08,0.0,0.0
2018-12-16,116.16,116.16,116.16,0.0,0.0,116.16,116.16,116.16,0.0,0.0,109.62,109.62,109.62,0.0,0.0,109.62,109.62,109.62,0.0,0.0
2018-12-23,115.8,115.8,115.8,0.0,0.0,116.16,116.16,116.16,0.0,0.0,112.8,112.8,112.8,0.0,0.0,114.03,114.03,114.03,0.0,0.0
2018-12-30,122.88,122.88,122.88,0.0,0.0,128.28,128.28,128.28,0.0,0.0,122.88,122.88,122.88,0.0,0.0,127.2,127.2,127.2,0.0,0.0
2019-01-06,142.08,142.08,142.08,0.0,0.0,144.46,144.46,144.46,0.0,0.0,140.88,140.88,140.88,0.0,0.0,141.63,141.63,141.63,0.0,0.0
2019-01-13,152.88,152.88,152.88,0.0,0.0,152.88,152.88,152.88,0.0,0.0,149.88,149.88,149.88,0.0,0.0,149.88,149.88,149.88,0.0,0.0
2019-01-20,149.28,149.28,149.28,0.0,0.0,153.24,153.24,153.24,0.0,0.0,144.6,144.6,144.6,0.0,0.0,146.4,146.4,146.4,0.0,0.0
2019-01-27,145.92,145.92,145.92,0.0,0.0,150.96,150.96,150.96,0.0,0.0,145.92,145.92,145.92,0.0,0.0,146.97,146.97,146.97,0.0,0.0
2019-02-03,145.68,145.68,145.68,0.0,0.0,145.68,145.68,145.68,0.0,0.0,141.36,141.36,141.36,0.0,0.0,141.9,141.9,141.9,0.0,0.0
2019-02-10,133.44,133.44,133.44,0.0,0.0,134.96,134.96,134.96,0.0,0.0,128.76,128.76,128.76,0.0,0.0,134.94,134.94,134.94,0.0,0.0
2019-02-17,142.8,142.8,142.8,0.0,0.0,145.8,145.8,145.8,0.0,0.0,142.61,142.61,142.61,0.0,0.0,142.61,142.61,142.61,0.0,0.0
2019-02-24,135.96,135.96,135.96,0.0,0.0,135.96,135.96,135.96,0.0,0.0,126.57,126.57,126.57,0.0,0.0,129.67,129.67,129.67,0.0,0.0
2019-03-03,114.84,114.84,114.84,0.0,0.0,119.02,119.02,119.02,0.0,0.0,113.71,113.71,113.71,0.0,0.0,117.96,117.96,117.96,0.0,0.0
2019-03-10,126.0,126.0,126.0,0.0,0.0,128.52,128.52,128.52,0.0,0.0,125.88,125.88,125.88,0.0,0.0,128.34,128.34,128.34,0.0,0.0
2019-03-17,139.44,139.44,139.44,0.0,0.0,141.21,141.21,141.21,0.0,0.0,128.28,128.28,128.28,0.0,0.0,128.28,128.28,128.28,0.0,0.0
2019-03-24,129.48,129.48,129.48,0.0,0.0,131.16,131.16,131.16,0.0,0.0,128.67,128.67,128.67,0.0,0.0,129.84,129.84,129.84,0.0,0.0
2019-03-31,144.0,144.0,144.0,0.0,0.0,152.98,152.98,152.98,0.0,0.0,144.0,144.0,144.0,0.0,0.0,152.98,152.98,152.98,0.0,0.0
2019-04-07,158.82,158.82,158.82,0.0,0.0,158.88,158.88,158.88,0.0,0.0,155.66,155.66,155.66,0.0,0.0,156.0,156.0,156.0,0.0,0.0
2019-04-14,160.92,160.92,160.92,0.0,0.0,166.08,166.08,166.08,0.0,0.0,159.36,159.36,159.36,0.0,0.0,162.96,162.96,162.96,0.0,0.0
2019-04-21,155.01,155.01,155.01,0.0,0.0,159.36,159.36,159.36,0.0,0.0,154.68,154.68,154.68,0.0,0.0,155.82,155.82,155.82,0.0,0.0
2019-04-28,150.48,150.48,150.48,0.0,0.0,152.28,152.28,152.28,0.0,0.0,149.28,149.28,149.28,0.0,0.0,150.95,150.95,150.95,0.0,0.0
2019-05-05,132.0,132.0,132.0,0.0,0.0,137.33,137.33,137.33,0.0,0.0,127.32,127.32,127.32,0.0,0.0,136.44,136.44,136.44,0.0,0.0
2019-05-12,134.52,134.52,134.52,0.0,0.0,137.28,137.28,137.28,0.0,0.0,134.31,134.31,134.31,0.0,0.0,134.31,134.31,134.31,0.0,0.0
2019-05-19,132.6,132.6,132.6,0.0,0.0,132.6,132.6,132.6,0.0,0.0,126.3,126.3,126.3,0.0,0.0,129.15,129.15,129.15,0.0,0.0
2019-05-26,116.64,116.64,116.64,0.0,0.0,121.8,121.8,121.8,0.0,0.0,114.6,114.6,114.6,0.0,0.0,119.89,119.89,119.89,0.0,0.0
2019-06-02,125.28,125.28,125.28,0.0,0.0,126.96,126.96,126.96,0.0,0.0,123.0,123.0,123.0,0.0,0.0,126.25,126.25,126.25,0.0,0.0
2019-06-09,134.23,134.23,134.23,0.0,0.0,134.23,134.23,134.23,0.0,0.0,131.5,131.5,131.5,0.0,0.0,132.08,132.08,132.08,0.0,0.0
2019-06-16,142.44,142.44,142.44,0.0,0.0,142.56,142.56,142.56,0.0,0.0,136.56,136.56,136.56,0.0,0.0,137.97,137.97,137.97,0.0,0.0
2019-06-23,133.44,133.44,133.44,0.0,0.0,133.44,133.44,133.44,0.0,0.0,128.28,128.28,128.28,0.0,0.0,129.84,129.84,129.84,0.0,0.0
2019-06-30,136.32,136.32,136.32,0.0,0.0,136.68,136.68,136.68,0.0,0.0,132.12,132.12,132.12,0.0,0.0,135.14,135.14,135.14,0.0,0.0
2019-07-07,130.72,130.72,130.72,0.0,0.0,131.28,131.28,131.28,0.0,0.0,127.7,127.7,127.7,0.0,0.0,130.08,130.08,130.08,0.0,0.0
2019-07-14,125.64,125.64,125.64,0.0,0.0,125.64,125.64,125.64,0.0,0.0,120.12,120.12,120.12,0.0,0.0,120.72,120.72,120.72,0.0,0.0
2019-07-21,116.28,116.28,116.28,0.0,0.0,116.4,116.4,116.4,0.0,0.0,111.31,111.31,111.31,0.0,0.0,112.44,112.44,112.44,0.0,0.0
2019-07-28,105.96,105.96,105.96,0.0,0.0,105.96,105.96,105.96,0.0,0.0,99.0,99.0,99.0,0.0,0.0,101.75,101.75,101.75,0.0,0.0
2019-08-04,102.36,102.36,102.36,0.0,0.0,104.68,104.68,104.68,0.0,0.0,100.44,100.44,100.44,0.0,0.0,103.44,103.44,103.44,0.0,0.0
2019-08-11,88.68,88.68,88.68,0.0,0.0,92.94,92.94,92.94,0.0,0.0,88.68,88.68,88.68,0.0,0.0,92.04,92.04,92.04,0.0,0.0
2019-08-18,92.64,92.64,92.64,0.0,0.0,94.68,94.68,94.68,0.0,0.0,90.6,90.6,90.6,0.0,0.0,91.32,91.32,91.32,0.0,0.0
2019-08-25,103.2,103.2,103.2,0.0,0.0,109.8,109.8,109.8,0.0,0.0,103.2,103.2,103.2,0.0,0.0,109.8,109.8,109.8,0.0,0.0
2019-09-01,117.0,117.0,117.0,0.0,0.0,121.2,121.2,121.2,0.0,0.0,117.0,117.0,117.0,0.0,0.0,119.04,119.04,119.04,0.0,0.0
2019-09-08,122.4,122.4,122.4,0.0,0.0,123.96,123.96,123.96,0.0,0.0,121.86,121.86,121.86,0.0,0.0,122.76,122.76,122.76,0.0,0.0
2019-09-15,124.8,124.8,124.8,0.0,0.0,127.46,127.46,127.46,0.0,0.0,124.04,124.04,124.04,0.0,0.0,127.2,127.2,127.2,0.0,0.0
2019-09-22,118.32,118.32,118.32,0.0,0.0,119.4,119.4,119.4,0.0,0.0,115.32,115.32,115.32,0.0,0.0,117.24,117.24,117.24,0.0,0.0
2019-09-29,116.88,116.88,116.88,0.0,0.0,125.61,125.61,125.61,0.0,0.0,116.75,116.75,116.75,0.0,0.0,125.25,125.25,125.25,0.0,0.0
2019-10-06,127.2,127.2,127.2,0.0,0.0,131.4,131.4,131.4,0.0,0.0,126.0,126.0,126.0,0.0,0.0,129.01,129.01,129.01,0.0,0.0
2019-10-13,131.34,131.34,131.34,0.0,0.0,133.68,133.68,133.68,0.0,0.0,130.8,130.8,130.8,0.0,0.0,130.8,130.8,130.8,0.0,0.0
2019-10-20,135.6,135.6,135.6,0.0,0.0,136.2,136.2,136.2,0.0,0.0,134.28,134.28,134.28,0.0,0.0,134.28,134.28,134.28,0.0,0.0
2019-10-27,135.36,135.36,135.36,0.0,0.0,137.78,137.78,137.78,0.0,0.0,133.2,133.2,133.2,0.0,0.0,137.64,137.64,137.64,0.0,0.0
2019-11-03,141.48,141.48,141.48,0.0,0.0,141.48,141.48,141.48,0.0,0.0,135.6,135.6,135.6,0.0,0.0,136.42,136.42,136.42,0.0,0.0
2019-11-10,130.8,130.8,130.8,0.0,0.0,132.6,132.6,132.6,0.0,0.0,130.8,130.8,130.8,0.0,0.0,132.54,132.54,132.54,0.0,0.0
2019-11-17,129.42,129.42,129.42,0.0,0.0,130.8,130.8,130.8,0.0,0.0,127.92,127.92,127.92,0.0,0.0,130.8,130.8,130.8,0.0,0.0
2019-11-24,123.24,123.24,123.24,0.0,0.0,123.42,123.42,123.42,0.0,0.0,121.2,121.2,121.2,0.0,0.0,121.8,121.8,121.8,0.0,0.0
2019-12-01,119.4,119.4,119.4,0.0,0.0,119.4,119.4,119.4,0.0,0.0,117.24,117.24,117.24,0.0,0.0,117.62,117.62,117.62,0.0,0.0
2019-12-08,136.8,136.8,136.8,0.0,0.0,142.6,142.6,142.6,0.0,0.0,136.68,136.68,136.68,0.0,0.0,141.12,141.12,141.12,0.0,0.0
2019-12-15,147.84,147.84,147.84,0.0,0.0,149.88,149.88,149.88,0.0,0.0,146.1,146.1,146.1,0.0,0.0,147.12,147.12,147.12,0.0,0.0
2019-12-22,146.64,146.64,146.64,0.0,0.0,148.68,148.68,148.68,0.0,0.0,144.49,144.49,144.49,0.0,0.0,145.68,145.68,145.68,0.0,0.0
2019-12-29,144.0,144.0,144.0,0.0,0.0,148.14,148.14,148.14,0.0,0.0,143.4,143.4,143.4,0.0,0.0,144.96,144.96,144.96,0.0,0.0
