Date,DY_Open_average,DY_Open_max,DY_Open_min,DY_Open_volatility,DY_Open_change,DY_High_average,DY_High_max,DY_High_min,DY_High_volatility,DY_High_change,DY_Low_average,DY_Low_max,DY_Low_min,DY_Low_volatility,DY_Low_change,DY_Close_average,DY_Close_max,DY_Close_min,DY_Close_volatility,DY_Close_change,DY_Volume_average,DY_Volume_max,DY_Volume_min,DY_Volume_volatility,DY_Volume_change
2018-01-14,118.04,119.62,116.89,2.730000000000004,-1.1800000000000068,119.238,120.72,117.89,2.8299999999999983,-0.10999999999999943,116.446,117.89,115.62,2.269999999999996,2.269999999999996,118.086,120.6,117.01,3.589999999999989,3.589999999999989,639536,1251740,325430,926310,-749042
2018-01-21,119.896,120.67,118.9,1.769999999999996,-0.6500000000000057,120.69,121.39,119.31,2.0799999999999983,0.1700000000000017,118.354,119.32,117.36,1.9599999999999937,0.10999999999999943,119.40599999999999,119.91,118.37,1.539999999999992,0.09000000000000341,414430,588759,270822,317937,147294
2018-01-28,119.01,121.47,116.85,4.6200000000000045,0.8700000000000045,121.176,123.99,118.98,5.009999999999991,2.1300000000000097,116.822,119.86,115.13,4.730000000000004,-0.8400000000000034,118.63199999999999,122.8,115.22,7.579999999999998,-2.3299999999999983,538058,666706,288570,378136,-127741
2018-02-04,112.888,116.39,106.99,9.400000000000006,-6.469999999999999,115.428,117.96,111.78,6.179999999999993,-6.179999999999993,109.552,114.16,105.0,9.159999999999997,-6.200000000000003,112.574,115.98,108.88,7.1000000000000085,-6.490000000000009,902437,2418213,252471,2165742,1852032
2018-02-11,111.5625,114.54,107.55,6.990000000000009,4.63000000000001,114.33,116.5,111.36,5.140000000000001,5.140000000000001,110.22,113.43,106.77,6.660000000000011,4.8700000000000045,113.145,115.28,109.23,6.049999999999997,5.8799999999999955,580282,757636,445114,312522,-112541
2018-02-18,115.202,116.51,114.3,2.210000000000008,2.210000000000008,117.06,118.0,116.22,1.7800000000000011,1.7800000000000011,113.962,114.83,113.1,1.730000000000004,1.3300000000000125,115.36200000000001,117.62,113.81,3.8100000000000023,3.8100000000000023,328834,476813,208259,268554,-108661
2018-02-25,110.756,117.25,107.83,9.420000000000002,-8.549999999999997,113.30799999999999,118.24,110.13,8.11,-8.11,109.008,113.79,106.75,7.040000000000006,-5.890000000000001,110.248,114.11,109.11,5.0,-4.810000000000002,612596,1022280,343217,679063,-251774
2018-03-04,110.384,112.41,108.79,3.6199999999999903,2.6899999999999977,111.736,113.92,110.25,3.6700000000000017,3.6000000000000085,109.438,112.17,108.1,4.070000000000007,3.8299999999999983,111.05,112.78,109.7,3.0799999999999983,3.0799999999999983,406255,519161,353202,165959,-5791
2018-03-11,113.66,115.4,112.21,3.190000000000012,-1.5,114.56,116.5,112.47,4.030000000000001,-4.030000000000001,112.164,113.69,109.57,4.1200000000000045,-4.1200000000000045,113.03,114.78,110.49,4.290000000000006,-4.290000000000006,355518,579287,196487,382800,98383
2018-03-18,109.246,110.79,105.61,5.180000000000007,-5.180000000000007,110.594,113.42,106.39,7.030000000000001,-5.3799999999999955,107.01,110.0,103.24,6.760000000000005,-6.230000000000004,108.05,111.93,103.97,7.960000000000008,-3.4399999999999977,347917,435166,264490,170676,32945
2018-03-25,105.4725,106.89,103.71,3.180000000000007,0.5,107.1075,108.17,105.9,2.269999999999996,0.8200000000000074,103.6725,104.9,102.73,2.1700000000000017,0.8699999999999903,105.005,107.63,103.42,4.209999999999994,1.6799999999999926,357671,443028,281106,161922,-4000
2018-04-01,106.544,108.33,104.61,3.719999999999999,0.12999999999999545,108.002,109.61,106.47,3.1400000000000006,-0.4200000000000017,104.722,107.23,103.49,3.740000000000009,-0.9000000000000057,106.528,108.92,103.92,5.0,-2.789999999999992,274117,404060,202032,202028,-12016
2018-04-08,105.862,107.02,104.83,2.1899999999999977,0.2599999999999909,107.088,107.69,106.06,1.6299999999999955,0.29000000000000625,104.92,105.75,103.89,1.8599999999999994,0.8299999999999983,105.892,107.08,104.87,2.2099999999999937,1.6200000000000045,273210,315927,233833,82094,-44582
2018-04-15,107.05199999999999,109.0,104.99,4.010000000000005,-2.3900000000000006,108.27,110.12,106.31,3.8100000000000023,-3.6200000000000045,105.938,107.81,104.0,3.8100000000000023,-3.039999999999992,106.76,109.14,104.59,4.549999999999997,-3.8400000000000034,283355,371907,205639,166268,36756
2018-04-22,106.546,107.68,104.99,2.690000000000012,0.36999999999999034,108.286,108.9,107.06,1.8400000000000034,0.480000000000004,105.166,106.79,103.83,2.960000000000008,-0.46000000000000796,105.94,107.55,103.86,3.6899999999999977,-1.1899999999999977,331400,405057,262946,142111,-62707
2018-04-29,104.48,105.79,103.08,2.710000000000008,1.2900000000000063,105.978,107.66,104.54,3.1199999999999903,2.030000000000001,102.976,105.38,101.71,3.6700000000000017,2.739999999999995,105.068,106.68,103.63,3.0500000000000114,1.4200000000000017,351437,746946,150517,596429,-596429
2018-05-06,110.02199999999999,112.05,106.96,5.090000000000003,5.090000000000003,111.232,112.5,109.49,3.010000000000005,3.010000000000005,109.302,111.4,106.69,4.710000000000008,4.659999999999997,110.626,111.67,108.95,2.719999999999999,2.5799999999999983,302820,360038,244247,115791,97697
2018-05-13,113.324,116.27,110.75,5.519999999999996,5.519999999999996,115.408,117.4,112.81,4.590000000000003,4.590000000000003,113.03,115.59,110.75,4.840000000000003,4.840000000000003,114.178,116.2,112.14,4.060000000000002,4.060000000000002,554534,881186,342378,538808,538808
