Date,WisdomTree Asia-Pacific ex-Japan_etf_Open_average,WisdomTree Asia-Pacific ex-Japan_etf_Open_max,WisdomTree Asia-Pacific ex-Japan_etf_Open_min,WisdomTree Asia-Pacific ex-Japan_etf_Open_volatility,WisdomTree Asia-Pacific ex-Japan_etf_Open_change,WisdomTree Asia-Pacific ex-Japan_etf_High_average,WisdomTree Asia-Pacific ex-Japan_etf_High_max,WisdomTree Asia-Pacific ex-Japan_etf_High_min,WisdomTree Asia-Pacific ex-Japan_etf_High_volatility,WisdomTree Asia-Pacific ex-Japan_etf_High_change,WisdomTree Asia-Pacific ex-Japan_etf_Low_average,WisdomTree Asia-Pacific ex-Japan_etf_Low_max,WisdomTree Asia-Pacific ex-Japan_etf_Low_min,WisdomTree Asia-Pacific ex-Japan_etf_Low_volatility,WisdomTree Asia-Pacific ex-Japan_etf_Low_change,WisdomTree Asia-Pacific ex-Japan_etf_Close_average,WisdomTree Asia-Pacific ex-Japan_etf_Close_max,WisdomTree Asia-Pacific ex-Japan_etf_Close_min,WisdomTree Asia-Pacific ex-Japan_etf_Close_volatility,WisdomTree Asia-Pacific ex-Japan_etf_Close_change
2018-12-02,62.63,62.63,62.63,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.3,62.3,62.3,0.0,0.0
2018-12-09,62.22,62.22,62.22,0.0,0.0,62.26,62.26,62.26,0.0,0.0,62.06,62.06,62.06,0.0,0.0,62.09,62.09,62.09,0.0,0.0
2018-12-16,61.23,61.23,61.23,0.0,0.0,61.23,61.23,61.23,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.7,60.7,60.7,0.0,0.0
2018-12-23,61.62,61.62,61.62,0.0,0.0,61.62,61.62,61.62,0.0,0.0,61.3,61.3,61.3,0.0,0.0,61.32,61.32,61.32,0.0,0.0
2018-12-30,60.87,60.87,60.87,0.0,0.0,61.58,61.58,61.58,0.0,0.0,60.76,60.76,60.76,0.0,0.0,61.58,61.58,61.58,0.0,0.0
2019-01-06,63.09,63.09,63.09,0.0,0.0,63.14,63.14,63.14,0.0,0.0,63.09,63.09,63.09,0.0,0.0,63.11,63.11,63.11,0.0,0.0
2019-01-13,64.25,64.25,64.25,0.0,0.0,64.34,64.34,64.34,0.0,0.0,64.25,64.25,64.25,0.0,0.0,64.28,64.28,64.28,0.0,0.0
2019-01-20,64.62,64.62,64.62,0.0,0.0,65.25,65.25,65.25,0.0,0.0,64.62,64.62,64.62,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2019-01-27,65.72,65.72,65.72,0.0,0.0,65.87,65.87,65.87,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.59,65.59,65.59,0.0,0.0
2019-02-03,65.37,65.37,65.37,0.0,0.0,65.48,65.48,65.48,0.0,0.0,65.35,65.35,65.35,0.0,0.0,65.43,65.43,65.43,0.0,0.0
2019-02-10,66.0,66.0,66.0,0.0,0.0,66.04,66.04,66.04,0.0,0.0,65.98,65.98,65.98,0.0,0.0,66.04,66.04,66.04,0.0,0.0
2019-02-17,67.54,67.54,67.54,0.0,0.0,67.54,67.54,67.54,0.0,0.0,67.39,67.39,67.39,0.0,0.0,67.53,67.53,67.53,0.0,0.0
2019-02-24,66.79,66.79,66.79,0.0,0.0,66.83,66.83,66.83,0.0,0.0,66.78,66.78,66.78,0.0,0.0,66.8,66.8,66.8,0.0,0.0
2019-03-03,65.72,65.72,65.72,0.0,0.0,65.81,65.81,65.81,0.0,0.0,65.62,65.62,65.62,0.0,0.0,65.81,65.81,65.81,0.0,0.0
2019-03-10,67.36,67.36,67.36,0.0,0.0,67.36,67.36,67.36,0.0,0.0,67.31,67.31,67.31,0.0,0.0,67.31,67.31,67.31,0.0,0.0
2019-03-17,67.09,67.09,67.09,0.0,0.0,67.09,67.09,67.09,0.0,0.0,66.92,66.92,66.92,0.0,0.0,66.92,66.92,66.92,0.0,0.0
2019-03-24,67.24,67.24,67.24,0.0,0.0,67.3,67.3,67.3,0.0,0.0,67.15,67.15,67.15,0.0,0.0,67.3,67.3,67.3,0.0,0.0
2019-03-31,69.0,69.0,69.0,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.0,69.0,69.0,0.0,0.0
2019-04-07,69.03,69.03,69.03,0.0,0.0,69.05,69.05,69.05,0.0,0.0,68.93,68.93,68.93,0.0,0.0,69.0,69.0,69.0,0.0,0.0
2019-04-14,68.95,68.95,68.95,0.0,0.0,69.18,69.18,69.18,0.0,0.0,68.87,68.87,68.87,0.0,0.0,68.97,68.97,68.97,0.0,0.0
2019-04-21,67.97,67.97,67.97,0.0,0.0,68.22,68.22,68.22,0.0,0.0,67.97,67.97,67.97,0.0,0.0,68.19,68.19,68.19,0.0,0.0
2019-04-28,68.62,68.62,68.62,0.0,0.0,68.68,68.68,68.68,0.0,0.0,68.62,68.62,68.62,0.0,0.0,68.68,68.68,68.68,0.0,0.0
2019-05-05,65.89,65.89,65.89,0.0,0.0,66.49,66.49,66.49,0.0,0.0,65.6,65.6,65.6,0.0,0.0,66.22,66.22,66.22,0.0,0.0
2019-05-12,64.94,64.94,64.94,0.0,0.0,65.09,65.09,65.09,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.71,64.71,64.71,0.0,0.0
2019-05-19,64.65,64.65,64.65,0.0,0.0,64.85,64.85,64.85,0.0,0.0,64.65,64.65,64.65,0.0,0.0,64.85,64.85,64.85,0.0,0.0
2019-05-26,64.62,64.62,64.62,0.0,0.0,64.73,64.73,64.73,0.0,0.0,64.6,64.6,64.6,0.0,0.0,64.66,64.66,64.66,0.0,0.0
2019-06-02,66.06,66.06,66.06,0.0,0.0,66.24,66.24,66.24,0.0,0.0,65.88,65.88,65.88,0.0,0.0,65.88,65.88,65.88,0.0,0.0
2019-06-09,65.56,65.56,65.56,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.56,65.56,65.56,0.0,0.0,65.67,65.67,65.67,0.0,0.0
2019-06-16,68.32,68.32,68.32,0.0,0.0,68.32,68.32,68.32,0.0,0.0,68.32,68.32,68.32,0.0,0.0,68.32,68.32,68.32,0.0,0.0
2019-06-23,68.62,68.62,68.62,0.0,0.0,68.62,68.62,68.62,0.0,0.0,68.3,68.3,68.3,0.0,0.0,68.3,68.3,68.3,0.0,0.0
2019-06-30,67.93,67.93,67.93,0.0,0.0,67.93,67.93,67.93,0.0,0.0,67.93,67.93,67.93,0.0,0.0,67.93,67.93,67.93,0.0,0.0
2019-07-07,67.9,67.9,67.9,0.0,0.0,68.04,68.04,68.04,0.0,0.0,67.9,67.9,67.9,0.0,0.0,68.04,68.04,68.04,0.0,0.0
2019-07-14,68.46,68.46,68.46,0.0,0.0,68.46,68.46,68.46,0.0,0.0,68.28,68.28,68.28,0.0,0.0,68.28,68.28,68.28,0.0,0.0
2019-07-21,67.65,67.65,67.65,0.0,0.0,67.75,67.75,67.75,0.0,0.0,67.65,67.65,67.65,0.0,0.0,67.75,67.75,67.75,0.0,0.0
2019-07-28,64.85,64.85,64.85,0.0,0.0,64.85,64.85,64.85,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.47,64.47,64.47,0.0,0.0
2019-08-04,63.1,63.1,63.1,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.1,63.1,63.1,0.0,0.0,63.34,63.34,63.34,0.0,0.0
2019-08-11,62.84,62.84,62.84,0.0,0.0,62.91,62.91,62.91,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.91,62.91,62.91,0.0,0.0
2019-08-18,62.69,62.69,62.69,0.0,0.0,62.69,62.69,62.69,0.0,0.0,61.97,61.97,61.97,0.0,0.0,61.97,61.97,61.97,0.0,0.0
2019-08-25,63.38,63.38,63.38,0.0,0.0,63.38,63.38,63.38,0.0,0.0,63.38,63.38,63.38,0.0,0.0,63.38,63.38,63.38,0.0,0.0
2019-09-01,65.2,65.2,65.2,0.0,0.0,65.21,65.21,65.21,0.0,0.0,65.19,65.19,65.19,0.0,0.0,65.21,65.21,65.21,0.0,0.0
2019-09-08,66.93,66.93,66.93,0.0,0.0,66.93,66.93,66.93,0.0,0.0,66.84,66.84,66.84,0.0,0.0,66.84,66.84,66.84,0.0,0.0
2019-09-15,65.81,65.81,65.81,0.0,0.0,65.81,65.81,65.81,0.0,0.0,65.81,65.81,65.81,0.0,0.0,65.81,65.81,65.81,0.0,0.0
2019-09-22,64.65,64.65,64.65,0.0,0.0,64.65,64.65,64.65,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.73,63.73,63.73,0.0,0.0
2019-09-29,63.79,63.79,63.79,0.0,0.0,63.85,63.85,63.85,0.0,0.0,63.79,63.79,63.79,0.0,0.0,63.85,63.85,63.85,0.0,0.0
2019-10-06,65.54,65.54,65.54,0.0,0.0,65.54,65.54,65.54,0.0,0.0,65.34,65.34,65.34,0.0,0.0,65.34,65.34,65.34,0.0,0.0
2019-10-13,65.17,65.17,65.17,0.0,0.0,65.39,65.39,65.39,0.0,0.0,65.17,65.17,65.17,0.0,0.0,65.34,65.34,65.34,0.0,0.0
2019-10-20,66.21,66.21,66.21,0.0,0.0,66.22,66.22,66.22,0.0,0.0,66.21,66.21,66.21,0.0,0.0,66.22,66.22,66.22,0.0,0.0
2019-10-27,66.92,66.92,66.92,0.0,0.0,66.92,66.92,66.92,0.0,0.0,66.81,66.81,66.81,0.0,0.0,66.84,66.84,66.84,0.0,0.0
2019-11-03,67.71,67.71,67.71,0.0,0.0,67.71,67.71,67.71,0.0,0.0,67.56,67.56,67.56,0.0,0.0,67.63,67.63,67.63,0.0,0.0
2019-11-10,66.48,66.48,66.48,0.0,0.0,66.69,66.69,66.69,0.0,0.0,66.44,66.44,66.44,0.0,0.0,66.57,66.57,66.57,0.0,0.0
2019-11-17,66.02,66.02,66.02,0.0,0.0,66.06,66.06,66.06,0.0,0.0,65.84,65.84,65.84,0.0,0.0,66.06,66.06,66.06,0.0,0.0
2019-11-24,65.79,65.79,65.79,0.0,0.0,65.79,65.79,65.79,0.0,0.0,65.79,65.79,65.79,0.0,0.0,65.79,65.79,65.79,0.0,0.0
2019-12-01,65.94,65.94,65.94,0.0,0.0,65.94,65.94,65.94,0.0,0.0,65.94,65.94,65.94,0.0,0.0,65.94,65.94,65.94,0.0,0.0
2019-12-08,68.0,68.0,68.0,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.0,68.0,68.0,0.0,0.0
2019-12-15,69.28,69.28,69.28,0.0,0.0,69.3,69.3,69.3,0.0,0.0,69.28,69.28,69.28,0.0,0.0,69.3,69.3,69.3,0.0,0.0
2019-12-22,69.38,69.38,69.38,0.0,0.0,69.38,69.38,69.38,0.0,0.0,69.38,69.38,69.38,0.0,0.0,69.38,69.38,69.38,0.0,0.0
2019-12-29,69.17,69.17,69.17,0.0,0.0,69.17,69.17,69.17,0.0,0.0,69.07,69.07,69.07,0.0,0.0,69.07,69.07,69.07,0.0,0.0
