Date,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_Open_average,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_Open_max,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_Open_min,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_Open_volatility,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_Open_change,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_High_average,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_High_max,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_High_min,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_High_volatility,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_High_change,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_Low_average,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_Low_max,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_Low_min,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_Low_volatility,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_Low_change,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_Close_average,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_Close_max,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_Close_min,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_Close_volatility,iPath Bloomberg Cocoa Subindex Total Return Exp 24Etf_Close_change
2018-01-14,23.45,23.45,23.45,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2018-01-21,23.87,23.87,23.87,0.0,0.0,24.33,24.33,24.33,0.0,0.0,23.84,23.84,23.84,0.0,0.0,24.33,24.33,24.33,0.0,0.0
2018-01-28,24.84,24.84,24.84,0.0,0.0,25.18,25.18,25.18,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2018-02-04,24.69,24.69,24.69,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2018-02-11,25.73,25.73,25.73,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2018-02-18,26.33,26.33,26.33,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2018-02-25,27.57,27.57,27.57,0.0,0.0,28.49,28.49,28.49,0.0,0.0,27.57,27.57,27.57,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2018-03-04,30.67,30.67,30.67,0.0,0.0,31.13,31.13,31.13,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2018-03-11,31.02,31.02,31.02,0.0,0.0,31.24,31.24,31.24,0.0,0.0,30.82,30.82,30.82,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2018-03-18,31.45,31.45,31.45,0.0,0.0,32.49,32.49,32.49,0.0,0.0,31.25,31.25,31.25,0.0,0.0,32.24,32.24,32.24,0.0,0.0
