Date,INFI_Open_average,INFI_Open_max,INFI_Open_min,INFI_Open_volatility,INFI_Open_change,INFI_High_average,INFI_High_max,INFI_High_min,INFI_High_volatility,INFI_High_change,INFI_Low_average,INFI_Low_max,INFI_Low_min,INFI_Low_volatility,INFI_Low_change,INFI_Close_average,INFI_Close_max,INFI_Close_min,INFI_Close_volatility,INFI_Close_change,INFI_Volume_average,INFI_Volume_max,INFI_Volume_min,INFI_Volume_volatility,INFI_Volume_change
2018-01-14,2.02,2.05,1.99,0.05999999999999983,-0.009999999999999787,2.0549999999999997,2.08,2.04,0.040000000000000036,0.03000000000000025,1.9449999999999998,1.98,1.93,0.050000000000000044,0.050000000000000044,2.01,2.04,1.97,0.07000000000000006,0.07000000000000006,417184,678270,291707,386563,-337655
2018-01-21,2.134,2.23,2.05,0.18000000000000016,0.050000000000000266,2.212,2.33,2.13,0.20000000000000018,-0.11000000000000032,2.074,2.18,2.0,0.18000000000000016,0.08000000000000007,2.13,2.19,2.09,0.10000000000000009,-0.10000000000000009,600487,996276,270195,726081,-701856
2018-01-28,2.066,2.11,2.02,0.08999999999999986,-0.040000000000000036,2.144,2.23,2.08,0.1499999999999999,-0.10999999999999988,2.026,2.06,2.0,0.06000000000000005,-0.06000000000000005,2.066,2.14,2.01,0.13000000000000034,-0.13000000000000034,619714,1043126,317900,725226,191104
2018-02-04,2.026,2.08,1.98,0.10000000000000009,0.029999999999999805,2.084,2.15,2.02,0.1299999999999999,-0.1299999999999999,1.92,2.01,1.7,0.30999999999999983,-0.26,2.0140000000000002,2.08,1.97,0.1100000000000001,-0.030000000000000027,690922,1542432,321651,1220781,620974
2018-02-11,1.856,1.96,1.78,0.17999999999999994,-0.1299999999999999,1.918,2.03,1.84,0.18999999999999972,-0.1399999999999999,1.798,1.82,1.76,0.06000000000000005,-0.010000000000000009,1.842,1.87,1.8,0.07000000000000006,0.040000000000000036,449875,538163,351597,186566,-186566
2018-02-18,1.8450000000000002,1.86,1.83,0.030000000000000027,-0.010000000000000009,1.8900000000000001,1.94,1.86,0.07999999999999985,-0.010000000000000009,1.78,1.82,1.72,0.10000000000000009,-0.10000000000000009,1.8375000000000001,1.85,1.81,0.040000000000000036,0.0,339899,429028,213687,215341,185187
2018-02-25,1.89,1.95,1.85,0.09999999999999987,0.029999999999999805,1.992,2.12,1.93,0.19000000000000017,0.1200000000000001,1.846,1.87,1.82,0.050000000000000044,0.020000000000000018,1.936,2.07,1.85,0.21999999999999975,0.10999999999999988,447562,789516,205998,583518,81163
2018-03-04,2.358,2.55,2.15,0.3999999999999999,0.28000000000000025,2.594,2.84,2.45,0.3899999999999997,-0.25,2.196,2.25,2.11,0.14000000000000012,0.14000000000000012,2.47,2.72,2.25,0.4700000000000002,-0.17000000000000037,1847171,3987603,902277,3085326,-3075458
2018-03-11,2.548,2.7,2.34,0.3600000000000003,-0.18000000000000016,2.72,2.79,2.67,0.1200000000000001,-0.020000000000000018,2.454,2.51,2.34,0.16999999999999993,-0.16999999999999993,2.624,2.74,2.47,0.27,-0.03000000000000025,1096941,1184610,920645,263965,261965
2018-03-18,2.52,2.6,2.44,0.16000000000000014,-0.16000000000000014,2.572,2.67,2.45,0.21999999999999975,-0.1599999999999997,2.364,2.45,2.18,0.27,-0.22999999999999998,2.45,2.56,2.21,0.3500000000000001,-0.3500000000000001,927290,1316770,734368,582402,78610
