Date,ProShares UltraPro 3x Crude Oil_Open_average,ProShares UltraPro 3x Crude Oil_Open_max,ProShares UltraPro 3x Crude Oil_Open_min,ProShares UltraPro 3x Crude Oil_Open_volatility,ProShares UltraPro 3x Crude Oil_Open_change,ProShares UltraPro 3x Crude Oil_High_average,ProShares UltraPro 3x Crude Oil_High_max,ProShares UltraPro 3x Crude Oil_High_min,ProShares UltraPro 3x Crude Oil_High_volatility,ProShares UltraPro 3x Crude Oil_High_change,ProShares UltraPro 3x Crude Oil_Low_average,ProShares UltraPro 3x Crude Oil_Low_max,ProShares UltraPro 3x Crude Oil_Low_min,ProShares UltraPro 3x Crude Oil_Low_volatility,ProShares UltraPro 3x Crude Oil_Low_change,ProShares UltraPro 3x Crude Oil_Close_average,ProShares UltraPro 3x Crude Oil_Close_max,ProShares UltraPro 3x Crude Oil_Close_min,ProShares UltraPro 3x Crude Oil_Close_volatility,ProShares UltraPro 3x Crude Oil_Close_change
2018-04-08,49.86,49.86,49.86,0.0,0.0,50.04,50.04,50.04,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2018-04-15,51.46,51.46,51.46,0.0,0.0,55.06,55.06,55.06,0.0,0.0,50.85,50.85,50.85,0.0,0.0,54.98,54.98,54.98,0.0,0.0
2018-04-22,51.58,51.58,51.58,0.0,0.0,55.85,55.85,55.85,0.0,0.0,51.5,51.5,51.5,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2018-04-29,58.21,58.21,58.21,0.0,0.0,59.48,59.48,59.48,0.0,0.0,56.26,56.26,56.26,0.0,0.0,57.03,57.03,57.03,0.0,0.0
2018-05-06,59.22,59.22,59.22,0.0,0.0,60.48,60.48,60.48,0.0,0.0,59.14,59.14,59.14,0.0,0.0,60.23,60.23,60.23,0.0,0.0
2018-05-13,61.56,61.56,61.56,0.0,0.0,63.85,63.85,63.85,0.0,0.0,61.34,61.34,61.34,0.0,0.0,63.77,63.77,63.77,0.0,0.0
2018-05-20,54.39,54.39,54.39,0.0,0.0,54.47,54.47,54.47,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2018-05-27,47.12,47.12,47.12,0.0,0.0,47.43,47.43,47.43,0.0,0.0,44.52,44.52,44.52,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2018-06-03,45.59,45.59,45.59,0.0,0.0,48.06,48.06,48.06,0.0,0.0,45.26,45.26,45.26,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2018-06-10,45.14,45.14,45.14,0.0,0.0,46.76,46.76,46.76,0.0,0.0,44.47,44.47,44.47,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2018-06-17,51.23,51.23,51.23,0.0,0.0,51.55,51.55,51.55,0.0,0.0,49.5,49.5,49.5,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2018-06-24,62.16,62.16,62.16,0.0,0.0,62.18,62.18,62.18,0.0,0.0,60.09,60.09,60.09,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2018-07-01,60.84,60.84,60.84,0.0,0.0,61.93,61.93,61.93,0.0,0.0,59.3,59.3,59.3,0.0,0.0,61.86,61.86,61.86,0.0,0.0
2018-07-08,51.93,51.93,51.93,0.0,0.0,52.26,52.26,52.26,0.0,0.0,48.03,48.03,48.03,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2018-07-15,53.03,53.03,53.03,0.0,0.0,53.85,53.85,53.85,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2018-07-22,55.95,55.95,55.95,0.0,0.0,56.48,56.48,56.48,0.0,0.0,55.09,55.09,55.09,0.0,0.0,55.35,55.35,55.35,0.0,0.0
2018-07-29,53.53,53.53,53.53,0.0,0.0,54.95,54.95,54.95,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.56,52.56,52.56,0.0,0.0
2018-08-05,49.04,49.04,49.04,0.0,0.0,49.5,49.5,49.5,0.0,0.0,45.75,45.75,45.75,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2018-08-12,45.76,45.76,45.76,0.0,0.0,46.82,46.82,46.82,0.0,0.0,45.44,45.44,45.44,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2018-08-19,53.94,53.94,53.94,0.0,0.0,54.08,54.08,54.08,0.0,0.0,53.08,53.08,53.08,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2018-08-26,56.44,56.44,56.44,0.0,0.0,56.99,56.99,56.99,0.0,0.0,55.5,55.5,55.5,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2018-09-02,52.88,52.88,52.88,0.0,0.0,53.16,53.16,53.16,0.0,0.0,50.71,50.71,50.71,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2018-09-09,55.03,55.03,55.03,0.0,0.0,55.75,55.75,55.75,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.48,53.48,53.48,0.0,0.0
2018-09-16,62.16,62.16,62.16,0.0,0.0,63.67,63.67,63.67,0.0,0.0,61.56,61.56,61.56,0.0,0.0,62.64,62.64,62.64,0.0,0.0
2018-09-23,65.44,65.44,65.44,0.0,0.0,71.49,71.49,71.49,0.0,0.0,64.85,64.85,64.85,0.0,0.0,71.3,71.3,71.3,0.0,0.0
2018-09-30,65.83,65.83,65.83,0.0,0.0,67.74,67.74,67.74,0.0,0.0,65.49,65.49,65.49,0.0,0.0,67.29,67.29,67.29,0.0,0.0
2018-10-07,59.99,59.99,59.99,0.0,0.0,60.62,60.62,60.62,0.0,0.0,58.48,58.48,58.48,0.0,0.0,60.22,60.22,60.22,0.0,0.0
2018-10-14,54.53,54.53,54.53,0.0,0.0,56.03,56.03,56.03,0.0,0.0,53.4,53.4,53.4,0.0,0.0,56.01,56.01,56.01,0.0,0.0
2018-10-21,50.28,50.28,50.28,0.0,0.0,50.64,50.64,50.64,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2018-10-28,42.59,42.59,42.59,0.0,0.0,43.36,43.36,43.36,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.78,40.78,40.78,0.0,0.0
2018-11-04,36.78,36.78,36.78,0.0,0.0,37.71,37.71,37.71,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2018-11-11,28.3,28.3,28.3,0.0,0.0,30.6,30.6,30.6,0.0,0.0,27.07,27.07,27.07,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2018-11-18,21.4,21.4,21.4,0.0,0.0,21.9,21.9,21.9,0.0,0.0,20.43,20.43,20.43,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2018-11-25,22.96,22.96,22.96,0.0,0.0,23.04,23.04,23.04,0.0,0.0,21.62,21.62,21.62,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2018-12-02,20.54,20.54,20.54,0.0,0.0,21.43,21.43,21.43,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2018-12-09,20.54,20.54,20.54,0.0,0.0,20.66,20.66,20.66,0.0,0.0,18.1,18.1,18.1,0.0,0.0,18.22,18.22,18.22,0.0,0.0
2018-12-16,13.21,13.21,13.21,0.0,0.0,13.34,13.34,13.34,0.0,0.0,12.34,12.34,12.34,0.0,0.0,12.37,12.37,12.37,0.0,0.0
2018-12-23,13.23,13.23,13.23,0.0,0.0,13.57,13.57,13.57,0.0,0.0,12.5,12.5,12.5,0.0,0.0,13.47,13.47,13.47,0.0,0.0
2018-12-30,16.0,16.0,16.0,0.0,0.0,17.09,17.09,17.09,0.0,0.0,15.82,15.82,15.82,0.0,0.0,16.06,16.06,16.06,0.0,0.0
2019-01-06,18.5,18.5,18.5,0.0,0.0,19.06,19.06,19.06,0.0,0.0,17.53,17.53,17.53,0.0,0.0,17.82,17.82,17.82,0.0,0.0
2019-01-13,20.0,20.0,20.0,0.0,0.0,21.26,21.26,21.26,0.0,0.0,19.58,19.58,19.58,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2019-01-20,18.81,18.81,18.81,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.92,18.92,18.92,0.0,0.0
2019-01-27,21.1,21.1,21.1,0.0,0.0,21.86,21.86,21.86,0.0,0.0,20.05,20.05,20.05,0.0,0.0,21.8,21.8,21.8,0.0,0.0
2019-02-03,18.21,18.21,18.21,0.0,0.0,19.3,19.3,19.3,0.0,0.0,17.83,17.83,17.83,0.0,0.0,19.01,19.01,19.01,0.0,0.0
2019-02-10,22.26,22.26,22.26,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2019-02-17,22.78,22.78,22.78,0.0,0.0,23.02,23.02,23.02,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2019-02-24,23.15,23.15,23.15,0.0,0.0,23.54,23.54,23.54,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2019-03-03,23.25,23.25,23.25,0.0,0.0,23.43,23.43,23.43,0.0,0.0,22.71,22.71,22.71,0.0,0.0,23.22,23.22,23.22,0.0,0.0
2019-03-10,25.34,25.34,25.34,0.0,0.0,26.21,26.21,26.21,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2019-03-17,25.03,25.03,25.03,0.0,0.0,25.89,25.89,25.89,0.0,0.0,24.41,24.41,24.41,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2019-03-24,27.72,27.72,27.72,0.0,0.0,29.05,29.05,29.05,0.0,0.0,27.49,27.49,27.49,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-03-31,31.83,31.83,31.83,0.0,0.0,32.97,32.97,32.97,0.0,0.0,31.81,31.81,31.81,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2019-04-07,31.84,31.84,31.84,0.0,0.0,32.19,32.19,32.19,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2019-04-14,34.53,34.53,34.53,0.0,0.0,35.2,35.2,35.2,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2019-04-21,31.1,31.1,31.1,0.0,0.0,31.72,31.72,31.72,0.0,0.0,30.42,30.42,30.42,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2019-04-28,28.6,28.6,28.6,0.0,0.0,30.6,30.6,30.6,0.0,0.0,28.5,28.5,28.5,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2019-05-05,30.78,30.78,30.78,0.0,0.0,31.18,31.18,31.18,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-05-12,30.67,30.67,30.67,0.0,0.0,31.3,31.3,31.3,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2019-05-19,24.4,24.4,24.4,0.0,0.0,24.52,24.52,24.52,0.0,0.0,22.87,22.87,22.87,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2019-05-26,18.97,18.97,18.97,0.0,0.0,19.07,19.07,19.07,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.44,17.44,17.44,0.0,0.0
2019-06-02,18.51,18.51,18.51,0.0,0.0,19.06,19.06,19.06,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2019-06-09,16.53,16.53,16.53,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.04,16.04,16.04,0.0,0.0,16.32,16.32,16.32,0.0,0.0
2019-06-16,21.57,21.57,21.57,0.0,0.0,22.05,22.05,22.05,0.0,0.0,20.65,20.65,20.65,0.0,0.0,21.9,21.9,21.9,0.0,0.0
2019-06-23,24.21,24.21,24.21,0.0,0.0,24.25,24.25,24.25,0.0,0.0,22.42,22.42,22.42,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2019-06-30,21.58,21.58,21.58,0.0,0.0,22.34,22.34,22.34,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2019-07-07,24.92,24.92,24.92,0.0,0.0,24.93,24.93,24.93,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2019-07-14,19.39,19.39,19.39,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2019-07-21,20.1,20.1,20.1,0.0,0.0,20.44,20.44,20.44,0.0,0.0,19.15,19.15,19.15,0.0,0.0,20.37,20.37,20.37,0.0,0.0
2019-07-28,17.26,17.26,17.26,0.0,0.0,18.38,18.38,18.38,0.0,0.0,17.2,17.2,17.2,0.0,0.0,17.61,17.61,17.61,0.0,0.0
2019-08-04,17.27,17.27,17.27,0.0,0.0,17.57,17.57,17.57,0.0,0.0,13.87,13.87,13.87,0.0,0.0,17.26,17.26,17.26,0.0,0.0
2019-08-11,17.97,17.97,17.97,0.0,0.0,18.4,18.4,18.4,0.0,0.0,17.57,17.57,17.57,0.0,0.0,18.28,18.28,18.28,0.0,0.0
2019-08-18,17.38,17.38,17.38,0.0,0.0,17.61,17.61,17.61,0.0,0.0,16.13,16.13,16.13,0.0,0.0,16.33,16.33,16.33,0.0,0.0
2019-08-25,18.69,18.69,18.69,0.0,0.0,18.74,18.74,18.74,0.0,0.0,16.83,16.83,16.83,0.0,0.0,17.32,17.32,17.32,0.0,0.0
2019-09-01,19.52,19.52,19.52,0.0,0.0,20.34,20.34,20.34,0.0,0.0,19.35,19.35,19.35,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2019-09-08,21.89,21.89,21.89,0.0,0.0,24.86,24.86,24.86,0.0,0.0,21.72,21.72,21.72,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2019-09-15,19.38,19.38,19.38,0.0,0.0,19.82,19.82,19.82,0.0,0.0,18.86,18.86,18.86,0.0,0.0,19.65,19.65,19.65,0.0,0.0
2019-09-22,16.42,16.42,16.42,0.0,0.0,16.82,16.82,16.82,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2019-09-29,14.78,14.78,14.78,0.0,0.0,15.36,15.36,15.36,0.0,0.0,14.18,14.18,14.18,0.0,0.0,14.43,14.43,14.43,0.0,0.0
2019-10-06,14.91,14.91,14.91,0.0,0.0,15.17,15.17,15.17,0.0,0.0,14.43,14.43,14.43,0.0,0.0,15.01,15.01,15.01,0.0,0.0
2019-10-13,14.45,14.45,14.45,0.0,0.0,15.18,15.18,15.18,0.0,0.0,14.42,14.42,14.42,0.0,0.0,15.09,15.09,15.09,0.0,0.0
2019-10-20,17.81,17.81,17.81,0.0,0.0,17.97,17.97,17.97,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2019-10-27,18.04,18.04,18.04,0.0,0.0,18.3,18.3,18.3,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.55,17.55,17.55,0.0,0.0
2019-11-03,17.35,17.35,17.35,0.0,0.0,18.2,18.2,18.2,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.78,17.78,17.78,0.0,0.0
2019-11-10,18.23,18.23,18.23,0.0,0.0,18.33,18.33,18.33,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.79,17.79,17.79,0.0,0.0
2019-11-17,18.28,18.28,18.28,0.0,0.0,18.76,18.76,18.76,0.0,0.0,17.97,17.97,17.97,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2019-11-24,16.97,16.97,16.97,0.0,0.0,17.04,17.04,17.04,0.0,0.0,16.29,16.29,16.29,0.0,0.0,16.54,16.54,16.54,0.0,0.0
2019-12-01,19.0,19.0,19.0,0.0,0.0,19.55,19.55,19.55,0.0,0.0,18.98,18.98,18.98,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2019-12-08,20.51,20.51,20.51,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.54,20.54,20.54,0.0,0.0
2019-12-15,20.72,20.72,20.72,0.0,0.0,21.29,21.29,21.29,0.0,0.0,20.66,20.66,20.66,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2019-12-22,22.78,22.78,22.78,0.0,0.0,22.83,22.83,22.83,0.0,0.0,21.58,21.58,21.58,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2019-12-29,23.95,23.95,23.95,0.0,0.0,24.19,24.19,24.19,0.0,0.0,22.79,22.79,22.79,0.0,0.0,23.58,23.58,23.58,0.0,0.0
