Date,JEF_stock_Open_average,JEF_stock_Open_max,JEF_stock_Open_min,JEF_stock_Open_volatility,JEF_stock_Open_change,JEF_stock_High_average,JEF_stock_High_max,JEF_stock_High_min,JEF_stock_High_volatility,JEF_stock_High_change,JEF_stock_Low_average,JEF_stock_Low_max,JEF_stock_Low_min,JEF_stock_Low_volatility,JEF_stock_Low_change,JEF_stock_Close_average,JEF_stock_Close_max,JEF_stock_Close_min,JEF_stock_Close_volatility,JEF_stock_Close_change,JEF_stock_Volume_average,JEF_stock_Volume_max,JEF_stock_Volume_min,JEF_stock_Volume_volatility,JEF_stock_Volume_change
2018-01-14,27.8325,28.08,27.7,0.379999999999999,-0.29999999999999716,27.9925,28.17,27.8,0.370000000000001,-0.060000000000002274,27.5125,27.74,27.42,0.31999999999999673,0.28999999999999915,27.7525,28.01,27.55,0.46000000000000085,0.46000000000000085,1165327,1322350,958938,363412,-85602
2018-01-21,27.748,27.89,27.55,0.33999999999999986,-0.25,27.838,28.01,27.65,0.360000000000003,-0.360000000000003,27.502,27.66,27.34,0.3200000000000003,-0.3000000000000007,27.63,27.91,27.43,0.4800000000000004,-0.28000000000000114,1092695,1380057,755085,624972,-75383
2018-01-28,27.122,27.51,26.92,0.5899999999999999,-0.5899999999999999,27.256,27.7,27.02,0.6799999999999997,-0.6799999999999997,26.808,27.16,26.22,0.9400000000000013,-0.9400000000000013,26.932,27.18,26.29,0.8900000000000006,-0.8900000000000006,1310370,1645311,986125,659186,659186
2018-02-04,24.798,26.0,24.18,1.8200000000000003,-1.8200000000000003,25.252,26.31,24.45,1.8599999999999994,-1.8599999999999994,24.112,24.76,23.46,1.3000000000000007,-1.3000000000000007,24.524,25.01,23.86,1.1500000000000021,-0.5199999999999996,2727879,4662408,2004383,2658025,-436663
2018-02-11,24.722,25.3,24.41,0.8900000000000006,0.379999999999999,25.13,25.4,24.78,0.6199999999999974,0.05999999999999872,24.568,24.82,24.34,0.4800000000000004,0.4800000000000004,24.912,25.22,24.6,0.6199999999999974,0.129999999999999,1787186,2251771,1302370,949401,-207674
2018-02-18,24.9125,25.1,24.58,0.5200000000000031,-0.3400000000000034,25.205,25.41,25.0,0.41000000000000014,-0.3000000000000007,24.69,24.96,24.43,0.5300000000000011,-0.4499999999999993,24.8825,25.1,24.48,0.620000000000001,-0.13000000000000256,1573325,1747600,1413948,333652,89079
2018-02-25,24.458,25.14,23.45,1.6900000000000013,-1.6400000000000006,24.706,25.45,23.87,1.5799999999999983,-1.3599999999999994,24.016,24.86,23.13,1.7300000000000004,-1.7300000000000004,24.204,25.02,23.64,1.379999999999999,-1.2100000000000009,1685286,2193031,1164997,1028034,436637
2018-03-04,23.956,24.22,23.61,0.6099999999999994,0.6099999999999994,24.238,24.72,24.04,0.6799999999999997,0.5899999999999999,23.732,24.13,23.46,0.6699999999999982,0.6699999999999982,24.094,24.5,23.92,0.5799999999999983,0.5799999999999983,2025692,2705839,1599227,1106612,-10150
2018-03-11,24.464,24.65,24.39,0.259999999999998,-0.05999999999999872,24.616,24.72,24.52,0.1999999999999993,0.10999999999999943,24.29,24.41,24.19,0.21999999999999886,-0.07000000000000028,24.432,24.65,24.3,0.34999999999999787,0.14999999999999858,2564740,3204069,1797564,1406505,1209941
2018-03-18,23.44,24.6,22.42,2.1799999999999997,-2.1799999999999997,23.554000000000002,24.63,22.51,2.1199999999999974,-2.1199999999999974,22.82,23.76,21.72,2.0400000000000027,-2.0400000000000027,22.912,24.0,21.85,2.1499999999999986,-2.1499999999999986,2552593,2876112,2149953,726159,132655
