Date,PLT_Open_average,PLT_Open_max,PLT_Open_min,PLT_Open_volatility,PLT_Open_change,PLT_High_average,PLT_High_max,PLT_High_min,PLT_High_volatility,PLT_High_change,PLT_Low_average,PLT_Low_max,PLT_Low_min,PLT_Low_volatility,PLT_Low_change,PLT_Close_average,PLT_Close_max,PLT_Close_min,PLT_Close_volatility,PLT_Close_change,PLT_Volume_average,PLT_Volume_max,PLT_Volume_min,PLT_Volume_volatility,PLT_Volume_change
2018-01-14,55.015,55.28,54.52,0.759999999999998,-0.5999999999999943,55.68,56.24,55.29,0.9500000000000028,-0.480000000000004,54.6325,54.89,54.51,0.38000000000000256,-0.07000000000000028,54.957499999999996,55.27,54.62,0.6500000000000057,0.20000000000000284,176193,243248,112256,130992,-118772
2018-01-21,54.77,55.15,54.1,1.0499999999999972,-0.9299999999999997,54.952,55.5,54.45,1.0499999999999972,-0.5399999999999991,54.112,54.54,53.76,0.7800000000000011,-0.6400000000000006,54.52,55.04,54.14,0.8999999999999986,-0.759999999999998,104642,131494,72477,59017,-42511
2018-01-28,55.922,58.38,53.62,4.760000000000005,4.25,57.59,60.49,54.5,5.990000000000002,4.039999999999999,55.234,57.29,53.13,4.159999999999997,4.159999999999997,56.466,58.99,53.42,5.57,3.190000000000005,296392,522950,149870,373080,109910
2018-02-04,55.532000000000004,56.46,54.08,2.3800000000000026,-1.75,56.724000000000004,57.72,55.38,2.3399999999999963,-2.3399999999999963,54.504,55.73,53.26,2.469999999999999,-2.1799999999999997,55.370000000000005,56.31,54.02,2.289999999999999,-0.5799999999999983,208763,249250,175100,74150,12217
2018-02-11,55.712,56.72,54.83,1.8900000000000006,1.4200000000000017,56.552,57.16,55.84,1.3199999999999932,1.2299999999999969,55.51,56.46,54.76,1.7000000000000028,1.4200000000000017,56.178,57.14,55.26,1.8800000000000026,0.9699999999999989,164553,199732,115125,84607,22152
2018-02-18,55.5375,55.85,55.16,0.6900000000000048,-0.6900000000000048,55.9625,56.48,55.58,0.8999999999999986,-0.7899999999999991,54.805,55.41,54.33,1.0799999999999983,-0.9899999999999949,54.9675,55.58,54.47,1.1099999999999994,-0.8599999999999994,200355,315965,145887,170078,137968
2018-02-25,54.738,56.4,53.18,3.219999999999999,-1.8200000000000003,55.82,56.58,54.67,1.9099999999999966,-1.3799999999999955,53.956,55.06,53.04,2.020000000000003,-1.3699999999999974,54.786,56.15,53.74,2.4099999999999966,-1.2800000000000011,191427,264141,141429,122712,-73847
2018-03-04,56.81,58.29,54.64,3.6499999999999986,3.6499999999999986,57.674,58.91,55.93,2.979999999999997,2.979999999999997,56.432,57.89,54.64,3.25,3.25,57.47,58.87,55.76,3.1099999999999994,3.1099999999999994,150001,184614,110886,73728,6256
2018-03-11,58.866,59.5,58.44,1.0600000000000023,-0.46000000000000085,59.26,59.71,58.77,0.9399999999999977,-0.6000000000000014,58.232,58.57,57.94,0.6300000000000026,-0.030000000000001137,58.588,59.11,58.25,0.8599999999999994,-0.8599999999999994,158772,348479,98629,249850,222367
2018-03-18,57.42,58.0,56.7,1.2999999999999972,-1.2999999999999972,58.056000000000004,58.56,57.59,0.9699999999999989,-0.4199999999999946,56.568,57.51,55.12,2.3900000000000006,-1.5700000000000003,57.012,57.8,55.16,2.6400000000000006,-2.5500000000000043,121562,222011,72888,149123,18838
2018-03-25,57.415,59.51,56.0,3.509999999999998,3.509999999999998,58.525,61.86,56.52,5.339999999999996,5.339999999999996,56.332499999999996,58.8,54.68,4.119999999999997,3.509999999999998,57.26,60.37,54.87,5.5,4.019999999999996,357890,684935,144788,540147,528801
2018-04-01,59.153999999999996,60.36,57.62,2.740000000000002,-0.8900000000000006,59.838,60.69,59.11,1.5799999999999983,-0.5799999999999983,58.204,58.83,57.62,1.2100000000000009,0.6499999999999986,58.96,59.9,58.18,1.7199999999999989,0.8200000000000003,286585,405236,163736,241500,-200514
2018-04-08,60.76,62.5,59.69,2.8100000000000023,2.8100000000000023,61.396,62.5,60.52,1.9799999999999969,1.7999999999999972,60.396,61.88,59.63,2.25,2.25,60.958,62.21,59.84,2.3699999999999974,2.3699999999999974,239186,338622,140792,197830,-29950
2018-04-15,63.96,64.74,62.69,2.049999999999997,2.049999999999997,64.646,65.46,63.36,2.0999999999999943,2.0999999999999943,63.626000000000005,64.65,62.08,2.5700000000000074,2.5700000000000074,64.402,64.97,63.11,1.8599999999999994,1.8599999999999994,217012,344309,132744,211565,-43484
2018-04-22,65.544,65.74,65.2,0.539999999999992,0.539999999999992,65.866,65.99,65.76,0.22999999999998977,0.0,64.972,65.18,64.73,0.45000000000000284,0.3200000000000074,65.468,65.7,65.17,0.5300000000000011,0.21999999999999886,166554,280111,131622,148489,5297
